gene-Y11_RS05560	262	95	115	155	202	175	122	193	238	190	host	agaF
gene-Y11_RS09125	2138	973	1237	1372	1987	1009	890	1423	1053	776	host	cspE
gene-Y11_RS17615	279	117	156	168	230	166	273	305	174	231	host	phnP
gene-g336	0	593	1142	2499	2534	3095	3668	4267	4444	4768	phage	g336
gene-Y11_RS10030	2215	1747	1594	1526	1401	1029	806	760	630	685	host	gene-Y11_RS10030
gene-Y11_RS10575	1321	613	761	1128	1629	1297	1337	1719	1442	1439	host	gene-Y11_RS10575
gene-Y11_RS06325	9	1	4	2	1	3	1	8	2	1	host	uvrY
gene-Y11_RS14590	2282	943	908	848	1057	951	961	1053	1000	957	host	gene-Y11_RS14590
gene-Y11_RS17045	586322	409496	451262	586617	638259	480934	417991	416034	295586	264378	host	groL
gene-Y11_RS05165	1887	987	940	957	879	629	678	773	627	728	host	gene-Y11_RS05165
gene-Y11_RS01775	602	186	229	312	412	325	484	532	508	399	host	gene-Y11_RS01775
gene-Y11_RS03380	635	298	344	404	511	360	300	481	360	390	host	gene-Y11_RS03380
gene-Y11_RS15215	4321	3453	4507	5754	7426	5109	6671	6781	5782	5236	host	nudE
gene-Y11_RS07840	2493	1273	2020	2382	2804	1911	2182	2074	1840	1330	host	gene-Y11_RS07840
gene-Y11_RS06285	3	1	4	3	3	5	1	1	2	2	host	gene-Y11_RS06285
gene-Y11_RS02810	3773	2902	2863	2801	2565	1794	1750	1763	1497	1544	host	gene-Y11_RS02810
gene-Y11_RS08870	15839	12372	13955	14455	13665	10395	9244	9727	7022	6791	host	pgm
gene-Y11_RS07035	627	196	179	223	242	237	287	415	297	245	host	gene-Y11_RS07035
gene-Y11_RS06625	487	361	296	300	307	193	162	223	136	176	host	fliG
gene-Y11_RS08380	299	81	123	252	305	193	365	437	443	306	host	phnE
gene-Y11_RS16355	10372	7119	7731	10090	9245	7433	6837	7106	5310	4972	host	gene-Y11_RS16355
gene-Y11_RS01600	2689	1653	1980	2418	2831	2003	2004	2233	1732	1634	host	gene-Y11_RS01600
gene-Y11_RS06715	967	554	692	533	781	452	497	489	259	367	host	gene-Y11_RS06715
gene-Y11_RS10210	245	117	166	154	186	157	139	237	180	138	host	hpxZ
gene-Y11_RS04070	9269	3162	3767	5406	6703	4607	4878	5676	4252	4071	host	gene-Y11_RS04070
gene-Y11_RS05275	1026	964	995	1045	1145	861	732	985	739	746	host	gene-Y11_RS05275
gene-Y11_RS00140	2231	1448	1777	1716	1747	1179	1268	1287	864	780	host	gene-Y11_RS00140
gene-Y11_RS13130	1629	800	989	1343	1520	1192	1178	1560	1317	1070	host	aceB
gene-Y11_RS18350	877	685	790	893	887	748	780	830	759	634	host	gene-Y11_RS18350
gene-g009	3	907	1649	3590	3013	3436	3233	3499	3071	3484	phage	g009
gene-Y11_RS16030	629	322	411	545	745	468	532	579	488	406	host	cyaY
gene-Y11_RS12730	547	243	273	367	486	331	447	381	392	360	host	gene-Y11_RS12730
gene-Y11_RS08510	13876	8391	9541	11188	11514	8621	9027	9503	7726	7685	host	uvrB
gene-Y11_RS08185	309	142	146	267	365	311	313	430	203	265	host	gene-Y11_RS08185
gene-Y11_RS23725	4955	2657	2726	3191	3188	2149	2258	2120	1946	1951	host	gene-Y11_RS23725
gene-Y11_RS05825	4109	5046	4425	4458	4373	3119	2925	3518	2718	3516	host	hemA
gene-Y11_RS15870	312	160	312	760	1088	832	826	1046	851	832	host	gene-Y11_RS15870
gene-Y11_RS01155	1112	951	1087	991	1078	723	657	718	569	552	host	menH
gene-Y11_RS17455	18366	21956	21995	31340	30771	21825	20862	23145	16751	15812	host	rimP
gene-Y11_RS16200	13310	13324	15451	17772	16848	12733	10903	11152	8713	8492	host	ftsY
gene-Y11_RS00940	4618	3160	3800	4439	4985	3690	3623	3554	3059	2499	host	yfcE
gene-Y11_RS13460	356	121	166	186	253	201	271	330	210	222	host	gene-Y11_RS13460
gene-g277	0	333	599	1372	1182	1377	1297	1525	1123	2040	phage	g277
gene-Y11_RS04385	297	137	155	195	270	200	195	285	242	344	host	gene-Y11_RS04385
gene-Y11_RS10420	6850	5222	6006	6795	7131	5395	5334	5392	4672	3934	host	gene-Y11_RS10420
gene-Y11_RS20485	12696	9308	10918	12163	13880	9645	7957	8343	6486	7506	host	guaA
gene-Y11_RS08140	1335	768	904	917	1030	814	814	941	730	751	host	gene-Y11_RS08140
gene-Y11_RS19090	1307	794	991	1026	1196	1078	915	1177	1059	1144	host	gene-Y11_RS19090
gene-Y11_RS08620	1007	526	599	810	947	713	873	882	810	624	host	gene-Y11_RS08620
gene-Y11_RS10190	467	203	247	312	302	314	256	406	269	260	host	gene-Y11_RS10190
gene-Y11_RS01450	2209	1521	1656	1825	1893	1292	1249	1643	1186	1130	host	gene-Y11_RS01450
gene-Y11_RS15690	16020	7792	10051	12198	13998	10484	10276	10662	9014	8167	host	gene-Y11_RS15690
gene-g282	0	533	886	2241	1967	2192	2655	2592	2162	3113	phage	g282
gene-Y11_RS21225	146	84	113	171	165	134	162	127	235	83	host	gene-Y11_RS21225
gene-Y11_RS19385	964	354	549	918	1395	1017	1270	1535	1394	1383	host	argA
gene-Y11_RS00175	1164	1155	1231	1077	922	763	650	702	655	1111	host	napD
gene-Y11_RS24070	404	130	160	189	300	206	226	280	298	221	host	gene-Y11_RS24070
gene-Y11_RS14545	2175	1001	1093	1560	1704	1328	1490	1562	1545	1094	host	manA
gene-Y11_RS01805	39680	23020	19662	19584	14711	11052	8618	9400	7866	7790	host	gene-Y11_RS01805
gene-Y11_RS02970	563	377	365	401	500	449	391	535	424	319	host	purT
gene-Y11_RS03890	333	154	192	246	210	217	205	196	194	190	host	gene-Y11_RS03890
gene-Y11_RS00520	35399	24582	26667	28854	30642	21522	16290	16751	11530	9775	host	gene-Y11_RS00520
gene-Y11_RS04050	929	920	1183	1725	3018	2823	3739	4429	3442	3903	host	pspC
gene-Y11_RS10980	3781	3225	2852	2649	1793	1234	1111	1199	1128	1059	host	gene-Y11_RS10980
gene-Y11_RS04685	605	272	381	449	567	384	374	466	342	288	host	gene-Y11_RS04685
gene-Y11_RS12530	8923	10920	9557	12469	9670	8699	8481	8180	6199	7109	host	ridA
gene-Y11_RS01790	391	131	188	268	299	281	333	431	370	285	host	hcp
gene-Y11_RS05625	1162	513	473	561	606	448	561	523	428	480	host	hutG
gene-Y11_RS19410	1929	1158	1279	1313	1443	1134	1180	1203	995	999	host	csdE
gene-Y11_RS05225	186260	172064	184602	198107	189576	152520	111273	121622	87620	77748	host	gapA
gene-Y11_RS18520	2268	1414	1448	1736	1668	1183	1291	1393	1012	1279	host	cra
gene-Y11_RS19200	323	148	173	278	332	310	484	576	487	333	host	gspJ
gene-Y11_RS15185	7098	6397	7205	8160	8139	6194	5254	5795	4407	4248	host	envZ
gene-Y11_RS17585	1641	1153	1370	1336	1420	1130	1194	1091	904	1063	host	gene-Y11_RS17585
gene-Y11_RS07095	571	290	309	473	583	448	590	627	581	415	host	gene-Y11_RS07095
gene-Y11_RS07090	480	255	235	330	410	340	474	557	499	423	host	gene-Y11_RS07090
gene-Y11_RS13620	8325	5151	5232	5500	5463	3954	4137	4954	3726	3492	host	gene-Y11_RS13620
gene-Y11_RS05745	171	99	156	317	413	396	383	503	340	428	host	gene-Y11_RS05745
gene-Y11_RS14050	173462	146060	172424	197802	217451	157373	124052	140505	95051	87184	host	atpA
gene-Y11_RS20605	1034	700	688	822	812	604	650	746	553	559	host	gene-Y11_RS20605
gene-Y11_RS08720	36742	22370	28373	32322	32432	24158	20579	20179	14426	12727	host	sucC
gene-Y11_RS08065	1746	556	451	559	731	528	501	608	469	443	host	galS
gene-Y11_RS05750	1041	983	1076	1095	1198	965	1111	1249	1024	1197	host	mdtH
gene-g174	3	4282	8944	16394	21517	19564	20148	20391	17684	18285	phage	g174
gene-Y11_RS09645	17997	13607	16817	19059	21330	16097	15206	14561	11988	9279	host	hupB
gene-Y11_RS17640	196	57	69	106	188	96	169	264	161	149	host	gene-Y11_RS17640
gene-Y11_RS09835	4672	6065	5428	5642	4882	3527	3149	3294	2777	2714	host	queA
gene-Y11_RS14035	48990	67379	79353	86107	82763	63689	55692	49318	37561	32671	host	atpE
gene-Y11_RS05470	8382	5909	6989	8199	8910	5615	5197	5902	4356	3665	host	ruvA
gene-g191	9	9753	21027	37925	55223	54988	51437	53979	44320	52628	phage	g191
gene-Y11_RS03670	17142	14000	12512	11120	9329	6833	5668	4857	3816	3550	host	arnC
gene-Y11_RS08850	1732	1087	1218	1366	1432	1095	1185	1355	1052	1064	host	kdpD
gene-Y11_RS09885	1114	667	887	1737	3127	2373	2471	2650	2151	1897	host	phoR
gene-Y11_RS10325	1737	2116	2286	2802	2746	2252	1930	2327	1558	1733	host	yfiH
gene-Y11_RS13575	1772	1172	1181	1254	1276	789	858	1007	630	677	host	trmL
gene-Y11_RS17285	7533	4665	5183	6496	6378	4937	4527	4857	3448	3381	host	cysQ
gene-Y11_RS18605	26751	24021	25808	32920	33311	26897	21238	21813	15459	16055	host	ftsZ
gene-Y11_RS19845	666	280	223	361	427	300	304	423	405	201	host	gene-Y11_RS19845
gene-Y11_RS00735	6198	3531	3648	4764	5475	2723	2672	2989	2201	1998	host	gene-Y11_RS00735
gene-Y11_RS07145	467	175	194	269	328	264	274	405	430	317	host	gene-Y11_RS07145
gene-Y11_RS08750	9519	6162	7179	6250	6913	5219	4325	4447	3866	3268	host	sdhC
gene-Y11_RS12635	4921	3184	3424	4145	4727	2610	3040	3192	2439	2185	host	rnk
gene-Y11_RS15595	123715	109474	132921	159292	184006	145851	112961	132366	96608	96787	host	rpmD
gene-Y11_RS12220	21560	19737	21105	32150	50956	38138	47868	55767	45426	40082	host	gene-Y11_RS12220
gene-Y11_RS00295	2356	2470	3072	3222	3149	2190	1940	2426	2117	2644	host	cysW
gene-Y11_RS06545	80	35	62	79	133	73	67	87	48	71	host	gene-Y11_RS06545
gene-Y11_RS09515	1485	991	1133	1487	1379	1406	1347	1264	1269	1095	host	gene-Y11_RS09515
gene-Y11_RS09960	3250	1299	1723	2196	3013	2104	2277	2913	2496	2119	host	gene-Y11_RS09960
gene-Y11_RS17170	40704	31856	36142	46794	50478	34347	39811	36401	28233	24521	host	hfq
gene-Y11_RS13415	32810	23304	26234	35456	33127	21715	22206	21446	17168	15148	host	pfkA
gene-Y11_RS14330	44571	38884	45023	52889	51968	38490	30703	33717	22432	22202	host	glyS
gene-g142	5	717	1140	2842	2112	2499	2689	2930	2380	2699	phage	g142
gene-Y11_RS15180	7165	6086	6704	7368	7220	5885	5078	5498	3842	4156	host	ompR
gene-Y11_RS01185	1800	2049	2214	2560	2454	1826	1629	1769	1359	1323	host	tyrP
gene-Y11_RS01905	21105	15796	17785	19802	20634	16681	14189	15482	10529	11110	host	pflB
gene-g288	1	341	547	1467	1219	1598	1390	1483	1050	1986	phage	g288
gene-Y11_RS12775	7843	6046	4999	3998	3875	2830	2511	2498	2114	2201	host	gene-Y11_RS12775
gene-Y11_RS10840	701	465	662	684	797	822	697	731	610	635	host	sodC
gene-Y11_RS16405	12193	7506	8843	10048	10153	7422	6841	6500	5055	5182	host	hemB
gene-Y11_RS07580	366	184	210	234	283	243	247	304	252	188	host	gene-Y11_RS07580
gene-Y11_RS12525	1132	531	626	717	860	582	571	858	642	526	host	pyrI
gene-g189	1	2735	5863	12424	16355	13988	14135	15946	10826	11473	phage	g189
gene-Y11_RS01560	567	327	468	566	729	552	590	827	652	569	host	gene-Y11_RS01560
gene-Y11_RS03790	25228	16561	20015	21410	20937	14353	12150	11486	8409	7572	host	sufS
gene-Y11_RS01610	1016	709	986	1130	1216	863	939	1308	1249	1665	host	gene-Y11_RS01610
gene-Y11_RS10510	154	66	97	128	147	98	151	163	148	126	host	gene-Y11_RS10510
gene-Y11_RS03300	140	66	99	138	205	165	232	155	212	221	host	gene-Y11_RS03300
gene-Y11_RS11310	451	245	276	369	338	288	312	294	295	307	host	hypD
gene-Y11_RS12520	1283	653	697	825	975	715	675	1008	797	687	host	pyrB
gene-Y11_RS00800	1552	1184	1093	1240	1315	827	935	1142	1095	874	host	gene-Y11_RS00800
gene-Y11_RS12665	2133	1675	2022	2893	3467	2501	3002	2803	2336	2011	host	gene-Y11_RS12665
gene-Y11_RS17695	5677	5517	5473	4577	3585	2596	2145	2427	1788	2328	host	gene-Y11_RS17695
gene-Y11_RS12425	2651	2435	2608	3188	3532	2546	2537	2725	1997	2231	host	degS
gene-g289	1	965	1531	3607	2876	3568	3643	3930	3067	4114	phage	g289
gene-Y11_RS18275	28701	22375	27814	36458	44025	30897	25875	26332	18530	14672	host	dnaJ
gene-Y11_RS12915	476	197	230	345	335	396	454	444	430	373	host	gene-Y11_RS12915
gene-Y11_RS03565	2222	1980	1927	1492	1314	959	765	793	707	808	host	gene-Y11_RS03565
gene-Y11_RS09935	1469	460	555	813	1305	899	1088	1245	1375	1190	host	gene-Y11_RS09935
gene-Y11_RS03515	1815	799	1014	1382	1364	1269	1390	1535	1237	1295	host	srsR
gene-Y11_RS03690	2236	1565	1866	1663	1468	1023	936	895	804	570	host	arnE
gene-Y11_RS11375	311	153	190	250	360	269	281	275	315	342	host	gene-Y11_RS11375
gene-Y11_RS06120	0	0	0	1	2	0	0	2	0	0	host	gene-Y11_RS06120
gene-Y11_RS01825	10245	8719	12637	17962	21532	16669	18198	15677	12824	11900	host	clpS
gene-Y11_RS17020	1123	911	879	954	1098	816	912	948	800	753	host	cutA
gene-g004	2	1241	2237	5397	4575	4934	5466	5790	4229	6372	phage	g004
gene-Y11_RS11700	3026	2335	2659	2953	3298	2197	2107	2073	1806	1505	host	gene-Y11_RS11700
gene-Y11_RS06955	458	294	312	369	555	346	434	528	507	437	host	gene-Y11_RS06955
gene-Y11_RS06970	188	97	106	261	339	303	420	414	372	327	host	gene-Y11_RS06970
gene-Y11_RS17385	2787	6189	7461	8357	10751	8853	8692	9195	7430	6918	host	gene-Y11_RS17385
gene-Y11_RS10280	9933	8368	7207	7781	6591	4524	4346	4400	3358	3288	host	pssA
gene-Y11_RS19520	29159	26217	26133	28738	24522	17480	16232	14312	11363	11813	host	frr
gene-Y11_RS00650	687	610	688	612	541	397	393	386	410	408	host	ccmD
gene-Y11_RS05790	789	526	494	746	953	766	875	967	765	688	host	gene-Y11_RS05790
gene-Y11_RS18485	3281	2249	2750	3056	3548	2716	2673	2884	1954	2061	host	leuC
gene-Y11_RS16785	451	285	339	477	676	532	539	535	520	472	host	gene-Y11_RS16785
gene-Y11_RS06525	279	145	124	178	186	147	111	187	186	181	host	fliZ
gene-Y11_RS10690	1052	692	715	875	1113	924	985	1163	1045	799	host	gene-Y11_RS10690
gene-Y11_RS18680	2906	2110	2630	2799	3588	2781	3101	3121	2821	2187	host	ampE
gene-Y11_RS14415	11388	9231	10439	11879	13294	9973	9341	9634	8039	7660	host	fdoI
gene-Y11_RS03520	507	175	221	360	319	288	318	496	444	321	host	gene-Y11_RS03520
gene-Y11_RS13615	7259	3551	3108	3778	3582	2420	2714	2804	2445	2244	host	gene-Y11_RS13615
gene-Y11_RS12235	1891	1045	1409	1813	2149	1714	1690	2145	1636	1397	host	gene-Y11_RS12235
gene-Y11_RS05740	587	411	717	1395	1863	1316	1664	1848	1321	1196	host	gene-Y11_RS05740
gene-Y11_RS15365	822	442	485	582	816	523	592	722	628	471	host	gene-Y11_RS15365
gene-Y11_RS18130	265	105	123	249	280	233	331	472	394	368	host	gene-Y11_RS18130
gene-Y11_RS05540	658	242	305	351	452	381	466	480	452	466	host	kbaZ
gene-Y11_RS12485	4961	4568	4671	4702	4531	3191	3123	3232	2495	2390	host	lptA
gene-Y11_RS22640	1668	953	1184	1268	1561	1301	1105	1014	931	1021	host	gene-Y11_RS22640
gene-Y11_RS11730	3310	1554	2250	1854	2150	1356	1230	1227	1235	943	host	gene-Y11_RS11730
gene-Y11_RS18000	1640	676	853	958	1088	791	846	893	880	639	host	gene-Y11_RS18000
gene-g184	1	2321	4401	10620	11773	12073	12650	11838	9942	12200	phage	g184
gene-Y11_RS18220	8135	5494	7086	8038	9248	6653	6508	6627	5355	5114	host	thrA
gene-Y11_RS06655	931	654	612	584	603	424	310	507	355	318	host	fliM
gene-Y11_RS20490	931	360	483	790	985	842	1037	1244	1220	876	host	gene-Y11_RS20490
gene-Y11_RS00165	1687	981	996	1217	1589	1174	1302	1566	1111	1091	host	gene-Y11_RS00165
gene-Y11_RS04445	0	2	0	0	0	0	0	0	0	1	host	gene-Y11_RS04445
gene-Y11_RS09790	808	296	400	761	799	724	804	1024	1086	600	host	gene-Y11_RS09790
gene-g309	0	324	543	1423	1823	1992	2601	3388	3340	4245	phage	g309
gene-Y11_RS02965	372	175	253	309	398	309	273	337	319	207	host	gene-Y11_RS02965
gene-g100	5	1254	1883	6254	9804	11793	15094	18297	17241	24779	phage	g100
gene-Y11_RS02605	4286	4011	4123	4230	4133	3269	2971	3435	2430	2559	host	gene-Y11_RS02605
gene-Y11_RS05045	934	303	314	343	369	289	347	381	324	269	host	gene-Y11_RS05045
gene-Y11_RS00795	2241	949	1055	1254	1396	1076	982	1148	955	776	host	agp
gene-Y11_RS14440	1011	518	584	773	952	751	820	966	857	775	host	gene-Y11_RS14440
gene-g082	2	673	1102	2645	2050	2299	2789	3015	2754	2830	phage	g082
gene-Y11_RS10730	3226	2612	3423	3600	3665	2607	2375	2131	1753	1644	host	gene-Y11_RS10730
gene-Y11_RS00895	576	327	346	384	462	367	441	493	421	390	host	gene-Y11_RS00895
gene-Y11_RS09200	274	92	104	168	221	158	254	252	311	237	host	gene-Y11_RS09200
gene-Y11_RS19825	345	83	110	155	167	165	194	328	334	221	host	gene-Y11_RS19825
gene-Y11_RS19190	323	145	181	374	504	490	648	638	660	487	host	gspG
gene-Y11_RS06770	1629	1130	1433	1734	1979	1506	1419	1886	1405	1448	host	gene-Y11_RS06770_gene_flhA
gene-Y11_RS00125	1607	1230	1777	2213	2284	1551	1587	1637	1162	987	host	gene-Y11_RS00125
gene-Y11_RS00245	4215	3045	3190	3665	3725	2653	2584	2676	2339	2056	host	gene-Y11_RS00245
gene-g316	0	577	1089	1881	2224	2271	1800	2179	1722	2311	phage	g316
gene-Y11_RS05880	4893	2428	3304	5582	8983	7970	10985	10910	10821	10104	host	gene-Y11_RS05880
gene-Y11_RS01305	563	244	288	514	615	539	676	860	602	512	host	gene-Y11_RS01305
gene-g302	1	779	1468	3771	3123	3887	3387	4395	3044	4646	phage	g302
gene-Y11_RS18150	4350	2898	3650	4402	4492	3149	3077	3406	2735	2674	host	gene-Y11_RS18150
gene-Y11_RS24080	463	409	520	521	536	430	340	399	252	389	host	gene-Y11_RS24080
gene-Y11_RS04170	207	91	156	116	244	161	176	259	196	251	host	gene-Y11_RS04170
gene-Y11_RS04405	391	150	167	292	289	196	237	264	237	266	host	gene-Y11_RS04405
gene-Y11_RS15895	36706	27097	27166	29726	27142	19763	18321	19436	14086	13576	host	rhlB
gene-Y11_RS09710	16884	16666	19887	23801	27633	21062	16848	19885	14026	12414	host	cyoE
gene-Y11_RS01385	7195	6001	7453	7407	8664	5567	5310	5469	4712	3614	host	yejK
gene-Y11_RS12790	18747	18255	17314	18554	16737	11967	10242	12144	9133	9212	host	mreB
gene-Y11_RS16960	836	429	392	558	533	513	463	532	457	369	host	gene-Y11_RS16960
gene-Y11_RS03685	15997	13878	14882	13155	11761	8374	6505	5950	5261	3885	host	arnT
gene-Y11_RS09570	2296	1292	1177	1731	2055	1791	1735	2311	1813	1981	host	gene-Y11_RS09570
gene-Y11_RS04080	15334	8950	10038	10561	11569	7308	8484	8625	6572	5686	host	tpx
gene-g367	1	728	1524	2646	2242	2555	2212	2452	2235	1969	phage	g367
gene-Y11_RS14985	2692	1230	1469	1909	2361	1536	1744	1979	1748	1244	host	gene-Y11_RS14985
gene-Y11_RS09075	2772	4198	3749	2937	2804	2089	2060	2467	1827	2007	host	mrdA
gene-Y11_RS10270	1304	911	791	789	804	680	592	766	680	721	host	gene-Y11_RS10270
gene-Y11_RS12315	1270	663	812	1149	1496	1274	1500	1831	2406	1471	host	gene-Y11_RS12315
gene-Y11_RS04765	1314	1513	1514	1513	1480	1034	961	1253	925	977	host	rsxD
gene-Y11_RS05050	511	190	222	366	368	366	432	513	499	390	host	gene-Y11_RS05050
gene-g243	3	2121	3600	8761	7009	7702	8667	10216	9639	16527	phage	g243
gene-Y11_RS06580	426	173	160	193	184	190	257	222	346	160	host	gene-Y11_RS06580
gene-Y11_RS15495	2436	1974	2763	4352	5136	3896	4125	4218	3255	3200	host	bfr
gene-Y11_RS12690	2168	794	1161	1507	1903	1372	1416	1622	1582	1256	host	aaeR
gene-Y11_RS13795	1454	989	1063	1381	1654	1070	1063	1404	1247	1092	host	gene-Y11_RS13795
gene-Y11_RS10315	8250	10146	10422	12550	11698	9792	8872	9534	6630	6893	host	bamD
gene-Y11_RS09170	802	366	507	781	1046	870	985	1058	1136	831	host	gene-Y11_RS09170_gene_hutH
gene-g020	1	2137	3631	7301	7436	6749	6519	5935	4707	5400	phage	g020
gene-Y11_RS11920	0	0	2	2	2	1	0	1	0	1	host	gene-Y11_RS11920
gene-Y11_RS04435	3752	1914	2019	2275	2075	1710	1470	1621	1293	1287	host	gene-Y11_RS04435
gene-Y11_RS08950	3733	2554	2849	3411	4135	3166	2742	2987	2402	2426	host	asnB
gene-Y11_RS16365	16323	17090	20372	23047	24085	18192	19108	19552	16047	13643	host	rmuC
gene-Y11_RS15110	5142	1439	1609	1672	1769	1430	1117	1248	998	1053	host	gene-Y11_RS15110
gene-Y11_RS02260	194	107	171	244	227	209	264	233	250	236	host	nrfF
gene-Y11_RS14725	2475	1890	1787	1561	1947	1240	1347	1403	1185	1139	host	bcsQ
gene-Y11_RS14010	17515	17177	19361	28723	35476	26279	26447	28197	23039	20442	host	mioC
gene-Y11_RS09335	1029	343	504	532	714	428	541	648	560	350	host	cueR
gene-Y11_RS19260	996	381	455	605	655	503	562	682	714	561	host	gene-Y11_RS19260
gene-Y11_RS01530	1088	887	1541	1977	2394	1788	1935	2153	1714	1339	host	gene-Y11_RS01530
gene-Y11_RS12785	2180	3139	2825	2552	2414	1625	1464	1742	1400	1465	host	mreC
gene-Y11_RS01245	60237	43192	50559	64746	70110	53938	46837	54334	39844	38342	host	gyrA
gene-Y11_RS19840	616	243	219	293	396	300	390	376	483	318	host	gene-Y11_RS19840
gene-Y11_RS12980	11366	8026	8482	8727	7802	5736	5725	5773	4422	4952	host	dnaB
gene-Y11_RS14615	4369	3404	3341	3447	3396	2568	2463	2387	1690	1867	host	gene-Y11_RS14615
gene-Y11_RS02640	1919	1125	1252	1384	1337	975	904	989	754	799	host	gene-Y11_RS02640
gene-Y11_RS04230	2386	1154	1534	1748	1939	1546	1482	1753	1336	1352	host	uspE
gene-Y11_RS18055	2505	1681	1553	1931	2116	1453	1427	1801	1172	1252	host	gene-Y11_RS18055
gene-Y11_RS02230	627	262	397	526	691	650	625	878	620	597	host	nrfA
gene-Y11_RS00455	2782	1573	1871	2058	2379	1778	1730	2036	1514	1502	host	gene-Y11_RS00455
gene-Y11_RS17190	1337	1020	1150	1074	1114	732	774	790	699	690	host	gene-Y11_RS17190
gene-Y11_RS07240	433	338	444	670	866	760	798	968	734	858	host	gene-Y11_RS07240
gene-Y11_RS18095	12778	10883	12360	13971	14248	10070	8190	8848	6518	6162	host	deoA
gene-Y11_RS02025	6410	6563	6505	6824	6536	4408	3525	3753	2679	2288	host	mukE
gene-Y11_RS15655	2843	1766	2088	2409	2561	1972	1921	2399	1833	1786	host	gene-Y11_RS15655
gene-Y11_RS07680	335	133	173	245	218	262	312	308	320	262	host	gene-Y11_RS07680
gene-Y11_RS14480	775	234	247	334	460	343	603	674	645	499	host	xylH
gene-Y11_RS14870	661	246	324	492	546	487	558	759	644	494	host	gene-Y11_RS14870
gene-Y11_RS07835	2596	1647	3277	4224	6075	3882	4576	4627	4240	2519	host	gene-Y11_RS07835
gene-Y11_RS19375	4322	2580	2719	3093	2885	2130	1855	2000	1585	1558	host	recD
gene-Y11_RS12825	50006	57929	54750	62030	56870	39797	34196	34791	23716	22076	host	accC
gene-Y11_RS12810	3890	2681	2688	3150	2836	2198	1975	2045	1416	1787	host	msrQ
gene-Y11_RS17425	72357	77250	114474	144189	172084	126174	109719	113186	83603	74316	host	ftsH
gene-Y11_RS04155	6376	4147	4245	4628	4709	3294	2874	2987	2106	2007	host	azoR
gene-Y11_RS14860	16288	21910	22329	26381	27295	20293	18064	21569	16184	15111	host	pitA
gene-Y11_RS11395	435	262	272	412	364	393	368	431	375	255	host	fliS
gene-Y11_RS17715	1154	793	812	1082	1396	826	819	783	793	633	host	gene-Y11_RS17715
gene-Y11_RS01265	1850	2075	1815	1593	1558	1070	1020	1229	1061	946	host	gene-Y11_RS01265
gene-Y11_RS01425	1640	1427	1414	1436	1598	1143	1203	1240	1037	976	host	gene-Y11_RS01425
gene-Y11_RS16880	629	397	414	437	465	366	311	429	250	279	host	gene-Y11_RS16880
gene-Y11_RS08745	12235	7700	9310	8675	9236	6255	5720	5803	4605	4042	host	sdhD
gene-Y11_RS11085	427	149	302	544	571	591	698	760	592	771	host	gene-Y11_RS11085
gene-Y11_RS20615	921	585	740	708	982	790	1056	853	715	637	host	gene-Y11_RS20615
gene-Y11_RS04485	5091	2950	3246	3305	3279	1964	1683	1820	1517	1617	host	gene-Y11_RS04485
gene-Y11_RS09565	2668	1981	3578	6241	9214	7527	8120	9084	7628	7064	host	ymoA
gene-Y11_RS00045	6023	4108	4548	5102	4979	3479	3044	2800	2349	2072	host	purC
gene-Y11_RS18155	45031	36324	39911	44111	44420	34399	30880	31975	22586	21979	host	ettA
gene-Y11_RS08005	394	173	236	315	351	263	367	545	331	284	host	gene-Y11_RS08005
gene-Y11_RS12865	2586	2131	2455	3872	5289	4537	6120	7350	6810	8060	host	cspA
gene-Y11_RS17070	372	362	410	653	646	405	612	530	443	476	host	gene-Y11_RS17070
gene-Y11_RS19515	34904	34643	35876	36175	31073	23016	18725	18226	13477	13424	host	pyrH
gene-Y11_RS07950	9343	4856	5247	6282	5732	4490	4013	4345	2804	3323	host	cdd
gene-Y11_RS07200	872	552	566	722	677	621	513	696	501	412	host	dpiA
gene-Y11_RS19510	145885	153234	158098	187192	185680	148191	119343	123374	95249	94075	host	tsf
gene-Y11_RS19120	2676	1056	1304	1560	1826	1300	1333	1587	1333	1515	host	gene-Y11_RS19120
gene-Y11_RS14045	66980	79698	89295	94344	96094	70679	56666	57233	38247	35776	host	atpH
gene-Y11_RS05435	2188	2127	2030	1974	1801	1302	1113	1236	962	1006	host	lpxM
gene-Y11_RS11025	3175	3462	3231	3209	3262	2367	2229	2606	1776	1986	host	gene-Y11_RS11025
gene-Y11_RS05900	285	130	141	290	281	258	290	305	323	288	host	gene-Y11_RS05900
gene-Y11_RS08845	368	408	516	614	720	711	603	662	458	397	host	kdpC
gene-Y11_RS14785	3889	1715	1930	2260	2158	1616	1580	1798	1408	1571	host	gene-Y11_RS14785
gene-Y11_RS05285	11958	6639	8070	6585	6047	4419	3576	3172	2669	2002	host	gene-Y11_RS05285
gene-Y11_RS14225	2065	1090	1231	1690	1912	1420	1395	1603	1237	1223	host	gene-Y11_RS14225
gene-Y11_RS00395	849	149	395	583	909	751	577	825	922	951	host	gene-Y11_RS00395
gene-Y11_RS04580	824	470	476	535	525	477	499	588	537	711	host	bioD
gene-Y11_RS09120	1161	623	816	1164	1499	1060	1139	1176	1318	1071	host	gene-Y11_RS09120_gene_crcB
gene-Y11_RS03075	1364	547	820	781	861	561	623	693	495	393	host	gene-Y11_RS03075
gene-Y11_RS09110	1838	776	1019	1042	1676	886	978	1168	990	627	host	tatA
