Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol	relative changes	negligible changes	Genes with too high Zero count	Outlier
gene-CPT_phageK_gp159	1	0	0	0.6412527513750863	1.7313229211572854	0.0	5.15083149569845	1.1614891995055152	16.63166938789087	56.305787181246686	22.65615471434932	137.49846411290085	260.4175754382169	148.40381650548542	638.3196431331654	5351.600099425969	1087.9473857919586	4369.62203859954	8484.146621310716	6997.505281791923	5172.989914140131	phage	gene-CPT_phageK_gp159	1.6908674457168285	0	0	0
gene-CPT_phageK_gp088	0	1	0	0.0	2.308430561543047	1.493107256986529	65.74884909215079	15.873685726575376	221.16581632833604	473.4954500972674	82.31736212880251	1189.2154396147705	1097.5052257999223	983.0942778987834	1179.9769665012814	690.3978854904495	987.4982345872862	815.3961923942403	375.2447830155365	454.08408568833806	692.6391122050009	phage	gene-CPT_phageK_gp088	0.9900367961178466	0	0	0
gene-CPT_phageK_gp193	0	0	1	0.0	0.0	0.7465536284932643	0.9089702639467852	1.1614891995055152	6.01571020413074	12.512397151388152	5.664038678587329	26.69518053255788	86.80585847940563	63.50905684514223	154.57262845311988	1102.4138988180832	290.77385875036725	1371.9595319196892	4652.274356727476	1998.1895180854265	4356.629027866301	phage	gene-CPT_phageK_gp193	2.007491033465116	0	0	0
gene-CPT_phageK_gp132	1	0	1	0.0	0.5771076403857618	0.3732768142466321	22.72425659866963	9.291913596044122	96.25136326609184	415.5432948697855	73.25490024306278	920.4351972664136	1508.8515803028347	717.0690959096927	2276.3540888814387	2884.925282793425	2339.030235194513	2377.845071088152	2087.863875080108	2459.225737237164	1694.0756031309722	phage	gene-CPT_phageK_gp132	1.1028243313506376	0	0	0
gene-CPT_phageK_gp026	0	0	0	0.0	0.0	0.0	10.907643167361424	6.968935197033092	48.83341224529659	222.5889598510103	33.229026914379	634.4676469039441	735.0144298381834	382.02641847154433	1103.779191911715	1011.607737986006	1015.065106910373	812.8514873800808	444.9195114208294	742.048771777558	500.46471723743474	phage	gene-CPT_phageK_gp026	1.0717313913257265	0	0	0
gene-CPT_phageK_gp014	0	0	0	0.6412527513750863	0.2885538201928809	4.852598585206218	46.054493373303785	5.8074459975275765	111.8214367356067	71.45237320661128	27.187385657219178	124.33371754889971	89.42312054411133	110.49279787853828	87.51858681430167	52.58625433260589	47.958805274411226	83.24820689178824	44.94376678703194	32.1993549883753	91.27016119831636	phage	gene-CPT_phageK_gp014	0.8484054170350608	0	0	0
gene-CPT_phageK_gp204	0	2	0	0.3206263756875431	1.4427691009644046	0.3732768142466321	56.35615636470068	16.648011859579054	171.62467347078876	517.6181137363731	92.1350291716872	1415.9416304392344	1645.3854180116484	1084.1903275706425	2682.161665552728	2623.0782637970474	2937.571230154684	2295.687452059575	1164.495375429076	1881.8327580137973	1405.0534260029704	phage	gene-CPT_phageK_gp204	1.0751952578541024	0	0	0
gene-CPT_phageK_gp038	1	1	0	1.6031318784377158	11.542152807715237	25.75610018301762	311.7768005337473	42.20077424870039	889.2635142929736	788.2810205374535	253.37133022213985	1309.160908309003	937.852239852875	1113.352649591371	1127.7270639255787	607.181493324934	689.5494364651566	1215.2784089050135	490.3388736235971	336.263718571783	1074.959676335726	phage	gene-CPT_phageK_gp038	0.8666399544383705	0	0	0
gene-CPT_phageK_gp062	0	0	0	0.0	2.596984381735928	2.2396608854797933	36.66180064585367	13.550707327564345	154.2852734706472	311.8221079569626	58.52839967873573	765.0180503302888	545.2629301470204	420.5854886989521	563.4281161079919	305.2171256624445	486.3853637278871	329.3575346897823	172.1655404963551	190.2689158403995	250.48588684426824	phage	gene-CPT_phageK_gp062	1.0232542943675011	0	0	0
gene-CPT_phageK_gp171	0	0	0	0.0	0.2885538201928809	0.7465536284932643	8.180732375521067	1.935815332509192	31.140146939029712	46.75685251308204	20.76814182148687	116.2885946486768	194.98602382057447	100.12397227116811	407.5492400904794	2729.8771514622367	685.0178958093068	2128.4639797005248	5503.352353186668	3949.543610733216	3569.170359305272	phage	gene-CPT_phageK_gp171	1.7147762794889565	0	0	0
gene-CPT_phageK_gp211	0	0	0	0.3206263756875431	0.0	0.3732768142466321	11.513623343325946	6.581772130531253	44.587028571792544	219.95477097703383	32.09621917866153	531.7094862238241	1037.3081983116915	557.0003505959158	1444.2743903633764	2065.230266804764	1637.7743187017438	1632.6100312271658	1348.550801318826	1571.182162728222	1288.937498700668	phage	gene-CPT_phageK_gp211	1.1202764382152044	0	0	0
gene-CPT_phageK_gp229	0	0	0	0.0	2.019876741350166	1.866384071233161	38.47974117374724	5.0331198645239	100.85161224572124	226.2109695527279	39.6482707501113	575.9576621750501	498.58842332643536	439.7030109125409	602.1801271849712	437.76701416061087	597.4081097962091	428.2375009542644	179.53726944025985	268.9377945051801	267.21874973062626	phage	gene-CPT_phageK_gp229	0.998172291002408	0	0	0
gene-CPT_phageK_gp114	0	0	0	0.0	0.5771076403857618	0.0	0.6059801759645235	0.3871630665018384	2.8309224490027014	20.41496377331751	3.398423207152397	38.39717747833668	112.10605843822738	47.95581843408699	145.42889550237194	728.8888551565838	251.8781347876558	582.7374482425176	3588.1296140186505	1275.1676378919085	3354.685480489228	phage	gene-CPT_phageK_gp114	2.1081098223306105	0	0	0
gene-CPT_phageK_gp231	0	0	0	0.0	0.5771076403857618	1.866384071233161	26.66312774243903	9.291913596044122	92.35884489871312	262.10179296065706	39.270668171538816	690.0521323963934	742.8662160323005	643.5152392574106	1005.3752087274754	867.6731964879972	1082.2829599721465	681.6174145069998	390.9394317348175	577.7588809845977	476.1260075845504	phage	gene-CPT_phageK_gp231	1.0265551971560514	0	0	0
gene-CPT_phageK_gp120	2	8	1	1.923758254125259	5.771076403857618	8.212089913425908	162.40268715849228	87.49885302941549	746.6557959244625	3634.522098869011	612.4713824445764	7945.290238779247	13398.200719572584	5041.517425783511	22651.639014131422	24065.53006266709	24212.021724205904	22843.08985353405	12649.173474616877	19799.310201999728	14964.757041366172	phage	gene-CPT_phageK_gp120	1.1360220992258836	0	0	0
gene-CPT_phageK_gp070	0	1	0	0.6412527513750863	2.019876741350166	2.2396608854797933	57.265126628647465	21.29396865760112	200.9954938791918	705.9626182256894	103.84070910743436	1875.245010561052	2450.629713252768	1820.0529198936936	3603.5016143042817	2991.7241704586145	3525.916258639193	3062.7342491847858	1256.5230883739512	2047.586255851684	1876.615925527605	phage	gene-CPT_phageK_gp070	1.0619135401624042	0	0	0
gene-CPT_phageK_gp207	0	0	0	0.0	0.2885538201928809	1.1198304427398966	9.998672903414636	1.5486522660073538	41.4022408166645	75.07438290832891	12.460885092892124	200.0310102919063	282.6643029882153	179.1862675273656	301.30777151988434	349.12935866183705	311.1657917016917	246.10932779799404	125.31939204638006	242.59286769650936	151.60987887942554	phage	gene-CPT_phageK_gp207	1.027719601348018	0	0	0
gene-CPT_phageK_gp065	0	3	0	0.3206263756875431	2.596984381735928	1.866384071233161	76.35350217152995	18.196664125586405	261.50646122662454	784.988284444983	122.3432354574863	1849.646892242161	2273.964523885133	1580.9218793237192	3067.5046970485337	2106.7029313041908	2947.7671966303465	2042.6710677945769	923.3684996510318	1383.108657455212	1443.082659835602	phage	gene-CPT_phageK_gp065	1.042273804288952	0	0	0
gene-CPT_phageK_gp192	0	0	0	0.0	0.2885538201928809	0.7465536284932643	18.482395366917967	2.3229783990110304	38.21745306153647	125.12397151388151	16.23691087861701	227.82325303813096	588.8839645587819	380.4062894703928	1153.85201521343	2831.796902127493	1429.3234485326495	2212.802774455524	1223.7070046881818	2140.159401443263	834.1078620623913	phage	gene-CPT_phageK_gp192	1.355308179733061	0	0	0
gene-CPT_phageK_gp042	0	0	0	0.6412527513750863	0.0	1.866384071233161	50.90233478101997	4.258793731520223	87.75859591908373	44.12266363910559	20.390539242914382	77.89141717034012	41.87619303529116	122.48175248706002	51.81448672090497	30.088011499583786	29.832642651011707	54.529393160559984	13.792267056337844	15.733775732956111	51.71975801237927	phage	gene-CPT_phageK_gp042	0.9878987979561646	0	0	0
gene-CPT_phageK_gp099	0	0	0	0.0	0.5771076403857618	1.866384071233161	32.72292950208427	10.840565862051475	113.59076326623338	266.05307627162176	45.68991200727112	705.4110033877281	676.1260333823052	398.55173428329056	942.239909781835	640.7933259911357	851.1743865238024	777.9526757573224	516.9722169048013	474.20868255607263	771.7399185768751	phage	gene-CPT_phageK_gp099	0.9884426970000962	0	0	0
gene-CPT_phageK_gp096	2	1	0	0.3206263756875431	3.1740920221216897	6.718982656439379	137.25450985596456	31.747371453150752	404.1141795951356	1077.7125230656163	161.61390362902512	2814.330265459801	3001.5633778733177	2243.2306149944884	4381.589746827452	3501.865050118224	3990.7768042517937	3502.241158058899	1804.6468050094463	2246.63681396164	2460.237900745728	phage	gene-CPT_phageK_gp096	1.012396805360779	0	0	0
gene-CPT_phageK_gp141	1	0	0	0.3206263756875431	5.771076403857618	4.852598585206218	165.73557812629716	47.23389411322429	583.5238898006818	1698.393276496318	302.45966543656334	3987.455459274125	4925.687205776123	2868.600409439001	7209.180307882551	9180.638391706334	7666.233904534033	7565.408007096092	7486.82303451277	8419.399525937679	6269.245961422131	phage	gene-CPT_phageK_gp141	1.0542557619082285	0	0	0
gene-CPT_phageK_gp090	0	0	0	0.6412527513750863	2.308430561543047	4.852598585206218	88.77609577880268	28.650066921136045	296.18526122690764	870.9286964584647	134.04891539323344	2122.815383445185	1917.580672741041	1659.0120971792255	2258.937454689538	1382.6932131475394	1832.6305669032888	1487.1983161323392	833.2431683691001	912.5589925114546	1261.049393890071	phage	gene-CPT_phageK_gp090	0.9884915243374544	0	0	0
gene-CPT_phageK_gp163	1	0	0	0.0	3.751199662507452	3.359491328219689	126.95284686456766	10.453402795549636	381.466800003114	499.837338837032	85.33818275738241	990.2814915365308	781.2527263146507	858.9923964105717	810.7443216329837	520.7123431594634	596.2752246322466	662.7138915446723	267.76021905924847	301.5030512547869	455.8437495404801	phage	gene-CPT_phageK_gp163	0.9368827919290084	0	0	0
gene-CPT_phageK_gp115	0	0	0	0.6412527513750863	1.7313229211572854	0.3732768142466321	1.5149504399113087	3.097304532014708	7.077306122506753	54.6594191350114	7.174448992877283	65.09235801089456	240.78810995292417	83.2746306591916	346.15560456402903	1383.506402647528	540.7638515980856	1153.478429989712	7228.3369260603695	2394.0952237379497	6923.348783343398	phage	gene-CPT_phageK_gp115	2.1245494019051203	0	0	0
