Geneid	Entity	Symbol	relative changes	negligible changes	Genes with too high Zero count	Outlier	0_T	5_T	15_T	25_T	classification
gene-EST35_0211	phage	gene-EST35_0211	1.831111739228228	0	0	0	0.0	12.53217774349097	479.03836744520976	12937.470340428306	late
gene-EST35_0018	phage	gene-EST35_0018	1.181457502581022	0	0	0	0.0	141.00129437362295	288.3004421934377	170.75363082427862	middle
gene-EST35_0090	phage	gene-EST35_0090	1.4919798806402316	0	0	0	0.0	4619.637007720693	974.3250582909803	338.7712427629338	early
gene-EST35_0453	phage	gene-EST35_0453	1.4183964198685373	0	0	0	0.0	344.57416879057615	801.3963581006313	281.8257886515783	middle
gene-EST35_0139	phage	gene-EST35_0139	1.6519154975075137	0	0	0	0.0	10.637526603545542	441.490922366695	5399.035476217585	late
gene-EST35_0179	phage	gene-EST35_0179	1.4001042174224	0	0	0	0.0	26.21820547155913	2235.245497220733	1390.4807868000642	middle
gene-EST35_0121	phage	gene-EST35_0121	1.072370660575622	0	0	0	0.0	141.11178415730635	1670.4143059594528	1363.793600064283	middle
gene-EST35_0389	phage	gene-EST35_0389	1.00930229551239	0	0	0	0.0	224.10771511499283	554.9000192237947	311.6588696801638	middle
gene-EST35_0253	phage	gene-EST35_0253	1.4674238242619926	0	0	0	0.0	228.92610315323256	3545.3096455358827	18659.880701864215	late
gene-EST35_0053	phage	gene-EST35_0053	1.1721300755819166	0	0	0	0.0	1593.1829035601268	1804.9136490293397	919.947094804973	middle
gene-EST35_0167	phage	gene-EST35_0167	2.3219319287241698	0	0	0	0.0	13.732577485781045	21.93473973017039	144.48244881239208	late
gene-EST35_0275	phage	gene-EST35_0275	1.305840365692985	0	0	0	0.0	132.3931105886322	1305.7853287026526	3381.987147536414	late
gene-EST35_0293	phage	gene-EST35_0293	1.3384589213017533	0	0	0	0.0	21.094712418825843	2906.7905955541214	8850.040821616747	late
gene-EST35_0365	phage	gene-EST35_0365	1.0388123503543232	0	0	0	0.0	171.01736066047553	1450.6880065207588	1801.7088412267751	late
gene-EST35_0102	phage	gene-EST35_0102	1.3691468253331158	0	0	0	0.0	1766.6894686733524	596.928589041354	139.49792036723863	early
gene-EST35_0287	phage	gene-EST35_0287	1.2837416780610045	0	0	0	0.0	52.566150772013835	1138.718740141252	2878.7989411323283	late
gene-EST35_0188	phage	gene-EST35_0188	1.1787990596698608	0	0	0	0.0	43.626937710999535	1412.4998975452643	1108.8077280414186	middle
