Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-b0378	1329	1319	845	1007	784	1017	677	689	343	362	371	430	host	yaiW	0.4428734798552242	0	1
gene-b3128	132	155	81	109	61	106	82	79	50	67	40	136	host	garD	0.37899763180402063	0	1
gene-b3532	356	352	222	245	223	274	177	158	95	88	95	230	host	bcsB	0.41922711796024054	0	1
gene-b0048	2898	2687	2299	2794	2616	3219	2540	2668	812	954	585	682	host	folA	0.45986956459863754	0	1
gene-b3636	27774	28716	30977	36238	32205	40622	29255	33955	7819	9158	6019	6324	host	rpmG	0.5116782971650709	0	1
gene-b3228	5448	4745	4745	4636	4779	6172	3311	3699	1760	1895	1283	2194	host	sspB	0.41524035511967017	0	1
gene-b4771	53	60	50	88	41	62	70	75	16	16	21	29	host	ychT	0.475750302888076	0	1
gene-b1695	36	31	23	33	20	32	26	17	22	6	11	35	host	ydiO	0.3797511308391537	0	1
gene-b2871	66	79	51	60	52	60	63	41	40	21	23	77	host	ygeX	0.34001230064806526	0	1
gene-b2611	397	378	303	407	232	303	270	302	104	121	112	141	host	ypjD	0.4224417899041981	0	1
gene-b0467	969	1028	569	613	512	630	468	515	339	383	318	366	host	priC	0.39427147035695737	0	1
gene-b0693	92	100	64	113	72	89	108	117	50	28	47	84	host	speF	0.3389053523690086	0	1
gene-b0116	71996	57313	49508	38572	61954	56584	56190	49201	31089	31523	18604	24767	host	lpd	0.34571381372064897	0	1
gene-b1715	419	453	447	522	349	378	374	414	90	130	92	119	host	pheM	0.485353722761422	0	1
gene-b3091	324	318	220	210	205	256	158	179	124	140	97	159	host	uxaA	0.3455073965570223	0	1
gene-b3266	392	443	284	375	266	302	311	276	422	176	171	337	host	acrF	0.26564857548556076	0	1
gene-b1845	1280	1504	944	1012	672	843	490	557	288	325	348	469	host	ptrB	0.5178480507630369	0	1
gene-b1838	199	222	373	476	208	365	140	130	62	76	69	95	host	pphA	0.6494035608848986	0	1
gene-b1176	4887	5864	2913	3449	2607	3319	2092	2514	1240	1577	1297	1623	host	minC	0.49372806843561134	0	1
gene-b4434	2789	3359	4444	7922	2914	3241	7378	5632	866	1094	986	822	host	azuR	0.6849333652688439	0	1
gene-b1480	2504	3208	2223	4981	1172	1595	1339	1518	500	556	950	1339	host	sra	0.6653688995630618	0	1
gene-b0537	1424	1617	1215	2040	1011	1460	1541	1526	416	563	502	576	host	intD	0.4412770397965488	0	1
gene-b0989	20	28	30	51	27	37	53	38	7	14	11	9	host	cspH	0.5518854181738266	0	1
gene-b1009	48	68	25	55	21	31	19	22	17	14	9	44	host	rutD	0.5674216974954651	0	1
gene-b2632	103	126	71	103	69	97	58	70	33	32	36	78	host	yfjP	0.39769304092575675	0	1
gene-b3706	4269	4362	3592	3767	5423	6490	2038	2203	923	1021	846	1177	host	mnmE	0.6082870574856939	0	1
gene-b2938	32277	31032	21176	18997	22445	27343	13602	15005	11663	12998	9816	11803	host	speA	0.3954431600997747	0	1
gene-b1379	2055	2721	1644	2201	1173	1844	1139	1382	584	777	703	768	host	hslJ	0.4617070206946845	0	1
gene-b0590	720	132	605	141	132	25	74	41	47	31	32	63	host	fepD	1.32134467804479	0	1
gene-b1907	331	353	307	396	248	361	266	281	134	144	205	216	host	tyrP	0.29893334006064304	0	1
gene-b4144	6930	7398	3353	4313	2735	3590	2552	2682	1755	2064	1891	1932	host	yjeI	0.5311931618416736	0	1
gene-b4154	2798	3103	1750	2227	1674	2398	912	1114	684	858	880	1512	host	frdA	0.4712287578609098	0	1
gene-b1895	443	592	283	454	166	194	171	182	123	131	192	267	host	uspC	0.5401411549245684	0	1
gene-b2896	2042	1884	1452	1548	1430	1582	1211	1246	697	742	549	781	host	ygfX	0.3666471516548787	0	1
gene-b1171	374	331	252	283	224	297	310	271	141	124	119	104	host	ymgD	0.3748548729234731	0	1
gene-b1553	12	19	20	24	16	22	10	12	5	3	5	23	host	rzpQ	0.5028899757308466	0	1
gene-b3780	3606	3529	2675	2282	2033	2744	1666	1687	721	881	863	1268	host	rhlB	0.47814563363496243	0	1
gene-b0650	154	148	110	141	128	139	119	134	44	62	49	94	host	hscC	0.33963270199451273	0	1
gene-b0966	2695	2911	2001	2526	2012	2366	1854	2041	977	1034	888	1056	host	hspQ	0.3675888026711359	0	1
gene-b1557	441	507	1408	2102	1006	1412	1081	1205	127	151	173	126	host	cspB	0.7677952105739633	0	1
gene-b4840	12058	11595	8412	9348	7457	10292	6077	6849	3270	3780	3403	3572	host	stfZ	0.43087259429577335	0	1
gene-b1227	93	96	44	72	90	94	41	44	35	36	26	51	host	narI	0.4263318984895186	0	1
gene-b2075	723	937	462	637	546	687	384	470	206	256	190	319	host	mdtB	0.4552443099510158	0	1
gene-b0589	1187	211	1077	306	376	60	115	627	59	51	47	88	host	fepG	1.1060107601207985	0	1
gene-b2365	103	125	72	124	56	67	63	96	34	47	41	101	host	dsdX	0.3898550827609768	0	1
gene-b2704	25	14	14	16	14	21	11	13	7	4	6	21	host	srlB	0.4405422963561981	0	1
gene-b0931	1376	1364	1303	1844	978	1209	1262	1166	381	443	314	713	host	pncB	0.4393275683028849	0	1
gene-b0063	81	88	43	50	40	54	60	52	45	29	39	105	host	araB	0.380229029043168	0	1
gene-b1127	4421	5072	2632	2926	1947	2702	1140	1274	762	914	1266	1295	host	pepT	0.6110390954511491	0	1
gene-b3056	2615	2811	1793	2067	1575	1880	1337	1325	685	902	777	1146	host	cca	0.4167404249578087	0	1
gene-b2158	148	176	156	251	156	177	199	181	51	62	51	117	host	yeiH	0.4164736288816799	0	1
gene-b4721	26	28	10	26	5	5	28	44	20	28	27	10	host	ytiD	0.5246284902327142	0	1
gene-b0655	9710	13597	5989	8204	3066	5062	2320	2975	1920	2551	3223	4281	host	gltI	0.6535660671528145	0	1
gene-b3459	450	457	342	377	376	391	196	226	140	140	157	188	host	panZ	0.4118282261225669	0	1
gene-b3564	1025	1184	564	689	454	579	258	334	233	248	316	461	host	xylB	0.5562412146290517	0	1
gene-b2982	356	422	245	314	243	246	222	245	149	192	79	225	host	insH9	0.35160285788770185	0	1
gene-b2260	3448	3279	2319	2395	2969	3491	2262	2343	836	909	669	794	host	menE	0.48319927967871273	0	1
gene-b3125	401	394	207	198	194	225	130	121	78	117	111	155	host	garR	0.5173985280354071	0	1
gene-b3497	945	1012	693	739	703	941	377	308	170	190	218	392	host	rsmJ	0.5429829882894666	0	1
gene-b1651	1828	2080	1298	1832	1184	1382	1097	1164	430	547	427	626	host	gloA	0.4696059635521625	0	1
gene-b2419	98	103	75	92	66	92	74	86	33	35	40	55	host	yfeK	0.33809810670594426	0	1
gene-b4837	1914	3140	1288	1997	2046	1290	933	962	703	845	5742	854	host	spfP	0.7555998176809964	0	1
gene-b0318	126	142	77	103	56	61	57	58	24	38	47	89	host	yahD	0.4661251308899454	0	1
gene-b0254	67	75	62	77	46	75	65	59	43	28	28	70	host	perR	0.2905869300839494	0	1
gene-b0713	1854	1909	1130	1028	690	799	469	443	348	466	477	730	host	pxpA	0.5925264311176435	0	1
gene-b2164	118	142	91	121	73	112	90	74	54	46	45	87	host	psuT	0.3400433394502772	0	1
gene-b2643	38	37	17	31	23	23	26	19	15	16	11	47	host	lfgA	0.41509440968381695	0	1
gene-b3202	8217	8874	5324	5653	5076	6051	3270	3768	2120	2618	2346	3117	host	rpoN	0.45526124155401426	0	1
gene-b2085	64	65	42	77	44	55	62	57	17	21	21	27	host	yegR	0.4245164787210669	0	1
gene-b1095	57830	52655	43079	37644	47359	54391	37367	43226	20167	23128	13283	15626	host	fabF	0.40079637856876893	0	1
gene-b2625	79	52	55	68	42	55	59	67	25	23	23	57	host	yfjI	0.3521669820201626	0	1
gene-b0250	212	295	161	221	126	134	132	132	80	102	96	141	host	ykfB	0.38579000460357704	0	1
gene-b0053	11825	11517	9732	9284	9085	11199	5277	5938	2685	3188	2727	3657	host	surA	0.48381493137406895	0	1
gene-b3364	1633	1257	520	643	444	347	1172	1082	450	431	260	630	host	tsgA	0.5646993100447445	0	1
gene-b0369	1157	1058	864	894	735	855	605	610	331	411	299	600	host	hemB	0.3758462425558882	0	1
gene-b0470	5355	5306	4763	4358	5233	5970	2702	2982	1216	1323	1016	1555	host	dnaX	0.5174614357410421	0	1
gene-b2392	1893	1593	1323	1499	822	844	675	681	304	352	558	707	host	mntH	0.5247397082953125	0	1
gene-b3733	35544	29162	27918	18565	27604	31634	19421	18287	9339	11162	6598	11058	host	atpG	0.4524464362103595	0	1
gene-b1365	49	46	39	48	40	49	51	39	14	27	14	24	host	ynaK	0.35460372481531066	0	1
gene-b4168	1726	1738	1242	1307	1167	1357	787	824	427	495	491	572	host	tsaE	0.4496554537016851	0	1
gene-b0489	480	532	330	400	358	323	306	325	211	235	201	308	host	qmcA	0.28625605893185396	0	1
gene-b2535	271	266	175	231	188	201	161	161	84	83	87	133	host	csiE	0.37120263459816905	0	1
gene-b4239	60	74	32	73	44	57	60	70	36	29	23	75	host	treC	0.346728164887118	0	1
gene-b3720	63	62	33	61	33	37	60	59	44	26	25	67	host	bglH	0.3223299296748187	0	1
gene-b1743	232	287	183	244	177	240	174	205	91	99	88	141	host	spy	0.3475051923044482	0	1
gene-b1988	477	1151	225	669	83	227	128	163	59	76	125	233	host	nac	1.0235006219739888	0	1
gene-b0774	3169	4105	2303	2755	2731	3359	2149	2283	1222	1446	903	1254	host	bioA	0.4052930070821419	0	1
gene-b2413	880	980	641	963	752	857	528	629	293	356	226	362	host	cysZ	0.4138513005914315	0	1
gene-b4806	29	23	33	48	44	22	26	16	7	4	3	20	host	C0293	0.6023974141943997	0	1
gene-b3775	1610	1717	1262	1939	1353	1456	1276	1403	495	568	383	534	host	ppiC	0.43684566443928374	0	1
gene-b4019	12058	13584	7036	7638	5571	6485	3493	3585	2630	3251	3316	3988	host	metH	0.5655898143912129	0	1
gene-b0952	1697	1642	1263	1403	1298	1791	1359	1367	479	511	494	396	host	pqiC	0.43782382427510996	0	1
gene-b2417	24527	24747	18732	19516	14600	19769	11134	13197	5884	6942	6800	7227	host	crr	0.46203346688139035	0	1
gene-T7p36	24	10	20	8	4	33	37777	47139	91232	113498	44043	64917	phage	gene-T7p36	1.1579083611989718	0	0
gene-b2830	2799	2525	1730	2038	1765	2047	1773	1856	772	916	747	1003	host	rppH	0.38834100447716335	0	1
gene-b3783	6878	5965	5991	5837	5279	6545	4666	4662	1190	1382	1125	1893	host	rho	0.4995145992839613	0	1
gene-b0932	12055	12268	7697	7099	6507	8491	3659	4244	2461	3147	2844	5206	host	pepN	0.5121642579857355	0	1
gene-b2032	888	852	1130	1478	830	1146	1341	1288	286	269	168	270	host	wbbK	0.5448251799013419	0	1
gene-b2287	7678	7854	5697	5888	4815	6700	3644	4047	2086	2471	1823	2699	host	nuoB	0.44554743816720965	0	1
gene-b2599	613	577	570	625	465	528	360	363	113	158	135	305	host	pheA	0.4552812858521709	0	1
gene-b4082	68	76	30	59	23	38	49	45	39	27	18	82	host	mdtN	0.4377768029935697	0	1
gene-b2718	152	148	75	122	72	81	81	95	52	56	51	41	host	hycH	0.416903424407578	0	1
gene-b4029	372	401	300	360	221	300	205	173	146	134	164	302	host	yjbH	0.35131912101829454	0	1
gene-b2816	2456	2525	4956	4164	4392	3269	3583	2718	973	1205	1195	2125	host	metV	0.44980473646131813	0	1
gene-b3273	243	192	322	250	489	187	294	262	126	125	443	263	host	thrV	0.401162039892819	0	1
gene-b2205	207	182	121	103	153	194	87	93	68	64	55	69	host	napG	0.4479729873266978	0	1
gene-b0801	5150	5554	2867	3324	2745	3653	1603	1914	1023	1223	1391	1625	host	hcxB	0.5416740778393201	0	1
gene-b2668	258	301	158	210	198	207	159	139	66	77	84	116	host	ygaP	0.4275067438720565	0	1
gene-b3539	1124	1523	957	1447	1239	1735	570	647	198	211	268	398	host	yhjV	0.6122863590361466	0	1
gene-b1424	2510	2796	1810	2024	1678	2071	1240	1358	616	794	508	821	host	opgD	0.47465051526793345	0	1
gene-b1893	56	50	70	87	54	65	42	45	25	26	14	36	host	insB5	0.41898615706885567	0	1
gene-b2910	4471	4651	5809	7137	4242	6129	3745	3939	1456	1735	1763	1744	host	zapA	0.46792237352838706	0	1
gene-b4058	5029	5363	3662	3386	3588	3908	2342	2611	1642	1919	1226	2368	host	uvrA	0.40233205722530047	0	1
gene-b1615	48	43	19	41	30	37	24	23	21	17	26	38	host	uidC	0.32628218962436834	0	1
gene-b3211	56	74	36	61	30	42	42	25	20	18	17	77	host	yhcC	0.4897458219787514	0	1
gene-b2262	7740	7312	4744	4441	5379	6644	3601	4069	2161	2270	1555	1808	host	menB	0.4771704774328359	0	1
gene-b2642	264	262	126	281	91	116	213	233	62	54	73	82	host	yfjW	0.5470964827303053	0	1
gene-b2728	71	81	45	41	48	69	30	56	21	30	16	40	host	hypC	0.4278331274370904	0	1
gene-b4453	298	274	237	345	196	210	330	324	166	160	118	197	host	ldrD	0.302371259612246	0	1
gene-b4178	1901	2109	1832	2418	1770	2190	1706	1751	519	658	618	603	host	nsrR	0.4450467482498099	0	1
gene-b0888	14021	14327	8960	9458	9778	11640	7106	7796	4266	4713	3475	3342	host	trxB	0.4470066157714754	0	1
gene-b1312	39	37	19	41	32	16	21	24	17	19	13	27	host	ycjP	0.36360936598125904	0	1
gene-b3293	303	271	242	314	238	306	301	274	108	131	115	212	host	yhdN	0.31376080333100514	0	1
gene-b3749	375	570	278	473	376	723	2079	4768	332	460	233	536	host	rbsA	1.336825375995265	0	1
gene-b0440	13284	12236	10182	13908	8822	10681	11668	11133	4467	4882	4210	5832	host	hupB	0.3661523728872053	0	1
gene-b1194	356	355	326	410	280	310	245	296	91	114	76	96	host	ycgR	0.4657944287203639	0	1
gene-b0601	104	102	38	92	32	79	67	61	33	47	29	61	host	ybdM	0.4213375567126021	0	1
gene-b1129	2085	2178	1579	2041	1479	1890	2006	2142	769	1001	692	1065	host	phoQ	0.34120234293932167	0	1
gene-b0786	986	1176	857	1109	588	776	649	733	275	393	342	587	host	ybhL	0.3959931271783195	0	1
gene-b4539	47	42	55	69	36	35	46	38	13	9	7	30	host	yoeB	0.5030442784311714	0	1
gene-b2180	1819	2091	1878	2372	1743	2150	1315	1468	595	662	508	656	host	yejF	0.4507752155975191	0	1
gene-b2867	66	89	29	54	29	40	41	45	34	31	30	83	host	xdhB	0.4254033824055962	0	1
gene-b3510	17196	19022	13716	18153	10016	13804	7919	7659	3413	3708	5289	6273	host	hdeA	0.5163179087685222	0	1
gene-b1761	14977	18711	7688	10125	6210	9192	2744	3487	2256	3307	5137	6987	host	gdhA	0.6412410858575859	0	1
gene-b1812	1082	1310	863	1094	750	960	650	718	291	343	283	386	host	pabB	0.4577706556194689	0	1
gene-b3477	77	80	67	85	83	85	70	76	39	27	22	86	host	nikB	0.33748303191516077	0	1
gene-b3506	1016	1044	1040	1266	533	830	399	448	223	220	303	665	host	slp	0.5232709282466327	0	1
gene-b3679	107	107	64	86	33	72	61	64	63	35	41	104	host	yidK	0.36529258995495445	0	1
gene-T7p01	8	7	103	99	17334	21834	116356	130403	43309	53159	65696	74088	phage	gene-T7p01	1.0075455292653677	0	0
gene-b2503	195	233	209	275	125	140	182	192	95	88	80	129	host	pdeF	0.36554729988747525	0	1
gene-b2416	22361	24340	18459	20400	14499	20726	12122	14854	5185	6406	6032	7572	host	ptsI	0.45915492866884106	0	1
gene-b2057	38	31	24	30	16	20	22	28	22	16	14	41	host	wcaC	0.3287997771471896	0	1
gene-b4384	805	701	674	644	639	589	423	406	223	244	219	539	host	deoD	0.379836519060102	0	1
gene-b4240	150	174	100	122	84	130	102	109	73	66	45	111	host	treB	0.3279972403516212	0	1
gene-b1650	2359	2582	1462	1659	1611	1956	1125	1235	647	774	555	753	host	nemA	0.4603185643697173	0	1
gene-b4352	2347	2740	1557	1841	1495	1716	741	867	669	854	747	936	host	yjiA	0.47873382769597517	0	1
gene-b4484	1020	1065	539	898	516	631	597	639	263	314	332	437	host	cpxP	0.4241519526552594	0	1
gene-b3809	3477	3427	1818	1741	1694	1573	1214	1194	782	924	820	1469	host	dapF	0.5141995520551419	0	1
gene-b2906	1613	1450	1125	1145	965	1196	867	850	494	568	399	675	host	ubiI	0.38236633059026043	0	1
gene-b2988	8091	8242	4809	5411	4479	5283	3135	3101	2233	2556	2360	3148	host	gss	0.4516305392439407	0	1
gene-b1100	970	1165	812	964	856	995	727	810	261	330	260	379	host	ycfH	0.4299172998248277	0	1
gene-b4188	86	111	82	122	68	55	40	52	21	31	38	70	host	yjfN	0.4648330027874431	0	1
gene-b0636	3509	3369	3407	3318	4115	4897	2283	2229	1019	979	641	849	host	rlmH	0.535482061193385	0	1
gene-b1433	112	96	116	160	128	85	178	116	84	74	49	186	host	ydcO	0.34927479605148215	0	1
gene-b3158	100	126	79	96	72	106	64	70	42	28	34	62	host	ubiU	0.3923232562333343	0	1
gene-b0490	519	593	329	405	311	319	306	367	172	245	209	246	host	fetA	0.3515510005531692	0	1
gene-b0792	196	240	132	208	110	137	103	121	64	65	49	99	host	ybhR	0.45345717686108183	0	1
gene-b1045	467	551	330	470	242	301	275	263	113	153	134	231	host	ymdB	0.45453326206253897	0	1
gene-b1632	455	423	353	432	474	558	417	446	133	137	85	155	host	rsxE	0.4622648850136895	0	1
gene-b0062	103	113	55	87	59	79	63	72	39	34	38	97	host	araA	0.36270251532775266	0	1
gene-b0558	2	9	9	13	1	6	10	10	1	0	5	5	host	ybcV	0.6950101290972015	0	1
gene-b0953	4295	4525	3294	5978	1897	2705	1565	1824	733	967	1682	2026	host	rmf	0.5817409629025744	0	1
gene-b3173	169	161	126	203	121	164	129	122	77	57	69	101	host	yhbX	0.3389996049002191	0	1
gene-b3491	91	81	124	182	148	149	86	95	31	36	33	91	host	yhiM	0.4856788175714708	0	1
gene-b2321	1078	1166	881	916	830	907	780	776	479	465	318	418	host	flk	0.3457610284875486	0	1
gene-b3062	32	30	14	29	7	21	25	20	13	7	10	33	host	ttdB	0.46419278340982745	0	1
gene-b3924	3233	3007	1469	1433	1075	1151	965	927	1020	1114	1416	1523	host	fpr	0.4844943556856843	0	1
gene-b4122	102	140	65	88	83	111	100	123	59	79	37	165	host	fumB	0.3562540610554756	0	1
gene-b0232	114	119	70	103	67	70	82	85	47	38	34	55	host	yafN	0.36585886038000515	0	1
gene-b1609	1364	1731	879	1148	1056	1311	1849	2092	512	739	467	654	host	rstB	0.44587863349908025	0	1
gene-b3796	29234	27522	30619	42227	26481	31511	28779	27370	7456	8298	6243	7387	host	argX	0.5082316303064369	0	1
gene-b4120	171	201	147	234	120	155	152	155	70	58	88	116	host	melB	0.35661896202990234	0	1
gene-b2093	740	1055	692	1150	461	900	450	894	274	534	338	651	host	gatB	0.3956747407165685	0	1
gene-b1363	362	423	387	503	249	287	475	481	129	114	117	128	host	trkG	0.4837948176634913	0	1
gene-b0869	1464	1500	998	1077	778	1042	679	652	415	483	385	593	host	ybjT	0.4336850870764066	0	1
gene-b1183	463	459	341	438	312	355	322	364	166	220	199	260	host	umuD	0.29336764834663503	0	1
gene-b3551	2655	2771	1686	1725	1481	1696	1037	1060	645	690	660	1089	host	bisC	0.4805176512716296	0	1
gene-b3830	1332	1510	868	1090	474	731	331	358	225	238	455	983	host	ysgA	0.5864184941495822	0	1
gene-b4259	1895	1830	1469	1542	1026	1177	840	880	499	501	467	678	host	holC	0.46148624982206377	0	1
gene-b0458	119	130	111	138	92	73	109	105	43	42	28	84	host	ylaC	0.38778891420672107	0	1
gene-b2468	263	322	181	230	160	193	153	155	99	108	95	134	host	aegA	0.3781033590552938	0	1
gene-b0826	1025	912	648	607	604	821	429	459	300	352	251	357	host	moeB	0.42685432011027064	0	1
gene-b1302	1896	1897	994	1031	1141	1356	380	371	164	216	303	622	host	puuE	0.6890970694516559	0	1
gene-b1202	150	152	100	177	101	122	140	155	78	62	49	125	host	ycgV	0.32650487802463185	0	1
gene-b1890	47	41	39	56	37	39	26	25	20	20	11	35	host	motA	0.37278064822719065	0	1
gene-b3311	80799	66038	63606	66910	76515	95094	103292	114296	36417	44332	23530	28757	host	rpsQ	0.4208511648595321	0	1
gene-b2525	2867	2398	1659	1361	1906	1903	1252	1310	723	919	630	857	host	fdx	0.44638829041554334	0	1
gene-b3424	3219	3485	2495	3178	2531	3427	2093	2180	949	1043	815	1054	host	glpG	0.44371522671219116	0	1
gene-b1000	2858	3335	1224	1631	796	973	505	567	490	593	902	1320	host	cbpA	0.7032787571762471	0	1
gene-b0516	161	227	132	159	112	122	95	134	71	55	58	134	host	allC	0.3849046936500579	0	1
gene-b2188	1950	1865	1839	1850	1592	1525	1268	1282	423	452	381	521	host	lapC	0.48479234196037224	0	1
gene-b3738	13240	10975	13642	14557	13031	13884	12542	13655	3936	4439	2731	4822	host	atpB	0.4388508485229467	0	1
gene-b1576	7	9	5	13	3	3	4	11	3	2	0	5	host	ydfD	0.6843992744472377	0	1
gene-b2125	234	261	178	230	164	226	148	239	92	84	59	109	host	btsR	0.39756735792825076	0	1
gene-b0415	1893	1719	2152	2246	2176	2518	1382	1387	551	611	387	892	host	ribE	0.4737765961153742	0	1
gene-b2070	332	350	427	464	518	667	210	263	87	86	78	131	host	yegI	0.6118442732518689	0	1
gene-T7p19	10	5	11	7	2	28	14270	18389	54371	65624	31768	60072	phage	gene-T7p19	1.2216552846689304	0	0
gene-b1034	4687	5281	2948	3753	2538	3768	2024	2467	1179	1519	1263	1424	host	ycdX	0.48141286680882156	0	1
gene-b2165	26	35	13	30	23	15	20	18	9	8	10	24	host	psuG	0.4300120088642532	0	1
gene-b3439	348	371	204	267	167	197	196	192	94	86	123	211	host	yhhW	0.41566536451099834	0	1
gene-b2683	855	870	428	445	250	229	545	613	240	260	177	342	host	ygaH	0.5233182601633037	0	1
gene-b3453	1127	1258	615	750	449	509	228	219	220	223	405	653	host	ugpB	0.6048730875278984	0	1
gene-b4780	644	735	1014	2024	568	744	2253	1565	298	325	405	429	host	yodE	0.699187369135554	0	1
gene-b0511	20	20	6	15	7	14	9	19	15	8	10	37	host	allW	0.5463684823619666	0	1
gene-b3248	2192	2106	1342	1363	1399	1341	1211	1151	476	517	502	670	host	yhdE	0.4651132418684491	0	1
gene-b3467	328	338	209	323	195	170	243	253	100	87	108	135	host	yhhM	0.4198861575928349	0	1
gene-b4365	23	11	18	36	4	20	16	22	22	11	12	30	host	yjjQ	0.450514109615851	0	1
gene-b3375	252	293	207	226	160	203	190	170	76	91	58	110	host	frlR	0.41385804386917285	0	1
gene-b2972	343	287	339	443	247	309	357	316	121	106	88	99	host	pppA	0.454489355074573	0	1
gene-b4363	13	24	6	13	6	6	18	15	13	7	10	28	host	yjjB	0.5184389307182674	0	1
gene-b1685	77	68	119	110	24	48	52	70	15	21	19	19	host	ydiH	0.6461227418148346	0	1
gene-b1645	451	447	359	501	316	386	342	349	118	145	149	277	host	ydhK	0.37822829167712985	0	1
gene-b1116	2914	2953	2034	2264	2466	2941	1631	1849	585	676	522	637	host	lolC	0.5187979265185093	0	1
gene-b1370	118	118	82	81	90	86	74	67	41	48	43	101	host	insH5	0.3177810359755384	0	1
gene-b0280	329	395	273	375	162	205	353	325	91	135	127	177	host	yagN	0.42079903442286787	0	1
gene-b4677	1	0	0	3	0	0	4	4	0	0	0	1	host	yobI	1.4329181546305507	0	1
gene-b1985	246	282	161	303	164	170	173	171	106	103	87	181	host	yeeO	0.3635730984784518	0	1
gene-b2746	2039	1937	1407	1449	1442	1675	1088	1124	673	792	530	647	host	ispF	0.39435382251897566	0	1
gene-b3428	5234	5016	3852	4155	3941	4800	1738	1925	988	1082	1377	2663	host	glgP	0.5021682288584325	0	1
gene-b2095	7056	10651	3810	7367	3195	6274	3464	6411	2271	4257	2950	4709	host	gatZ	0.44474258855564786	0	1
gene-b2557	30199	27277	15021	14282	3699	3863	14859	15343	9191	10295	5237	8262	host	purL	0.6175537001703978	0	1
gene-b1448	1216	1561	486	588	385	438	322	377	242	309	332	465	host	mnaT	0.6913808040210887	0	1
gene-b3886	1605	1580	850	1378	612	765	669	692	342	388	540	666	host	yihY	0.498104891627868	0	1
gene-b1209	508	521	360	439	353	369	245	290	146	137	102	197	host	lolB	0.44853871724713085	0	1
gene-b2616	2492	2255	1781	1827	1520	1821	1490	1553	701	773	856	942	host	recN	0.3719210782156154	0	1
gene-b0065	881	880	569	786	691	754	525	641	326	406	282	409	host	yabI	0.3364779184484527	0	1
gene-b4160	534	461	515	593	447	498	348	310	123	128	104	254	host	psd	0.46452557324202276	0	1
gene-b1391	19	16	4	15	6	6	8	7	12	4	5	25	host	paaD	0.6153330458130088	0	1
gene-b3485	293	263	154	185	114	110	85	82	72	71	104	251	host	yhhJ	0.5167589922000645	0	1
gene-b2666	328	337	276	493	185	208	298	278	101	66	99	178	host	yqaE	0.4935681768322341	0	1
gene-b3753	333	369	246	285	216	253	231	291	133	125	124	213	host	rbsR	0.32355378882068436	0	1
gene-b2253	208	270	214	286	148	188	109	125	50	66	53	156	host	arnB	0.4899130883311137	0	1
gene-b3337	108	44	71	21	15	13	13	14	15	5	11	27	host	bfd	0.9857516571584649	0	1
gene-b1921	72	85	48	80	19	36	63	66	31	22	18	39	host	fliZ	0.48043317933319357	0	1
gene-b0739	7594	7262	6518	7295	6193	8802	4753	4915	1838	2102	1654	1787	host	tolA	0.49490783905675884	0	1
gene-b2169	129	187	103	158	79	108	57	84	33	40	35	67	host	fruB	0.5230883282744462	0	1
gene-b0855	3101	3387	1648	2075	1378	1774	1194	1274	764	889	659	999	host	potG	0.5268577787467721	0	1
gene-b0578	1201	1270	870	1037	741	984	600	717	341	403	302	558	host	nfsB	0.4159716031900253	0	1
gene-b0721	621	889	532	1009	826	856	945	1479	503	694	270	877	host	sdhC	0.36945769020396096	0	1
gene-b2476	14421	12665	5295	5218	2790	2574	5070	4637	4233	4503	3272	4235	host	purC	0.6285170598340586	0	1
gene-b0946	2212	2431	1481	1894	1297	1616	1708	1683	643	821	590	785	host	zapC	0.4105671770219414	0	1
gene-b3858	1917	2022	1277	1773	1004	1363	1071	1118	513	584	581	660	host	yihD	0.44048024502010447	0	1
gene-b0090	4915	5044	4008	4378	4294	5421	3199	3243	1560	1739	1289	1446	host	murG	0.43310964227989773	0	1
gene-b0098	30030	30422	26401	25996	30615	37255	14487	16281	6693	7642	6917	7534	host	secA	0.5388963172698499	0	1
gene-b3121	14	10	18	43	6	20	39	27	7	4	8	32	host	yhaC	0.6753816335059705	0	1
gene-b3742	3395	3606	3236	3831	2857	3223	2563	2470	820	871	725	1040	host	mioC	0.4777161815864659	0	1
gene-b2333	18	15	8	22	7	14	7	9	10	8	3	18	host	yfcP	0.47214200027423886	0	1
gene-b1359	40	46	35	46	29	37	19	21	15	10	13	47	host	ydaU	0.44254132731158824	0	1
gene-b1244	8875	10017	8940	9026	7380	9098	4951	5588	1597	1975	1822	4177	host	oppB	0.4972888749515017	0	1
gene-b0752	1188	1081	901	947	468	595	471	522	298	341	391	585	host	zitB	0.44517070777480144	0	1
gene-b4136	1034	1063	631	629	439	463	460	462	359	398	308	543	host	dsbD	0.4149018844613963	0	1
gene-b0437	6222	6407	4819	5140	3886	4397	3398	3514	2027	2496	2187	3979	host	clpP	0.34194902027858703	0	1
gene-b0436	133903	115049	90402	78744	101553	126888	73263	77134	41326	45881	33424	30385	host	tig	0.43605810852317184	0	1
gene-b1923	1592	1713	1076	1268	981	1198	916	967	414	504	417	482	host	fliC	0.4419623356488123	0	1
gene-b2902	1232	1348	1316	1449	780	855	345	287	329	415	208	348	host	ygfF	0.618680887325437	0	1
