Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-b0299	220	231	156	225	129	178	166	153	89	87	65	202	host	insF1	0.34276229850969914	0	1
gene-b0885	325	338	267	283	235	220	172	200	89	80	60	154	host	aat	0.4449227290946646	0	1
gene-b2098	120	137	96	122	104	122	80	71	62	36	24	97	host	yegT	0.38199793357567285	0	1
gene-b0668	34269	26639	44472	42705	45290	43744	35024	36456	13550	14641	11759	15596	host	glnW	0.4184905531083285	0	1
gene-b2647	713	837	483	686	343	507	361	353	171	190	290	500	host	ypjA	0.4422133433012018	0	1
gene-b1256	33	31	38	63	20	49	25	43	17	15	14	26	host	ompW	0.46011063127977375	0	1
gene-b4127	984	1308	580	990	355	647	231	273	146	179	380	465	host	yjdJ	0.6532332917994038	0	1
gene-b2042	23911	23774	16264	19102	15437	19898	13572	13670	7710	8477	6014	6393	host	galF	0.42204194599278094	0	1
gene-b0011	54	75	57	73	47	51	56	50	35	19	36	59	host	yaaW	0.2949878195136407	0	1
gene-b2771	78	80	79	85	69	81	62	60	41	25	27	86	host	ygcS	0.3278735404481881	0	1
gene-b1350	139	152	93	139	64	85	86	88	47	42	37	149	host	recE	0.4334965083519774	0	1
gene-b0376	312	325	203	266	197	216	201	193	87	101	69	214	host	ampH	0.3919356783517503	0	1
gene-b2991	140	135	119	95	90	119	87	65	57	64	35	84	host	hybF	0.3435213265227427	0	1
gene-b4745	29	49	37	114	20	55	80	74	8	12	14	14	host	yncO	0.7552924288822868	0	1
gene-b0986	43	36	57	60	35	52	38	38	27	20	17	21	host	gfcB	0.36942429826689505	0	1
gene-b4208	5126	7011	3626	5258	3088	4249	1777	2106	972	1231	1449	2504	host	cycA	0.5661215986455748	0	1
gene-b0528	1753	1620	1170	1022	853	996	939	915	453	643	451	568	host	ybcJ	0.41907334047885175	0	1
gene-b3322	78	62	44	51	59	67	41	38	24	17	21	40	host	gspB	0.40349840632026907	0	1
gene-b0743	56784	59003	85114	151689	60705	102900	82063	96036	15751	14653	9960	11010	host	lysT	0.6817957115029754	0	1
gene-b0044	18	17	7	7	8	14	19	19	11	5	3	22	host	fixX	0.4936935621752965	0	1
gene-b4270	1792	2068	3932	3904	3707	2584	3934	3849	475	767	562	822	host	leuX	0.59151728831048	0	1
gene-b2174	427	522	442	583	521	542	767	706	218	210	150	280	host	lpxT	0.4247561896879891	0	1
gene-b2618	878	705	703	766	692	834	465	579	255	273	237	261	host	yfjF	0.42191314786385137	0	1
gene-b2636	17	12	7	15	10	15	11	10	11	5	13	45	host	yfjS	0.6888432157537863	0	1
gene-b0554	86	108	151	190	105	130	65	73	15	19	30	24	host	essD	0.6491319095004331	0	1
gene-b3757	15080	13122	30377	45257	23343	19751	28037	27629	5596	7964	19886	8499	host	gltU	0.5364403354717712	0	1
gene-b1831	25902	25814	18166	18268	20452	23774	14369	15619	6901	8011	5679	5659	host	proQ	0.46693958133986113	0	1
gene-b2135	35	38	28	38	22	18	20	19	12	8	15	46	host	yohC	0.45831602505152363	0	1
gene-b4327	389	502	305	405	291	390	286	362	128	178	135	207	host	hypT	0.3778304117829124	0	1
gene-b4672	40	47	42	72	22	26	35	36	9	7	10	14	host	ymiB	0.6134299440818782	0	1
gene-b1519	456	525	338	486	278	329	198	228	118	134	126	267	host	tam	0.4652420051041816	0	1
gene-b4707	1898	1927	1279	1355	1366	1655	819	921	504	564	412	601	host	esrE	0.47107026739818725	0	1
gene-b3403	3449	3270	2458	2606	2764	2660	2448	2818	1730	2102	1059	2125	host	pck	0.25337470895585607	0	1
gene-b4702	1589	1885	2260	3654	2310	2846	4941	5568	732	1086	628	983	host	mgtL	0.6534204898984325	0	1
gene-b3250	4514	3895	3410	3303	4131	3662	2927	2925	1032	1191	774	1200	host	mreC	0.46588183090519636	0	1
gene-b2051	39	44	28	30	30	35	25	28	20	22	29	39	host	gmm	0.2249648978819688	0	1
gene-b2870	21	22	13	22	8	12	21	15	11	8	11	44	host	ygeW	0.5495089254703672	0	1
gene-b3149	2241	2348	1824	1981	1695	1867	1529	1524	676	859	677	725	host	diaA	0.39305125117913975	0	1
gene-b0787	112	111	132	188	81	118	111	94	36	34	36	44	host	ybhM	0.49603445355757375	0	1
gene-b2172	119	158	79	107	92	96	93	90	53	58	42	109	host	yeiQ	0.33090136145510235	0	1
gene-b2462	15	12	12	23	11	19	11	10	8	5	6	14	host	eutS	0.40381925953379927	0	1
gene-b2593	5191	4794	4177	3956	4911	6477	3318	3589	1250	1504	1702	1453	host	yfiH	0.46702170289333456	0	1
gene-b0140	11	16	16	18	16	11	16	19	6	11	7	17	host	yadV	0.30218321203326504	0	1
gene-b1187	2691	2716	2540	2994	2754	3266	1979	2176	749	786	627	754	host	fadR	0.47696261442744303	0	1
gene-b2424	4279	2489	753	651	160	187	610	968	2501	2822	915	1247	host	cysU	0.829283494877344	0	1
gene-b3912	3089	3425	1574	2007	1573	1757	1274	1334	880	1026	855	1344	host	cpxR	0.4651365092801668	0	1
gene-b0977	162	183	92	130	104	120	75	68	41	38	41	58	host	hyaF	0.4992748740163334	0	1
gene-b2028	682	772	845	1071	734	846	966	1051	387	469	264	361	host	ugd	0.3750910092445316	0	1
gene-b0428	39768	33309	32252	24267	29505	37419	25281	25831	13488	15939	11634	13721	host	cyoE	0.36861896447377995	0	1
gene-b2519	1057	1211	874	1000	861	1032	575	602	274	329	258	423	host	pbpC	0.45779964372469856	0	1
gene-b1341	389	438	285	354	166	262	178	167	87	96	115	232	host	dgcM	0.4851129316354633	0	1
gene-b4423	805	798	620	614	638	671	493	508	221	258	189	220	host	ldrC	0.4329994910070707	0	1
gene-b1426	106	138	111	144	87	130	69	100	26	27	29	38	host	ydcH	0.5122774226128538	0	1
gene-b2739	52	51	44	49	46	49	51	40	22	28	11	47	host	ygbM	0.31215818457141054	0	1
gene-b4049	2522	2571	2236	2103	2329	2807	1542	1648	768	834	531	710	host	dusA	0.4603396189563635	0	1
gene-b3550	420	432	310	431	214	302	210	189	106	108	123	195	host	yiaC	0.46653968724899847	0	1
gene-b0921	2459	2320	1941	1962	1734	2067	1353	1383	747	843	635	865	host	cmoM	0.4037459864293785	0	1
gene-b0866	1870	2001	1056	1282	847	1095	868	828	386	462	540	572	host	ybjQ	0.5064018352404499	0	1
gene-b4045	3152	3773	2694	4215	1417	2001	1613	1470	611	692	1461	1374	host	yjbJ	0.5469867588298043	0	1
gene-b2774	11	11	3	14	7	5	11	13	14	3	9	20	host	ygcW	0.4764088278126392	0	1
gene-b1870	857	859	723	756	743	779	438	469	157	203	140	249	host	cmoA	0.5157097396365511	0	1
gene-b3945	491	485	289	268	254	343	205	216	129	131	137	204	host	gldA	0.4514788986300087	0	1
gene-b4372	1826	1890	1776	1762	1732	2006	1271	1405	571	667	447	522	host	holD	0.4375360474241929	0	1
gene-b2362	8	4	2	10	3	5	5	5	10	3	2	11	host	yfdS	0.550243733349109	0	1
gene-b1811	587	641	465	757	448	552	551	445	180	207	165	195	host	yoaH	0.44498523014459535	0	1
gene-b2294	2588	3216	1325	1700	1060	1392	785	975	556	756	709	956	host	yfbU	0.5815050821317111	0	1
gene-b4522	654	747	370	765	514	781	628	843	217	304	206	340	host	ymiA	0.4227874074855036	0	1
gene-b1902	87	104	80	105	53	95	60	78	30	26	30	63	host	ftnB	0.4043844509290129	0	1
gene-b3464	7830	7309	5081	5457	6034	6781	3678	3795	2015	2189	1855	2149	host	ftsY	0.4655203654377981	0	1
gene-b1319	22	31	24	33	16	27	43	30	15	10	15	25	host	ompG	0.36926793172314054	0	1
gene-b2348	32	33	59	66	37	34	50	64	13	27	44	37	host	argW	0.3677543150151727	0	1
gene-b3910	1166	1374	692	914	545	711	547	580	347	405	412	681	host	yiiM	0.4287321208249761	0	1
gene-b0406	20197	19020	16402	16733	35404	24916	16354	18657	6030	7041	4262	4510	host	tgt	0.5602602013189102	0	1
gene-b2467	396	420	290	342	248	259	230	203	183	190	173	269	host	nudK	0.2940434306209996	0	1
gene-b0111	848	923	512	654	405	445	407	382	251	291	302	457	host	ampE	0.41845233897413314	0	1
gene-b1520	370	381	263	420	243	274	248	231	86	115	95	176	host	yneE	0.43930825039588967	0	1
gene-b4269	3833	4350	2394	2866	2589	3833	1693	2029	634	838	925	1064	host	ahr	0.5443182939907659	0	1
gene-T7p09	3	8	7	6	67	173	31100	39702	26241	30778	19515	19446	phage	gene-T7p09	1.060042238238232	0	0
gene-b4105	30	39	17	29	10	18	25	21	28	14	11	43	host	phnD	0.4249382117922345	0	1
gene-b3382	79	130	71	154	93	160	84	103	44	42	42	44	host	yhfY	0.46877110865147903	0	1
gene-b1891	136	153	93	129	80	124	75	100	32	57	20	62	host	flhC	0.45361426862009757	0	1
gene-b1692	168	189	110	187	68	111	79	85	32	36	46	84	host	ydiB	0.5338485837048731	0	1
gene-b3063	237	245	264	358	257	370	231	250	87	84	47	140	host	ttdT	0.46476086828425806	0	1
gene-b4050	86	84	134	189	92	140	88	82	28	28	23	43	host	pspG	0.5741865994465644	0	1
gene-b3709	54	47	19	47	27	22	53	48	34	17	24	87	host	tnaB	0.48464374038317526	0	1
gene-b2708	902	957	502	540	532	794	312	340	302	353	264	371	host	gutQ	0.4531514331636025	0	1
gene-b3933	2271	2311	1567	1850	1542	1925	1140	1119	591	668	570	831	host	ftsN	0.4459847728288818	0	1
gene-b0252	78	72	40	62	29	65	55	48	40	16	25	59	host	yafZ	0.37928479904800894	0	1
gene-b3146	1125	1090	729	786	767	852	545	609	336	386	329	393	host	rsmI	0.4011095712256837	0	1
gene-b2819	2519	2375	1483	1541	1142	1440	1072	1092	819	936	749	874	host	recD	0.4156833692754847	0	1
gene-b2945	126	129	114	117	112	133	86	68	33	42	24	63	host	endA	0.43771444886716043	0	1
gene-b2960	4249	3936	3284	4212	3411	4572	2549	2879	1021	1147	917	1108	host	trmB	0.48255063501839296	0	1
gene-b0884	10131	11092	11749	17476	10513	12229	13216	12799	3889	3712	2460	2342	host	infA	0.5100827296689289	0	1
gene-b3982	25277	22126	24789	23901	31263	35823	18434	20664	5578	6088	4319	4838	host	nusG	0.560731694687711	0	1
gene-b1996	211	206	104	162	118	149	93	97	67	60	66	175	host	insD3	0.40941281525526996	0	1
gene-b0867	3054	3426	1626	1775	1455	1922	1125	1138	668	736	851	892	host	amiD	0.5472481773150362	0	1
gene-b0738	2788	2473	2348	2117	2473	2898	1385	1567	710	715	584	690	host	tolR	0.4933259851031667	0	1
gene-b3570	2699	2519	2722	2901	2806	2668	2085	2181	808	904	667	796	host	bax	0.43917066108269587	0	1
gene-b1716	142844	123596	125667	122683	137312	154187	135930	168691	72126	89603	51227	50235	host	rplT	0.32983647578830194	0	1
gene-b1703	324	365	177	225	120	111	143	128	115	145	91	212	host	ppsR	0.46518168022265755	0	1
gene-b1622	359	404	223	262	207	192	188	192	138	153	109	233	host	malY	0.37150922992595536	0	1
gene-b0199	2846	2585	1338	1669	1727	1974	1241	1584	496	554	321	499	host	metN	0.5663912904802656	0	1
gene-b4447	4347	6753	5870	10460	3957	3793	8908	6924	1147	1781	1618	1752	host	sibD	0.610999297064197	0	1
gene-b1180	2160	2209	1232	1383	1123	1392	851	970	439	590	545	635	host	ycgM	0.5009650471556951	0	1
gene-b1919	1815	1556	1102	993	869	1003	467	566	524	604	391	721	host	dcyD	0.47810610795491615	0	1
gene-b2509	1467	1359	1799	2047	1736	2056	965	1044	505	604	378	729	host	xseA	0.4717287852707012	0	1
gene-b0112	1987	2151	1304	1308	1261	1383	952	1043	791	864	673	836	host	aroP	0.36552401101759374	0	1
gene-b3333	130	159	97	126	81	96	84	95	45	39	52	103	host	gspL	0.3710824450125826	0	1
gene-b4242	14814	18830	18768	24062	25057	37726	28833	31907	7494	8772	4782	5610	host	mgtA	0.5536269378674898	0	1
gene-b3258	1713	1475	1476	1457	2024	2266	1068	1262	383	418	290	469	host	panF	0.5393734639667084	0	1
gene-b4156	187	186	265	317	401	472	235	219	71	54	57	111	host	yjeM	0.5986504444202652	0	1
gene-b3875	14	14	7	17	8	6	11	13	12	5	8	16	host	ompL	0.3537078729222319	0	1
gene-b3441	169	138	81	95	44	71	66	55	35	43	64	125	host	yhhY	0.4884312264914941	0	1
gene-b1614	11655	12312	7536	8423	7466	10699	4837	5388	2090	2485	2932	3872	host	ydgA	0.5191665072028748	0	1
gene-T7p32	26	16	17	56	13	41	52350	73477	138423	164164	73355	89327	phage	gene-T7p32	1.149243836561533	0	0
gene-b0508	22	34	25	34	19	26	20	26	25	18	11	25	host	hyi	0.2607610142560873	0	1
gene-b4126	616	852	365	724	217	336	141	166	82	118	266	321	host	yjdI	0.6853723263020389	0	1
gene-b0999	1238	1375	635	953	437	509	326	295	207	249	388	619	host	cbpM	0.6171042000816889	0	1
gene-b2675	1299	269	924	190	285	82	84	77	59	46	63	117	host	nrdE	1.313391957606446	0	1
gene-b2946	1014	1043	567	694	502	649	389	384	291	323	366	458	host	rsmE	0.4355280044849775	0	1
gene-b2809	721	753	613	927	470	583	629	605	221	222	316	358	host	ygdI	0.3958923138064139	0	1
gene-b1860	2932	3042	1877	1817	1909	2270	1312	1515	979	1123	760	1005	host	ruvB	0.41770779602188546	0	1
gene-b2020	3271	3325	2182	2383	2360	2883	1089	1354	694	809	480	1063	host	hisD	0.540066367838132	0	1
gene-b3332	77	76	61	80	50	61	53	47	38	30	35	76	host	gspK	0.2962610269354466	0	1
gene-b0783	3270	4243	2140	2836	1729	2792	993	1371	862	1316	1154	1500	host	moaC	0.49981637281434005	0	1
gene-b1531	303	337	368	428	257	372	217	281	128	149	114	140	host	marA	0.40043201061201744	0	1
gene-b2146	54	103	42	73	44	85	51	77	37	35	25	62	host	preT	0.38762112327402987	0	1
gene-b1745	1801	3172	826	1399	723	1434	210	317	118	163	242	481	host	astB	0.9611676991094451	0	1
gene-b0872	71	90	35	44	30	46	42	45	27	26	25	55	host	hcr	0.4198714651254045	0	1
gene-b4406	1611	1686	883	1256	497	664	826	765	518	570	854	912	host	yaeP	0.41434290107037675	0	1
gene-b4741	113	129	86	264	121	154	186	237	36	72	35	53	host	ymiC	0.5810230516867706	0	1
gene-b4089	897	984	500	679	443	551	501	541	268	341	257	319	host	alsR	0.4256985863196749	0	1
gene-b0612	67	57	54	117	47	61	105	85	32	33	32	73	host	citT	0.41795911731333074	0	1
gene-b2452	42	56	14	43	21	28	31	29	20	8	11	54	host	eutH	0.5182224238835828	0	1
gene-b4766	38	35	32	43	22	26	29	47	11	5	10	15	host	argL	0.5021872359236842	0	1
gene-b2943	1227	1211	907	888	773	899	600	573	333	373	320	638	host	galP	0.4095524831842144	0	1
gene-b0897	1389	1399	925	1133	631	666	444	403	218	214	331	391	host	ycaC	0.6098782536579227	0	1
gene-b0404	486	527	296	366	316	340	235	296	146	139	139	177	host	acpH	0.4310859453741344	0	1
gene-b0341	126	122	71	95	88	99	77	80	51	41	34	104	host	cynX	0.3436886911705974	0	1
gene-b0613	52	62	30	65	24	20	51	48	27	23	24	40	host	citG	0.3997411160986515	0	1
gene-b3408	161	86	152	102	62	20	42	29	19	13	18	18	host	feoA	0.8503523486156893	0	1
gene-b2738	70	68	34	39	57	53	41	30	21	19	22	38	host	ygbL	0.4104282137713343	0	1
gene-b0350	133	132	59	81	64	77	65	57	40	55	44	62	host	mhpD	0.40119207507366184	0	1
gene-b2860	178	180	106	154	103	142	88	91	49	63	73	184	host	insD4	0.39188089248208474	0	1
gene-b3511	2335	2608	1740	2243	1157	1404	723	680	282	356	622	1045	host	hdeD	0.6054064776740274	0	1
gene-b2745	5498	5361	3660	3390	3525	4379	2662	2786	1755	1844	1445	1584	host	truD	0.42640394723952046	0	1
gene-b3179	9210	9559	7880	9263	7675	9985	4419	5183	2055	2432	2943	3624	host	rlmE	0.4710403150238793	0	1
gene-b1706	1783	1870	1556	1339	1298	1726	988	983	606	764	592	846	host	selO	0.37010320858237594	0	1
gene-b0758	833	845	567	603	533	561	399	399	277	320	207	418	host	galT	0.3875107965465508	0	1
gene-b1666	2319	1967	2661	3142	2257	2156	2411	2400	603	810	585	640	host	valW	0.47691486655813653	0	1
gene-b2067	1205	1301	761	1096	612	838	642	605	271	325	309	450	host	dgcE	0.47935941649434743	0	1
gene-b3257	270	267	340	355	374	420	246	271	90	76	40	89	host	yhdT	0.5296071000326693	0	1
gene-b1518	33	36	20	45	25	29	10	29	7	19	11	16	host	lsrG	0.474449197297589	0	1
gene-b3591	2941	2670	1916	1750	1912	2176	1137	1187	830	872	834	1067	host	selA	0.4351402634960259	0	1
gene-b2839	180	239	146	193	139	167	139	149	58	70	50	155	host	lysR	0.3846407048845911	0	1
gene-b3715	482	565	245	291	221	227	376	337	175	165	149	204	host	yieH	0.4379640283788499	0	1
gene-b2569	7209	6319	6112	5256	6532	8166	4074	4318	1824	1898	1439	2002	host	lepA	0.4907169233775486	0	1
gene-b1738	369	497	374	576	275	393	332	378	148	161	142	179	host	chbB	0.4243685303288246	0	1
gene-b3992	5597	7024	3789	3740	3742	4303	1307	1425	223	228	173	341	host	thiF	0.8466349666359195	0	1
gene-b0971	9021	9500	10356	12387	16761	10889	7406	8206	1592	2693	1850	2253	host	serT	0.5928672896363514	0	1
gene-b2196	324	347	210	258	217	261	202	174	124	110	59	185	host	ccmF	0.3932853535534218	0	1
gene-b2969	454	482	473	750	450	468	743	589	165	200	148	239	host	yghE	0.46101394346160995	0	1
gene-b4711	709	763	449	529	471	515	420	492	268	286	196	420	host	insH21	0.34550703193901355	0	1
gene-b3963	4311	4774	2280	2672	2802	3459	3365	3685	1825	2234	1618	1791	host	fabR	0.3383830594079006	0	1
gene-b3445	65	87	78	80	78	78	59	53	32	20	28	43	host	insB6	0.37773519470945116	0	1
gene-b3386	5792	5570	3784	3726	3507	3990	2896	2795	1952	2171	1484	1874	host	rpe	0.4027929252954403	0	1
gene-b1925	13	13	8	13	7	21	8	3	4	3	3	22	host	fliS	0.6509445549041193	0	1
gene-b1616	43	44	37	63	35	45	48	39	24	23	21	47	host	uidB	0.2975540668859885	0	1
gene-b2157	747	933	802	786	664	758	513	449	130	174	269	480	host	yeiE	0.4543083845620843	0	1
gene-b0675	817	827	552	464	465	479	368	331	172	161	149	364	host	umpH	0.5047675461208608	0	1
gene-b0808	365	382	251	361	219	254	155	196	111	119	127	240	host	ybiO	0.4010105758092599	0	1
gene-T7p53	8	5	8	16	5	36	2136	3160	44639	53311	56116	87028	phage	gene-T7p53	1.4408868820591252	0	0
gene-b2865	422	501	412	587	292	411	436	456	120	169	100	190	host	actS	0.452740736514301	0	1
gene-b4225	342	414	198	274	228	235	177	211	93	119	128	204	host	chpB	0.4031053223585326	0	1
gene-b3716	115	120	70	103	60	74	103	110	40	40	36	48	host	cbrB	0.40138477337944833	0	1
gene-b0491	855	892	521	575	470	522	425	452	232	319	285	324	host	fetB	0.40679411465099996	0	1
gene-b4470	473	471	280	334	308	373	240	220	163	196	131	222	host	cyuA	0.376407622327686	0	1
gene-b0576	1973	1850	1854	1961	2281	2426	1638	1679	552	628	365	630	host	pheP	0.4719147705824971	0	1
gene-b1185	709	702	644	820	606	619	719	685	283	304	169	316	host	dsbB	0.3785774415978416	0	1
gene-b2195	220	236	140	199	158	189	143	142	57	72	48	73	host	ccmG	0.4444769341212514	0	1
gene-b3627	1610	1607	1706	2345	1140	1977	1631	1867	316	343	330	331	host	waaO	0.5633642297373472	0	1
gene-b2853	11	7	18	19	9	17	9	11	10	3	2	3	host	ygeI	0.5591235689122612	0	1
gene-b1989	755	802	919	804	1127	620	540	779	309	470	1894	671	host	asnV	0.4778055798424239	0	1
gene-b3642	529	428	333	335	343	416	331	336	281	280	187	173	host	pyrE	0.28505189471920844	0	1
gene-b4123	116	102	121	103	105	107	120	115	60	51	46	137	host	dcuB	0.28796499549367327	0	1
gene-b4273	221	196	118	171	123	178	110	106	60	70	70	168	host	insD6	0.3849280999996241	0	1
gene-b2209	394	376	278	290	268	263	238	287	149	141	129	207	host	eco	0.32350298581949766	0	1
gene-b2685	1425	1132	1216	1112	803	796	676	677	552	528	348	631	host	emrA	0.3774758526014808	0	1
gene-b2339	12	15	10	22	4	14	7	8	10	2	1	8	host	yfcV	0.5998799054896399	0	1
gene-b1633	625	630	540	634	581	739	585	732	158	201	105	171	host	nth	0.48610172885480535	0	1
gene-b2166	13	15	7	18	6	10	10	7	13	10	4	22	host	psuK	0.44610799777521626	0	1
gene-b3805	2577	2434	1406	1562	1346	1297	1185	1213	880	944	608	1177	host	hemC	0.40223916653883907	0	1
gene-b1396	47	71	31	28	22	44	26	22	20	8	12	23	host	paaI	0.5594932112654033	0	1
gene-b1664	5940	6966	3566	4866	3242	4529	2315	2471	1558	2045	2096	2867	host	ydhQ	0.45910451729251567	0	1
gene-b2776	67	84	37	70	47	51	49	63	27	39	35	55	host	ygcE	0.30638745757901986	0	1
gene-b4413	45	60	40	60	33	69	53	55	19	18	14	20	host	sokC	0.4567901234567901	0	1
gene-b0914	3354	3150	3213	2886	3994	3947	2040	2268	772	951	641	1056	host	msbA	0.5063523731725774	0	1
gene-b1023	143	168	102	153	123	166	112	131	40	38	50	79	host	pgaB	0.4175415573680054	0	1
gene-b4715	42	41	32	47	25	25	48	31	16	16	15	40	host	ytiA	0.3691969317337463	0	1
gene-b3145	209	256	204	248	160	189	165	167	92	91	78	121	host	yraK	0.34790025626221605	0	1
gene-b3901	31	39	20	37	14	15	33	27	16	9	10	29	host	rhaM	0.4347178301343697	0	1
gene-b1973	73	72	46	84	39	50	31	38	20	17	23	36	host	zinT	0.47695151654286944	0	1
gene-b3734	93512	74529	69024	47604	75584	80219	50738	50542	26837	31728	16944	28187	host	atpA	0.43923863429884574	0	1
gene-T7p45	531	274	563	548	289	2541	192429	277660	3142986	4172077	4060935	5641267	phage	gene-T7p45	1.4033621739485922	0	0
gene-b2012	2619	1886	1664	1911	840	784	675	826	1435	1511	957	1090	host	tsuB	0.42108266649147624	0	1
gene-b4747	18	8	18	24	15	11	22	28	8	6	7	4	host	yneP	0.5372246669458811	0	1
gene-b1657	1200	1225	933	1039	987	1074	704	729	375	419	257	396	host	ydhP	0.4258656924073511	0	1
gene-b2838	1264	909	721	611	786	776	382	417	364	399	290	433	host	lysA	0.45092625099059036	0	1
gene-b1877	82	101	161	231	132	205	116	142	24	31	27	23	host	yecT	0.646393954315259	0	1
gene-b3024	3603	3810	2373	3558	2078	2887	1800	1944	794	852	1111	1104	host	ygiW	0.4876619227512403	0	1
gene-b3701	10056	9644	10231	9631	11740	14530	4971	5513	1822	2007	1762	2186	host	dnaN	0.6131362674870054	0	1
gene-b3547	95	69	52	83	26	32	40	33	39	22	23	85	host	yhjX	0.5050545654149707	0	1
gene-b3465	1020	1028	732	850	811	966	495	569	214	259	221	312	host	rsmD	0.4893123064936953	0	1
gene-b4665	1015	1390	1168	1226	1055	918	1179	889	315	470	544	501	host	ibsC	0.37657392714604027	0	1
gene-b4746	52	74	37	46	17	17	24	31	6	5	21	21	host	yddY	0.6588222837519759	0	1
gene-b2207	36	47	39	52	26	34	17	26	14	11	7	16	host	napD	0.5163641667105899	0	1
gene-b0418	1656	1675	1056	1241	1158	1345	1041	1135	569	605	477	663	host	pgpA	0.3690408820952115	0	1
gene-b0566	52	57	26	47	32	27	57	40	22	24	18	45	host	envY	0.3633470519097762	0	1
gene-b2699	23025	19151	14526	14684	15706	17889	11799	11653	6411	7240	5777	7086	host	recA	0.4132231745066619	0	1
gene-b1871	1828	1714	1485	1405	1450	1756	908	1017	346	436	248	488	host	cmoB	0.5198491018554886	0	1
gene-b3819	813	745	871	1014	939	1119	512	537	226	225	160	237	host	rarD	0.5358998023257401	0	1
gene-b0433	1687	1547	1465	1440	1662	1683	1279	1295	504	563	345	635	host	ampG	0.41682894934029113	0	1
gene-b1190	7208	8792	3376	4205	2551	3490	1320	1861	1223	1773	1815	2424	host	dadX	0.6837287686207054	0	1
gene-b2992	393	358	265	211	252	316	201	191	156	172	125	207	host	hybE	0.332208110199374	0	1
gene-T7p29	78	43	98	58	30	179	244151	314802	518311	624932	211589	336475	phage	gene-T7p29	1.1452807080769514	0	0
gene-b3791	6128	6032	4162	3894	4507	5537	3166	3386	1468	1683	1335	1490	host	wecE	0.48104581461150175	0	1
gene-b3569	280	252	275	350	191	245	185	214	68	80	85	126	host	xylR	0.44223630462595986	0	1
gene-b1535	293	373	311	484	346	494	418	488	130	147	112	138	host	dgcZ	0.4552213332627696	0	1
gene-b1817	1595	2230	1242	2094	1066	1941	1001	1706	671	1215	622	1524	host	manX	0.3593479592378482	0	1
gene-b3657	99	80	42	71	37	62	45	46	55	28	36	80	host	yicJ	0.3674565151537768	0	1
gene-b4557	1094	890	1367	2016	1403	1463	1400	1515	267	273	164	356	host	yidD	0.5791507083611718	0	1
gene-b0847	2130	2220	2091	2313	2186	2596	1390	1473	504	620	461	690	host	ybjL	0.4933977956561972	0	1
gene-b0868	983	1124	797	1031	686	820	703	660	275	284	244	351	host	ybjS	0.4486268591165995	0	1
gene-b1024	267	440	404	512	361	550	201	284	69	67	73	161	host	pgaA	0.5849731364638202	0	1
gene-b0637	3255	2933	3413	3658	3494	4435	2150	2405	902	883	623	765	host	rsfS	0.5276529031149637	0	1
gene-b0970	1749	1936	1846	2355	1630	1685	1062	1224	474	618	375	1149	host	yccA	0.44823418879711835	0	1
gene-b4202	3973	1973	4565	3137	3664	4472	3276	3059	790	879	514	1430	host	rpsR	0.5310818823097581	0	1
gene-b4450	205	250	184	252	99	97	173	172	78	77	68	141	host	arcZ	0.42400279965491716	0	1
gene-b4463	51	45	23	45	25	30	34	23	28	10	20	62	host	ygcU	0.43299061109803655	0	1
gene-b2393	642	664	503	694	488	503	387	550	189	218	163	327	host	nupC	0.40196971773791945	0	1
gene-b2922	1114	1116	946	1080	690	890	527	478	261	316	384	644	host	yggE	0.43168311764462963	0	1
gene-b2050	74	100	63	70	62	75	45	46	36	39	44	66	host	wcaI	0.2990726407487727	0	1
gene-b4397	1388	1537	897	992	747	1057	648	664	336	399	417	462	host	creA	0.4707891627074399	0	1
gene-b3047	38	43	33	71	34	26	39	47	20	23	21	20	host	yqiH	0.4091776287058684	0	1
gene-b1732	1174	1500	757	1133	644	816	296	357	220	231	344	910	host	katE	0.5806588515450471	0	1
gene-b4059	4157	3624	2752	3568	3249	3522	2500	2508	1286	1374	1054	1838	host	ssb	0.38048024817870685	0	1
gene-b3277	15436	12449	24333	38694	15612	19513	23906	23347	3893	5848	3904	4314	host	ileU	0.6426508498323172	0	1
gene-b2038	2165	2073	2429	2676	2049	3203	2224	2376	442	506	400	438	host	rfbC	0.5529086305266555	0	1
gene-b3976	48021	38565	54856	85310	45973	47886	47797	48581	8707	19808	9335	8083	host	thrU	0.5745013265109302	0	1
gene-b2806	4694	4529	4164	4055	4713	5751	2812	3118	1089	1325	984	1061	host	rlmM	0.5122660722967891	0	1
gene-b2006	111	128	111	233	72	104	216	218	48	55	44	56	host	yeeW	0.5739320102571066	0	1
gene-b0656	1085	1155	686	890	671	718	612	734	424	451	300	639	host	insH3	0.34731856256538546	0	1
gene-b3644	9244	9906	6354	6977	6462	7977	4645	4934	2951	3274	2520	2733	host	yicC	0.4327604204054259	0	1
gene-b4797	171	178	136	142	108	139	102	100	74	51	56	66	host	yicU	0.3765560854558986	0	1
gene-b0352	273	319	145	157	149	194	126	100	62	96	61	131	host	mhpE	0.49716771973030166	0	1
gene-b3835	5188	4984	4503	3881	3546	4363	2819	2859	1341	1529	1245	1483	host	ubiB	0.4497722735204734	0	1
gene-b2086	1218	1411	839	1038	659	855	385	468	226	211	370	464	host	yegS	0.5560785865514422	0	1
