Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-b3169	26192	31856	53814	31755	41970	58267	23899	47270	8590	5567	3554	3341	host	nusA	0.674624495454572	0	1
gene-b3088	137	152	176	142	69	106	38	92	49	17	23	37	host	alx	0.6128167294028185	0	1
gene-b0249	62	79	68	38	25	40	25	44	36	24	24	28	host	ykfF	0.4397601475871043	0	1
gene-b3061	49	67	72	32	19	27	28	28	21	14	17	34	host	ttdA	0.5346958518440542	0	1
gene-b1149	78	94	109	51	34	53	38	47	50	18	19	49	host	ymfN	0.49821948601996685	0	1
gene-b2989	1996	2168	1687	1540	794	1151	504	922	537	339	382	368	host	yghU	0.616288619648085	0	1
gene-b0812	20181	33429	19204	13876	6525	9320	2233	4066	2744	1786	5075	5409	host	dps	0.8953222751162914	0	1
gene-b2804	294	375	201	155	73	92	53	88	112	81	78	114	host	fucU	0.6653470402319569	0	1
gene-b1233	2762	3398	2847	2100	1362	1880	1017	1876	1077	699	559	615	host	ychJ	0.5424166672608712	0	1
gene-b3259	3889	3968	3637	3235	2354	3473	2206	4144	1166	827	481	498	host	prmA	0.5479531288775461	0	1
gene-b0020	1325	1501	1586	1381	641	912	435	798	381	243	270	344	host	nhaR	0.5971870582857349	0	1
gene-b2051	28	43	37	26	14	24	14	22	22	10	12	22	host	gmm	0.41657030871183287	0	1
gene-b2182	3704	3872	4600	4045	2321	3424	1465	2540	882	604	414	463	host	bcr	0.6301986877640533	0	1
gene-b2381	701	951	518	402	220	297	149	286	158	125	178	184	host	pyrR	0.7070554567454933	0	1
gene-b0033	54818	62624	46667	34749	6452	9135	21697	27801	108464	68774	39905	37898	host	carB	0.6246682624461205	0	1
gene-b2948	691	789	768	663	328	468	227	456	218	135	124	144	host	yqgE	0.5885467690576942	0	1
gene-b3028	500	640	510	408	237	368	204	344	236	145	113	149	host	mdaB	0.5017577964077602	0	1
gene-b1279	1297	1426	1269	1095	584	775	383	765	434	265	194	294	host	lapA	0.5792327657379491	0	1
gene-b3764	8225	10414	9197	6914	5935	6985	5300	8849	4593	2923	1954	1903	host	maoP	0.44789351644117853	0	1
gene-b0170	60511	77627	83247	46382	50491	67434	49301	86417	45683	30858	12886	12695	host	tsf	0.4557997770299457	0	1
gene-b0508	22	40	40	17	14	23	13	21	18	9	6	23	host	hyi	0.4948675705214049	0	1
gene-b2755	386	430	365	321	147	255	139	233	153	89	88	136	host	cas1	0.5075910440668989	0	1
gene-b1835	277	333	364	292	197	323	125	262	95	72	32	72	host	rsmF	0.5588197498347153	0	1
gene-b1866	18388	19443	19700	16223	10549	14601	6407	14369	4669	3457	2463	2295	host	aspS	0.5959264747512942	0	1
gene-b2838	1372	1286	1065	949	572	637	273	486	465	280	228	259	host	lysA	0.6008531320488237	0	1
gene-T7p42	132	97	267	65	41	510	126866	263910	1783995	1266838	1048575	1183910	phage	gene-T7p42	1.3219489194627334	0	0
gene-b1013	821	917	769	706	394	554	310	570	367	257	215	212	host	rutR	0.4713403202385186	0	1
gene-b2780	18407	20887	20524	15941	10701	13821	8318	15124	9391	5946	10461	3753	host	pyrG	0.4186994658450087	0	1
gene-b2308	1308	1544	1158	1078	437	646	343	648	324	218	200	220	host	hisQ	0.6721284362307561	0	1
gene-b2016	1203	1371	791	685	328	360	207	439	308	234	284	299	host	yeeZ	0.6905504495631997	0	1
gene-b3345	804	906	615	582	189	277	153	296	222	182	149	158	host	tusD	0.6940771187426933	0	1
gene-b4842	677	1017	695	465	320	393	229	452	335	225	214	233	host	asompR	0.5384284423059275	0	1
gene-b4245	5697	7067	2465	2144	605	873	716	1090	3821	2808	2333	2293	host	pyrB	0.7218578735175156	0	1
gene-b3664	46	107	83	27	20	24	27	32	36	19	21	54	host	adeQ	0.6410402657153997	0	1
gene-b0753	1015	1822	987	750	324	562	129	241	192	124	281	301	host	ybgS	0.8664282539336825	0	1
gene-b0078	1754	1961	1463	1153	503	627	279	581	372	269	434	431	host	ilvH	0.7041990817808517	0	1
gene-b0491	789	900	667	437	267	368	234	432	345	213	212	230	host	fetB	0.5338635040174494	0	1
gene-b0492	3467	3941	2953	2562	1093	1660	583	1138	830	503	891	779	host	cnoX	0.6810043299033965	0	1
gene-b2144	147	155	78	69	47	74	37	90	43	37	26	43	host	sanA	0.575197272378036	0	1
gene-b0712	4160	4465	3108	2786	782	1170	458	738	719	466	696	801	host	pxpC	0.8469304277427026	0	1
gene-b1235	1948	2464	1850	1548	676	1017	415	713	311	221	332	399	host	rssB	0.741551143185409	0	1
gene-b0219	1545	1619	875	784	360	424	284	484	420	290	335	346	host	yafV	0.7023567293891099	0	1
gene-b2152	816	793	778	696	384	514	263	541	222	164	117	181	host	yeiB	0.5622855200275084	0	1
gene-b2397	19246	23204	20940	18837	13910	15131	23149	17068	9027	6258	5919	5152	host	alaW	0.4348525715410002	0	1
gene-b2606	73188	78502	87875	67766	60050	84870	57740	111479	44296	28888	16278	17410	host	rplS	0.46507196435707826	0	1
gene-b3781	22217	24908	17085	13372	9222	9881	6598	11515	7650	4621	4504	4669	host	trxA	0.5790552302172184	0	1
gene-b4712	81	98	92	87	48	57	36	46	31	17	16	18	host	agrA	0.5588672410495085	0	1
gene-b2905	32603	33132	14728	13997	2664	3790	7279	13749	8783	6421	3528	3788	host	gcvT	0.8454388402717647	0	1
gene-b2660	2293	3055	1548	1873	440	888	256	423	133	99	106	153	host	lhgD	1.0291854210684552	0	1
gene-b0011	74	103	97	57	37	49	29	40	38	19	17	38	host	yaaW	0.5400587044132155	0	1
gene-b3932	2010	3141	2571	1936	1201	1794	563	965	597	361	736	836	host	hslV	0.6089318538291287	0	1
gene-b0046	392	431	383	301	142	219	102	164	80	50	66	94	host	kefF	0.6619979976460382	0	1
gene-b1826	1307	1586	1201	997	1096	1178	1323	2583	1036	629	353	475	host	mgrB	0.48431166130825537	0	1
gene-b2141	56	59	42	40	18	35	10	15	21	15	13	19	host	yohJ	0.5754824372032684	0	1
gene-b0192	1779	2001	1932	1554	878	1101	617	1070	607	414	440	442	host	nlpE	0.5415254195939521	0	1
gene-b4751	89	91	66	68	30	36	27	45	29	23	14	13	host	yoaL	0.5968501628809906	0	1
gene-b4060	1457	1383	2113	1571	1100	1198	426	722	370	215	227	200	host	yjcB	0.6721498051264451	0	1
gene-b2955	3109	3507	3571	3000	1856	2478	1484	2731	1296	882	558	605	host	hemW	0.5111702338768811	0	1
gene-b0489	551	640	594	486	250	368	207	344	254	183	171	156	host	qmcA	0.4805578803779795	0	1
gene-b2573	10115	12541	7759	7456	3747	4773	2899	5511	2645	1644	2077	2123	host	rpoE	0.6375925013790292	0	1
gene-b3742	4036	5329	4891	4350	2438	3206	1562	3002	1205	817	681	743	host	mioC	0.6037788734762563	0	1
gene-b2846	40	56	28	22	15	20	13	28	20	6	15	22	host	yqeH	0.5378731069912092	0	1
gene-b1854	4383	5252	4658	4216	1967	3227	1557	3073	1680	1221	836	1001	host	pykA	0.5471909576383774	0	1
gene-b4280	285	364	337	155	185	196	184	284	153	88	66	95	host	nanY	0.47193793759523606	0	1
gene-b0159	4465	5229	4382	3729	2207	3147	1922	3212	2271	1593	1012	1191	host	mtn	0.4611808071803372	0	1
gene-b1167	167	156	121	38	30	34	3	18	30	15	52	52	host	ymgC	0.8987818117014891	0	1
gene-b2818	731	867	464	430	211	352	263	474	289	179	144	184	host	argA	0.5672946335638002	0	1
gene-b3728	2459	2451	1390	1067	606	776	359	560	478	247	329	374	host	pstS	0.8149436034403398	0	1
gene-b3754	474	616	549	346	188	269	156	291	286	166	154	195	host	hsrA	0.4953250503473202	0	1
gene-b2513	4327	4481	4178	3387	2243	2820	1404	2933	1084	725	671	673	host	yfgM	0.5886976078947589	0	1
gene-b1796	45	51	35	34	12	15	14	18	23	3	11	6	host	yoaG	0.6679174396449604	0	1
gene-b0882	49934	63775	35461	33435	10414	16222	6761	12143	13567	8643	14062	15010	host	clpA	0.7516391041426703	0	1
gene-b0933	236	288	246	208	102	147	74	159	88	55	66	64	host	ssuB	0.5442636379723957	0	1
gene-b3618	752	1013	934	480	531	545	356	622	275	170	167	217	host	htrL	0.5433894284281585	0	1
gene-b4169	4395	4741	4808	4134	2242	3208	1626	2868	1446	957	786	809	host	amiB	0.5624199081848005	0	1
gene-b4735	648	717	429	316	271	331	227	505	345	210	254	300	host	ybgU	0.41506065235362893	0	1
gene-b3029	3791	4918	3022	2574	1368	1545	906	1650	1401	919	1072	1178	host	ygiN	0.6050009835197813	0	1
gene-b1010	52	65	60	64	8	26	11	13	11	3	14	13	host	rutC	0.8224783208299743	0	1
gene-b0181	22861	23952	25692	20686	16596	22177	12796	24596	8602	5579	3557	3663	host	lpxA	0.5197300792533631	0	1
gene-b2619	1476	1578	1535	1222	892	966	686	1160	690	398	297	313	host	ratA	0.479224968495935	0	1
gene-b1378	3978	3774	3354	2372	1394	1775	1041	1602	1451	935	992	1019	host	ydbK	0.5458889830917344	0	1
gene-b3889	4	19	16	5	3	6	4	6	10	2	7	11	host	yiiE	0.6539720946036547	0	1
gene-b0267	30	88	63	31	14	22	16	12	20	25	9	45	host	yagA	0.7194812946375557	0	1
gene-b1431	835	1175	1011	674	408	587	242	484	197	140	185	204	host	ydcL	0.6549883957752044	0	1
gene-b0982	48	71	47	47	28	41	28	55	21	16	10	16	host	etp	0.5005456015241477	0	1
gene-b2552	468	562	419	334	196	256	161	270	197	119	134	150	host	hmp	0.5078843024728743	0	1
gene-b0050	2144	2133	2047	1817	1136	1477	977	1691	688	461	428	450	host	apaG	0.5066965644835183	0	1
gene-b3431	4666	4931	4127	3717	1479	2206	497	1113	732	483	886	968	host	glgX	0.7649859437817553	0	1
gene-b0857	3039	2903	2711	2662	1058	1544	872	1485	786	557	397	472	host	potI	0.6326577609129297	0	1
gene-b4136	1180	1479	972	859	344	522	322	574	489	311	272	341	host	dsbD	0.5921200410401533	0	1
gene-b1164	472	482	333	157	123	84	82	103	127	54	135	136	host	ycgZ	0.7565376381944209	0	1
gene-b2918	88	138	90	76	33	71	32	48	52	26	24	49	host	argK	0.5313462889976979	0	1
gene-b3023	809	1135	1033	849	382	567	208	383	144	83	189	192	host	ygiV	0.7135179962988519	0	1
gene-b2609	61838	69128	82123	64523	53161	74683	46688	90100	35182	22523	11105	11273	host	rpsP	0.4957714453369888	0	1
gene-b0462	22374	21836	21198	18040	10500	14213	6213	13706	5760	3986	3614	3503	host	acrB	0.5925068095894251	0	1
gene-T7p41	21	11	68	13	11	148	42213	90641	461276	343868	209251	266705	phage	gene-T7p41	1.317409633392823	0	0
gene-b1446	2589	2897	2430	2047	1348	1709	851	1669	819	525	518	586	host	ydcY	0.5457919976172245	0	1
gene-b4379	133	162	161	117	62	89	53	79	62	42	34	50	host	yjjW	0.5009569386745035	0	1
gene-b0790	1188	1483	829	792	258	388	109	204	132	88	223	226	host	ybhP	0.906737372411324	0	1
gene-b1770	332	422	330	161	149	203	126	216	135	78	84	94	host	ydjF	0.5500203871441487	0	1
gene-b2213	384	481	499	435	258	404	189	332	201	143	87	99	host	ada	0.4863699152922367	0	1
gene-b3361	1503	1740	1253	1318	469	792	199	416	231	132	312	391	host	fic	0.7491524263367487	0	1
gene-b0811	10622	15953	6722	5335	1569	2467	1849	3206	3305	2108	2443	2552	host	glnH	0.8624576291696036	0	1
gene-b1242	346	402	417	318	202	252	129	279	112	95	89	71	host	ychE	0.5369957152080209	0	1
gene-b4717	2113	2950	1721	1847	1077	1135	781	1532	750	460	514	556	host	micL	0.5693849662933009	0	1
gene-b0802	431	653	470	461	151	177	65	127	96	60	56	67	host	ybiJ	0.8534406462733704	0	1
gene-b2616	564	645	573	389	274	323	257	418	246	187	152	172	host	recN	0.46079050679941597	0	1
gene-b1099	1570	1844	1943	1586	983	1566	697	1183	512	348	273	263	host	holB	0.5692118379200214	0	1
gene-b2218	3190	3630	2950	2553	1391	1810	1037	1919	878	588	525	543	host	rcsC	0.6041222672935097	0	1
gene-b0904	1196	1355	1162	930	540	804	322	726	239	196	183	225	host	focA	0.6308242941514247	0	1
gene-b0393	1903	2241	2429	1616	1396	1665	953	1982	1035	747	418	452	host	rdgC	0.4645022992346536	0	1
gene-b2073	71	74	69	50	36	31	36	32	32	17	18	21	host	yegL	0.4860374381140147	0	1
gene-b4114	198	309	229	141	64	100	65	110	85	55	44	124	host	eptA	0.6075506054934655	0	1
gene-b1092	29521	34353	35641	27457	23210	31812	16676	34459	11412	7169	4261	4364	host	fabD	0.5426263158506827	0	1
gene-b0295	68	65	79	56	53	57	41	67	34	19	34	35	host	ykgL	0.3393104462691481	0	1
gene-b0183	1423	1351	1594	1316	1065	1360	578	1147	417	282	192	174	host	rnhB	0.5665946391158927	0	1
gene-b0887	1362	1530	1244	1065	557	849	452	738	397	248	123	201	host	cydD	0.6284126782036608	0	1
gene-b2803	240	308	184	148	60	93	59	116	101	63	84	94	host	fucK	0.5796277825338599	0	1
gene-b3541	13297	13731	11225	9960	5128	8076	1664	3016	1175	794	1588	1601	host	dppD	0.8104752525398543	0	1
gene-T7p07	9	17	165	32	4099	6714	99459	168552	103460	69296	54456	65159	phage	gene-T7p07	1.1157077490190348	0	0
gene-b3156	3124	3773	2447	2099	1041	1324	810	1592	1412	869	874	837	host	yhbS	0.5587769144479467	0	1
gene-b3803	6951	9137	7274	5912	2834	4087	1907	3420	2043	1315	1525	1507	host	hemX	0.642364990105168	0	1
gene-b4382	1434	1638	1366	1161	606	851	334	741	337	256	213	294	host	deoA	0.6407440172489237	0	1
gene-b4772	32	42	40	29	17	18	14	21	7	9	13	19	host	ymiD	0.5075290794661143	0	1
gene-b2956	93	129	109	68	43	66	60	71	43	32	31	38	host	yggM	0.4603710419423745	0	1
gene-b3026	495	647	460	390	174	231	116	202	162	120	153	157	host	qseC	0.6131076625778092	0	1
gene-b3213	58782	61520	49074	40674	24134	33002	6647	10971	12792	8159	12629	12980	host	gltD	0.7049169738529804	0	1
gene-b0958	232	332	214	176	85	128	64	153	89	46	77	86	host	sulA	0.5808253922646927	0	1
gene-b1281	4715	4748	5329	4181	2790	4097	2637	4513	3502	2125	899	936	host	pyrF	0.4237439640414461	0	1
gene-b2736	87	117	114	56	37	65	37	62	46	28	26	32	host	ygbJ	0.5172144509369918	0	1
gene-b0365	78	106	57	41	19	19	30	21	83	46	16	38	host	tauA	0.6075824072096331	0	1
gene-b2822	3134	3639	2828	2430	1046	1547	943	1783	1178	797	660	767	host	recC	0.5705461310129496	0	1
gene-b3397	4779	5887	4512	3714	2488	2974	1468	2828	1341	951	882	839	host	nudE	0.6010057809480335	0	1
gene-b1739	8939	12378	7257	6516	3001	3970	1389	2732	1366	916	2126	2294	host	osmE	0.7801015327069706	0	1
gene-b2336	20	44	39	24	10	17	7	18	21	12	9	23	host	yfcS	0.5366192558469807	0	1
gene-b4176	96	94	132	108	64	84	30	66	26	19	10	28	host	yjeT	0.6090659213118399	0	1
gene-b2360	14	16	24	9	6	21	9	9	8	8	5	17	host	yfdQ	0.4825730124331106	0	1
gene-b0018	166	163	136	94	76	87	77	139	81	55	35	43	host	mokC	0.44722977046770107	0	1
gene-b0208	433	531	301	246	138	150	128	195	201	139	162	184	host	yafC	0.5223328366817815	0	1
gene-b2384	40	89	63	42	14	29	23	35	27	21	13	19	host	ypdE	0.6129913992127313	0	1
gene-b3008	3333	4012	2717	2314	1017	1493	842	1442	902	608	528	598	host	metC	0.6801680495618911	0	1
gene-b1822	2152	2324	2655	2196	1585	2000	1083	1983	817	536	331	349	host	rlmA	0.5328014743775424	0	1
gene-b4087	47	108	94	28	34	45	20	37	40	14	17	31	host	alsA	0.6516957295933541	0	1
gene-b1373	40	51	51	36	31	31	7	20	18	12	9	16	host	tfaR	0.5520967045630532	0	1
gene-b3603	499	605	536	405	181	311	210	341	182	116	84	142	host	lldP	0.5615158518473072	0	1
gene-b3255	8022	10420	9990	7466	5205	7363	3559	8015	3584	2444	1479	1464	host	accB	0.533488602643746	0	1
gene-b1569	17	25	26	4	5	10	5	12	5	4	2	9	host	dicC	0.7623420837481596	0	1
gene-b3647	190	342	258	200	83	119	81	124	93	57	59	124	host	ligB	0.5802097804715174	0	1
gene-b4207	3039	3324	2914	2773	1418	2000	1056	2146	987	714	471	505	host	fklB	0.5664075348023158	0	1
gene-b0761	929	1093	819	659	378	564	311	568	289	203	193	192	host	modE	0.5701483188180603	0	1
gene-b0049	2097	2425	2200	2038	962	1396	775	1266	727	519	450	463	host	apaH	0.5544240848663679	0	1
gene-b3206	553	605	545	465	290	281	160	302	149	105	93	133	host	npr	0.5917313819681717	0	1
gene-b4532	70	116	91	59	50	67	45	70	45	28	20	27	host	hicA	0.46488002720823957	0	1
gene-b0940	173	226	170	95	62	110	56	89	61	42	33	94	host	elfC	0.56585673674987	0	1
gene-b4725	2530	2976	1662	1598	873	1069	738	1387	651	446	579	578	host	rseD	0.6191145554999123	0	1
gene-b2437	357	405	310	222	105	139	84	129	138	65	58	61	host	eutR	0.674958711139984	0	1
gene-b3859	1414	1625	1308	1050	586	813	424	802	430	283	280	361	host	srkA	0.5757795887271571	0	1
gene-b3079	25	59	48	17	9	28	14	14	23	6	9	16	host	ygjJ	0.6927849531507569	0	1
gene-b3187	3075	3397	2067	1792	1155	1309	889	1864	904	640	517	575	host	ispB	0.6042636841959417	0	1
gene-b3949	41	99	75	35	19	23	15	33	44	13	17	44	host	frwC	0.6500099378322731	0	1
gene-b0636	3456	3624	5130	4053	3149	4257	1788	3329	1468	903	485	518	host	rlmH	0.564075343685686	0	1
gene-b1120	2424	2665	2331	2006	951	1258	666	1359	692	565	371	411	host	cobB	0.6154498084598309	0	1
gene-b0133	6033	6175	4981	4059	2273	3183	1739	3374	1822	1274	1105	1044	host	panC	0.5784989447219195	0	1
gene-b4738	0	2	0	0	0	1	0	0	1	0	0	2	host	ymgK	1.5275252316519468	0	1
gene-b4183	20	44	76	26	19	30	23	30	29	12	9	23	host	yjfK	0.5908563317372515	0	1
gene-b0589	2427	2603	2257	1985	307	361	73	130	110	55	56	77	host	fepG	1.1910191045912442	0	1
gene-b0883	21124	24928	17662	12583	12424	11641	46743	11843	9798	8298	5641	3472	host	serW	0.7143830741884181	0	1
gene-b1812	1302	1609	1346	1146	570	842	412	793	392	263	207	243	host	pabB	0.6153601285599798	0	1
gene-b2250	1116	1010	1054	869	612	728	521	907	523	342	208	218	host	yfaZ	0.4548155197912322	0	1
gene-b2344	3456	3881	4100	3421	2109	3036	1565	2929	1022	740	450	472	host	fadL	0.5793233431111914	0	1
gene-b3905	56	91	52	33	13	26	16	34	39	12	14	30	host	rhaS	0.6345425366114007	0	1
gene-b0109	2334	2646	1851	1631	806	1110	681	1151	899	583	570	519	host	nadC	0.561558736835911	0	1
gene-b0482	405	498	295	269	150	221	133	230	183	126	141	141	host	ybaP	0.4851003711557884	0	1
gene-b0780	1550	1697	1316	1168	666	832	594	1010	629	397	342	385	host	ybhK	0.5034440661583359	0	1
gene-b3867	2411	2344	2318	1668	1003	1439	832	1486	1041	647	506	519	host	hemN	0.5037594776306623	0	1
gene-b4426	110	104	69	48	34	32	38	30	19	10	17	26	host	mcaS	0.7037110650910732	0	1
gene-b3003	510	792	535	443	106	176	56	99	122	65	179	234	host	yghA	0.8183442345450641	0	1
gene-b3550	556	599	453	388	148	227	107	220	115	88	103	123	host	yiaC	0.690788931424127	0	1
gene-b0876	999	1215	842	635	336	481	320	595	432	274	237	242	host	ybjD	0.5559601950985033	0	1
gene-b4676	609	618	555	457	293	365	166	419	131	89	71	96	host	yoaK	0.6227523314749344	0	1
gene-b4074	134	198	154	90	71	73	53	75	80	34	29	86	host	nrfE	0.5276548373778348	0	1
gene-b3592	3390	3985	2756	2578	1035	1583	531	952	494	344	474	564	host	yibF	0.790601832635706	0	1
gene-b4417	137	136	112	97	68	94	55	93	38	31	25	23	host	rybB	0.5260447241852523	0	1
gene-b0695	1597	1751	1633	1311	690	961	407	787	500	316	326	340	host	kdpD	0.5980783961817923	0	1
gene-b1882	117	108	105	78	45	69	26	67	19	18	13	32	host	cheY	0.6248581328834544	0	1
gene-b0550	6	24	15	2	2	7	4	6	11	10	2	15	host	rusA	0.7408215493945471	0	1
gene-b0551	23	40	26	18	10	9	10	8	13	7	9	18	host	quuD	0.5896273619627614	0	1
gene-b2771	83	110	139	94	45	76	35	39	52	26	25	48	host	ygcS	0.5372759696183421	0	1
gene-b2488	47	71	69	32	15	25	16	27	24	12	14	23	host	hyfH	0.6262693776110512	0	1
gene-b0872	72	105	68	47	30	38	21	44	32	25	16	32	host	hcr	0.5578144811422688	0	1
gene-b3075	128	192	124	94	65	74	43	73	67	36	38	60	host	ebgR	0.5265905319572156	0	1
gene-b4143	44209	61181	51847	40862	24438	38417	14449	26924	17071	10398	15874	15371	host	groL	0.5331234460262154	0	1
gene-b0242	7893	8887	6764	5826	2819	3884	1981	3645	2219	1416	1301	1378	host	proB	0.6438335901347497	0	1
gene-b1424	3191	3430	2785	2541	1326	1968	872	1669	851	513	400	457	host	opgD	0.6327656602384001	0	1
gene-b1763	7635	8636	7392	6349	3562	4997	2858	4944	3075	1996	1551	1531	host	topB	0.5259157943043297	0	1
gene-b2249	2341	2755	2057	1922	882	1277	565	1014	612	404	434	448	host	yfaY	0.651044745484943	0	1
gene-b1294	603	612	454	369	222	282	140	284	131	77	84	125	host	sapA	0.6488637740984603	0	1
gene-b2586	7518	9162	10028	8293	5914	7058	4926	8710	4297	2744	1951	2351	host	yfiM	0.4417487317903989	0	1
gene-b1802	35	52	48	31	14	17	11	26	19	9	8	36	host	yeaW	0.5631924163272577	0	1
gene-b1199	1995	2376	1467	1573	694	1071	899	2135	668	493	404	444	host	dhaL	0.5686548715180478	0	1
gene-b3734	89930	92079	87965	74775	49860	69065	40926	84732	37431	25875	14046	14233	host	atpA	0.5046201066520218	0	1
gene-b0814	89567	106345	81055	63644	46371	56214	41265	75975	42281	26515	21117	20779	host	ompX	0.4778683371618421	0	1
gene-b0243	6824	8341	6929	6025	2590	3894	1911	3400	2091	1364	1255	1338	host	proA	0.6354718023920946	0	1
gene-b2254	98	148	122	62	28	59	23	41	25	15	25	26	host	arnC	0.7510975529274513	0	1
gene-b2940	1451	1366	1589	1305	684	1205	692	1136	808	465	286	380	host	yqgC	0.4537039718389057	0	1
gene-b2707	205	245	203	159	102	158	71	133	77	63	56	77	host	srlR	0.4778195957629174	0	1
gene-b3121	6	19	33	4	14	17	2	22	17	3	3	14	host	yhaC	0.7119205233073113	0	1
gene-b2841	397	432	391	273	160	215	141	255	163	90	83	126	host	araE	0.518608061079106	0	1
gene-b2303	1368	1861	1273	939	612	809	474	841	607	373	347	389	host	folX	0.5448659738146433	0	1
gene-b1260	27324	29907	22550	19361	7447	12881	1424	2020	343	211	179	253	host	trpA	1.0729998326207746	0	1
gene-b1155	20	32	31	28	11	19	7	16	15	8	9	9	host	tfaP	0.5083245156456895	0	1
gene-b0786	1578	1715	1133	1066	480	625	365	673	443	310	278	351	host	ybhL	0.640067824661679	0	1
gene-b1455	3	5	6	1	0	2	0	1	2	0	0	1	host	yncH	1.097306535409801	0	1
gene-b2718	136	160	129	78	46	67	49	64	55	27	42	48	host	hycH	0.5450156044222932	0	1
gene-b3178	43731	53685	56447	47183	28319	40660	19077	35490	13963	9112	8343	8296	host	ftsH	0.5738579786863081	0	1
gene-b3999	1658	2119	1796	1472	860	1210	622	1158	595	366	337	320	host	yjaG	0.5686416798582881	0	1
gene-b4637	3155	3594	2998	2520	1718	2098	1171	2324	1389	891	869	963	host	uof	0.4617681375982415	0	1
gene-b1814	1845	1898	2418	1975	1627	1837	771	1553	481	286	251	242	host	sdaA	0.6037622031823153	0	1
gene-b0045	40	85	98	38	20	31	31	36	32	19	11	43	host	yaaU	0.6125466853267606	0	1
gene-b3868	9858	11686	6187	5636	1112	1672	1450	2453	2025	1245	1612	1618	host	glnG	0.8997165892955953	0	1
gene-b4741	113	138	128	93	93	155	78	158	82	57	33	45	host	ymiC	0.4070086936795127	0	1
gene-b1136	90771	124227	97143	69101	46150	66338	37484	68769	41273	27150	21023	22025	host	icd	0.5274615455575968	0	1
gene-b4826	25	29	35	29	10	17	11	17	8	8	13	12	host	flgO	0.5004147114103759	0	1
gene-b4086	47	90	60	34	26	29	30	32	26	8	14	36	host	alsC	0.5774616300295445	0	1
gene-b3922	685	912	487	374	192	235	127	183	190	111	177	214	host	yiiS	0.7382481413319809	0	1
gene-b4752	267	392	455	279	304	324	185	444	204	115	89	85	host	yecU	0.4745131990358942	0	1
gene-b0274	361	448	526	403	220	346	151	269	144	74	62	107	host	insB3	0.5768389275359899	0	1
gene-b0943	115	130	128	104	54	78	32	45	39	22	27	28	host	ycbV	0.5999307592877511	0	1
gene-b0111	1090	1143	851	789	331	446	265	387	353	224	279	310	host	ampE	0.5945166659947675	0	1
gene-b3133	39	48	37	25	17	24	11	23	8	17	9	9	host	agaV	0.5667571362364855	0	1
gene-b1445	303	294	582	495	272	414	192	319	144	74	44	58	host	ortT	0.6226479625406318	0	1
gene-b4449	4556	5533	7061	5317	4515	5462	4062	7892	2908	1792	961	1003	host	sraG	0.5023061039078419	0	1
gene-b4783	458	523	332	280	157	175	134	212	97	94	85	105	host	yfiS	0.6405738803821898	0	1
gene-b3527	4176	5633	3755	3603	1595	2395	1232	2353	1125	637	660	709	host	yhjJ	0.6744891485379939	0	1
gene-b4174	11196	14449	13085	10828	6200	8238	3857	6713	2888	1869	1748	1879	host	hflK	0.6386346080236515	0	1
gene-b1003	2025	2793	1687	1618	566	867	184	405	205	120	319	379	host	yccJ	0.9066328881627028	0	1
gene-b0023	44047	62031	70899	49134	52566	61979	36573	70480	19075	12847	7309	7479	host	rpsT	0.5607670277567847	0	1
gene-b4737	82	110	73	52	18	27	12	28	9	8	13	23	host	ymdG	0.8487814204909055	0	1
gene-b1808	2279	2504	2202	1890	1263	1682	1039	1697	888	564	408	382	host	yoaA	0.5123675245179464	0	1
gene-b1568	23	27	32	12	10	15	6	14	11	5	2	11	host	ydfX	0.6192765144590454	0	1
gene-b3599	2323	2966	2253	2233	974	1670	892	2015	831	558	471	720	host	mtlA	0.5428167969769103	0	1
gene-b0214	1226	1575	1455	1147	865	975	596	1130	489	313	274	270	host	rnhA	0.5165438370168179	0	1
gene-b4171	20028	24356	19052	16456	8710	11656	6268	11572	6606	4196	4990	5027	host	miaA	0.5666099429796018	0	1
gene-b1803	138	142	136	76	43	94	39	80	50	43	32	46	host	yeaX	0.5222377085168685	0	1
gene-b3357	4311	5547	2908	2839	1323	1654	876	1798	1484	987	996	1121	host	crp	0.6583243116967212	0	1
gene-b3304	50802	51389	65483	46053	40252	55789	35398	86739	22627	16163	7675	7435	host	rplR	0.5686696535240753	0	1
gene-b1202	153	259	164	113	75	87	68	145	67	48	56	76	host	ycgV	0.5381305812201217	0	1
gene-b2917	231	308	306	190	118	131	120	161	129	66	79	119	host	scpA	0.47236644912329806	0	1
gene-b4813	82	62	58	37	27	24	28	28	39	13	17	16	host	narS	0.5642727668097	0	1
gene-b4185	26	43	64	25	29	25	22	25	19	7	3	30	host	yjfM	0.5673987829570584	0	1
gene-b2100	460	516	433	400	266	376	139	300	154	84	85	89	host	yegV	0.5591922518279157	0	1
gene-b2524	1571	1798	1835	1469	830	1395	389	724	426	225	183	220	host	iscX	0.6749213272304345	0	1
gene-b3521	208	315	129	87	42	59	39	65	86	42	64	88	host	rcdB	0.7690612521345711	0	1
gene-b4303	497	645	403	324	184	232	134	244	153	102	119	135	host	sgcQ	0.6209789284937025	0	1
gene-b2668	305	320	299	232	157	160	116	180	114	81	66	79	host	ygaP	0.5042662549701155	0	1
