Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-b1783	6466	9569	4854	4885	1102	1847	558	1174	664	473	1300	1384	host	yeaG	0.9771537100419273	0	1
gene-b1217	442	580	420	275	181	275	95	158	74	25	82	105	host	chaB	0.7416202887072576	0	1
gene-b2913	33906	49714	20459	19255	4332	6476	4920	8048	10646	7350	8934	10588	host	serA	0.8554517827926365	0	1
gene-b0334	48	84	87	41	13	31	22	30	38	23	11	43	host	prpD	0.596610528017679	0	1
gene-b2054	13	26	22	8	7	11	6	6	9	2	5	5	host	wcaF	0.689202437604511	0	1
gene-b3462	5809	6065	5713	4870	2711	3927	2036	3535	1679	1088	826	980	host	ftsX	0.583153586478765	0	1
gene-b0586	25837	38813	28266	30291	7486	11820	480	840	263	168	111	185	host	entF	1.1606335942900223	0	1
gene-b4167	3573	3983	3373	2965	1279	2005	868	1595	985	560	694	715	host	nnr	0.6410686288041799	0	1
gene-b0029	5658	5824	6648	5574	3328	5105	2005	3369	1673	1223	881	915	host	ispH	0.5872597188122014	0	1
gene-b4437	1280	1804	791	656	615	347	663	550	337	270	305	298	host	sibB	0.6688259857767854	0	1
gene-b3502	279	344	273	183	96	146	105	125	118	63	62	86	host	arsB	0.57084158722041	0	1
gene-b4611	4100	4966	3619	2452	1698	1530	1827	2267	1224	964	846	988	host	sibE	0.5844987579632467	0	1
gene-b0440	16025	18089	14639	11732	8493	8832	5711	11397	6153	4282	3562	3728	host	hupB	0.5090564871349698	0	1
gene-b3200	3348	4686	4831	3250	2006	3260	1404	2803	1251	795	754	867	host	lptA	0.5769937765304678	0	1
gene-b4321	79	132	156	101	61	70	46	75	63	41	24	69	host	gntP	0.4699628290279306	0	1
gene-b3632	2187	3173	3505	1646	1668	2184	1016	1890	672	436	345	431	host	waaQ	0.6363342727713814	0	1
gene-b2448	44	67	42	21	14	12	3	22	19	8	12	33	host	yffQ	0.7161751505324514	0	1
gene-b4791	20	17	17	11	5	7	14	20	16	5	4	8	host	yriA	0.4823265376162594	0	1
gene-b0633	2149	2467	1690	1529	1002	1269	998	1519	866	597	444	449	host	rlpA	0.49727252679236206	0	1
gene-b0616	86	108	63	39	21	35	21	27	39	24	28	40	host	citE	0.5968501628809906	0	1
gene-b3388	8014	9312	10457	8416	4328	6965	3320	6178	2586	1746	1248	1358	host	damX	0.593891956162977	0	1
gene-b0623	70346	88951	71149	59901	53012	45751	35335	71736	30071	20424	14617	16283	host	cspE	0.49493871979209947	0	1
gene-b2086	1311	1738	1188	1085	490	688	225	458	221	150	222	254	host	yegS	0.761201244281624	0	1
gene-b3067	11405	15747	20639	12309	15883	22511	8833	18016	4153	2873	1819	2009	host	rpoD	0.6251813179033078	0	1
gene-b2153	1379	1634	1173	1052	650	861	427	1000	388	325	313	324	host	folE	0.5511907419947452	0	1
gene-b0770	25	69	54	19	19	17	11	20	21	9	8	20	host	ybhI	0.723048943583378	0	1
gene-b0288	181	192	187	159	61	85	58	87	75	52	51	74	host	ykgJ	0.5167447610943672	0	1
gene-b1600	109	129	152	137	76	96	65	104	37	31	23	27	host	mdtJ	0.5328125907848037	0	1
gene-b0787	108	145	153	98	69	68	42	77	23	24	25	31	host	ybhM	0.6141181483447203	0	1
gene-b1658	4526	4653	2523	2101	1179	1422	1446	2859	932	630	483	482	host	purR	0.7200933332798681	0	1
gene-b4604	5	8	7	4	0	0	2	3	4	0	5	4	host	yojO	0.723746864455746	0	1
gene-b4763	5138	6660	4201	3206	2140	2608	2369	3460	2300	1800	1691	1805	host	sroC	0.4713614625824596	0	1
gene-b2470	471	631	540	405	176	310	187	292	173	92	97	143	host	acrD	0.591314363156688	0	1
gene-b0979	813	793	681	636	290	407	167	286	158	100	81	123	host	appB	0.708501947773038	0	1
gene-b3919	16433	22209	16971	13978	7790	10931	4902	9660	4937	3242	3182	3349	host	tpiA	0.6237437718179256	0	1
gene-b0957	43515	45482	27391	26496	23147	21202	10681	32313	10554	8115	7320	6290	host	ompA	0.6027002637189752	0	1
gene-b2528	11818	13247	9932	7679	4520	5433	1877	3512	1804	996	1467	1350	host	iscA	0.7876175276293426	0	1
gene-b4084	193	279	177	129	79	123	84	113	89	56	48	51	host	alsK	0.5556181608113906	0	1
gene-b3094	1408	1853	1283	1004	549	739	519	892	594	406	311	392	host	exuR	0.5505380863671417	0	1
gene-b4572	67	109	117	53	30	45	39	36	49	28	26	42	host	ylbE	0.5402840942366783	0	1
gene-b0775	6758	8318	4564	4494	1668	2372	1493	2634	2513	1968	2153	2314	host	bioB	0.6047140139122453	0	1
gene-b0905	4087	3849	5018	3809	3032	4044	2438	5274	1404	1018	513	549	host	ycaO	0.5575520524270559	0	1
gene-b2839	253	307	279	225	101	167	86	140	93	63	55	84	host	lysR	0.5557503083690698	0	1
gene-b2791	389	418	683	467	449	536	156	327	99	68	47	73	host	truC	0.6628486689898152	0	1
gene-b4129	977	1453	958	635	374	569	250	494	271	198	220	239	host	lysU	0.6810504306697419	0	1
gene-b2723	78	132	120	53	30	42	35	27	42	19	21	53	host	hycC	0.6568572734330774	0	1
gene-b2225	113	129	144	88	42	70	60	78	47	44	18	43	host	yfaP	0.5096184996640624	0	1
gene-b4673	12	20	17	19	6	7	1	7	5	1	1	1	host	ymjD	0.8548002036998451	0	1
gene-b1530	215	325	452	257	222	259	171	319	224	139	101	113	host	marR	0.4109581224223531	0	1
gene-b0306	62	82	67	29	28	36	22	29	21	14	19	39	host	ykgE	0.5520211587374867	0	1
gene-b0741	15617	19025	16881	12576	9735	12204	6959	13400	6167	4087	2892	2918	host	pal	0.5235458841121162	0	1
gene-b2508	14805	14896	10414	8135	4181	5393	6986	12157	7245	4462	2614	2544	host	guaB	0.5361030995004364	0	1
gene-b0644	254	374	208	192	56	85	35	69	60	32	72	97	host	ybeQ	0.7951599668577731	0	1
gene-b0800	2138	2218	1536	1365	579	859	399	778	663	439	513	510	host	ybiB	0.6268048115221144	0	1
gene-b2076	496	675	615	526	278	440	219	414	196	116	75	93	host	mdtC	0.5808320361966939	0	1
gene-b1754	473	502	435	335	121	204	90	182	120	52	84	104	host	ynjB	0.703657559178078	0	1
gene-b4081	120	212	155	66	34	56	45	70	83	37	43	74	host	mdtO	0.6230142566351163	0	1
gene-b1485	471	682	320	359	72	146	61	91	59	38	46	60	host	ddpC	1.0035050799285492	0	1
gene-b1636	4328	5043	4246	3545	1997	2776	1893	3265	1665	1148	780	781	host	pdxY	0.5335632033369174	0	1
gene-b3077	13	20	17	11	8	12	7	12	7	2	8	14	host	ebgC	0.4287739441216372	0	1
gene-b3199	2210	3062	2958	2077	1252	1936	890	1715	757	528	472	537	host	lptC	0.5817046700126453	0	1
gene-b3161	64818	58898	3606	3178	810	887	422	604	239	153	114	140	host	mtr	2.0378930821786687	0	1
gene-b2024	4380	4111	3795	3489	1876	3072	1186	2256	656	473	436	434	host	hisA	0.6763897857778471	0	1
gene-b3333	121	229	163	122	63	84	45	86	62	45	33	75	host	gspL	0.5788837387409699	0	1
gene-b2305	374	451	500	413	187	265	131	240	105	70	70	94	host	rpnB	0.6237037926191146	0	1
gene-b3052	9223	9690	8720	7175	4698	6366	3713	6812	4216	2660	1831	1829	host	hldE	0.48406129800665865	0	1
gene-b4770	469	557	512	372	221	297	112	246	156	85	102	116	host	yljB	0.6027157531083135	0	1
gene-b1461	294	392	246	216	110	162	81	115	93	48	50	54	host	pptA	0.6792546778306047	0	1
gene-b0563	15	17	14	3	9	3	5	6	7	4	5	5	host	tfaX	0.6055014290452081	0	1
gene-b1591	1374	1424	1235	1095	543	764	421	797	364	250	169	166	host	dmsD	0.6259253518993952	0	1
gene-b3818	15	19	27	14	13	18	7	17	11	2	1	4	host	yigG	0.600705696510618	0	1
gene-b1626	780	844	1262	1054	516	872	286	544	208	140	91	114	host	ydgK	0.6847318208449866	0	1
gene-b4073	79	128	128	74	29	51	43	33	39	27	28	61	host	nrfD	0.5777510677586812	0	1
gene-b3279	3924	4680	3273	2777	1136	1579	839	1414	970	686	813	936	host	yrdA	0.6889459388491709	0	1
gene-b3256	24878	32278	30582	23894	16875	23578	12872	25905	11992	7789	4252	4409	host	accC	0.518757989400309	0	1
gene-b4459	1069	1588	864	906	411	678	361	506	203	197	285	275	host	ryjA	0.6655538968467597	0	1
gene-b4370	78614	116350	124371	72148	68612	75413	231325	49196	62502	54599	37356	29110	host	leuQ	0.6255359378002359	0	1
gene-b1041	10	24	28	4	8	11	3	3	8	5	3	10	host	csgB	0.8033733393210153	0	1
gene-b2245	268	323	237	183	94	140	58	119	72	47	45	75	host	yfaU	0.6492229994309492	0	1
gene-b2766	170	214	269	217	186	197	129	201	145	86	62	85	host	ygcN	0.36895243345895207	0	1
gene-b0768	106	118	99	68	22	45	22	46	34	15	19	31	host	ybhD	0.6753042573536762	0	1
gene-b2410	478	467	628	487	320	496	196	357	157	99	66	121	host	yfeH	0.5633400958163745	0	1
gene-b4032	75	90	96	49	27	60	28	41	49	29	16	40	host	malG	0.49105328970828954	0	1
gene-b1612	4252	4649	3323	2477	1538	1990	1265	2422	1958	1444	1342	1468	host	fumA	0.4706592455830757	0	1
gene-b1027	24	35	43	23	15	16	11	19	12	5	10	13	host	insE4	0.5576625753694922	0	1
gene-b1816	1295	1292	944	862	420	566	364	625	394	231	181	214	host	yoaE	0.6183122722514169	0	1
gene-b3572	3667	4203	2859	2688	1291	1875	987	1891	918	649	510	556	host	avtA	0.6539841614708763	0	1
gene-b1117	3554	3676	3239	2812	1724	2411	1436	2529	860	556	418	461	host	lolD	0.594480659108499	0	1
gene-b1179	1078	1585	949	764	524	581	353	703	407	254	252	243	host	ycgL	0.6058779532790558	0	1
gene-b3953	73	88	63	33	19	29	11	28	24	19	20	26	host	frwD	0.6512661130364449	0	1
gene-b3672	1572	1829	653	685	512	535	507	1053	324	257	298	409	host	ivbL	0.6762885020538371	0	1
gene-b3118	4	27	25	6	4	12	5	6	9	4	4	27	host	tdcA	0.8215468506230608	0	1
gene-b3808	1596	1727	1472	1124	850	924	576	1057	593	340	360	321	host	yzcX	0.5214049088615523	0	1
gene-b1744	1583	2136	904	944	355	643	111	196	62	45	101	114	host	astE	1.0856485538325495	0	1
gene-b3371	71	124	105	56	32	57	36	47	42	18	20	46	host	frlB	0.563480034659545	0	1
gene-b0445	165	228	159	112	59	76	56	83	78	40	51	60	host	ybaE	0.568739560476283	0	1
gene-b2224	67	86	77	44	28	32	24	36	33	17	26	34	host	atoB	0.5084322977157767	0	1
gene-b3059	789	921	641	616	364	488	365	534	358	231	197	219	host	plsY	0.464549755398259	0	1
gene-b3516	5595	8128	4851	2838	1076	1366	697	1231	1024	661	1527	1797	host	gadX	0.8859911569957125	0	1
gene-b4127	992	1416	944	566	302	405	129	248	147	100	278	298	host	yjdJ	0.8206218863468439	0	1
gene-b1949	17	32	31	9	4	23	6	22	10	4	13	12	host	fliQ	0.6157914744587852	0	1
gene-b0234	40	64	57	34	18	37	17	30	17	16	10	26	host	yafP	0.5304488422086373	0	1
gene-b1896	3291	4878	3254	2355	927	1493	477	921	511	336	790	866	host	otsA	0.8267177779328987	0	1
gene-b2392	3418	4453	2370	2296	493	598	313	564	390	290	408	495	host	mntH	1.0212762927645518	0	1
gene-b4196	117	145	150	92	55	71	48	65	36	44	29	37	host	ulaD	0.5490639073649991	0	1
gene-b1473	96	148	68	43	39	46	18	37	38	18	19	30	host	yddG	0.7292004754066835	0	1
gene-b4662	409	407	297	282	208	182	186	322	244	158	157	193	host	sgrT	0.33950430139631804	0	1
gene-b2307	1108	1319	1078	920	338	554	286	531	280	164	165	186	host	hisM	0.6940064414657937	0	1
gene-b1229	623	777	939	869	721	753	601	893	381	339	235	325	host	tpr	0.3781648517092061	0	1
gene-b3990	6644	7908	7577	6564	3357	5955	1761	2946	403	283	119	147	host	thiH	0.8209864954603049	0	1
gene-b2696	12138	13536	10833	9512	5777	6877	4103	7925	3817	2449	2567	2691	host	csrA	0.5487831323303849	0	1
gene-b4709	101	173	244	192	112	159	68	128	37	35	24	48	host	insA9	0.6173180627789164	0	1
gene-b2729	628	661	557	390	233	297	144	260	191	113	148	173	host	hypD	0.5953587407464977	0	1
gene-b1376	313	424	269	207	107	153	66	147	106	52	87	81	host	uspF	0.654486326138396	0	1
gene-b1644	108	152	155	133	78	104	57	111	48	34	17	40	host	ydhJ	0.524862194769503	0	1
gene-b1127	4535	6006	3837	3197	1486	2052	689	1378	869	536	844	868	host	pepT	0.7821549284241263	0	1
gene-b2135	67	97	46	42	11	15	11	12	23	8	11	22	host	yohC	0.8742216332627284	0	1
gene-b2988	8689	9433	7243	6001	2981	4308	2152	3651	2839	1895	1853	1995	host	gss	0.5949665983636766	0	1
gene-b2128	1383	1423	1243	1135	667	815	407	762	316	201	222	252	host	yehW	0.6064955009651941	0	1
gene-b0737	3211	3795	4241	3245	2172	3044	1527	2908	1097	716	444	470	host	tolQ	0.5760907044588714	0	1
gene-b2192	1052	1491	1133	768	478	672	496	823	478	347	237	330	host	insH8	0.5231237409611282	0	1
gene-b2033	1267	1816	2176	745	1011	977	827	1297	646	425	279	305	host	wbbJ	0.5705281568545716	0	1
gene-b2130	1477	1578	1386	1371	453	712	205	355	169	88	202	220	host	yehY	0.8275897077305355	0	1
gene-b2367	57	68	64	43	27	44	27	46	30	14	8	23	host	emrY	0.4898315086925594	0	1
gene-b3880	188	249	156	110	66	88	58	85	72	35	43	90	host	yihS	0.590604551025462	0	1
gene-b1777	1330	1543	1220	552	606	789	613	1223	894	549	695	667	host	yeaC	0.37342026486898566	0	1
gene-b2547	81	142	138	75	47	73	34	55	58	31	31	48	host	yphE	0.5325640776109225	0	1
gene-b2695	213460	232686	191474	154057	129659	142718	258636	150769	87623	71623	47344	37248	host	serV	0.4840607126992225	0	1
gene-b1916	834	995	567	426	214	268	150	254	177	125	113	142	host	sdiA	0.7946516145514416	0	1
gene-b0140	15	22	28	17	3	16	10	11	8	6	4	13	host	yadV	0.5556324437374414	0	1
gene-b0742	9944	12388	10510	7381	6055	7777	4935	9799	3968	2497	1856	1757	host	cpoB	0.5288750645923916	0	1
gene-b3472	5801	7229	6979	5557	3146	4346	1885	3245	2701	1730	1565	1590	host	dcrB	0.5298875732618984	0	1
gene-b2460	37	55	68	32	22	42	11	26	15	17	12	17	host	eutQ	0.5864014878646168	0	1
gene-b0665	15200	16827	19829	16983	12125	15763	12518	13901	9438	6200	5342	5472	host	glnV	0.37499786622782416	0	1
gene-b1710	3525	4093	3076	2792	1500	2059	967	1817	809	562	573	615	host	btuE	0.6392759316595135	0	1
gene-b4385	1174	1284	633	621	376	400	226	429	275	168	265	266	host	hipH	0.6881144358328201	0	1
gene-b2793	885	1122	783	512	396	507	342	610	356	215	231	226	host	syd	0.5342295699963888	0	1
gene-b0927	5709	7074	5147	4556	2346	3225	1754	3456	1801	1285	1002	1037	host	gloC	0.604964171303525	0	1
gene-b3379	92	139	136	90	39	69	35	64	52	23	23	61	host	php	0.5491712262642922	0	1
gene-b3188	356	441	463	351	189	257	169	316	150	107	84	99	host	sfsB	0.5178927486701596	0	1
gene-b4699	1028	839	278	275	147	151	170	133	72	60	35	44	host	fnrS	1.147427748678499	0	1
gene-b0151	3144	3291	3259	2817	654	760	116	186	122	77	80	84	host	fhuC	1.1292433497152339	0	1
gene-b4011	52	78	85	61	52	63	31	42	31	13	16	17	host	yjaA	0.5129281776013995	0	1
gene-b2463	11762	13614	9931	9555	4568	6736	3234	6282	3673	2494	2513	2557	host	maeB	0.585968089310574	0	1
gene-b4231	111	169	172	96	39	84	52	72	63	40	24	62	host	yjfF	0.561593862209856	0	1
gene-b0075	7161	8589	1855	2128	858	910	985	1452	1298	1081	1503	2040	host	leuL	0.9887236899909368	0	1
gene-b1745	2963	3882	1672	2049	644	1175	225	366	141	102	217	248	host	astB	1.0546894592701612	0	1
gene-b2597	2209	3135	1203	1075	400	537	295	561	584	465	916	1013	host	raiA	0.7798826573895432	0	1
gene-b2416	19388	29316	21804	15344	11187	15421	7753	17463	6846	4741	4634	4850	host	ptsI	0.5725758395654654	0	1
gene-b3789	6555	6352	6353	5364	3430	4915	2724	4626	1800	1137	889	957	host	rffH	0.5639579710012916	0	1
gene-b0258	614	811	791	687	322	450	175	385	216	125	137	151	host	ykfC	0.6166573350150865	0	1
gene-b3102	784	1004	883	750	279	476	154	305	139	92	144	189	host	yqjG	0.7352884856953875	0	1
gene-b3670	272	258	336	315	188	265	104	209	54	27	39	37	host	ilvN	0.6384451055831164	0	1
gene-b0056	531	786	975	547	511	696	334	635	192	143	119	150	host	yabP	0.5759510028059183	0	1
gene-b2324	1611	1718	1315	1176	554	764	479	1462	573	355	302	327	host	mnmC	0.5773173393618414	0	1
gene-b3041	4518	4728	6008	5154	3154	3972	2108	3928	1579	1071	1010	1097	host	ribB	0.5306785421010591	0	1
gene-b3712	926	1256	733	702	322	490	223	372	291	188	194	208	host	yieE	0.6668549423539196	0	1
gene-b1310	9	40	36	10	5	16	9	13	17	10	6	22	host	ycjN	0.6746702934266073	0	1
gene-b3477	80	132	160	86	63	76	52	78	43	22	27	53	host	nikB	0.5308827985019928	0	1
gene-b3351	1160	1364	759	704	298	396	270	515	482	297	298	320	host	kefG	0.6074248184802957	0	1
gene-b3184	8510	8985	18294	13714	12816	16908	6188	12550	1928	1308	726	775	host	yhbE	0.7150360983274053	0	1
gene-b3563	24	33	33	21	7	13	10	15	18	3	5	8	host	yiaB	0.6187289267236039	0	1
gene-b2814	7582	8128	12082	10648	6883	9237	9979	6841	2809	2316	1072	1408	host	metZ	0.5521256930561489	0	1
gene-b3511	3360	3613	2964	2908	1088	1553	446	844	382	235	476	611	host	hdeD	0.8048146183853955	0	1
gene-b1358	14	38	24	17	2	10	4	19	9	4	5	11	host	ydaT	0.7563007008669576	0	1
gene-b2317	2593	2691	2665	2240	1442	2009	811	1695	698	492	423	498	host	dedA	0.5727175438476805	0	1
gene-b1730	574	475	254	192	31	60	104	230	375	221	86	96	host	ydjO	0.731103850072411	0	1
gene-b3290	3276	3579	2926	2513	1672	2404	1240	2473	779	536	500	502	host	trkA	0.5833507680825054	0	1
gene-b2256	384	462	465	391	221	313	112	210	67	59	68	61	host	arnD	0.6635749305064242	0	1
gene-b2964	356	397	401	275	143	225	129	215	148	94	79	112	host	nupG	0.5248863106826114	0	1
gene-b0987	50	64	102	81	51	86	38	46	27	16	11	22	host	gfcA	0.5625516032892416	0	1
gene-b1712	19328	23476	18265	15402	10082	12970	7451	14982	8597	5572	5421	5733	host	ihfA	0.47333831920047065	0	1
gene-b1713	30487	31727	31537	25439	18208	26140	15415	31221	11001	7528	4494	4726	host	pheT	0.5265589082971637	0	1
gene-b0337	10463	11256	6340	4997	1445	1776	3932	5448	14043	8551	4272	4067	host	codA	0.5862392108380666	0	1
gene-b1611	2004	2406	1530	1027	661	851	660	969	1376	828	1009	901	host	fumC	0.44177306045584397	0	1
gene-b4482	200	237	225	169	102	147	57	121	69	36	29	71	host	yigE	0.5743233671575454	0	1
gene-b0367	44	81	78	45	19	32	13	19	52	26	11	47	host	tauC	0.5772973204627512	0	1
gene-b0661	6170	6153	7391	5698	3896	5592	2855	5127	3084	1862	1080	1065	host	miaB	0.49542403231755705	0	1
gene-b3384	18679	21931	16192	13963	7748	10669	5621	10536	7285	4611	3556	3464	host	trpS	0.5685193352108526	0	1
gene-b4730	3	0	4	2	1	0	2	1	2	1	0	2	host	yahV	0.7934920476158722	0	1
gene-b3533	739	966	1168	976	371	515	206	370	235	143	171	216	host	bcsA	0.6873228058013156	0	1
gene-b4755	105	143	84	59	30	48	10	31	12	21	22	29	host	yqhI	0.7992573841292262	0	1
gene-b3547	109	126	117	69	34	25	15	39	38	8	15	53	host	yhjX	0.7423593426973127	0	1
gene-b4014	34323	51220	27391	26154	6455	11771	4400	7621	7722	5265	7234	8577	host	aceB	0.8628127709661406	0	1
gene-b0645	7	12	28	2	11	11	5	15	12	6	5	16	host	ybeR	0.6109455277435316	0	1
gene-b1320	316	389	294	225	140	217	145	229	125	99	72	95	host	ycjW	0.4883615920015304	0	1
gene-b4203	9095	9183	9886	7314	8788	8231	4544	13835	2761	2001	1703	1539	host	rplI	0.5787916318816289	0	1
gene-b0070	398	472	380	323	217	237	121	240	161	82	74	107	host	setA	0.5454417685364894	0	1
gene-b3212	85264	92472	74633	62547	25210	36680	9626	14575	20978	13659	19149	20589	host	gltB	0.7350176551637794	0	1
gene-b1549	15	18	18	11	12	8	5	11	8	2	4	10	host	ydfO	0.4849245723852144	0	1
gene-b1780	388	527	375	311	199	224	92	202	125	75	111	137	host	yeaD	0.5866746651086903	0	1
gene-b0015	2929	3735	4145	3058	1965	3269	1122	1691	1252	736	877	965	host	dnaJ	0.5433891159198216	0	1
gene-b4180	3282	3719	3857	3241	2436	3458	1743	3188	1064	660	495	520	host	rlmB	0.5514065794517782	0	1
gene-b3930	1079	1223	1556	1274	895	1301	430	794	308	171	134	170	host	menA	0.6343591392053756	0	1
gene-b4072	65	70	103	46	24	29	20	19	37	17	19	31	host	nrfC	0.6377042156569663	0	1
gene-b2830	2789	3385	2636	2101	1367	1565	1028	1996	1117	696	659	677	host	rppH	0.5248281931296653	0	1
gene-b0559	33	36	33	12	21	16	11	26	18	10	9	17	host	ybcW	0.45843564457384	0	1
gene-b3717	261	278	197	149	117	108	84	154	103	62	67	62	host	cbrC	0.5195380470454317	0	1
gene-b4021	136	157	171	129	60	114	60	95	69	29	32	50	host	pepE	0.5085589621115197	0	1
gene-b1751	13	13	23	4	6	9	7	2	8	1	5	23	host	ydjY	0.7374684055082001	0	1
gene-b2231	24351	27822	24463	20287	14023	17913	9267	18595	9362	6138	4544	4106	host	gyrA	0.5289800427062051	0	1
gene-b0639	195	251	190	178	114	115	56	141	72	41	39	54	host	nadD	0.5623746223108639	0	1
gene-b3895	1332	1410	1236	896	580	702	375	699	350	230	249	292	host	fdhD	0.5957050962975498	0	1
gene-b3903	21	99	71	17	11	20	23	20	34	15	12	56	host	rhaA	0.7964839726425071	0	1
gene-b0312	2812	3377	2657	2270	971	1401	847	1394	1661	1055	766	816	host	betB	0.5128679339009505	0	1
gene-b2691	10988	10644	17093	13041	10676	12782	6046	9781	4598	2237	1495	1534	host	argQ	0.5824750544072427	0	1
gene-b4057	1053	1336	864	676	283	466	203	400	238	165	275	308	host	yjbR	0.6941501450381146	0	1
gene-b2671	224	285	223	147	69	108	45	92	86	34	49	69	host	ygaC	0.6617137321792268	0	1
gene-b1381	1179	1433	903	742	472	579	391	610	386	198	239	255	host	ydbH	0.6033821850298602	0	1
gene-b4217	4086	4865	4100	3257	2270	2518	1540	2717	1657	1053	1470	1538	host	ytfK	0.459127101161717	0	1
gene-b0580	453	417	351	321	232	221	170	279	129	67	82	77	host	ybdJ	0.5474459487666912	0	1
gene-b1375	15	13	29	10	16	10	11	9	5	2	6	7	host	ynaE	0.6012687510834511	0	1
gene-b0911	189340	243486	287482	195638	164410	230801	155695	297613	146762	97856	42161	42400	host	rpsA	0.46381630334322416	0	1
gene-b0569	260	313	300	222	142	152	106	182	138	70	92	119	host	nfrB	0.446383387792285	0	1
gene-T7p48	5	3	32	12	8	35	4298	9899	70735	48004	49615	56939	phage	gene-T7p48	1.320787854466064	0	0
gene-b3720	50	80	90	32	15	28	21	34	34	23	15	60	host	bglH	0.5917629293995113	0	1
gene-b0450	3006	4616	775	1089	97	202	96	205	147	126	368	394	host	glnK	1.4694117495912535	0	1
gene-b1002	1176	1709	1197	1053	548	824	306	658	284	188	238	223	host	agp	0.675792374913598	0	1
gene-b0286	49	87	84	56	21	48	28	48	24	10	23	34	host	paoA	0.545925515037308	0	1
gene-b1967	691	960	634	530	197	328	99	178	86	58	105	153	host	hchA	0.8484568897925802	0	1
gene-b1523	386	390	373	270	162	225	159	249	124	64	62	74	host	yneG	0.5615689839096214	0	1
gene-b3006	26233	31392	21767	18465	2258	2643	136	187	251	130	338	329	host	exbB	1.3295544763764129	0	1
gene-b4202	3553	3563	4229	3057	3959	3700	1456	5451	823	707	569	562	host	rpsR	0.6214511744544715	0	1
gene-b0792	200	250	160	159	79	110	49	102	87	43	45	59	host	ybhR	0.5718244865461503	0	1
gene-b4605	8	8	10	3	1	2	1	2	2	1	1	3	host	ypaB	0.884484553381272	0	1
gene-b0467	864	969	715	624	322	453	287	518	405	261	206	247	host	priC	0.49676979129061194	0	1
gene-b2860	253	255	206	172	78	91	71	120	78	55	73	69	host	insD4	0.5637587859284702	0	1
gene-b0318	106	147	106	83	27	51	38	30	46	18	32	55	host	yahD	0.6222789044154946	0	1
gene-b0358	94	116	85	53	23	38	24	46	44	27	22	27	host	yaiO	0.6056833973128544	0	1
gene-b0423	2106	2063	2362	1850	1655	1998	1051	2214	683	471	299	303	host	thiI	0.5396974442952943	0	1
gene-b1457	33	35	32	20	10	13	6	24	18	5	9	5	host	ydcD	0.6169929271141149	0	1
gene-b2545	320	386	339	239	141	209	125	188	129	69	74	106	host	yphC	0.5280646803423263	0	1
gene-b4363	10	37	19	11	7	6	17	8	17	6	8	9	host	yjjB	0.6542266327448891	0	1
gene-b1073	18	47	26	27	23	19	12	22	21	11	7	16	host	flgB	0.4730610035899496	0	1
gene-b0227	81	132	81	65	30	48	30	44	36	21	24	52	host	yafL	0.5709557860512496	0	1
gene-b0195	616	677	767	664	373	568	179	482	185	149	109	123	host	trmO	0.5848789265166688	0	1
gene-b3137	29	59	48	23	9	4	15	18	21	8	13	30	host	kbaY	0.682787829881039	0	1
gene-b0630	710	783	613	484	288	392	231	488	313	222	141	166	host	lipB	0.5096337019179507	0	1
gene-b2992	436	435	401	315	186	199	123	229	151	110	97	101	host	hybE	0.542854846563321	0	1
gene-b3888	4690	5645	3910	3582	1135	1641	767	1318	1060	697	923	973	host	fabY	0.7654150944183289	0	1
gene-b3877	56	138	97	50	26	55	33	37	29	23	14	37	host	yihP	0.6809751375153053	0	1
gene-b4620	47	65	73	63	26	48	7	25	15	7	15	15	host	yjbT	0.6811758821310756	0	1
gene-b0745	30603	32888	54395	42292	31410	39028	21023	33629	12615	7187	4765	4859	host	lysW	0.5879316790715763	0	1
gene-b4411	7190	8524	6229	6141	3651	4001	2078	3748	1549	932	1323	1560	host	ecnB	0.6286380315047997	0	1
gene-b0487	1451	1793	1369	1239	509	674	337	622	415	277	337	398	host	cueR	0.6440524256039801	0	1
gene-b0131	8751	9106	6925	6067	3411	4222	2462	4191	2298	1479	1031	1093	host	panD	0.6439937259831017	0	1
gene-b1781	873	933	1003	857	482	692	248	501	225	131	151	157	host	yeaE	0.6202888432275951	0	1
gene-b0472	3222	3625	3206	2677	2088	2569	1364	3082	977	687	462	424	host	recR	0.5604291821862765	0	1
gene-T7p43	41	24	125	36	31	140	86156	177504	564713	383033	232721	244871	phage	gene-T7p43	1.265389301064121	0	0
gene-b2335	21	48	27	15	8	14	8	11	15	10	9	19	host	yfcR	0.6342776599493061	0	1
gene-b4237	76	109	104	81	46	72	30	47	33	13	27	44	host	nrdG	0.5230885755591296	0	1
gene-b3216	384	533	397	288	172	246	160	242	153	105	91	157	host	yhcD	0.5281614053719929	0	1
gene-b3650	13135	16614	16498	12830	8967	13023	5723	11426	4934	3263	2567	2482	host	spoT	0.5481544916900651	0	1
gene-b2879	46	95	69	31	32	37	21	30	36	22	13	35	host	ssnA	0.554942725505146	0	1
gene-b4111	11647	11775	9451	7979	5550	5459	3961	7279	2994	1991	2087	1912	host	proP	0.5776386843318593	0	1
gene-b3170	4833	5451	12083	7689	6992	10648	3044	6477	1297	845	576	645	host	rimP	0.7433525866126653	0	1
gene-b4225	461	560	416	351	159	247	214	231	136	106	125	113	host	chpB	0.5611460590816421	0	1
