Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-b2649	26	5	42	3	30	3	26	1	39	1	63	3	host	ypjB	0.9792255051759132	0	1
gene-b3779	3558	710	5393	1953	826	806	420	277	492	133	498	154	host	gpp	1.2230211824189192	0	1
gene-b3884	389	156	271	134	106	43	91	14	94	4	248	8	host	csqR	0.8803082954503685	0	1
gene-T4t003	32	1	11631	484	73717	4731	117601	9658	338520	15563	307712	16455	phage	gene-T4t003	1.5578169782920919	0	0
gene-b2676	121	38	167	123	64	23	42	9	62	5	147	3	host	nrdF	0.8309202457162898	0	1
gene-b2533	14465	889	7822	1783	1505	730	429	299	419	131	341	93	host	suhB	1.7289776269185126	0	1
gene-b0122	728	39	205	53	56	26	31	6	27	4	70	2	host	yacC	1.8783798254398245	0	1
gene-b0321	96	22	109	18	57	9	71	5	66	1	200	2	host	yahG	1.040174918365726	0	1
gene-b2280	965	1095	895	1615	317	560	160	138	176	77	170	75	host	nuoJ	0.9320859434722604	0	1
gene-b4435	300	14	130	14	79	5	41	1	24	2	27	0	host	isrC	1.5642119794453229	0	1
gene-b2376	33	10	28	7	23	2	13	2	22	1	38	0	host	ypdI	0.8626356822058343	0	1
gene-b3309	23134	10613	63642	15322	8604	9877	1114	2439	2609	1431	796	1224	host	rplX	1.4493290802309928	0	1
gene-b3632	830	291	1272	264	247	119	128	49	136	38	242	33	host	waaQ	1.172415165316116	0	1
gene-b4225	169	60	79	73	60	26	52	13	68	9	132	5	host	chpB	0.7581634818740352	0	1
gene-b4514	22	1	30	0	14	0	12	0	15	1	34	0	host	ybfQ	1.113773026763948	0	1
gene-b2335	50	9	46	3	29	3	22	0	45	1	91	1	host	yfcR	1.0861552989022027	0	1
gene-b0930	14133	3329	16038	4091	2008	1380	699	337	809	185	491	237	host	asnS	1.4450843255367534	0	1
gene-b2886	67	10	76	8	45	6	27	1	35	0	96	2	host	ygfS	1.0203564568939976	0	1
gene-b1722	1102	227	1111	317	204	165	85	48	109	42	86	38	host	ydiY	1.263244226683865	0	1
gene-b4781	961	43	338	48	71	15	20	5	31	0	23	8	host	evgL	2.0380253137980824	0	1
gene-b3495	5179	1453	2313	874	615	354	383	119	254	42	279	46	host	uspA	1.4258210760750634	0	1
gene-b3448	285	78	145	56	64	19	42	5	78	10	135	5	host	yhhA	1.0033071452075704	0	1
gene-b0576	1186	217	1091	368	220	467	125	42	152	25	197	46	host	pheP	1.0927943279955292	0	1
gene-b1701	102	12	90	9	66	7	54	3	48	0	166	1	host	fadK	1.0747848373165718	0	1
gene-b2144	481	26	183	45	61	17	56	7	48	1	79	3	host	sanA	1.5337902565763781	0	1
gene-b3319	45864	19045	106772	28823	11217	15211	1508	3686	2903	2052	905	2006	host	rplD	1.4640687583736778	0	1
gene-b4474	120	28	95	20	72	12	84	2	80	0	236	2	host	frlC	1.0528262297912225	0	1
gene-b1513	63	5	61	6	34	1	52	0	61	1	183	3	host	lsrA	1.285578326755562	0	1
gene-b0118	34646	16858	29768	21801	10522	14078	3178	3326	4222	1654	2176	1740	host	acnB	0.9247506865978417	0	1
gene-b0186	360	211	299	434	163	160	161	64	191	42	411	32	host	ldcC	0.6274816537917401	0	1
gene-b1652	852	108	566	178	89	65	45	21	53	10	74	13	host	rnt	1.4506378692455557	0	1
gene-b2156	1084	517	1177	799	218	201	128	59	127	37	253	49	host	lysP	1.0153102673920555	0	1
gene-b2161	73	12	51	17	61	5	63	3	58	2	196	0	host	nupX	1.1716341666451398	0	1
gene-b2846	23	6	34	2	18	2	18	1	40	2	48	3	host	yqeH	0.9728595577133652	0	1
gene-b1923	807	352	787	337	308	330	128	140	153	60	149	75	host	fliC	0.8033003500552277	0	1
gene-b3587	24	0	56	8	31	2	36	0	32	1	108	1	host	yiaW	1.230310187769825	0	1
gene-b2180	1132	120	1025	382	222	130	183	37	156	32	200	33	host	yejF	1.180339274451615	0	1
gene-b1190	1114	649	1899	809	280	283	103	79	144	60	178	92	host	dadX	1.1332109900582477	0	1
gene-b2814	52811	3628	13834	5626	13057	3829	8693	2318	5391	811	4145	818	host	metZ	1.4253560961680554	0	1
gene-b3647	260	30	282	43	139	14	578	5	186	3	579	3	host	ligB	1.1521511887083244	0	1
gene-b4828	14	1	15	4	3	1	3	0	7	1	8	2	host	motR	0.9910545021046588	0	1
gene-b3641	1523	440	1845	585	217	199	115	56	172	26	197	41	host	slmA	1.2774115769133596	0	1
gene-b3563	34	5	46	4	27	3	26	0	27	2	85	0	host	yiaB	1.1265864108054975	0	1
gene-b0593	1271	290	1495	665	239	182	152	51	164	27	283	16	host	entC	1.1668922546522258	0	1
gene-b1620	126	54	116	69	41	22	44	6	44	9	111	6	host	malI	0.765929746629437	0	1
gene-b2455	50	7	54	4	43	4	60	3	55	3	112	1	host	eutE	1.015113824115612	0	1
gene-b4482	126	32	157	62	64	33	83	30	68	13	186	24	host	yigE	0.7284843459201541	0	1
gene-b2899	299	66	217	116	86	35	70	7	81	6	177	7	host	trhA	0.9020963223739917	0	1
gene-b3733	22873	11833	41016	15912	7215	10232	1533	2023	2400	1108	991	1215	host	atpG	1.1722846122176163	0	1
gene-b0711	253	515	659	609	87	177	69	32	46	21	90	21	host	pxpB	1.0711148865817006	0	1
gene-b3313	45512	15420	82710	21280	19953	17523	3570	4102	4847	2165	1489	2105	host	rplP	1.2473801838375753	0	1
gene-T4p085	11	0	2197	43	65763	3504	68966	7172	110331	10541	106752	9772	phage	nrdC.1	1.2902846383024975	0	0
gene-b2992	144	80	216	123	91	57	51	17	50	15	78	9	host	hybE	0.7441764356050177	0	1
gene-b1413	1909	738	2282	1051	503	440	212	124	255	65	365	93	host	hrpA	1.0412770255154462	0	1
gene-b2502	2227	548	2818	890	349	223	154	56	145	19	284	39	host	ppx	1.3618193222198922	0	1
gene-b1837	202	30	62	22	26	9	22	3	16	1	28	1	host	yebW	1.502085580209066	0	1
gene-b0722	3857	1067	3269	2175	294	644	86	148	135	90	119	84	host	sdhD	1.2968340610933706	0	1
gene-b1086	756	530	511	489	124	175	56	82	73	37	114	44	host	rluC	0.9583240813020496	0	1
gene-b2429	231	51	140	69	90	24	87	8	98	5	193	4	host	murP	0.8498894045697947	0	1
gene-b3067	4932	2298	9414	3035	1626	1798	499	613	738	433	457	412	host	rpoD	1.1623399620559491	0	1
gene-b1116	1476	324	800	412	139	97	76	37	86	22	127	19	host	lolC	1.376867361897642	0	1
gene-b0685	915	51	404	97	82	29	43	11	45	8	73	9	host	ybfE	1.7194926220368327	0	1
gene-b1869	848	105	395	140	136	49	124	18	75	2	87	17	host	yecN	1.3707729783441167	0	1
gene-b3418	1495	746	2275	1423	316	379	226	98	244	118	481	117	host	malT	1.0157303709555645	0	1
gene-b3881	91	9	87	10	68	7	93	2	93	1	195	1	host	yihT	1.05534126980296	0	1
gene-b0624	450	106	178	88	54	32	40	16	36	3	69	0	host	crcB	1.3294556719215447	0	1
gene-b2933	80	4	106	8	67	7	86	5	110	2	283	5	host	cmtA	1.229848831784879	0	1
gene-b0058	673	212	1093	425	327	255	183	108	177	64	210	72	host	rluA	0.8991107500005764	0	1
gene-b1349	67	9	48	10	35	5	33	0	34	2	78	1	host	recT	0.9572675965971725	0	1
gene-b1888	93	46	142	71	82	32	83	17	103	6	207	6	host	cheA	0.7675588440057504	0	1
gene-b3923	675	187	448	136	139	44	105	17	103	6	132	9	host	uspD	1.14421815555588	0	1
gene-b3342	29174	8319	48686	11612	10706	7852	1396	1888	2017	909	610	951	host	rpsL	1.3470782870158677	0	1
gene-b1448	512	143	305	138	44	52	43	12	35	5	70	8	host	mnaT	1.2715603095268724	0	1
gene-b0439	2882	3404	5175	4378	1082	2399	350	502	528	268	527	317	host	lon	0.9290817095534362	0	1
gene-b2413	1224	143	674	105	174	44	101	23	124	6	137	12	host	cysZ	1.4935153439303526	0	1
gene-b4662	351	38	133	32	115	25	93	12	48	10	54	16	host	sgrT	1.181510510299122	0	1
gene-b0940	189	27	144	15	143	14	87	11	138	3	289	3	host	elfC	1.0000044248903623	0	1
gene-b3184	1290	945	2792	2431	638	3203	150	299	173	190	192	147	host	yhbE	1.0502608412734158	0	1
gene-b0390	204	40	294	115	74	33	48	7	44	1	111	5	host	aroM	1.0450618770167979	0	1
gene-b0209	736	737	402	652	112	505	106	467	84	517	138	436	host	yafD	0.5742493155896312	0	1
gene-b1412	472	154	407	128	81	45	42	15	44	5	94	8	host	azoR	1.1899218108563785	0	1
gene-b0250	315	53	210	68	57	39	45	15	52	13	117	15	host	ykfB	1.0483204914193018	0	1
gene-T4p150	1	0	872	4	2549	56	5081	220	35768	3704	29303	3517	phage	5.4	1.7353039004886943	0	0
gene-b1551	3	0	35	5	2	1	6	0	13	1	13	0	host	ynfN	1.466771298458097	0	1
gene-b3143	86	3	75	4	58	1	59	3	70	3	156	1	host	yraI	1.0906387628360175	0	1
gene-b2162	37	2	62	7	45	4	50	2	58	4	150	1	host	rihB	1.1853553355954607	0	1
gene-b2693	5739	1085	4241	1372	538	407	180	89	220	52	93	66	host	argY	1.5167363798389122	0	1
gene-b3269	329	44	412	118	114	49	110	37	81	25	221	24	host	yhdX	0.9278090670513882	0	1
gene-b3351	292	171	92	148	73	44	57	14	49	15	176	8	host	kefG	0.8663263048746083	0	1
gene-b1681	262	189	472	372	117	167	47	28	52	15	140	8	host	sufD	0.9110244051658862	0	1
gene-b2935	6991	5465	5722	6536	2701	3362	1130	741	1112	443	667	537	host	tktA	0.8320144667130945	0	1
gene-b3661	1331	435	1017	206	262	104	124	30	113	13	213	17	host	nlpA	1.2506134280702186	0	1
gene-b0453	2481	605	2724	744	637	357	171	81	204	49	197	39	host	ybaY	1.2828602587173854	0	1
gene-b0282	151	11	72	14	38	9	40	2	45	2	138	1	host	yagP	1.1416867472504872	0	1
gene-b1480	2017	93	1006	74	329	30	86	6	38	0	56	2	host	sra	1.8659234607706372	0	1
gene-T4p257	13	0	3089	51	81201	3194	15747	1497	39199	1999	34319	2371	phage	arn	1.5644531869982796	0	0
gene-b0048	2240	286	968	227	188	81	95	37	87	23	99	22	host	folA	1.7030005677301219	0	1
gene-b1149	69	7	97	19	45	9	61	1	79	2	165	0	host	ymfN	1.0519300560943554	0	1
gene-b3764	7629	1351	2713	467	858	275	437	121	546	80	338	106	host	maoP	1.649821594826654	0	1
gene-T4p274	21	0	30501	1486	56548	2593	43522	1667	21894	829	27070	938	phage	ndd.5	1.2187070755556009	0	0
gene-b1210	1508	229	1184	470	134	123	56	32	89	26	94	23	host	hemA	1.4324759936416114	0	1
gene-b3832	345	133	341	221	113	82	124	73	111	43	325	44	host	rmuC	0.6753380838236034	0	1
gene-b0811	25607	3255	19308	1963	2496	598	623	154	803	67	501	50	host	glnH	1.7621139906368786	0	1
gene-b2561	245	35	195	37	71	12	44	6	58	2	110	6	host	yfhH	1.0932555556304095	0	1
gene-b3910	270	182	311	215	1936	86	429	28	96	7	227	14	host	yiiM	1.59066900718839	0	1
gene-T4p249	13	1	14259	48	45305	793	45093	4312	368071	25111	275721	42417	phage	34	1.6982103777110247	0	0
gene-T4p254	14	1	12620	995	41207	3265	21041	3161	81215	7233	71389	8610	phage	t	1.3033461347441588	0	0
gene-b1560	62	5	64	12	40	7	35	0	44	1	124	0	host	ydfU	1.0896456679688638	0	1
gene-b3445	132	12	116	29	34	18	32	3	24	6	59	3	host	insB6	1.0527402852850785	0	1
gene-b0979	190	46	187	55	122	21	85	7	87	6	197	6	host	appB	0.8438901616398757	0	1
gene-b2553	2398	404	1111	296	273	112	86	36	88	23	96	16	host	glnB	1.617165907947286	0	1
gene-b0243	967	1057	1566	998	202	272	135	95	194	73	227	6630	host	proA	1.6936129373940012	0	1
gene-b1818	2036	891	2016	1064	235	287	74	72	112	33	94	56	host	manY	1.2435950697442573	0	1
gene-b0056	826	180	754	187	239	140	80	40	65	28	114	21	host	yabP	1.1770104147473386	0	1
gene-b1706	1692	357	1586	595	195	182	108	53	145	27	168	37	host	selO	1.310900646655444	0	1
gene-b2756	175	25	90	23	60	12	82	6	72	0	155	2	host	casE	0.968606500898672	0	1
gene-b0245	84	24	117	37	40	26	29	11	22	2	65	9	host	ykfI	0.8352795830146343	0	1
gene-b2482	139	13	126	18	109	7	121	5	121	3	301	1	host	hyfB	1.0786187137140797	0	1
gene-b4045	1076	176	803	148	559	131	382	75	322	52	175	49	host	yjbJ	0.9519947372711719	0	1
gene-b2837	1772	167	240	156	95	45	64	15	78	5	198	10	host	galR	1.9769174942851284	0	1
gene-b4025	7036	3171	8816	3133	1200	1158	460	279	568	184	492	151	host	pgi	1.2442445775672437	0	1
gene-T4p163	3	5	7341	9	13881	31	17117	159	250427	24135	196221	42812	phage	17	1.7608038283273428	0	0
gene-b1475	50	18	79	14	41	13	40	5	41	2	95	3	host	fdnH	0.8662345230888625	0	1
gene-b1148	177	15	48	7	25	3	25	3	18	0	40	0	host	ymfM	1.5543770351505988	0	1
gene-b3952	8492	25	71	14	68	8	83	2	67	4	208	4	host	pflC	3.095925103182559	0	1
gene-b0121	3637	930	4369	1068	732	536	162	124	221	67	174	80	host	speE	1.375243364098848	0	1
gene-b2900	348	104	158	47	38	13	26	4	30	5	42	3	host	yqfB	1.3938724985883768	0	1
gene-b4534	5	0	3	0	6	0	8	0	11	0	14	0	host	ynfP	1.2041500593047678	0	1
gene-b2492	156	32	113	53	62	26	39	6	68	1	128	3	host	focB	0.8542635131476927	0	1
gene-b1931	59	7	50	9	25	1	19	1	28	2	73	0	host	yedK	1.0547129538375868	0	1
gene-b2430	133	36	149	75	72	22	67	5	83	6	144	6	host	yfeW	0.7719501673588108	0	1
gene-b1295	630	22	222	86	39	14	21	2	32	1	74	6	host	ymjA	1.7906132635201053	0	1
gene-b1838	197	23	106	43	34	11	40	4	27	2	113	1	host	pphA	1.134168940285115	0	1
gene-b3349	20577	4313	19546	5523	4923	3167	1502	690	1150	271	633	306	host	slyD	1.3175118286285403	0	1
gene-b0458	1207	132	468	149	153	45	72	24	88	10	114	13	host	ylaC	1.5693621576549501	0	1
gene-b0065	169	79	134	113	62	50	73	15	67	11	191	7	host	yabI	0.7134668369421114	0	1
gene-b1020	6199	355	1680	221	307	52	147	20	167	16	172	5	host	phoH	2.1728844800325686	0	1
gene-b3028	684	152	627	170	145	78	44	13	64	4	109	5	host	mdaB	1.272739084158864	0	1
gene-b3204	564	398	826	597	103	160	42	42	35	22	58	30	host	ptsN	1.1238110697264607	0	1
gene-b3650	6493	1572	8628	3307	1304	1045	509	296	637	171	644	181	host	spoT	1.2719289089762675	0	1
gene-b3870	118231	30183	154140	23864	12594	5207	3874	1533	7000	842	3191	758	host	glnA	1.62083583013716	0	1
gene-b3421	240	72	207	81	94	32	132	8	125	1	328	7	host	rtcB	0.8893141741987769	0	1
gene-T4p098	4	0	15316	1105	24914	2015	6211	473	6779	670	7016	793	phage	mobD.2	1.3424724998545638	0	0
gene-b2194	209	38	160	52	59	15	60	10	71	5	90	5	host	ccmH	0.9399044991487064	0	1
gene-b3782	7771	454	2550	585	859	260	239	68	238	36	196	40	host	rhoL	1.9087344532906747	0	1
gene-b0110	359	161	241	179	73	45	48	10	60	11	86	10	host	ampD	0.9687133309514973	0	1
gene-b3116	166	28	163	22	71	16	79	9	92	6	203	13	host	tdcC	0.9282998081884148	0	1
gene-b1877	113	9	85	23	22	7	14	1	12	0	11	0	host	yecT	1.39224266031763	0	1
gene-b2202	167	44	151	40	57	21	57	8	31	3	73	3	host	napC	0.9428874638147605	0	1
gene-b4716	154	28	11	11	12	3	26	2	19	1	31	1	host	cpxQ	1.6157238749946532	0	1
gene-b0354	258	248	169	175	69	75	40	23	54	16	76	12	host	yaiL	0.835343103091866	0	1
gene-b2617	4739	662	1701	324	321	133	106	39	155	29	120	46	host	bamE	1.8601387358822954	0	1
gene-b3241	306	45	189	62	72	23	61	21	69	9	157	8	host	aaeA	1.003299537740953	0	1
gene-b0037	318	38	289	67	114	24	71	4	113	3	217	7	host	caiC	1.0090285918869784	0	1
gene-b1130	1124	416	722	552	175	198	78	39	78	26	111	30	host	phoP	1.1172656478584593	0	1
gene-b4841	2649	955	1670	703	239	196	83	44	126	32	88	45	host	ascrp	1.3849102708046288	0	1
gene-b4421	75	25	118	37	21	14	21	4	15	5	13	2	host	ldrB	1.1220244094983869	0	1
gene-b3672	2257	251	460	114	243	54	143	13	100	8	90	21	host	ivbL	1.9153902385329251	0	1
gene-b3634	880	219	564	177	115	61	66	28	87	23	121	12	host	coaD	1.2795251469282183	0	1
gene-b0657	2169	356	2055	727	386	225	308	88	319	56	354	50	host	lnt	1.1888131393331471	0	1
gene-b3357	4586	1737	4309	1302	524	315	245	102	355	63	270	88	host	crp	1.339548461448448	0	1
gene-b0003	1543	1827	2629	2452	916	1586	271	265	305	141	240	140	host	thrB	0.8757458845775737	0	1
gene-b0888	5931	1793	5497	1247	1014	557	249	148	336	92	235	104	host	trxB	1.3821323936720726	0	1
gene-b1108	835	440	693	396	113	206	55	51	84	30	84	25	host	ycfP	1.05930778436494	0	1
gene-b0389	349	107	279	166	69	61	34	21	28	14	36	12	host	yaiA	1.0859000020180938	0	1
gene-b0206	19557	1684	8035	1731	5721	654	10449	1752	19188	670	12490	673	host	aspU	0.9877220872268179	0	1
gene-b1151	29	3	22	4	15	2	23	0	24	1	71	0	host	beeE	1.2097049721616646	0	1
gene-T4p077	5	0	588	8	23774	421	48347	3761	50867	5001	32117	3006	phage	I-TevII	1.340519063828039	0	0
gene-b2716	157	76	174	63	82	24	100	4	73	7	200	6	host	ascB	0.7989438523094331	0	1
gene-b0795	472	211	601	223	110	68	75	27	82	10	202	15	host	ybhG	1.0229052139016774	0	1
gene-b0654	518	396	925	688	131	204	62	60	87	28	116	25	host	gltJ	1.0519018419698012	0	1
gene-b2604	1209	93	614	214	163	128	98	66	94	42	176	31	host	dgcN	1.3375461138729163	0	1
gene-b4408	15213	25428	7693	20245	8517	12295	5951	5339	3395	3097	2902	2992	host	csrB	0.7553470590301624	0	1
gene-b3877	139	21	136	14	109	7	113	4	162	1	413	2	host	yihP	1.217655612282028	0	1
gene-b3654	5407	1071	1001	440	245	102	181	55	216	43	425	37	host	xanP	1.8714358586129185	0	1
gene-b4357	57	4	81	9	41	5	38	4	48	0	122	1	host	lgoR	1.077165513892298	0	1
gene-b2637	71	15	79	18	41	12	28	4	32	1	97	1	host	yfjT	0.9360524798380825	0	1
gene-b0809	6629	1627	12209	1661	1244	506	351	106	637	58	326	66	host	glnQ	1.6523497361214943	0	1
gene-b2517	5162	882	5581	1614	975	760	273	199	255	159	234	132	host	rlmN	1.3676965673102757	0	1
gene-b0762	3958	234	729	183	364	85	228	15	69	9	80	15	host	acrZ	2.133897950538107	0	1
gene-b0164	177	29	166	67	80	26	54	7	70	1	154	5	host	yaeI	0.8756438401516045	0	1
gene-b3496	240	81	307	116	160	36	121	10	159	7	376	7	host	dtpB	0.8594880495746771	0	1
gene-b0582	587	129	546	293	167	143	101	38	96	28	194	21	host	insL2	0.9301149286505053	0	1
gene-b1946	33	16	31	16	20	4	23	2	22	1	55	2	host	fliN	0.8155888579334475	0	1
gene-b0583	76	22	93	117	50	74	40	8	30	3	90	4	host	entD	0.734375013985451	0	1
gene-b3138	23	0	42	3	20	0	19	1	24	0	76	1	host	agaB	1.2597732673940665	0	1
gene-b4030	362	23	63	8	38	3	32	3	24	0	88	0	host	psiE	1.7989705100501914	0	1
gene-b0869	658	184	654	312	196	151	128	34	140	20	208	25	host	ybjT	0.9239996815772468	0	1
gene-b2320	2837	973	2755	901	486	344	181	96	239	58	235	82	host	pdxB	1.24389664315335	0	1
gene-b3568	163	11	154	23	79	6	104	6	99	2	288	4	host	xylH	1.090340336168144	0	1
gene-b1587	245	26	173	41	100	18	80	6	93	3	235	5	host	ynfE	0.9877888586475819	0	1
gene-b1824	22681	5166	18853	7246	5350	4766	597	850	712	309	300	299	host	yobF	1.2918737330422247	0	1
gene-b1659	418	73	287	71	77	27	60	10	51	6	120	10	host	punR	1.1905979141636553	0	1
gene-b2902	237	388	181	894	94	423	70	81	55	24	150	23	host	ygfF	1.1002958213453413	0	1
gene-b3289	1577	529	2634	1108	316	369	132	109	181	87	229	59	host	rsmB	1.2338692504943407	0	1
gene-b4085	48	15	57	10	44	3	51	0	63	1	123	0	host	alsE	1.0281309611787308	0	1
