Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-AUO97_RS18600	45	33	19	18	6	8	host	thiM	0.6370282094279615	0	1
gene-AUO97_RS14675	46	34	16	24	5	5	host	gene-AUO97_RS14675	0.6890521746633443	0	1
gene-AUO97_RS02420	0	0	0	0	0	0	host	gene-AUO97_RS02420	0.0	0	1
gene-AUO97_RS03140	92	64	33	52	13	14	host	gene-AUO97_RS03140	0.6297464014862622	0	1
gene-AUO97_RS10375	113	91	32	54	17	10	host	gene-AUO97_RS10375	0.7178649149550052	0	1
gene-AUO97_RS19155	41	33	9	6	3	3	host	gene-AUO97_RS19155	0.9650398639735933	0	1
gene-AUO97_RS18345	171	120	36	31	16	12	host	gene-AUO97_RS18345	0.9297306299513021	0	1
gene-AUO97_RS09960	462	316	106	117	64	45	host	der	0.8227233012302154	0	1
gene-AUO97_RS18340	308	220	58	73	41	28	host	gene-AUO97_RS18340	0.865000787023074	0	1
gene-AUO97_RS11225	1108	883	395	386	121	83	host	otsB	0.7623207556162224	0	1
gene-AUO97_RS07140	26	11	2	2	4	4	host	gene-AUO97_RS07140	1.0448102641771595	0	1
gene-AUO97_RS13105	1	8	0	0	0	1	host	terL	1.7204650534085253	0	1
gene-AUO97_RS06415	0	0	0	0	0	0	host	gene-AUO97_RS06415	0.0	0	1
gene-AUO97_RS19150	138	120	48	57	29	21	host	gene-AUO97_RS19150	0.6456542568696069	0	1
gene-AUO97_RS03840	0	0	1	0	0	0	host	gene-AUO97_RS03840	2.2360679774997902	0	1
gene-AUO97_RS04525	3331	2782	877	1111	675	527	host	gene-AUO97_RS04525	0.7039346522919729	0	1
gene-AUO97_RS19620	0	0	0	0	0	0	host	gene-AUO97_RS19620	0.0	0	1
gene-AUO97_RS05480	39	28	3	9	4	6	host	gene-AUO97_RS05480	0.9238797780077176	0	1
gene-AUO97_RS18165	0	0	0	0	3	0	host	gene-AUO97_RS18165	2.23606797749979	0	1
gene-AUO97_RS05395	7	7	1	5	0	0	host	gene-AUO97_RS05395	0.9273618495495703	0	1
gene-AUO97_RS08565	983	754	197	231	132	103	host	gene-AUO97_RS08565	0.8508623077012324	0	1
gene-AUO97_RS12695	39	24	10	12	4	2	host	gene-AUO97_RS12695	0.8430082819345349	0	1
gene-AUO97_RS06255	121	94	26	44	21	7	host	gene-AUO97_RS06255	0.7923387096512372	0	1
gene-AUO97_RS18990	8577	7016	4643	5575	3995	2840	host	rpsR	0.35053606284370237	0	1
gene-AUO97_RS01205	164	91	45	61	35	22	host	gene-AUO97_RS01205	0.6811589190807088	0	1
gene-AUO97_RS02285	968	752	152	169	62	36	host	gene-AUO97_RS02285	1.0221953864993427	0	1
gene-AUO97_RS12370	18409	15350	9093	10908	7276	5043	host	lon	0.41744143664265765	0	1
gene-AUO97_RS18620	211	155	44	63	35	25	host	gene-AUO97_RS18620	0.781976949276012	0	1
gene-AUO97_RS08625	712	483	177	198	138	81	host	gene-AUO97_RS08625	0.7536181690435989	0	1
gene-AUO97_RS14220	413	252	105	104	78	42	host	paaX	0.7757159012471199	0	1
gene-AUO97_RS12740	0	0	0	1	0	0	host	gene-AUO97_RS12740	2.2360679774997902	0	1
gene-AUO97_RS02150	0	2	0	1	0	0	host	gene-AUO97_RS02150	1.5275252316519468	0	1
gene-AUO97_RS00305	117	113	15	26	5	5	host	gene-AUO97_RS00305	1.0405404282983026	0	1
gene-AUO97_RS01125	69	59	29	38	12	5	host	gene-AUO97_RS01125	0.6541485216362156	0	1
gene-AUO97_RS00910	1	0	0	0	0	0	host	gene-AUO97_RS00910	2.2360679774997902	0	1
gene-AUO97_RS13995	34	16	6	5	7	3	host	gene-AUO97_RS13995	0.9067841466377392	0	1
gene-AUO97_RS04550	83	71	18	18	7	7	host	aroE	0.9097067223264349	0	1
gene-AUO97_RS13090	0	0	0	0	0	0	host	gene-AUO97_RS13090	0.0	0	1
gene-AUO97_RS03865	146	143	17	37	22	15	host	gene-AUO97_RS03865	0.9130934301528871	0	1
gene-AUO97_RS13585	1197	1059	543	616	187	132	host	gene-AUO97_RS13585	0.6418027858387861	0	1
gene-AUO97_RS00150	178	112	37	50	23	15	host	gene-AUO97_RS00150	0.8377818073942025	0	1
gene-AUO97_RS02410	428	305	123	109	63	49	host	greA	0.7755130119912925	0	1
gene-AUO97_RS16640	0	4	1	1	0	0	host	gene-AUO97_RS16640	1.4142135623730951	0	1
gene-AUO97_RS18190	0	0	0	0	0	0	host	gene-AUO97_RS18190	0.0	0	1
gene-AUO97_RS14040	38	18	17	16	6	13	host	gene-AUO97_RS14040	0.5433852130044893	0	1
gene-AUO97_RS03095	13	15	2	3	0	0	host	gene-AUO97_RS03095	1.1146408580454255	0	1
gene-M172_gp33	8931	10514	74160	100826	113833	80112	phage	gene-M172_gp33	0.6336096057958044	0	0
gene-AUO97_RS16245	148	138	165	237	58	42	host	gene-AUO97_RS16245	0.5010296286226618	0	1
gene-AUO97_RS00950	0	0	0	0	0	0	host	gene-AUO97_RS00950	0.0	0	1
gene-AUO97_RS09265	269	166	54	70	51	27	host	gene-AUO97_RS09265	0.8014109508769546	0	1
gene-AUO97_RS11630	789	598	143	153	88	88	host	gene-AUO97_RS11630	0.8970503295549348	0	1
gene-AUO97_RS16500	0	2	1	2	0	0	host	gene-AUO97_RS16500	1.0770329614269007	0	1
gene-AUO97_RS02405	4379	3417	1275	1585	983	742	host	carB	0.6549171034769037	0	1
gene-AUO97_RS07775	433	397	132	177	76	46	host	thiL	0.718258978446325	0	1
gene-AUO97_RS08505	276	209	50	61	40	13	host	gene-AUO97_RS08505	0.9061887289068877	0	1
gene-AUO97_RS11725	181	149	31	52	33	21	host	gene-AUO97_RS11725	0.8093340310163479	0	1
gene-AUO97_RS13255	0	0	0	0	0	0	host	gene-AUO97_RS13255_gene_umuD	0.0	0	1
gene-AUO97_RS12920	4	7	2	4	4	0	host	gene-AUO97_RS12920	0.6116777418411966	0	1
gene-AUO97_RS19440	430	476	185	176	54	53	host	gene-AUO97_RS19440	0.7301766211556553	0	1
gene-AUO97_RS08945	301	216	105	132	70	51	host	gene-AUO97_RS08945	0.5978104265755567	0	1
gene-AUO97_RS11665	221	177	83	123	59	47	host	gene-AUO97_RS11665	0.5329232040737112	0	1
gene-AUO97_RS11410	127	102	40	49	16	15	host	pgeF	0.726512194417525	0	1
gene-AUO97_RS02160	58	51	17	15	10	10	host	gene-AUO97_RS02160	0.7389216261239373	0	1
gene-AUO97_RS14140	24	21	9	11	4	4	host	gene-AUO97_RS14140	0.6391552409472989	0	1
gene-AUO97_RS18275	1	5	2	1	1	0	host	gene-AUO97_RS18275	0.9591663046625438	0	1
gene-AUO97_RS00435	70	59	20	24	12	11	host	adeL	0.7090919042078241	0	1
gene-AUO97_RS08585	468	417	140	191	59	62	host	gene-AUO97_RS08585	0.7291371725366582	0	1
gene-AUO97_RS16395	8	3	5	5	0	1	host	gene-AUO97_RS16395	0.7329325225725956	0	1
gene-AUO97_RS02740	126	85	32	40	13	11	host	gene-AUO97_RS02740	0.8100277111210508	0	1
gene-AUO97_RS12430	38	46	11	11	5	6	host	gene-AUO97_RS12430	0.8325769085009048	0	1
gene-AUO97_RS02900	820	709	230	230	147	84	host	gatB	0.7708990637220471	0	1
gene-AUO97_RS12030	35	31	15	19	6	10	host	gene-AUO97_RS12030	0.544674793066597	0	1
gene-AUO97_RS14545	44	34	17	19	15	8	host	gene-AUO97_RS14545	0.5372282608659036	0	1
gene-AUO97_RS12265	13	15	11	21	1	2	host	gene-AUO97_RS12265	0.6728735998167188	0	1
gene-AUO97_RS18115	0	0	0	0	0	0	host	gene-AUO97_RS18115	0.0	0	1
gene-AUO97_RS01560	184	142	47	56	27	17	host	gene-AUO97_RS01560	0.7869948686362808	0	1
gene-AUO97_RS08120	0	0	0	0	0	0	host	gene-AUO97_RS08120	0.0	0	1
gene-AUO97_RS10515	232	188	57	93	46	19	host	gene-AUO97_RS10515	0.7353386440585338	0	1
gene-AUO97_RS16290	29	12	7	12	5	2	host	gene-AUO97_RS16290	0.7831199774534273	0	1
gene-AUO97_RS09760	9	8	6	7	1	5	host	tatC	0.4303314829119352	0	1
gene-AUO97_RS08885	64	63	33	45	17	19	host	gene-AUO97_RS08885	0.47115081723117835	0	1
gene-AUO97_RS00830	34	38	3	11	11	5	host	bauB	0.8115373367284267	0	1
gene-AUO97_RS14245	31	29	9	12	1	3	host	gene-AUO97_RS14245	0.8316407262621611	0	1
gene-AUO97_RS03130	967	725	232	254	140	105	host	gene-AUO97_RS03130	0.803160890529874	0	1
gene-AUO97_RS17900	42	35	11	18	9	4	host	gene-AUO97_RS17900	0.7043300258084122	0	1
gene-AUO97_RS00295	537	454	130	143	71	61	host	pheA	0.8150968573366049	0	1
gene-AUO97_RS14520	21	15	4	6	1	0	host	gene-AUO97_RS14520	0.9761761486769756	0	1
gene-AUO97_RS00945	1	0	0	0	0	0	host	gene-AUO97_RS00945	2.2360679774997902	0	1
gene-AUO97_RS06710	2168	1308	484	514	323	220	host	gene-AUO97_RS06710	0.8267269514929597	0	1
gene-AUO97_RS14010	50	38	8	25	6	14	host	gene-AUO97_RS14010	0.6842777244841012	0	1
gene-AUO97_RS02805	216	197	44	40	28	16	host	hchA	0.9197024800789064	0	1
gene-AUO97_RS07350	42	27	9	12	0	8	host	gene-AUO97_RS07350	0.8590842930550688	0	1
gene-AUO97_RS13990	19	11	1	5	7	0	host	tssG	0.8985897249470537	0	1
gene-AUO97_RS18180	23	25	47	38	2	8	host	gene-AUO97_RS18180	0.6560394759647911	0	1
gene-AUO97_RS06835	310	258	130	120	61	45	host	prpB	0.6352030232576101	0	1
gene-AUO97_RS05515	136	94	36	37	29	22	host	gene-AUO97_RS05515	0.7068697526886486	0	1
gene-AUO97_RS05785	75	50	16	27	6	7	host	gene-AUO97_RS05785	0.8270517090672247	0	1
gene-AUO97_RS17110	1	1	0	2	0	0	host	gene-AUO97_RS17110	1.1180339887498951	0	1
gene-AUO97_RS00750	292	295	49	54	30	28	host	gene-AUO97_RS00750	0.9605556826844055	0	1
gene-AUO97_RS06435	13584	10741	4429	5009	3302	2344	host	atpA	0.6282110924144669	0	1
gene-AUO97_RS17725	1439	1289	299	317	125	89	host	gene-AUO97_RS17725	0.9327826760738583	0	1
gene-AUO97_RS04270	582	475	146	208	106	65	host	gene-AUO97_RS04270	0.7381414014042716	0	1
gene-AUO97_RS00800	29	9	3	11	1	2	host	basG	1.0471527709077768	0	1
gene-AUO97_RS08210	0	0	0	0	0	0	host	gene-AUO97_RS08210	0.0	0	1
gene-AUO97_RS00340	386	302	178	221	106	76	host	gene-AUO97_RS00340	0.5082962225161938	0	1
gene-AUO97_RS02575	573	454	84	85	52	36	host	gene-AUO97_RS02575	1.005759030375275	0	1
gene-AUO97_RS01740	0	0	0	0	0	0	host	gene-AUO97_RS01740	0.0	0	1
gene-AUO97_RS04035	68	61	20	33	16	18	host	gene-AUO97_RS04035	0.5824508315672797	0	1
gene-AUO97_RS16745	5	7	4	2	3	1	host	gene-AUO97_RS16745	0.5378254348272379	0	1
gene-AUO97_RS10005	94	60	21	27	17	19	host	gene-AUO97_RS10005	0.7141868443683903	0	1
gene-AUO97_RS09730	10	9	3	3	3	2	host	gene-AUO97_RS09730	0.6429100507328637	0	1
gene-AUO97_RS11560	491	448	295	411	115	88	host	gene-AUO97_RS11560	0.512527878262748	0	1
gene-AUO97_RS18705	19	11	6	7	6	1	host	gene-AUO97_RS18705	0.6705221845696084	0	1
gene-AUO97_RS10985	3543	2924	1122	1273	799	523	host	nuoH	0.6634401826881641	0	1
gene-AUO97_RS09590	92	83	15	29	8	10	host	lpxL	0.878296166060737	0	1
gene-AUO97_RS10180	197	144	51	57	19	16	host	gene-AUO97_RS10180	0.8311231305188566	0	1
gene-AUO97_RS13950	0	0	0	1	0	0	host	gene-AUO97_RS13950	2.2360679774997902	0	1
gene-AUO97_RS14925	188	118	67	88	31	29	host	ychF	0.6318745144867816	0	1
gene-AUO97_RS19065	1017	777	307	324	193	124	host	purD	0.7128544023188952	0	1
gene-AUO97_RS00705	38	37	9	18	7	5	host	gene-AUO97_RS00705	0.7210078101064742	0	1
gene-AUO97_RS04445	88	67	36	43	15	11	host	gene-AUO97_RS04445	0.6289843414387578	0	1
gene-AUO97_RS11905	322	296	105	113	69	33	host	pgaB	0.7118310621686148	0	1
gene-AUO97_RS14395	136	99	38	50	27	15	host	gene-AUO97_RS14395	0.7035550292011851	0	1
gene-AUO97_RS16780	11	6	7	2	3	1	host	gene-AUO97_RS16780	0.6831300510639732	0	1
gene-AUO97_RS09205	303	281	77	112	56	42	host	gene-AUO97_RS09205	0.731746901657321	0	1
gene-AUO97_RS12405	402	288	77	109	46	27	host	gene-AUO97_RS12405	0.8756940923720691	0	1
gene-AUO97_RS16540	7	12	3	8	3	5	host	adeA	0.49652532273982125	0	1
gene-AUO97_RS04570	888	609	320	424	122	111	host	gene-AUO97_RS04570	0.6632094996658564	0	1
gene-AUO97_RS05400	19	17	2	14	2	2	host	gene-AUO97_RS05400	0.8009879104287786	0	1
gene-AUO97_RS07990	0	0	0	0	0	0	host	gene-AUO97_RS07990	0.0	0	1
gene-AUO97_RS18300	0	0	1	3	0	0	host	gene-AUO97_RS18300	1.6583123951777001	0	1
gene-AUO97_RS03300	3231	2669	1093	1358	457	322	host	gene-AUO97_RS03300	0.7109160065974363	0	1
gene-AUO97_RS16665	19	13	2	5	2	4	host	gene-AUO97_RS16665	0.8459051693633014	0	1
gene-AUO97_RS17360	98	76	18	23	16	11	host	gene-AUO97_RS17360	0.8376920818785822	0	1
gene-AUO97_RS02825	97	74	12	11	8	1	host	gene-AUO97_RS02825	1.1024031820753857	0	1
gene-AUO97_RS12340	83	51	28	41	18	9	host	nth	0.6339482306689103	0	1
gene-AUO97_RS13955	1	1	0	0	0	0	host	gene-AUO97_RS13955	1.4142135623730954	0	1
gene-AUO97_RS17935	19	8	5	9	5	5	host	gene-AUO97_RS17935	0.5833127364958242	0	1
gene-AUO97_RS05155	2084	1591	602	730	314	251	host	gene-AUO97_RS05155	0.7298940917815029	0	1
gene-AUO97_RS17020	0	0	0	0	0	0	host	gene-AUO97_RS17020	0.0	0	1
gene-AUO97_RS18255	0	0	0	0	0	0	host	gene-AUO97_RS18255	0.0	0	1
gene-AUO97_RS18450	24	19	17	13	4	4	host	mgtA	0.5522535616381492	0	1
gene-AUO97_RS12680	89	69	21	19	18	19	host	gene-AUO97_RS12680	0.7344463890683735	0	1
gene-AUO97_RS09120	1107	827	405	506	291	208	host	gene-AUO97_RS09120	0.5643892563735368	0	1
gene-AUO97_RS05700	260	192	89	101	29	37	host	gene-AUO97_RS05700	0.7026917780521318	0	1
gene-AUO97_RS04450	430	306	140	167	92	81	host	gene-AUO97_RS04450	0.6195900729939366	0	1
gene-AUO97_RS08050	0	0	0	0	0	0	host	gene-AUO97_RS08050	0.0	0	1
gene-AUO97_RS13050	8	4	5	7	1	0	host	gene-AUO97_RS13050	0.6985699678629192	0	1
gene-AUO97_RS08635	1409	1020	404	457	267	193	host	thrC	0.7042829734323176	0	1
gene-AUO97_RS02715	16	10	5	5	0	3	host	gene-AUO97_RS02715	0.7981734572447887	0	1
gene-AUO97_RS11080	187	180	123	155	42	35	host	gene-AUO97_RS11080	0.5103798245615518	0	1
gene-AUO97_RS03590	608	464	174	140	78	64	host	yajC	0.8109143166829637	0	1
gene-AUO97_RS02370	15769	13033	8160	9232	5842	4073	host	ftsH	0.42851978630051857	0	1
gene-AUO97_RS00640	18	7	2	1	1	0	host	gene-AUO97_RS00640	1.3053443607412207	0	1
gene-AUO97_RS17185	3	6	0	1	0	0	host	gene-AUO97_RS17185	1.3266499161421599	0	1
gene-AUO97_RS09615	49	31	11	22	6	10	host	gene-AUO97_RS09615	0.6923569972535374	0	1
gene-AUO97_RS10020	87	64	16	46	18	15	host	gene-AUO97_RS10020	0.6679543384209343	0	1
gene-AUO97_RS03730	0	0	0	0	0	0	host	gene-AUO97_RS03730	0.0	0	1
gene-AUO97_RS13155	0	0	0	0	0	0	host	gene-AUO97_RS13155	0.0	0	1
gene-AUO97_RS05295	0	0	0	0	0	0	host	elbB	0.0	0	1
gene-AUO97_RS08105	0	0	0	0	0	0	host	gene-AUO97_RS08105	0.0	0	1
gene-AUO97_RS10855	5	4	0	2	0	0	host	gene-AUO97_RS10855	1.1096868741576094	0	1
gene-AUO97_RS03685	0	0	1	0	0	0	host	gene-AUO97_RS03685	2.2360679774997902	0	1
gene-AUO97_RS13760	21	20	7	9	1	4	host	gene-AUO97_RS13760	0.736304013581505	0	1
gene-AUO97_RS04145	875	719	401	515	166	117	host	gene-AUO97_RS04145	0.5881303855471021	0	1
gene-AUO97_RS10030	24	19	6	9	6	1	host	gene-AUO97_RS10030	0.7411808904889786	0	1
gene-AUO97_RS17210	30	28	8	10	4	4	host	pcaU	0.7737179432986628	0	1
gene-AUO97_RS13200	0	0	0	0	0	0	host	gene-AUO97_RS13200	0.0	0	1
gene-AUO97_RS09495	100	75	26	47	16	13	host	gene-AUO97_RS09495	0.6933005983053653	0	1
gene-AUO97_RS16690	0	0	0	0	1	0	host	iaaH	2.23606797749979	0	1
gene-AUO97_RS12685	25	12	6	9	2	4	host	gene-AUO97_RS12685	0.7848142535683479	0	1
gene-AUO97_RS00600	442	351	111	132	68	80	host	metF	0.733460262287606	0	1
gene-AUO97_RS11820	102	72	23	17	10	9	host	gene-AUO97_RS11820	0.9127918951332947	0	1
gene-AUO97_RS15220	116	88	34	48	19	11	host	gene-AUO97_RS15220	0.7146295553487725	0	1
gene-AUO97_RS11210	3017	2428	1498	1814	807	630	host	bfr	0.495983458842804	0	1
gene-AUO97_RS12990	4	1	3	1	1	0	host	gene-AUO97_RS12990	0.824621125123532	0	1
gene-AUO97_RS04940	452	367	109	147	76	48	host	aroB	0.7670236453007317	0	1
gene-AUO97_RS17805	2562	1812	754	913	520	369	host	gene-AUO97_RS17805	0.675443435001164	0	1
gene-AUO97_RS15795	174	181	110	146	28	22	host	gene-AUO97_RS15795	0.5847646439768328	0	1
gene-AUO97_RS16270	149	96	53	53	17	20	host	lpdA	0.7095824689657836	0	1
gene-AUO97_RS09525	536	426	160	181	101	96	host	leuB	0.6763628217655571	0	1
gene-AUO97_RS18825	20	14	10	10	3	5	host	kdpB	0.5436225660113779	0	1
gene-AUO97_RS12830	0	0	0	0	0	0	host	mhpT	0.0	0	1
gene-AUO97_RS02335	9	10	3	4	0	2	host	gene-AUO97_RS02335	0.7791937224739796	0	1
gene-AUO97_RS09965	19	15	5	7	2	3	host	gene-AUO97_RS09965	0.743289859648034	0	1
gene-AUO97_RS12670	221	192	86	101	38	35	host	gene-AUO97_RS12670	0.6354600121837709	0	1
gene-AUO97_RS13785	7	5	2	3	0	1	host	gene-AUO97_RS13785	0.7934920476158722	0	1
gene-AUO97_RS03115	334	256	61	94	22	23	host	gene-AUO97_RS03115	0.9126854399988178	0	1
gene-AUO97_RS09745	53	63	9	27	11	13	host	gene-AUO97_RS09745	0.725227949345857	0	1
gene-AUO97_RS11260	151	152	60	63	29	22	host	scpB	0.6671312806857008	0	1
gene-AUO97_RS04590	1	0	0	0	0	0	host	gene-AUO97_RS04590	2.2360679774997902	0	1
gene-AUO97_RS10780	176	141	81	111	47	26	host	gene-AUO97_RS10780	0.535189581542986	0	1
gene-AUO97_RS00395	59	68	17	12	6	6	host	gene-AUO97_RS00395	0.9112393444409338	0	1
gene-AUO97_RS14090	50	30	14	19	12	12	host	soxR	0.5975155909710311	0	1
gene-AUO97_RS16090	74	53	27	36	13	11	host	gene-AUO97_RS16090	0.6235122917428385	0	1
gene-AUO97_RS00700	835	656	235	215	144	84	host	gene-AUO97_RS00700	0.7764495424384875	0	1
gene-AUO97_RS01080	196	165	62	62	20	15	host	mnmA	0.8006192130222425	0	1
gene-AUO97_RS08705	50	52	11	12	8	1	host	gene-AUO97_RS08705	0.9215133755482466	0	1
gene-AUO97_RS08895	182	166	43	68	25	15	host	gene-AUO97_RS08895	0.7991369877694212	0	1
gene-AUO97_RS17340	81	71	20	31	10	11	host	gene-AUO97_RS17340	0.7592961294810463	0	1
gene-AUO97_RS18525	4	5	4	2	0	0	host	gene-AUO97_RS18525	0.7916228058025279	0	1
gene-AUO97_RS13160	0	0	0	0	0	0	host	gene-AUO97_RS13160	0.0	0	1
gene-AUO97_RS01995	244	155	103	118	57	50	host	serC	0.5407177001292834	0	1
gene-AUO97_RS18890	23	15	8	11	6	1	host	gene-AUO97_RS18890	0.6555055301063447	0	1
gene-AUO97_RS01960	284	189	47	60	35	31	host	gene-AUO97_RS01960	0.8877894545959114	0	1
gene-AUO97_RS07645	961	809	261	354	159	111	host	hppD	0.7347260141387348	0	1
gene-AUO97_RS13065	1	2	0	0	0	0	host	gene-AUO97_RS13065	1.5275252316519468	0	1
gene-AUO97_RS18615	1151	1048	579	689	223	180	host	gene-AUO97_RS18615	0.572820836312884	0	1
gene-AUO97_RS09610	129	100	31	51	23	22	host	gene-AUO97_RS09610	0.691262400686383	0	1
gene-AUO97_RS00595	1717	1343	429	556	327	215	host	ahcY	0.7343920340726694	0	1
gene-AUO97_RS08995	363	306	161	194	61	49	host	pgsA	0.6138402302708307	0	1
gene-AUO97_RS06855	483	372	129	144	74	58	host	lldD	0.7611355243779806	0	1
gene-AUO97_RS18725	181	144	58	97	9	6	host	gene-AUO97_RS18725	0.7909729452918441	0	1
gene-AUO97_RS10915	985	647	291	283	236	135	host	gene-AUO97_RS10915	0.6858931333955743	0	1
gene-AUO97_RS16030	28	20	6	6	0	0	host	gene-AUO97_RS16030	1.0456258094238748	0	1
gene-AUO97_RS08195	0	0	0	0	0	0	host	gene-AUO97_RS08195	0.0	0	1
gene-AUO97_RS16305	3	10	2	3	1	3	host	gene-AUO97_RS16305	0.7977240352174658	0	1
gene-AUO97_RS06580	108	85	32	48	18	20	host	gene-AUO97_RS06580	0.6504800104226336	0	1
gene-AUO97_RS15255	71	49	23	19	8	10	host	gene-AUO97_RS15255	0.7571877794400365	0	1
gene-AUO97_RS12845	0	0	0	0	0	0	host	gene-AUO97_RS12845	0.0	0	1
gene-AUO97_RS17605	40	33	5	9	1	0	host	gene-AUO97_RS17605	1.0799640336833385	0	1
gene-AUO97_RS07095	15	13	15	18	1	4	host	gene-AUO97_RS07095	0.5677270907634907	0	1
gene-AUO97_RS01870	186	124	43	35	29	22	host	tolR	0.8323083378627132	0	1
gene-AUO97_RS01905	1317	944	339	390	154	112	host	gene-AUO97_RS01905	0.8109445854203117	0	1
gene-AUO97_RS14540	6	0	0	0	0	0	host	gene-AUO97_RS14540	2.23606797749979	0	1
gene-AUO97_RS11500	48	21	9	8	3	2	host	gene-AUO97_RS11500	1.0504138033718966	0	1
gene-AUO97_RS01930	394	346	104	130	68	47	host	hda	0.7522477303189162	0	1
gene-AUO97_RS05560	399	314	104	101	63	47	host	gene-AUO97_RS05560	0.7861751915545117	0	1
gene-AUO97_RS06350	36	27	10	15	2	4	host	gene-AUO97_RS06350	0.7805930352274102	0	1
gene-AUO97_RS07740	0	0	0	0	0	0	host	gene-AUO97_RS07740	0.0	0	1
gene-AUO97_RS11840	701	537	219	255	207	132	host	mqo	0.59944439335296	0	1
gene-AUO97_RS04095	552	367	184	197	82	59	host	gene-AUO97_RS04095	0.7134991159495337	0	1
gene-AUO97_RS08410	0	0	0	0	0	0	host	gene-AUO97_RS08410	0.0	0	1
gene-AUO97_RS11835	5	3	1	0	1	0	host	gene-AUO97_RS11835	1.0770329614269005	0	1
gene-AUO97_RS06180	29	29	9	10	5	5	host	gene-AUO97_RS06180	0.7186436336708316	0	1
gene-AUO97_RS00850	39	18	6	11	5	5	host	basB	0.8630747123996123	0	1
gene-AUO97_RS15545	13	6	4	7	6	2	host	gene-AUO97_RS15545	0.5367388961676616	0	1
gene-AUO97_RS11550	42	37	16	36	17	11	host	gene-AUO97_RS11550	0.4573931530962694	0	1
gene-AUO97_RS18140	138	129	40	44	17	12	host	gene-AUO97_RS18140	0.8047814176494793	0	1
gene-AUO97_RS14195	363	257	69	84	61	16	host	gene-AUO97_RS14195	0.8797388728645937	0	1
gene-AUO97_RS02730	19	15	13	7	1	4	host	gene-AUO97_RS02730	0.6442907731779054	0	1
gene-AUO97_RS08165	0	0	0	0	0	0	host	gene-AUO97_RS08165	0.0	0	1
gene-AUO97_RS09095	315	262	190	245	56	47	host	gene-AUO97_RS09095	0.547606162308984	0	1
gene-AUO97_RS04935	286	224	76	103	43	27	host	gene-AUO97_RS04935	0.7563190584860383	0	1
gene-AUO97_RS11090	34	26	25	47	15	12	host	gene-AUO97_RS11090	0.44155243568473207	0	1
gene-AUO97_RS15945	82	57	20	23	7	7	host	gene-AUO97_RS15945	0.8473689588582325	0	1
gene-AUO97_RS02590	80	78	39	41	13	9	host	gene-AUO97_RS02590	0.6437684908586977	0	1
gene-AUO97_RS01455	404	450	423	529	126	97	host	gene-AUO97_RS01455	0.48834432954574886	0	1
gene-AUO97_RS10775	8	10	4	5	1	1	host	gene-AUO97_RS10775	0.6905167032586479	0	1
gene-AUO97_RS09430	455	408	101	122	57	48	host	gene-AUO97_RS09430	0.8422632947576095	0	1
gene-AUO97_RS01485	190	102	40	46	25	20	host	gene-AUO97_RS01485	0.8475795500565284	0	1
gene-M172_gp54	340	453	2552	4839	26927	25048	phage	gene-M172_gp54	1.1368199101786851	0	0
gene-AUO97_RS10805	28	25	12	18	2	2	host	gene-AUO97_RS10805	0.7030312038332427	0	1
gene-AUO97_RS16300	24	31	18	9	10	5	host	gene-AUO97_RS16300	0.5640032728490693	0	1
gene-AUO97_RS17215	76	51	19	29	3	5	host	gene-AUO97_RS17215	0.8498805054831453	0	1
gene-AUO97_RS03830	0	0	0	0	0	0	host	gene-AUO97_RS03830	0.0	0	1
gene-AUO97_RS16590	163	123	29	37	13	16	host	gene-AUO97_RS16590	0.9123783927380841	0	1
gene-AUO97_RS18520	123	73	26	45	14	9	host	gene-AUO97_RS18520	0.8197618632780721	0	1
gene-AUO97_RS18210	0	0	0	0	0	0	host	gene-AUO97_RS18210	0.0	0	1
gene-AUO97_RS03015	130	86	30	37	30	21	host	elsL	0.7077530211780784	0	1
gene-AUO97_RS00860	16	10	7	8	1	3	host	bauF	0.6475023237481541	0	1
gene-AUO97_RS18465	3610	3033	1283	1524	779	591	host	gene-AUO97_RS18465	0.6259016954550223	0	1
gene-AUO97_RS17120	20	9	2	9	3	1	host	feaR	0.8860722131644513	0	1
gene-AUO97_RS03005	1391	1184	482	600	187	155	host	gene-AUO97_RS03005	0.7044633885562234	0	1
gene-AUO97_RS06960	60	35	11	15	10	7	host	gene-AUO97_RS06960	0.8222642291306831	0	1
gene-AUO97_RS18145	1	1	4	10	1	2	host	gene-AUO97_RS18145	1.0219204125761896	0	1
gene-AUO97_RS02440	58	42	19	18	5	6	host	gene-AUO97_RS02440	0.7803980928638329	0	1
gene-AUO97_RS13330	9370	6839	2976	3438	2096	1565	host	clpB	0.6385347995895383	0	1
gene-AUO97_RS00995	1670	1283	460	610	319	238	host	efp	0.693421869797838	0	1
gene-AUO97_RS00425	15	6	1	4	0	1	host	hisQ	1.138550085106622	0	1
gene-AUO97_RS15830	172	121	39	43	13	19	host	gene-AUO97_RS15830	0.862057791006802	0	1
gene-AUO97_RS05645	648	427	150	191	114	68	host	pdxH	0.7713638575996992	0	1
gene-AUO97_RS10365	383	297	91	117	69	43	host	gene-AUO97_RS10365	0.7621469674544405	0	1
gene-AUO97_RS01185	39	52	11	16	1	1	host	fabR	0.9582971007643367	0	1
gene-AUO97_RS02725	15	16	4	7	6	4	host	gene-AUO97_RS02725	0.5717718748968657	0	1
