Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-AUO97_RS08900	125	77	26	34	20	25	host	gene-AUO97_RS08900	0.7443335297612408	0	1
gene-AUO97_RS17930	4	0	2	2	0	1	host	gene-AUO97_RS17930	0.9229582069908973	0	1
gene-AUO97_RS06140	73	45	14	7	13	5	host	gene-AUO97_RS06140	0.9470761443804258	0	1
gene-AUO97_RS00895	0	0	0	0	0	0	host	gene-AUO97_RS00895	0.0	0	1
gene-AUO97_RS01310	61	37	12	21	4	9	host	gene-AUO97_RS01310	0.8186201126828542	0	1
gene-AUO97_RS15195	6992	4553	1432	1630	1170	857	host	putA	0.8107720789877627	0	1
gene-AUO97_RS07895	245	165	71	101	34	22	host	gene-AUO97_RS07895	0.7314024464170304	0	1
gene-AUO97_RS05470	25	16	7	6	6	6	host	gene-AUO97_RS05470	0.6555547773570889	0	1
gene-AUO97_RS05500	74	58	21	38	6	2	host	tenA	0.794367307170649	0	1
gene-AUO97_RS07940	0	0	0	0	0	0	host	gene-AUO97_RS07940	0.0	0	1
gene-AUO97_RS07700	624	567	258	283	127	101	host	hutU	0.616796009864085	0	1
gene-AUO97_RS18440	54	53	10	13	12	5	host	gene-AUO97_RS18440	0.8433453808185882	0	1
gene-AUO97_RS03870	373	288	80	80	24	15	host	gene-AUO97_RS03870	0.9549365066573223	0	1
gene-AUO97_RS13930	9	6	0	6	2	0	host	gene-AUO97_RS13930	0.8835826709957205	0	1
gene-AUO97_RS18795	261	195	107	122	46	35	host	coq7	0.6235837528521456	0	1
gene-AUO97_RS16225	210	123	42	48	21	15	host	prmB	0.9064254377510761	0	1
gene-AUO97_RS17555	295	226	76	86	52	38	host	map	0.7487571197004299	0	1
gene-AUO97_RS10290	260	209	45	51	35	22	host	gene-AUO97_RS10290	0.9077723392040704	0	1
gene-AUO97_RS04490	308	260	82	88	36	40	host	gene-AUO97_RS04490	0.7927136808118876	0	1
gene-AUO97_RS11065	31	26	13	6	5	3	host	gene-AUO97_RS11065	0.7715167498104595	0	1
gene-AUO97_RS00795	31	28	7	16	2	0	host	barA	0.8640593957916217	0	1
gene-AUO97_RS13855	0	0	0	0	0	0	host	gene-AUO97_RS13855	0.0	0	1
gene-AUO97_RS11825	38	20	19	5	11	9	host	gene-AUO97_RS11825	0.6344584191122916	0	1
gene-AUO97_RS08160	0	0	0	0	0	0	host	gene-AUO97_RS08160	0.0	0	1
gene-AUO97_RS00040	562	402	83	100	67	44	host	gene-AUO97_RS00040	0.9479171456442177	0	1
gene-AUO97_RS19420	1	4	1	1	0	0	host	gene-AUO97_RS19420	1.1517511068997928	0	1
gene-AUO97_RS03940	278	194	61	64	39	17	host	hflX	0.8674678861637036	0	1
gene-AUO97_RS14340	0	0	0	0	0	0	host	gene-AUO97_RS14340	0.0	0	1
gene-AUO97_RS12725	4	3	0	3	0	1	host	gene-AUO97_RS12725	0.8576346483687822	0	1
gene-AUO97_RS03925	248	202	80	83	71	44	host	gene-AUO97_RS03925	0.6226331830753852	0	1
gene-AUO97_RS16960	0	0	0	0	0	0	host	gene-AUO97_RS16960	0.0	0	1
gene-AUO97_RS00525	10	14	5	12	1	1	host	gene-AUO97_RS00525	0.7179232111829363	0	1
gene-AUO97_RS19480	0	0	0	0	0	0	host	gene-AUO97_RS19480	0.0	0	1
gene-M172_gp07	129056	152714	128202	157378	65635	48281	phage	gene-M172_gp07	0.36782686472037357	0	0
gene-AUO97_RS11330	57	62	29	26	13	8	host	gene-AUO97_RS11330	0.6287647951761135	0	1
gene-AUO97_RS07470	98	91	42	61	29	21	host	gene-AUO97_RS07470	0.5143872414079883	0	1
gene-AUO97_RS00275	2	1	1	0	0	0	host	rtcA	1.1180339887498951	0	1
gene-AUO97_RS19530	242	179	98	114	51	52	host	gene-AUO97_RS19530	0.5591556746788141	0	1
gene-AUO97_RS15855	114	114	25	29	15	21	host	fdx	0.8177310021826854	0	1
gene-AUO97_RS00635	9629	7413	2971	3671	1733	1323	host	gene-AUO97_RS00635	0.6827761034727196	0	1
gene-AUO97_RS17880	268	181	59	78	30	31	host	moaCB	0.8141296325620128	0	1
gene-AUO97_RS11975	72	53	18	16	8	8	host	gene-AUO97_RS11975	0.8394556059052284	0	1
gene-AUO97_RS14150	26	12	13	11	4	6	host	gene-AUO97_RS14150	0.5872881808851659	0	1
gene-AUO97_RS14600	30	20	10	19	8	4	host	gene-AUO97_RS14600	0.5778381022037322	0	1
gene-AUO97_RS16930	0	0	0	0	0	0	host	gene-AUO97_RS16930	0.0	0	1
gene-AUO97_RS10060	43	35	9	11	8	6	host	gene-AUO97_RS10060	0.7840892285750053	0	1
gene-AUO97_RS13110	0	0	0	0	0	0	host	gene-AUO97_RS13110	0.0	0	1
gene-AUO97_RS05435	95	74	53	57	35	23	host	gene-AUO97_RS05435	0.4228772961309879	0	1
gene-AUO97_RS12000	12	15	9	9	2	1	host	gene-AUO97_RS12000	0.6291528696058958	0	1
gene-AUO97_RS14075	67	55	18	20	8	9	host	gene-AUO97_RS14075	0.7781242530926417	0	1
gene-AUO97_RS16700	0	0	0	0	0	0	host	gene-AUO97_RS16700	0.0	0	1
gene-AUO97_RS02895	875	732	209	244	136	113	host	gatA	0.7848462437402717	0	1
gene-AUO97_RS17435	1446	1146	391	553	260	199	host	gene-AUO97_RS17435	0.7018013292191436	0	1
gene-AUO97_RS17590	184	141	39	50	26	19	host	pfkB	0.8212351761852811	0	1
gene-AUO97_RS05465	332	297	88	120	76	48	host	gene-AUO97_RS05465	0.6968183578612208	0	1
gene-AUO97_RS08620	101	94	32	60	14	15	host	gene-AUO97_RS08620	0.6685833420799847	0	1
gene-AUO97_RS17050	138	118	35	40	14	7	host	gene-AUO97_RS17050	0.8632063821963222	0	1
gene-AUO97_RS02660	20228	15753	8131	9564	6437	4645	host	adeJ	0.5060538855107626	0	1
gene-AUO97_RS04190	9	4	4	5	3	0	host	gene-AUO97_RS04190	0.6412487816752558	0	1
gene-AUO97_RS07060	28	23	2	12	7	1	host	gene-AUO97_RS07060	0.8374110529083795	0	1
gene-AUO97_RS09540	288	191	54	73	24	35	host	infA	0.8698452014182967	0	1
gene-AUO97_RS14015	24	17	7	8	2	2	host	gene-AUO97_RS14015	0.8020806277010643	0	1
gene-AUO97_RS15625	21	17	16	17	16	3	host	gene-AUO97_RS15625	0.37515428924742517	0	1
gene-AUO97_RS04140	166	138	33	51	17	13	host	gene-AUO97_RS04140	0.8617887697703517	0	1
gene-AUO97_RS07280	2581	2062	1341	1668	554	462	host	gene-AUO97_RS07280	0.5280652390099788	0	1
gene-AUO97_RS08340	0	0	0	0	0	0	host	gene-AUO97_RS08340	0.0	0	1
gene-AUO97_RS14765	41	40	20	29	11	16	host	gene-AUO97_RS14765	0.4387513401094146	0	1
gene-AUO97_RS03430	89	63	29	28	13	8	host	gene-AUO97_RS03430	0.7478766413650267	0	1
gene-AUO97_RS04420	211	192	44	39	28	26	host	gene-AUO97_RS04420	0.8807731358712231	0	1
gene-AUO97_RS02360	9	12	5	12	3	3	host	gene-AUO97_RS02360	0.5261744046722829	0	1
gene-AUO97_RS09565	46	42	23	30	14	13	host	gene-AUO97_RS09565	0.4541007410181107	0	1
gene-AUO97_RS14930	10	9	4	5	4	0	host	gene-AUO97_RS14930	0.6281172263200557	0	1
