Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b1783	6466	9569	4854	4885	1102	1847	558	1174	664	473	1300	1384	host	yeaG
gene-b1217	442	580	420	275	181	275	95	158	74	25	82	105	host	chaB
gene-b2913	33906	49714	20459	19255	4332	6476	4920	8048	10646	7350	8934	10588	host	serA
gene-b0334	48	84	87	41	13	31	22	30	38	23	11	43	host	prpD
gene-b2054	13	26	22	8	7	11	6	6	9	2	5	5	host	wcaF
gene-b3462	5809	6065	5713	4870	2711	3927	2036	3535	1679	1088	826	980	host	ftsX
gene-b0586	25837	38813	28266	30291	7486	11820	480	840	263	168	111	185	host	entF
gene-b4167	3573	3983	3373	2965	1279	2005	868	1595	985	560	694	715	host	nnr
gene-b0029	5658	5824	6648	5574	3328	5105	2005	3369	1673	1223	881	915	host	ispH
gene-b4437	1280	1804	791	656	615	347	663	550	337	270	305	298	host	sibB
gene-b3502	279	344	273	183	96	146	105	125	118	63	62	86	host	arsB
gene-b4611	4100	4966	3619	2452	1698	1530	1827	2267	1224	964	846	988	host	sibE
gene-b0440	16025	18089	14639	11732	8493	8832	5711	11397	6153	4282	3562	3728	host	hupB
gene-b3200	3348	4686	4831	3250	2006	3260	1404	2803	1251	795	754	867	host	lptA
gene-b4321	79	132	156	101	61	70	46	75	63	41	24	69	host	gntP
gene-b3632	2187	3173	3505	1646	1668	2184	1016	1890	672	436	345	431	host	waaQ
gene-b2448	44	67	42	21	14	12	3	22	19	8	12	33	host	yffQ
gene-b4791	20	17	17	11	5	7	14	20	16	5	4	8	host	yriA
gene-b0633	2149	2467	1690	1529	1002	1269	998	1519	866	597	444	449	host	rlpA
gene-b0616	86	108	63	39	21	35	21	27	39	24	28	40	host	citE
gene-b3388	8014	9312	10457	8416	4328	6965	3320	6178	2586	1746	1248	1358	host	damX
gene-b0623	70346	88951	71149	59901	53012	45751	35335	71736	30071	20424	14617	16283	host	cspE
gene-b2086	1311	1738	1188	1085	490	688	225	458	221	150	222	254	host	yegS
gene-b3067	11405	15747	20639	12309	15883	22511	8833	18016	4153	2873	1819	2009	host	rpoD
gene-b2153	1379	1634	1173	1052	650	861	427	1000	388	325	313	324	host	folE
gene-b0770	25	69	54	19	19	17	11	20	21	9	8	20	host	ybhI
gene-b0288	181	192	187	159	61	85	58	87	75	52	51	74	host	ykgJ
gene-b1600	109	129	152	137	76	96	65	104	37	31	23	27	host	mdtJ
gene-b0787	108	145	153	98	69	68	42	77	23	24	25	31	host	ybhM
gene-b1658	4526	4653	2523	2101	1179	1422	1446	2859	932	630	483	482	host	purR
gene-b4604	5	8	7	4	0	0	2	3	4	0	5	4	host	yojO
gene-b4763	5138	6660	4201	3206	2140	2608	2369	3460	2300	1800	1691	1805	host	sroC
gene-b2470	471	631	540	405	176	310	187	292	173	92	97	143	host	acrD
gene-b0979	813	793	681	636	290	407	167	286	158	100	81	123	host	appB
gene-b3919	16433	22209	16971	13978	7790	10931	4902	9660	4937	3242	3182	3349	host	tpiA
gene-b0957	43515	45482	27391	26496	23147	21202	10681	32313	10554	8115	7320	6290	host	ompA
gene-b2528	11818	13247	9932	7679	4520	5433	1877	3512	1804	996	1467	1350	host	iscA
gene-b4084	193	279	177	129	79	123	84	113	89	56	48	51	host	alsK
gene-b3094	1408	1853	1283	1004	549	739	519	892	594	406	311	392	host	exuR
gene-b4572	67	109	117	53	30	45	39	36	49	28	26	42	host	ylbE
gene-b0775	6758	8318	4564	4494	1668	2372	1493	2634	2513	1968	2153	2314	host	bioB
gene-b0905	4087	3849	5018	3809	3032	4044	2438	5274	1404	1018	513	549	host	ycaO
gene-b2839	253	307	279	225	101	167	86	140	93	63	55	84	host	lysR
gene-b2791	389	418	683	467	449	536	156	327	99	68	47	73	host	truC
gene-b4129	977	1453	958	635	374	569	250	494	271	198	220	239	host	lysU
gene-b2723	78	132	120	53	30	42	35	27	42	19	21	53	host	hycC
gene-b2225	113	129	144	88	42	70	60	78	47	44	18	43	host	yfaP
gene-b4673	12	20	17	19	6	7	1	7	5	1	1	1	host	ymjD
gene-b1530	215	325	452	257	222	259	171	319	224	139	101	113	host	marR
gene-b0306	62	82	67	29	28	36	22	29	21	14	19	39	host	ykgE
gene-b0741	15617	19025	16881	12576	9735	12204	6959	13400	6167	4087	2892	2918	host	pal
gene-b2508	14805	14896	10414	8135	4181	5393	6986	12157	7245	4462	2614	2544	host	guaB
gene-b0644	254	374	208	192	56	85	35	69	60	32	72	97	host	ybeQ
gene-b0800	2138	2218	1536	1365	579	859	399	778	663	439	513	510	host	ybiB
gene-b2076	496	675	615	526	278	440	219	414	196	116	75	93	host	mdtC
gene-b1754	473	502	435	335	121	204	90	182	120	52	84	104	host	ynjB
gene-b4081	120	212	155	66	34	56	45	70	83	37	43	74	host	mdtO
gene-b1485	471	682	320	359	72	146	61	91	59	38	46	60	host	ddpC
gene-b1636	4328	5043	4246	3545	1997	2776	1893	3265	1665	1148	780	781	host	pdxY
gene-b3077	13	20	17	11	8	12	7	12	7	2	8	14	host	ebgC
gene-b3199	2210	3062	2958	2077	1252	1936	890	1715	757	528	472	537	host	lptC
gene-b3161	64818	58898	3606	3178	810	887	422	604	239	153	114	140	host	mtr
gene-b2024	4380	4111	3795	3489	1876	3072	1186	2256	656	473	436	434	host	hisA
gene-b3333	121	229	163	122	63	84	45	86	62	45	33	75	host	gspL
gene-b2305	374	451	500	413	187	265	131	240	105	70	70	94	host	rpnB
gene-b3052	9223	9690	8720	7175	4698	6366	3713	6812	4216	2660	1831	1829	host	hldE
gene-b4770	469	557	512	372	221	297	112	246	156	85	102	116	host	yljB
gene-b1461	294	392	246	216	110	162	81	115	93	48	50	54	host	pptA
gene-b0563	15	17	14	3	9	3	5	6	7	4	5	5	host	tfaX
gene-b1591	1374	1424	1235	1095	543	764	421	797	364	250	169	166	host	dmsD
gene-b3818	15	19	27	14	13	18	7	17	11	2	1	4	host	yigG
gene-b1626	780	844	1262	1054	516	872	286	544	208	140	91	114	host	ydgK
gene-b4073	79	128	128	74	29	51	43	33	39	27	28	61	host	nrfD
gene-b3279	3924	4680	3273	2777	1136	1579	839	1414	970	686	813	936	host	yrdA
gene-b3256	24878	32278	30582	23894	16875	23578	12872	25905	11992	7789	4252	4409	host	accC
gene-b4459	1069	1588	864	906	411	678	361	506	203	197	285	275	host	ryjA
gene-b4370	78614	116350	124371	72148	68612	75413	231325	49196	62502	54599	37356	29110	host	leuQ
gene-b1041	10	24	28	4	8	11	3	3	8	5	3	10	host	csgB
gene-b2245	268	323	237	183	94	140	58	119	72	47	45	75	host	yfaU
gene-b2766	170	214	269	217	186	197	129	201	145	86	62	85	host	ygcN
gene-b0768	106	118	99	68	22	45	22	46	34	15	19	31	host	ybhD
gene-b2410	478	467	628	487	320	496	196	357	157	99	66	121	host	yfeH
gene-b4032	75	90	96	49	27	60	28	41	49	29	16	40	host	malG
gene-b1612	4252	4649	3323	2477	1538	1990	1265	2422	1958	1444	1342	1468	host	fumA
gene-b1027	24	35	43	23	15	16	11	19	12	5	10	13	host	insE4
gene-b1816	1295	1292	944	862	420	566	364	625	394	231	181	214	host	yoaE
gene-b3572	3667	4203	2859	2688	1291	1875	987	1891	918	649	510	556	host	avtA
gene-b1117	3554	3676	3239	2812	1724	2411	1436	2529	860	556	418	461	host	lolD
gene-b1179	1078	1585	949	764	524	581	353	703	407	254	252	243	host	ycgL
gene-b3953	73	88	63	33	19	29	11	28	24	19	20	26	host	frwD
gene-b3672	1572	1829	653	685	512	535	507	1053	324	257	298	409	host	ivbL
gene-b3118	4	27	25	6	4	12	5	6	9	4	4	27	host	tdcA
gene-b3808	1596	1727	1472	1124	850	924	576	1057	593	340	360	321	host	yzcX
gene-b1744	1583	2136	904	944	355	643	111	196	62	45	101	114	host	astE
gene-b3371	71	124	105	56	32	57	36	47	42	18	20	46	host	frlB
gene-b0445	165	228	159	112	59	76	56	83	78	40	51	60	host	ybaE
gene-b2224	67	86	77	44	28	32	24	36	33	17	26	34	host	atoB
gene-b3059	789	921	641	616	364	488	365	534	358	231	197	219	host	plsY
gene-b3516	5595	8128	4851	2838	1076	1366	697	1231	1024	661	1527	1797	host	gadX
gene-b4127	992	1416	944	566	302	405	129	248	147	100	278	298	host	yjdJ
gene-b1949	17	32	31	9	4	23	6	22	10	4	13	12	host	fliQ
gene-b0234	40	64	57	34	18	37	17	30	17	16	10	26	host	yafP
gene-b1896	3291	4878	3254	2355	927	1493	477	921	511	336	790	866	host	otsA
gene-b2392	3418	4453	2370	2296	493	598	313	564	390	290	408	495	host	mntH
gene-b4196	117	145	150	92	55	71	48	65	36	44	29	37	host	ulaD
gene-b1473	96	148	68	43	39	46	18	37	38	18	19	30	host	yddG
gene-b4662	409	407	297	282	208	182	186	322	244	158	157	193	host	sgrT
gene-b2307	1108	1319	1078	920	338	554	286	531	280	164	165	186	host	hisM
gene-b1229	623	777	939	869	721	753	601	893	381	339	235	325	host	tpr
gene-b3990	6644	7908	7577	6564	3357	5955	1761	2946	403	283	119	147	host	thiH
gene-b2696	12138	13536	10833	9512	5777	6877	4103	7925	3817	2449	2567	2691	host	csrA
gene-b4709	101	173	244	192	112	159	68	128	37	35	24	48	host	insA9
gene-b2729	628	661	557	390	233	297	144	260	191	113	148	173	host	hypD
gene-b1376	313	424	269	207	107	153	66	147	106	52	87	81	host	uspF
gene-b1644	108	152	155	133	78	104	57	111	48	34	17	40	host	ydhJ
gene-b1127	4535	6006	3837	3197	1486	2052	689	1378	869	536	844	868	host	pepT
gene-b2135	67	97	46	42	11	15	11	12	23	8	11	22	host	yohC
gene-b2988	8689	9433	7243	6001	2981	4308	2152	3651	2839	1895	1853	1995	host	gss
gene-b2128	1383	1423	1243	1135	667	815	407	762	316	201	222	252	host	yehW
gene-b0737	3211	3795	4241	3245	2172	3044	1527	2908	1097	716	444	470	host	tolQ
gene-b2192	1052	1491	1133	768	478	672	496	823	478	347	237	330	host	insH8
gene-b2033	1267	1816	2176	745	1011	977	827	1297	646	425	279	305	host	wbbJ
gene-b2130	1477	1578	1386	1371	453	712	205	355	169	88	202	220	host	yehY
gene-b2367	57	68	64	43	27	44	27	46	30	14	8	23	host	emrY
gene-b3880	188	249	156	110	66	88	58	85	72	35	43	90	host	yihS
gene-b1777	1330	1543	1220	552	606	789	613	1223	894	549	695	667	host	yeaC
gene-b2547	81	142	138	75	47	73	34	55	58	31	31	48	host	yphE
gene-b2695	213460	232686	191474	154057	129659	142718	258636	150769	87623	71623	47344	37248	host	serV
gene-b1916	834	995	567	426	214	268	150	254	177	125	113	142	host	sdiA
gene-b0140	15	22	28	17	3	16	10	11	8	6	4	13	host	yadV
gene-b0742	9944	12388	10510	7381	6055	7777	4935	9799	3968	2497	1856	1757	host	cpoB
gene-b3472	5801	7229	6979	5557	3146	4346	1885	3245	2701	1730	1565	1590	host	dcrB
gene-b2460	37	55	68	32	22	42	11	26	15	17	12	17	host	eutQ
gene-b0665	15200	16827	19829	16983	12125	15763	12518	13901	9438	6200	5342	5472	host	glnV
gene-b1710	3525	4093	3076	2792	1500	2059	967	1817	809	562	573	615	host	btuE
gene-b4385	1174	1284	633	621	376	400	226	429	275	168	265	266	host	hipH
gene-b2793	885	1122	783	512	396	507	342	610	356	215	231	226	host	syd
gene-b0927	5709	7074	5147	4556	2346	3225	1754	3456	1801	1285	1002	1037	host	gloC
gene-b3379	92	139	136	90	39	69	35	64	52	23	23	61	host	php
gene-b3188	356	441	463	351	189	257	169	316	150	107	84	99	host	sfsB
gene-b4699	1028	839	278	275	147	151	170	133	72	60	35	44	host	fnrS
gene-b0151	3144	3291	3259	2817	654	760	116	186	122	77	80	84	host	fhuC
gene-b4011	52	78	85	61	52	63	31	42	31	13	16	17	host	yjaA
gene-b2463	11762	13614	9931	9555	4568	6736	3234	6282	3673	2494	2513	2557	host	maeB
gene-b4231	111	169	172	96	39	84	52	72	63	40	24	62	host	yjfF
gene-b0075	7161	8589	1855	2128	858	910	985	1452	1298	1081	1503	2040	host	leuL
gene-b1745	2963	3882	1672	2049	644	1175	225	366	141	102	217	248	host	astB
gene-b2597	2209	3135	1203	1075	400	537	295	561	584	465	916	1013	host	raiA
gene-b2416	19388	29316	21804	15344	11187	15421	7753	17463	6846	4741	4634	4850	host	ptsI
gene-b3789	6555	6352	6353	5364	3430	4915	2724	4626	1800	1137	889	957	host	rffH
gene-b0258	614	811	791	687	322	450	175	385	216	125	137	151	host	ykfC
gene-b3102	784	1004	883	750	279	476	154	305	139	92	144	189	host	yqjG
gene-b3670	272	258	336	315	188	265	104	209	54	27	39	37	host	ilvN
gene-b0056	531	786	975	547	511	696	334	635	192	143	119	150	host	yabP
gene-b2324	1611	1718	1315	1176	554	764	479	1462	573	355	302	327	host	mnmC
gene-b3041	4518	4728	6008	5154	3154	3972	2108	3928	1579	1071	1010	1097	host	ribB
gene-b3712	926	1256	733	702	322	490	223	372	291	188	194	208	host	yieE
gene-b1310	9	40	36	10	5	16	9	13	17	10	6	22	host	ycjN
gene-b3477	80	132	160	86	63	76	52	78	43	22	27	53	host	nikB
gene-b3351	1160	1364	759	704	298	396	270	515	482	297	298	320	host	kefG
gene-b3184	8510	8985	18294	13714	12816	16908	6188	12550	1928	1308	726	775	host	yhbE
gene-b3563	24	33	33	21	7	13	10	15	18	3	5	8	host	yiaB
gene-b2814	7582	8128	12082	10648	6883	9237	9979	6841	2809	2316	1072	1408	host	metZ
gene-b3511	3360	3613	2964	2908	1088	1553	446	844	382	235	476	611	host	hdeD
gene-b1358	14	38	24	17	2	10	4	19	9	4	5	11	host	ydaT
gene-b2317	2593	2691	2665	2240	1442	2009	811	1695	698	492	423	498	host	dedA
gene-b1730	574	475	254	192	31	60	104	230	375	221	86	96	host	ydjO
gene-b3290	3276	3579	2926	2513	1672	2404	1240	2473	779	536	500	502	host	trkA
gene-b2256	384	462	465	391	221	313	112	210	67	59	68	61	host	arnD
gene-b2964	356	397	401	275	143	225	129	215	148	94	79	112	host	nupG
gene-b0987	50	64	102	81	51	86	38	46	27	16	11	22	host	gfcA
gene-b1712	19328	23476	18265	15402	10082	12970	7451	14982	8597	5572	5421	5733	host	ihfA
gene-b1713	30487	31727	31537	25439	18208	26140	15415	31221	11001	7528	4494	4726	host	pheT
gene-b0337	10463	11256	6340	4997	1445	1776	3932	5448	14043	8551	4272	4067	host	codA
gene-b1611	2004	2406	1530	1027	661	851	660	969	1376	828	1009	901	host	fumC
gene-b4482	200	237	225	169	102	147	57	121	69	36	29	71	host	yigE
gene-b0367	44	81	78	45	19	32	13	19	52	26	11	47	host	tauC
gene-b0661	6170	6153	7391	5698	3896	5592	2855	5127	3084	1862	1080	1065	host	miaB
gene-b3384	18679	21931	16192	13963	7748	10669	5621	10536	7285	4611	3556	3464	host	trpS
gene-b4730	3	0	4	2	1	0	2	1	2	1	0	2	host	yahV
gene-b3533	739	966	1168	976	371	515	206	370	235	143	171	216	host	bcsA
gene-b4755	105	143	84	59	30	48	10	31	12	21	22	29	host	yqhI
gene-b3547	109	126	117	69	34	25	15	39	38	8	15	53	host	yhjX
gene-b4014	34323	51220	27391	26154	6455	11771	4400	7621	7722	5265	7234	8577	host	aceB
gene-b0645	7	12	28	2	11	11	5	15	12	6	5	16	host	ybeR
gene-b1320	316	389	294	225	140	217	145	229	125	99	72	95	host	ycjW
gene-b4203	9095	9183	9886	7314	8788	8231	4544	13835	2761	2001	1703	1539	host	rplI
gene-b0070	398	472	380	323	217	237	121	240	161	82	74	107	host	setA
gene-b3212	85264	92472	74633	62547	25210	36680	9626	14575	20978	13659	19149	20589	host	gltB
gene-b1549	15	18	18	11	12	8	5	11	8	2	4	10	host	ydfO
gene-b1780	388	527	375	311	199	224	92	202	125	75	111	137	host	yeaD
gene-b0015	2929	3735	4145	3058	1965	3269	1122	1691	1252	736	877	965	host	dnaJ
gene-b4180	3282	3719	3857	3241	2436	3458	1743	3188	1064	660	495	520	host	rlmB
gene-b3930	1079	1223	1556	1274	895	1301	430	794	308	171	134	170	host	menA
gene-b4072	65	70	103	46	24	29	20	19	37	17	19	31	host	nrfC
gene-b2830	2789	3385	2636	2101	1367	1565	1028	1996	1117	696	659	677	host	rppH
gene-b0559	33	36	33	12	21	16	11	26	18	10	9	17	host	ybcW
gene-b3717	261	278	197	149	117	108	84	154	103	62	67	62	host	cbrC
gene-b4021	136	157	171	129	60	114	60	95	69	29	32	50	host	pepE
gene-b1751	13	13	23	4	6	9	7	2	8	1	5	23	host	ydjY
gene-b2231	24351	27822	24463	20287	14023	17913	9267	18595	9362	6138	4544	4106	host	gyrA
gene-b0639	195	251	190	178	114	115	56	141	72	41	39	54	host	nadD
gene-b3895	1332	1410	1236	896	580	702	375	699	350	230	249	292	host	fdhD
gene-b3903	21	99	71	17	11	20	23	20	34	15	12	56	host	rhaA
gene-b0312	2812	3377	2657	2270	971	1401	847	1394	1661	1055	766	816	host	betB
gene-b2691	10988	10644	17093	13041	10676	12782	6046	9781	4598	2237	1495	1534	host	argQ
gene-b4057	1053	1336	864	676	283	466	203	400	238	165	275	308	host	yjbR
gene-b2671	224	285	223	147	69	108	45	92	86	34	49	69	host	ygaC
gene-b1381	1179	1433	903	742	472	579	391	610	386	198	239	255	host	ydbH
gene-b4217	4086	4865	4100	3257	2270	2518	1540	2717	1657	1053	1470	1538	host	ytfK
gene-b0580	453	417	351	321	232	221	170	279	129	67	82	77	host	ybdJ
gene-b1375	15	13	29	10	16	10	11	9	5	2	6	7	host	ynaE
gene-b0911	189340	243486	287482	195638	164410	230801	155695	297613	146762	97856	42161	42400	host	rpsA
gene-b0569	260	313	300	222	142	152	106	182	138	70	92	119	host	nfrB
gene-T7p48	5	3	32	12	8	35	4298	9899	70735	48004	49615	56939	phage	gene-T7p48
gene-b3720	50	80	90	32	15	28	21	34	34	23	15	60	host	bglH
gene-b0450	3006	4616	775	1089	97	202	96	205	147	126	368	394	host	glnK
gene-b1002	1176	1709	1197	1053	548	824	306	658	284	188	238	223	host	agp
gene-b0286	49	87	84	56	21	48	28	48	24	10	23	34	host	paoA
gene-b1967	691	960	634	530	197	328	99	178	86	58	105	153	host	hchA
gene-b1523	386	390	373	270	162	225	159	249	124	64	62	74	host	yneG
gene-b3006	26233	31392	21767	18465	2258	2643	136	187	251	130	338	329	host	exbB
gene-b4202	3553	3563	4229	3057	3959	3700	1456	5451	823	707	569	562	host	rpsR
gene-b0792	200	250	160	159	79	110	49	102	87	43	45	59	host	ybhR
gene-b4605	8	8	10	3	1	2	1	2	2	1	1	3	host	ypaB
gene-b0467	864	969	715	624	322	453	287	518	405	261	206	247	host	priC
gene-b2860	253	255	206	172	78	91	71	120	78	55	73	69	host	insD4
gene-b0318	106	147	106	83	27	51	38	30	46	18	32	55	host	yahD
gene-b0358	94	116	85	53	23	38	24	46	44	27	22	27	host	yaiO
gene-b0423	2106	2063	2362	1850	1655	1998	1051	2214	683	471	299	303	host	thiI
gene-b1457	33	35	32	20	10	13	6	24	18	5	9	5	host	ydcD
gene-b2545	320	386	339	239	141	209	125	188	129	69	74	106	host	yphC
gene-b4363	10	37	19	11	7	6	17	8	17	6	8	9	host	yjjB
gene-b1073	18	47	26	27	23	19	12	22	21	11	7	16	host	flgB
gene-b0227	81	132	81	65	30	48	30	44	36	21	24	52	host	yafL
gene-b0195	616	677	767	664	373	568	179	482	185	149	109	123	host	trmO
gene-b3137	29	59	48	23	9	4	15	18	21	8	13	30	host	kbaY
gene-b0630	710	783	613	484	288	392	231	488	313	222	141	166	host	lipB
gene-b2992	436	435	401	315	186	199	123	229	151	110	97	101	host	hybE
gene-b3888	4690	5645	3910	3582	1135	1641	767	1318	1060	697	923	973	host	fabY
gene-b3877	56	138	97	50	26	55	33	37	29	23	14	37	host	yihP
gene-b4620	47	65	73	63	26	48	7	25	15	7	15	15	host	yjbT
gene-b0745	30603	32888	54395	42292	31410	39028	21023	33629	12615	7187	4765	4859	host	lysW
gene-b4411	7190	8524	6229	6141	3651	4001	2078	3748	1549	932	1323	1560	host	ecnB
gene-b0487	1451	1793	1369	1239	509	674	337	622	415	277	337	398	host	cueR
gene-b0131	8751	9106	6925	6067	3411	4222	2462	4191	2298	1479	1031	1093	host	panD
gene-b1781	873	933	1003	857	482	692	248	501	225	131	151	157	host	yeaE
gene-b0472	3222	3625	3206	2677	2088	2569	1364	3082	977	687	462	424	host	recR
gene-T7p43	41	24	125	36	31	140	86156	177504	564713	383033	232721	244871	phage	gene-T7p43
gene-b2335	21	48	27	15	8	14	8	11	15	10	9	19	host	yfcR
gene-b4237	76	109	104	81	46	72	30	47	33	13	27	44	host	nrdG
gene-b3216	384	533	397	288	172	246	160	242	153	105	91	157	host	yhcD
gene-b3650	13135	16614	16498	12830	8967	13023	5723	11426	4934	3263	2567	2482	host	spoT
gene-b2879	46	95	69	31	32	37	21	30	36	22	13	35	host	ssnA
gene-b4111	11647	11775	9451	7979	5550	5459	3961	7279	2994	1991	2087	1912	host	proP
gene-b3170	4833	5451	12083	7689	6992	10648	3044	6477	1297	845	576	645	host	rimP
gene-b4225	461	560	416	351	159	247	214	231	136	106	125	113	host	chpB
gene-b1673	63	96	79	51	30	36	29	36	35	13	24	56	host	ydhV
gene-b3107	706	755	513	431	261	299	244	421	216	131	140	176	host	yhaL
gene-b3848	1551	1773	1552	1237	542	842	463	722	539	338	317	364	host	yigZ
gene-b3714	12618	11294	9162	8101	2607	3594	5132	8432	4506	2777	1383	1423	host	adeP
gene-b0921	2725	2948	2611	2251	1263	1708	886	1651	887	594	530	500	host	cmoM
gene-b1683	5428	9864	4902	5172	836	1486	153	266	145	92	219	288	host	sufB
gene-b2136	354	395	248	233	111	134	67	107	78	47	66	68	host	yohD
gene-b2757	187	238	165	90	68	89	45	83	57	40	43	76	host	casD
gene-b4241	164	226	183	137	100	109	64	104	62	36	44	48	host	treR
gene-b2454	38	45	54	24	28	23	22	22	17	8	11	23	host	eutJ
gene-b1548	8	37	24	10	3	12	11	5	19	4	6	19	host	nohA
gene-b3621	2907	3500	2961	2002	1360	1938	1174	1973	1125	705	508	642	host	waaC
gene-b4395	1088	1228	1050	1019	577	747	424	759	392	285	190	203	host	ytjC
gene-b1205	617	658	230	219	124	137	100	273	133	97	140	170	host	ychH
gene-b3890	56	80	67	31	21	35	19	37	24	19	17	19	host	yiiF
gene-b1388	18	44	33	19	7	12	10	4	14	8	6	32	host	paaA
gene-b1741	328	346	250	220	105	153	100	173	127	63	45	84	host	cho
gene-T7p49	6	8	56	23	16	49	7146	17955	115989	88724	80153	93793	phage	gene-T7p49
gene-b3806	7843	9301	6212	5623	2305	3367	1834	3222	2307	1526	1295	1519	host	cyaA
gene-b1520	394	487	439	371	179	277	141	240	136	87	96	107	host	yneE
gene-b3084	1239	1270	2304	1789	1409	1818	784	1506	549	364	188	226	host	rlmG
gene-b1302	2161	2031	1581	1310	763	1167	275	419	177	102	200	235	host	puuE
gene-b1567	6	19	14	6	6	5	3	2	3	1	4	9	host	ydfW
gene-b3846	471	600	629	441	237	408	215	350	304	220	161	182	host	fadB
gene-b3833	5637	6238	5209	4502	2521	3452	1973	3479	2097	1355	1057	1130	host	ubiE
gene-b0906	721	882	574	536	188	275	123	220	169	75	165	171	host	ycaP
gene-b1912	580	607	465	417	194	240	137	254	132	87	88	87	host	pgsA
gene-b1481	84	154	62	40	28	25	18	25	39	20	26	41	host	bdm
gene-b1040	137	220	112	71	32	45	7	21	14	16	30	39	host	csgD
gene-b1909	22896	27421	29409	28425	18170	20819	11347	17416	5245	3781	2578	2798	host	leuZ
gene-b3578	29	73	71	19	15	26	21	18	30	18	14	34	host	yiaN
gene-b0788	373	430	393	314	70	149	60	79	52	27	70	78	host	ybhN
gene-b0675	941	1072	667	590	377	419	223	363	248	154	134	182	host	umpH
gene-b1639	130	195	145	153	51	92	57	81	70	41	32	41	host	mliC
gene-b2754	125	131	120	100	42	60	37	45	31	32	27	37	host	cas2
gene-b3741	12373	13479	20493	16921	10622	16989	5606	10553	2937	1953	1289	1384	host	mnmG
gene-b4242	18456	21050	30484	25670	19209	28386	20690	36006	10182	6357	3324	3238	host	mgtA
gene-b3719	77	130	104	41	27	43	33	48	46	29	24	52	host	yieL
gene-b1047	458	508	585	443	290	380	248	401	168	92	68	102	host	opgC
gene-b3257	297	320	464	420	269	416	141	366	92	58	33	60	host	yhdT
gene-T7p05	2	4	31	5	4157	7201	24591	48636	13281	9151	8560	9537	phage	gene-T7p05
gene-b3154	267	430	229	200	103	164	60	85	87	52	62	95	host	yhbP
gene-b1250	414	775	443	249	164	217	114	228	199	129	181	191	host	kch
gene-b1135	144	160	166	103	69	122	51	95	47	32	20	30	host	rluE
gene-b0543	316	317	327	300	204	202	134	254	118	78	61	82	host	emrE
gene-b4199	39	48	42	26	16	18	12	22	17	6	10	17	host	yjfY
gene-b4254	243	304	265	154	113	163	121	227	144	79	47	79	host	argI
gene-b4528	34	62	61	46	21	33	24	25	15	11	4	17	host	rzoR
gene-b1897	1798	2456	1548	1264	427	661	213	409	253	154	442	490	host	otsB
gene-T7p47	39	34	203	63	28	329	18476	39445	561759	402566	613175	723127	phage	gene-T7p47
gene-b1212	988	1049	1392	977	865	1171	557	1129	339	200	161	153	host	prmC
gene-b4265	168	201	139	80	50	60	46	71	64	33	41	66	host	idnT
gene-b2140	1216	1207	1471	1214	828	1103	516	1048	301	210	121	163	host	dusC
gene-b4253	119	170	157	49	44	46	33	58	57	37	44	73	host	yjgL
gene-b1305	185	269	212	122	92	127	80	150	85	53	42	42	host	pspB
gene-b0832	1174	1050	1097	1084	393	521	108	188	444	237	249	309	host	gsiD
gene-b1344	3116	3757	4634	3222	2946	4184	2337	4482	1543	978	530	531	host	ttcA
gene-b1630	514	590	510	482	401	535	280	554	178	131	63	78	host	rsxD
gene-b0578	1247	1508	1180	971	646	715	366	766	412	288	306	297	host	nfsB
gene-b1066	1939	2498	1280	1123	417	603	333	606	597	390	396	466	host	rimJ
gene-b1365	53	69	58	36	25	33	16	42	21	8	10	16	host	ynaK
gene-b4706	7	13	8	4	3	4	4	15	4	1	0	5	host	iroK
gene-b0032	18125	19899	7262	5895	548	882	14662	20835	41302	26203	11501	11766	host	carA
gene-b1844	321	427	321	280	123	166	77	158	85	46	61	75	host	exoX
gene-b2494	1706	2333	1378	1244	498	784	397	741	461	339	364	391	host	bepA
gene-b0714	729	850	703	567	199	366	136	185	143	80	126	129	host	nei
gene-b2422	7669	5165	8506	6291	418	568	416	761	6444	4068	1718	1742	host	cysA
gene-b0968	762	716	620	495	301	405	183	365	168	117	119	130	host	yccX
gene-b4416	585	494	177	117	39	33	70	105	188	129	156	181	host	rybA
gene-b3699	22566	25593	24711	20047	13657	19744	10857	20485	9061	5816	3989	3928	host	gyrB
gene-b4272	99	120	98	62	41	33	20	54	37	24	19	24	host	insC6
gene-b0360	78	99	76	54	20	42	23	37	29	26	32	30	host	insC1
gene-b3994	32182	39151	32410	30261	9871	18477	3809	6368	1107	697	529	599	host	thiC
gene-b3543	3990	3969	3714	3238	1162	1699	433	739	388	242	494	558	host	dppB
gene-b2505	28	70	46	26	21	22	19	28	21	13	17	22	host	yfgH
gene-b3561	159	233	155	100	63	67	37	63	50	38	36	56	host	wecH
gene-b1931	104	164	79	72	18	31	16	34	21	18	27	38	host	yedK
gene-b0598	7615	9386	11287	10953	4975	7914	745	1455	602	360	321	422	host	cstA
gene-b1308	495	610	450	417	250	325	195	367	215	139	102	123	host	pspE
gene-b3380	78	150	110	58	40	46	35	58	48	26	25	46	host	yhfW
gene-T7p55	11	4	50	12	5	50	5585	11737	107377	71915	96769	104573	phage	gene-T7p55
gene-b1501	298	365	319	256	153	234	123	205	94	57	51	75	host	ydeP
