Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol	relative changes	negligible changes	Genes with too high Zero count	Outlier
gene-EST35_0084	0.0	0.0	0.0	0.0	12.065115609018225	55.198467347220856	28.496536451717954	12.24910747388771	30.273922487187065	21.10379999956148	1.0542812516637876	8.981273653941374	14.315581795004771	phage	gene-EST35_0084	1.111141570696602	0	0	0
gene-EST35_0460	0.0	0.0	0.0	0.0	1.8908016999207664	15.094487049374068	0.9143273727823942	11.155437163719164	135.08896967615917	71.53365973877332	1.3178515645797344	39.82999620443566	91.22929852998496	phage	gene-EST35_0460	1.4925490270749222	0	0	0
gene-EST35_0424	0.0	0.0	0.0	0.0	300.45739393502845	548.2850442934404	100.88078679699083	1750.1641416857178	1308.37165451292	456.74652856193774	1047.4284235279729	1070.8541789996475	1708.8900413655242	phage	gene-EST35_0424	0.9972070155622872	0	0	0
gene-EST35_0227	0.0	0.0	0.0	0.0	6.57278686162933	33.59263294321484	143.39700963137216	116.51234370995572	315.25244616657466	65.6410402583763	3665.6700194567607	3719.809253367197	2210.065545843373	phage	gene-EST35_0227	1.7250409084856682	0	0	0
gene-EST35_0245	0.0	0.0	0.0	0.0	5.942519628322408	8.287169360440664	3.352533700202112	92.08704011619152	169.26486439502813	34.53349090837333	2489.6851758040343	3877.957767708338	1186.6315891532138	phage	gene-EST35_0245	1.9400571731073768	0	0	0
gene-EST35_0022	0.0	0.0	0.0	0.0	29.08233090830512	245.65537747020545	9.60043741421514	120.88702495062992	453.43608347475737	387.1313960958518	71.88880284782452	129.9030595164274	247.13899844285515	phage	gene-EST35_0022	1.1527207400049095	0	0	0
gene-EST35_0292	0.0	0.0	0.0	0.0	6.482748685442627	85.23945627881827	4.114473177520774	3820.4091274807633	4249.113209534967	981.6007753042784	6946.46148947801	8562.92853040851	8654.15962003843	phage	gene-EST35_0292	1.3022201854194408	0	0	0
gene-EST35_0319	0.0	0.0	0.0	0.0	243.37319023265863	225.2334244034052	8.838497936896477	1471.642769362795	1446.958944120932	503.7504467427792	6727.961700070689	4921.868125746161	5280.497557566533	phage	gene-EST35_0319	1.4338617246884646	0	0	0
gene-EST35_0356	0.0	0.0	0.0	0.0	1097.9255204206584	1776.4139464773168	205.11410729418373	1235.5558050744116	971.0528826223514	1026.5491285500975	445.3020436714923	286.7499399946789	709.4021487688275	phage	gene-EST35_0356	0.9398329321351848	0	0	0
gene-EST35_0228	0.0	0.0	0.0	0.0	50.33134048836706	254.38650233209825	28.95370013810915	4474.715618377599	5244.385230147068	1151.5274765994488	3912.635402659003	2752.044476308441	4373.019813415913	phage	gene-EST35_0228	1.1787221077146066	0	0	0
gene-EST35_0138	0.0	0.0	0.0	0.0	3.1513361665346107	70.29295439659492	10.3623768915338	312.06059516809165	634.003212265002	67.28549220639407	2170.7650971757384	3490.8518568848363	3469.186035540384	phage	gene-EST35_0138	1.630584353870456	0	0	0
gene-EST35_0425	0.0	0.0	0.0	0.0	91.6588633580638	87.60721895322988	13.867298487199646	492.7349304079354	263.9886040882712	105.5189999978074	256.91516251481926	212.4266464236568	369.8625769218506	phage	gene-EST35_0425	1.0624938477415835	0	0	0
gene-EST35_0334	0.0	0.0	0.2968986266360228	0.0	135.59749333717497	492.64262144476737	11.733867950707392	412.4595296415641	1463.9123407137567	1018.7379817970132	143.31635764804614	364.06699145034816	853.9895248983756	phage	gene-EST35_0334	1.1986596719928269	0	0	0
gene-EST35_0257	0.0	0.0	0.0	0.0	1.080458114240438	15.834412885127698	2.438206327419718	1448.6756928492557	1729.9192063011735	679.5697675183466	5130.659711221822	5194.039766476472	3942.250943038951	phage	gene-EST35_0257	1.392011553447892	0	0	0
gene-EST35_0457	0.0	0.0	0.0	0.0	18.18771158971404	64.22556254341515	1.676266850101056	61.24553736943855	248.6498166947631	197.74534674913767	21.28330276796272	67.81512425657182	155.64941660750645	phage	gene-EST35_0457	1.2536906926033309	0	0	0
gene-EST35_0157	0.0	0.0	0.0	0.0	140.99978390837714	469.8529057035555	21.486693260386264	7507.827945245031	5709.123578017042	3756.613437584278	2603.679336140181	1493.624857666337	3131.858871788999	phage	gene-EST35_0157	1.2546828649176458	0	0	0
gene-EST35_0295	0.0	0.0	0.0	0.0	12.335230137578332	332.52267058768166	24.229675378733447	101.78425019968596	107.90971482099567	63.037324674014805	581.6337880272658	1092.5914645099117	228.00817549862148	phage	gene-EST35_0295	1.5676246820997948	0	0	0
gene-EST35_0111	0.0	0.0	0.0	0.0	0.4501908809335158	4.439555014521784	0.0	48.704784479505896	85.84338909700155	72.08181038811259	14.232796897461132	30.97888593678329	56.74176056929164	phage	gene-EST35_0111	1.248369402143881	0	0	0
gene-EST35_0004	0.0	0.0	0.0	0.0	127.94424836130518	424.12548905398114	22.096244842241195	280.3441561732038	405.1323582618678	474.0132740161244	227.2635023117752	215.680731080882	305.31231719164725	phage	gene-EST35_0004	0.8975232870821498	0	0	0
gene-EST35_0435	0.0	0.0	0.0	0.0	127.67413383274508	402.5196546499751	24.53445116966091	232.3684852338103	599.9618683127428	629.5510207661392	96.86208999661048	140.05580364696982	331.73107268606515	phage	gene-EST35_0435	1.0929454265377363	0	0	0
gene-EST35_0096	0.0	0.0	0.0	0.0	552.5642872577972	6888.413560532001	3554.600049587021	756.6011205745998	2674.7346894346297	3959.977328489143	264.2951312764657	378.3849639421387	920.6220510714888	phage	gene-EST35_0096	1.331059032670426	0	0	0
gene-EST35_0340	0.0	0.0	0.0	0.0	1318.5190520780811	948.7329066033052	90.51840990545702	916.0582517971736	7796.005968133803	9981.138136156236	586.7734091291268	2004.3859854643945	4436.268656619297	phage	gene-EST35_0340	1.4487214565051956	0	0	0
gene-EST35_0324	0.0	0.0	0.0	0.0	669.7939926528848	879.4758483767655	44.64965337087359	5156.655512444692	4292.438556383297	2377.1923285220323	5481.735368025864	4389.6300392104185	5795.598218881341	phage	gene-EST35_0324	1.0349958485451034	0	0	0
gene-EST35_0041	0.0	0.0	0.0	0.0	144.15112007491174	1066.5290996552833	762.2442531095893	512.348084636958	752.811539181385	662.1659844018251	598.9635361014894	389.8393419355712	666.3252617311313	phage	gene-EST35_0041	0.8177840983586186	0	0	0
gene-EST35_0359	0.0	0.0	0.0	0.0	9138.964921126557	7832.706912120784	1447.8373948009212	5767.725570412865	4220.184794713877	4698.610328473795	1678.218074914063	1641.3603011043583	3109.8649324857643	phage	gene-EST35_0359	0.9782799901146706	0	0	0
gene-EST35_0038	0.0	0.0	0.0	0.0	12462.544118706332	11335.36783341132	4701.01418716068	2191.7882129317763	9424.877548711078	21067.34798138042	649.7008213378091	2172.0364270046334	2454.2112862745457	phage	gene-EST35_0038	1.2309199763394882	0	0	0
gene-EST35_0346	0.0	0.0	0.0	0.0	46.54973708852553	567.8190863573362	63.5457524083764	711.8335492117006	1457.8575562163194	217.6158077876859	14010.738908829448	14667.591347362864	7283.768017298428	phage	gene-EST35_0346	1.7292013528188392	0	0	0
gene-EST35_0061	0.0	0.0	0.0	0.0	1079.0175034214506	3708.064333295745	3811.983205025265	269.4074530715184	618.5298741048841	758.9145740102043	96.07137905786264	491.7572733998624	636.5228232669849	phage	gene-EST35_0061	1.4408938863077272	0	0	0
gene-EST35_0114	0.0	0.0	0.0	0.0	4.501908809335158	66.88929555212822	4.571636863911971	362.1506953738111	770.7067911404779	345.4719467460681	253.356963290454	356.9080052044528	598.6516023365632	phage	gene-EST35_0114	1.1755407733057517	0	0	0
gene-EST35_0402	0.0	0.0	0.0	0.0	101.29294821004105	387.57315276775176	21.33430536492253	256.7937888275745	546.2761124354644	401.5203506410074	176.6580022319134	361.7240504971461	421.78909634191336	phage	gene-EST35_0402	0.9299935140556408	0	0	0
gene-EST35_0429	0.0	0.0	0.0	0.0	1801.843981848304	1704.1971849077624	434.7626657580285	1977.866300262809	1518.8090534905227	1609.6443817847346	496.10522148604105	253.0376229458265	619.4742667656611	phage	gene-EST35_0429	0.9479029015557424	0	0	0
gene-EST35_0007	0.0	0.0	0.0	0.0	61.04588345458474	619.4659096929397	35.201603852122176	188.98622959712463	741.5092747861685	730.1366649198933	236.3566781073754	282.8450384060088	465.9071166010645	phage	gene-EST35_0007	1.0678367341796775	0	0	0
gene-EST35_0006	0.0	0.0	0.0	0.0	84.99603832024778	504.4814348168255	27.27743328800809	191.1006588634505	553.676404598999	636.2658662205451	224.16655113501284	244.8373296096192	352.1633121571174	phage	gene-EST35_0006	1.017874592499285	0	0	0
gene-EST35_0436	0.0	0.0	0.0	0.0	165.4901678311604	405.92331349444186	10.514764786997532	522.7744082605648	910.101385348148	786.7332194641717	152.8707814912492	194.85458927464109	446.25572704610335	phage	gene-EST35_0436	1.0887725055936417	0	0	0
gene-EST35_0399	0.0	0.0	0.0	0.0	77.52286969675141	117.2042523833751	21.33430536492253	134.8860049207873	128.22688057906345	90.17078181630814	173.89051394629595	232.60197129845267	212.3911771767981	phage	gene-EST35_0399	0.8784748733464369	0	0	0
gene-EST35_0440	0.0	0.0	0.0	0.0	42.49801916012389	96.7822993165749	5.638352132158098	290.4788343807657	694.5510572393762	501.2837688207525	130.40141231516472	177.28253212562538	475.4074572468404	phage	gene-EST35_0440	1.2089473891469389	0	0	0
gene-EST35_0209	0.0	0.0	0.0	0.0	9.904199380537348	82.27975293580374	9.752825309678872	689.2310294682175	1299.8949562165078	257.3567298647822	6668.856057399288	16265.216750674115	12525.873787323811	phage	gene-EST35_0209	1.8048901741126893	0	0	0
gene-EST35_0219	0.0	0.0	0.0	0.0	2.160916228480876	67.62922138788186	14.019686382663378	650.4421891342397	1029.3133645643602	56.048403894939256	4362.418141650066	4929.93825569608	2780.736692853336	phage	gene-EST35_0219	1.5937500769324326	0	0	0
gene-EST35_0406	0.0	0.0	0.1484493133180114	0.0	733.1808686883238	581.8776772366552	85.64199725061759	1219.8069526079844	691.725491140572	604.6101662212029	517.3226316757748	350.7903260488696	388.8632582134024	phage	gene-EST35_0406	0.9080919282401816	0	0	0
gene-EST35_0451	0.0	0.0	0.0	0.0	553.0144781387307	1180.181708027041	131.3583658897373	1110.9503010692083	966.3436057910112	891.1559181633006	179.82084598690477	222.70955394048823	462.5234336313361	phage	gene-EST35_0451	0.9957678276085072	0	0	0
gene-EST35_0320	0.0	0.0	0.0	0.0	205.3770798818699	192.9726579645469	4.266861072984506	857.4375231721397	1034.829945995359	450.71687141920586	3162.38250694376	3114.9399972821884	3666.871205964132	phage	gene-EST35_0320	1.3582222548718097	0	0	0
gene-EST35_0028	0.0	0.0	0.0	0.0	91.83893971043722	372.1826953840763	33.22056121109365	246.9507560360576	593.5034315154762	517.8653259632651	51.26442586215167	103.87038225862632	272.3864790631363	phage	gene-EST35_0028	1.134560839128134	0	0	0
gene-EST35_0115	0.0	0.0	0.0	0.0	0.9904199380537348	45.57943148242365	3.809697386593309	143.41663334010195	728.323299658416	322.9977701231585	187.6620627961542	323.1956881556004	558.4378316578681	phage	gene-EST35_0115	1.3005451577542493	0	0	0
gene-EST35_0329	0.0	0.0	0.0	0.0	2.4310307570409853	15.094487049374068	0.1523878954637323	679.0234399066443	745.5457977844601	415.9093051861629	969.6751812177688	585.4749115279463	767.7056091703014	phage	gene-EST35_0329	1.130277222126751	0	0	0
gene-EST35_0052	0.0	0.0	0.0	0.0	1130.2492256716848	2196.691821185379	3210.0510179435223	107.39842445855118	448.5922558768074	578.2989350529184	181.73173075554536	364.4574816092152	385.3494335909921	phage	gene-EST35_0052	1.4259647987927486	0	0	0
gene-EST35_0180	0.0	0.0	0.0	0.0	4.321832456961752	37.884202790585896	3.0477579092746474	2990.6779188328933	3583.8942194165097	1882.7604428180205	783.3968625644231	900.6004697336284	2715.4055832070417	phage	gene-EST35_0180	1.2906014327766009	0	0	0
gene-EST35_0035	0.0	0.0	0.0	0.0	16385.237340632426	7939.84817313791	2214.805672669886	17072.047719022972	37364.88243828594	38521.97207062812	11304.003580339133	11437.717079987484	30538.38951006223	phage	gene-EST35_0035	1.022915381291159	0	0	0
gene-EST35_0011	0.0	0.0	0.0	0.0	18.367787942087443	112.32074186740115	14.172074278127113	69.41160901869702	208.9573405448956	182.1230532429689	27.34541996502949	93.19698458292788	135.21717713645418	phage	gene-EST35_0011	1.071450020706882	0	0	0
gene-EST35_0177	0.0	0.0	0.0	0.0	6.932939566376143	45.2834611481222	1.981042641028521	598.3834823702169	1315.3682943766255	573.2285415465303	221.7285257405404	372.6577749454225	1208.6255284564484	phage	gene-EST35_0177	1.3424179775507743	0	0	0
gene-EST35_0231	0.0	0.0	0.0	0.0	3.42145069509472	18.498145893840768	1.676266850101056	604.9455042312281	1494.051712434334	229.6751220731496	1349.875357599022	1212.2116165095074	2210.455970801419	phage	gene-EST35_0231	1.3316240004864326	0	0	0
gene-EST35_0381	0.0	0.0	0.0	0.0	7.113015918749549	68.96108789223838	14.324462173590842	13.26986643004502	22.200876490603846	20.966762337226665	32.48504106689045	164.13603011043585	30.71343003291933	phage	gene-EST35_0381	1.5018038563860356	0	0	0
gene-EST35_0276	0.0	0.0	0.0	0.0	342.86537491896564	437.29616893039577	20.87714167853133	5101.242883396153	7472.276823670816	2586.4488389072944	9351.606487414254	10946.480460132778	15301.79523902792	phage	gene-EST35_0276	1.262152474906867	0	0	0
gene-EST35_0418	0.0	0.0	0.0	0.0	3.331412518908017	60.525933364647	4.419248968448239	9.332653313438255	93.10913049392644	74.82256363480887	1.1201738298927744	34.753624139164444	67.28323443652243	phage	gene-EST35_0418	1.2421761657270345	0	0	0
gene-EST35_0373	0.0	0.0	0.0	0.0	693.113880285241	1062.977455643666	38.85891334325176	1640.432553898807	2258.300066777545	1716.670796068225	274.37669574550074	593.4148780915757	1579.2689552943905	phage	gene-EST35_0373	1.021327909899924	0	0	0
gene-EST35_0054	0.0	0.0	0.0	0.0	0.4501908809335158	768.6349581808716	356.43528748967003	0.1458227080224727	1307.5643499132618	1315.9726714012263	0.0	782.8026051420785	779.418357911669	phage	gene-EST35_0054	1.216134516293131	0	0	0
gene-EST35_0080	0.0	0.0	0.0	0.0	2905.3518691925374	7633.518877135907	6169.119172058277	850.3651218330498	2794.88852401711	2881.6279635764854	921.5077065323792	1449.2391429417862	1722.0343482863923	phage	gene-EST35_0080	1.1044755967527162	0	0	0
gene-EST35_0010	0.0	0.0	0.0	0.0	9.273932147230424	403.11159531857805	53.33576341230633	32.73719795104513	560.2693921628753	582.9582155723022	8.500142591539287	237.93867013630188	375.1983846818069	phage	gene-EST35_0010	1.2580489399664965	0	0	0
gene-EST35_0003	0.0	0.0	0.0	0.0	53.84282935964849	344.0655136254383	31.239518570065137	91.28501522206794	241.51862606444791	344.5126831097244	48.43104499830524	164.65668365559185	233.213841605896	phage	gene-EST35_0003	1.053867880070879	0	0	0
gene-EST35_0419	0.0	0.0	0.0	0.0	678.0775048620615	779.8818308843269	28.496536451717954	1649.109005026144	1538.5880161821517	1451.5029194503584	293.15608054076193	444.3778007906645	784.3637407135797	phage	gene-EST35_0419	1.0180010726351765	0	0	0
gene-EST35_0433	0.0	0.0	0.0	0.0	3734.8735864006335	3384.420772737107	340.8917221523693	3555.303444295908	2201.654194034853	3323.848499930933	670.061628010566	457.784629578432	1068.3328268654016	phage	gene-EST35_0433	1.0335506684407183	0	0	0
gene-EST35_0304	0.0	0.0	0.0	0.0	0.4501908809335158	9.915006199098652	1.8286547455647884	0.8020248941236001	7.131190630315175	5.481506493392592	4.546587897800084	50.37323049384509	14.575865100368496	phage	gene-EST35_0304	1.801590268933804	0	0	0
gene-EST35_0401	0.0	0.0	0.0	0.0	0.0	334.7424480949426	20.87714167853133	0.0	450.74506814256296	323.6829584348325	0.0	355.8666981141408	390.94552465631216	phage	gene-EST35_0401	1.2581667603228606	0	0	0
gene-EST35_0394	0.0	0.0	0.0	0.0	929.8242454800836	715.3602980066103	349.2730564028746	1513.0564184411771	660.6442640537266	405.90555583572143	1485.2846058595896	842.287272676154	708.1007322420088	phage	gene-EST35_0394	0.8673801125708273	0	0	0
gene-EST35_0023	0.0	0.0	0.0	0.0	55.64359288338255	387.425167600601	108.95734525656864	174.1852247328437	460.7018248716823	422.487112978234	114.52130096197892	115.3247602520588	234.6453997853964	phage	gene-EST35_0023	1.0089147368099265	0	0	0
