"","0_R1","0_R2","0_R3","1_R1","1_R2","1_R3","4_R2","4_R3","7_R1","7_R2","7_R3","20_R1","20_R2","20_R3"
"gene-b2891",4685.73067034837,5245.76772705734,5193.47156848076,4400.80333442999,4740.20098262532,5631.97675675316,8524.19068677019,9575.58747259688,7156.45372911541,5925.09106988074,6050.23149681753,5613.80566552447,5384.8145180147,5857.63775913236
"gene-b3170",2014.70294857535,2203.04508156514,2500.82963866113,2454.24573167746,2787.89122932563,2932.57790168941,5903.59381335966,5752.9559277051,4587.74138616852,4757.34330072711,3847.45333552723,3408.21224570791,3474.07388259013,3033.4195538364
"gene-b4558",440.89799504378,457.178529108698,394.808972471995,353.33078852181,282.667884031834,334.811954119389,248.86782160914,256.616239960413,310.077758819378,235.143748737419,301.276833719077,356.507557082418,366.707798717847,449.782899361949
"gene-b1027",91.457257964717,76.0797348082877,70.4616579765883,74.8399226196908,65.9135873078717,55.5016587022453,57.0711921735245,42.7693733267354,77.5194397048444,69.0817792900893,66.6760205771727,80.8083796053481,61.1179664529744,52.3003371351104
"gene-b2298",1527.81199721406,2830.35283360403,2292.79998177787,1623.99034011526,2159.93755331949,2629.84158149535,1136.74587689889,1712.67579410616,1275.54714423426,1382.96408155736,1780.49669763487,1568.63325116264,1582.63365762439,1872.35206943695
"gene-b4032",43.3496829659352,37.3397471451719,38.5861460347984,39.5788052315673,45.3789697234962,36.0400381183411,62.6847520594449,46.571095400223,52.8541634351212,38.5263769117806,64.2065383335738,57.0412091331869,48.2510261470851,52.3003371351104
"gene-b0933",56.5660497238423,49.0084181280381,65.428682406832,65.1251249719425,60.3362837664364,56.2224594646121,58.0067854878446,52.2736785104544,42.283330748097,42.5118641785165,37.0422336539849,57.0412091331869,41.8175559941404,62.7604045621324
"gene-b3864",205.118012082718,276.314128874272,287.43882698386,274.173178058675,251.739200756602,251.199065684837,452.827164130916,443.851052079676,183.227766575087,482.243959275047,493.896448719798,446.82280487663,488.943731623796,313.802022810662
"gene-b3789",1080.30581879132,1089.15374954073,1082.64896700536,1004.58203824123,1164.38887117329,1018.13107684314,1177.91198272897,1337.25573934926,1250.88186796453,1189.00370124288,1093.98063391435,1445.0439647074,1322.07811643013,1265.66815866967
"gene-b2708",1198.72446494217,1472.35290461806,1348.83745269469,1342.26120833056,1446.80324140778,1319.06539513128,1040.37976552392,1036.91969554374,1088.7957667635,1008.32827848419,1039.65202455518,1311.9478100633,1486.13160533022,1014.62654042114
"gene-b3416",5257.73502363059,7990.23914222747,8741.71934515896,6569.36205379959,7182.80641997664,8670.87277089168,14252.828550352,17651.3955872029,17455.9683771727,13965.1473826427,21482.0260370676,12634.6278230009,10579.8416665175,17907.6354350618
"gene-b1594",801.704807534643,701.753872909574,652.609165545068,730.228956522416,528.576267449663,580.244613705291,303.132233839704,235.706768556231,408.738863898271,383.935273362227,387.708712245042,508.617448104249,479.293526394379,512.543303924081
"gene-b0298",81.1484918935494,71.6456398347986,74.9354140385939,72.5011750378255,57.0406044010428,51.1768541280443,48.6508523446438,55.1249700655701,73.9958288091697,55.7968217343029,69.1455028207718,90.3152477942125,90.0685821412255,73.2204719891545
"gene-b2210",304.240762767021,126.021646614955,189.575413127488,123.953621838863,91.5184808390064,126.860934176561,288.162740810583,404.883400826429,288.936093445329,340.094913428132,330.910620642265,275.69917747707,225.171455353064,491.623169070037
"gene-b1564",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-b1139",0.792982005474425,0.233373419657324,0,0.179903660143488,0.253513797337968,0,0,1.9008610367438,3.52361089567475,1.32849575557864,0,0,0,0
"gene-b4454",76.3905998607029,75.3796145493158,88.3566822246107,73.9404043189734,55.519521617015,82.5316872910011,243.254261723219,158.721896568107,133.89721403564,152.777011891544,153.107899103137,237.671704721612,270.205746423677,83.6805394161766
"gene-b0069",325.65127691483,242.941729863275,271.22146125909,236.033602108256,206.106717235768,212.996625279396,149.694930291212,167.275771233454,147.991657618339,158.090994913858,190.150132757122,199.644231966154,270.205746423677,261.501685675552
"gene-b0163",787.166804100945,956.130900336058,890.836675846866,877.570054179932,822.652272361706,698.45593873345,290.033927439223,252.814517886925,419.309696585295,480.915463519468,444.506803847818,617.946432276191,611.179664529745,502.083236497059
"gene-b4176",56.5660497238423,65.1111840843935,83.3237066548544,85.2743349080131,84.4200945135433,104.876510924373,138.467810519371,136.861994645553,95.1374941832181,89.0092156237689,79.0234317951677,104.575550077509,131.886138135366,104.600674270221
"gene-b2068",143.529742990871,127.421887132899,129.179706290412,144.642542755364,133.094743602433,122.175729221176,82.3322116601665,66.5301362860329,98.6611050788929,98.3086859128194,103.718254231158,118.835852360806,131.886138135366,104.600674270221
"gene-b3117",7.92982005474425,8.86818994697832,7.26985360075911,12.0535452296137,16.9854244216438,10.0912106731355,11.2271197718409,8.55387466534708,21.1416653740485,19.9274363336796,14.8168934615939,19.013736377729,9.65020522941702,0
"gene-b3612",20735.4221338156,34013.7091682157,26866.0235913592,36470.9695025885,44104.5558642783,30235.0691786199,39703.773479801,31285.3213732478,37174.0949493686,37840.873101902,43406.0893957395,31391.6787596305,42660.3405841762,25355.2034431015
"gene-b2501",2391.89805584602,2278.65806953411,2480.13851687436,2359.61640644198,2385.81834674762,2377.92171504814,1118.03401061249,1098.69767923791,1275.54714423426,1448.06037358072,1447.11659474901,1511.59204202945,1785.28796744215,1746.83126031269
"gene-b4477",92.2502399701914,69.3119056382253,86.6790237013586,76.0992482406952,62.3643941451401,52.2580552715946,48.6508523446438,48.4719564369668,49.3305525394464,58.4538132454602,41.9811981411828,76.0549455109158,73.9849067588638,20.9201348540441
"gene-b1199",2903.10712204187,1854.85193943641,2396.8148102195,2454.06582801731,2185.03541925595,1982.20209650876,748.474651456059,643.441460937775,1229.74020259049,1165.09077764247,1153.24820776073,1725.4965762789,2039.41003848346,1579.47018148033
"gene-b2803",109.167189420312,111.785868015858,89.4751212401121,102.545086281788,84.4200945135433,96.9477025383375,82.3322116601665,59.8771226574296,81.0430506005192,85.023728357033,54.3286093591778,90.3152477942125,54.6844963000298,62.7604045621324
"gene-b3113",37.270154257298,34.7726395289413,33.5531704650421,28.6046819628145,30.9286832752321,23.7864251581051,28.0677994296022,32.3146376246445,24.6652762697232,30.5554023783087,39.5117158975839,19.013736377729,22.5171455353064,41.8402697080883
"gene-b4529",379.838380622249,428.473598490847,370.762533638715,424.572637938631,419.058306999661,398.242421207669,257.28816143802,247.111934776694,267.794428071281,274.998621404779,303.746315962676,404.04189802674,369.924533794319,303.34195538364
"gene-b2918",52.0724850261539,41.5404686990037,42.5006825890533,48.7538918988851,55.012494022339,50.8164537468609,39.2949192014431,51.3232479920825,52.8541634351212,43.8403599340951,51.8591271155788,47.5343409443224,57.9012313765021,41.8402697080883
"gene-b2963",477.639494630762,438.041908696798,501.619898452379,435.546761207383,505.760025689246,570.874203794523,453.762757445236,544.596687027098,387.597198524222,401.205718184749,461.793179553011,432.562502593334,440.692705476711,523.003371351104
"gene-b3860",1601.03066905286,1990.90864309663,1917.0044725694,1498.95729631554,1782.70902288059,1920.21323094521,2085.43749761944,2198.3457889942,1789.99433500277,1979.45867581217,2069.42612013595,1682.71566942901,1663.0520345362,1924.65240657206
"gene-b2069",488.476915372246,596.269087224464,770.604481680466,498.692945917747,672.572104337629,873.250123607404,1532.50184885628,1516.88710732155,1173.36242825969,1111.95094741932,1254.49697974829,1188.35852360806,1035.78869462409,868.185596442832
"gene-b2904",5060.81115893778,3140.0393614893,4931.75683885343,2939.2659994243,2190.35920900004,3481.82808261293,2110.69851710609,3776.06044949155,3009.16370490623,2726.07329044737,5425.45248918698,2951.88257264242,3133.09996448406,4560.58939818162
"gene-b1802",14.8023307688559,18.6698735725859,17.8950242480224,19.9693062759271,20.5346175843754,15.4972163908867,17.7762729720814,24.7111934776694,14.094443582699,23.9129236004155,14.8168934615939,9.50686818886448,16.0836753823617,20.9201348540441
"gene-b3740",754.125887206178,685.417733533562,752.709457432443,688.311403708983,858.397717786359,1257.07652956774,1690.61711897637,1520.68882939504,1176.88603915537,1215.57361635446,1133.49234981194,884.138741564396,897.469086335783,1046.00674270221
"gene-b3508",6.07952870863725,3.26722787520254,0.559219507750701,4.85739882387416,7.858927717477,4.68520495538434,13.098306400481,2.85129155511569,10.5708326870242,6.6424787778932,12.347411217995,4.75343409443224,9.65020522941702,10.4600674270221
"gene-b0672",3750.80488589403,5888.94487163292,4689.61479199738,5748.46165256486,6267.1145839919,6955.36695645865,11926.9435709523,10336.8823178128,6046.51629697786,6472.43132117914,4904.3917357876,8313.75623116198,7591.49478047472,4340.92798221416
"gene-b1855",834.481397094253,838.510696828766,850.572871288816,784.739765545893,824.68038274041,840.814089300898,1008.56959283704,1014.10936310282,771.670786152769,831.638342992229,721.088815130905,1026.74176439736,846.001325112225,648.524180475368
"gene-b0279",0,0,0,0,0,0.360400381183411,0,0,0,0,0,0,0,0
"gene-b0974",14.8023307688559,18.4365001529286,11.7436096627647,14.392292811479,19.7740761923615,14.7764156285198,19.6474596007215,17.1077493306942,28.188887165398,30.5554023783087,27.1643046795889,42.7809068498901,41.8175559941404,73.2204719891545
"gene-b0469",2080.25612769457,2124.16486572097,2135.10008059218,1740.92771920853,1980.19627100687,2507.66585227417,4014.63091174744,3838.7888637041,2783.65260758305,2560.01132100004,2341.06916693184,2909.10166579253,2817.85992698977,2782.37793558787
"gene-b2986",6.60818337895354,5.13421523246113,4.47375606200561,8.6353756868874,7.0983863254631,10.0912106731355,14.9694930291212,6.65301362860329,10.5708326870242,9.29947028905048,2.46948224359899,0,19.300410458834,0
"gene-b0504",18.2385861259118,20.7702343495019,19.0134632635238,18.5300769947792,14.7038002456021,10.8120114355023,17.7762729720814,19.9590408858099,17.6180544783737,18.598940578101,24.6948224359899,9.50686818886448,16.0836753823617,10.4600674270221
"gene-b3471",194.80924601155,231.739805719723,224.806242115782,370.421636235441,392.439358279174,376.257997955481,268.515281209861,253.764948405297,267.794428071281,325.481460116767,229.661848654706,247.178572910476,273.422481500149,230.121483394486
"gene-b2039",0.264327335158141,0.233373419657324,0,0.359807320286975,0,0.360400381183411,0,0,0,0,2.46948224359899,4.75343409443224,0,0
"gene-b3253",467.595055894752,853.213222267178,497.146142390373,602.317454160396,565.335768063668,620.969856779017,601.586501107807,427.693733267354,539.112467038236,716.059212256887,545.755575835377,722.5219823537,617.613134682689,742.664787318567
"gene-b2082",87.4923479373448,102.91767806888,79.4091701005995,92.4704813137526,117.376888167479,90.8208960582195,128.17628406185,119.754245314859,130.373603139966,151.448516135965,106.187736474757,166.370193305128,125.452667982421,94.1406068431986
"gene-b1844",591.564576083921,471.414307707795,480.928776665603,480.702579903399,486.746490888898,445.815271523879,294.711894010823,258.517100997156,246.652762697232,314.853494072138,323.502173911468,494.357145820953,447.126175629655,303.34195538364
"gene-b4034",20.0888774720188,22.1704748674458,16.2173657247703,17.9903660143488,17.4924520163198,15.8576167720701,17.7762729720814,14.2564577755785,24.6652762697232,9.29947028905048,7.40844673079697,4.75343409443224,12.8669403058894,20.9201348540441
"gene-b3880",117.097009475057,111.552494596201,85.5605846858572,88.1527934703089,97.8563257724556,80.729685385084,111.335604404089,106.448218057653,84.5666614961939,116.90762649092,113.596183205554,128.34272054967,86.8518470647532,94.1406068431986
"gene-b2229",18.767240796228,14.9358988580688,17.8950242480224,29.8640075838189,33.7173350459497,26.6696282075724,23.3898328580018,22.8103324409256,21.1416653740485,22.5844278448369,22.2253401923909,9.50686818886448,22.5171455353064,10.4600674270221
"gene-b3048",77.7122365364936,70.0120258971973,70.4616579765883,95.5288435361919,88.4763152709508,74.9632792861495,50.522038973284,54.1745395471982,52.8541634351212,85.023728357033,76.5539495515687,38.0274727554579,41.8175559941404,31.3802022810662
"gene-b3733",20232.4072150096,15580.009496323,15900.2882638757,11353.1802806751,11143.4524757877,12638.1601669587,22435.5276773954,26664.3281929236,20303.0459808779,18470.0764898098,20753.5287752059,13965.5893694419,12802.6056043599,15794.7018148033
"gene-b0008",14239.8421996394,15584.6769647161,15242.0869032531,13094.2879035437,12450.3161010649,12020.4339136103,10462.7400340414,12583.7000632439,12755.4714423426,11591.1254674236,13332.734633191,12344.6683432405,11232.8388870414,11307.3328886109
"gene-b3031",838.710634456783,772.466019065744,829.322529994289,728.789727241268,832.285796660548,869.285719414387,697.017019168455,690.012556337998,662.438848386852,735.986648590567,674.168652502525,950.686818886448,868.518470647532,1046.00674270221
"gene-b0136",1.85029134610699,0.700120258971973,2.7960975387535,1.79903660143488,2.78865177071765,2.88320304946729,2.80677994296022,2.85129155511569,0,2.65699151115728,2.46948224359899,0,3.21673507647234,0
"gene-b0028",992.549143518821,1226.37732029924,1139.13013728818,1149.40448465674,1234.6121930359,1051.28791191201,1622.31880703101,1837.18219201288,1391.82630379152,1231.5155654214,1254.49697974829,1426.03022832967,1428.23037395372,1548.08997919927
"gene-b4441",221.506306862523,242.241609604303,276.813656336597,247.727340017582,143.995836887966,359.679580421044,1806.63068995206,1342.95832245949,2050.7415412827,2068.46789143594,2086.71249584115,6512.20470937217,4281.47438678468,2698.69739617169
"gene-b2468",1303.13376232964,1766.8701602256,1514.3664269889,1257.88639172326,1301.28632173579,1366.63824544749,463.118690588436,512.282049402453,715.293011821973,724.030186790359,980.384450708799,998.22115983077,974.670728171119,1046.00674270221
"gene-b3313",79793.5499735288,43998.824301674,62134.3202866726,42318.5580718924,22761.7362939894,35504.8435522837,34231.4881843429,66160.4188143862,44580.7250520769,38430.7252173789,60692.4651009324,35874.1671106801,29999.271323181,44695.8681156653
"gene-b0478",1658.9183554525,1572.93684849037,1579.23588988798,1384.17876114399,1503.84384580883,1628.28892218665,1448.29845056747,1318.24712898182,1360.11380573045,1388.27806457968,1422.42177231302,1587.64698754037,1566.54998224203,1684.07085575055
"gene-b2107",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-b2452",24.8467695048653,27.0713166802496,21.2503412945266,27.1654526816666,23.323269355093,21.9844232521881,25.261019486642,12.3555967388347,17.6180544783737,22.5844278448369,12.347411217995,42.7809068498901,25.7338806117787,41.8402697080883
"gene-b2509",2956.23691640865,1795.3417174238,2449.38144394807,4437.32377743912,4744.76423097741,4517.61877813405,1578.34592125796,1559.65648064828,2297.39430397993,1978.1301800566,2138.57162295673,2357.70331083839,2650.58970301321,2489.49604763125
"gene-b4798",8.45847472506053,7.23457600937705,8.94751212401121,10.6143159484658,5.07027594675936,10.0912106731355,6.54915320024052,2.85129155511569,7.04722179134949,6.6424787778932,7.40844673079697,9.50686818886448,9.65020522941702,0
"gene-b2812",632.799640368591,691.018695605337,725.307701552659,581.268725923608,662.43155244411,740.262382950726,1064.70519169624,1069.23433316839,803.383284213842,830.30984723665,768.008977759286,812.837230147913,874.951940800476,889.105731296876
"gene-b3908",7490.24369637626,4666.3015260482,4454.74259874208,4137.60427964007,2846.95994410538,2803.19416484457,4262.56314004226,4760.70646652484,8534.18558932424,4992.48704946453,6719.46118483285,4610.83107159927,3351.83794968418,3336.76150922004
"gene-b0337",2284.84548510698,1147.26373103541,1752.03471778295,736.705488287581,723.781891399898,908.569360963379,1049.73569866712,1233.65881284672,930.233276458133,965.816414305672,1145.83976102993,893.645609753261,881.385410953421,1464.40943978309
"gene-b4828",27.7543701916049,27.5380635195643,19.5726827712745,21.048728236788,28.1400315045144,34.238036212424,35.5525459441628,43.7198038451073,35.2361089567475,38.5263769117806,44.4506803847818,38.0274727554579,45.0342910706128,62.7604045621324
"gene-b0688",5171.03565769872,5749.15419325818,6117.30219528492,4411.05784305817,4673.01982633076,5344.73765294998,5014.78016475559,5814.73391139927,4453.84417213288,4399.97794247646,4877.22743110801,4824.73560584872,4744.6842377967,5282.33405064615
"gene-b1593",4918.07439795238,5831.30163697756,4623.62689008279,3554.71642077517,3818.67832930181,3562.19736761683,1114.29163735521,1140.51662204628,1948.55682530813,1962.18823098965,2378.11140058583,2343.44300855509,2550.87091564257,2479.03598020423
"gene-b1553",0.792982005474425,1.40024051794395,1.6776585232521,5.03730248401765,1.77459658136578,2.52280266828388,2.80677994296022,0.950430518371898,0,2.65699151115728,0,14.2603022832967,6.43347015294468,0
"gene-b1791",104.409297387466,101.984184390251,109.607023519137,137.626300009768,137.911505751855,128.302535701294,116.949164290009,113.101231686256,109.231937765917,102.294173179555,118.535147692752,109.328984171941,128.669403058894,104.600674270221
"gene-b4802",18.2385861259118,16.3361393760127,13.4212681860168,24.8267050998013,20.0275899896995,19.1012202027208,24.3254261723219,23.7607629592975,17.6180544783737,18.598940578101,17.2863757051929,19.013736377729,9.65020522941702,10.4600674270221
"gene-b0552",0.264327335158141,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-b1363",112.074790107052,133.956342883304,161.614437739953,170.908477136313,166.558564851045,157.855366958334,87.9457715460869,99.7952044290493,77.5194397048444,95.6516944016621,96.3098075003606,90.3152477942125,102.935522447115,62.7604045621324
"gene-b3539",290.495741338798,312.720382340815,368.525655607712,383.734507086059,404.354506754059,502.037730988491,793.383130543422,871.544785347031,701.198568239274,650.962920233534,666.760205771728,484.850277632088,431.042500247294,251.04161824853
"gene-b2512",4052.66670264463,3780.64939844865,3987.2350902625,3235.74723134077,3189.45708430897,4022.78905476923,5968.14975204775,6302.30476732406,5422.83716844343,4474.37370478886,4689.54678059448,5029.13327190931,4365.10949877296,4958.07196040846
"gene-b2016",1435.56175724387,1595.57407019713,1372.88389152797,1183.40627642386,1213.06352026218,1114.71837900029,667.078033110212,587.366060353833,732.911066300347,943.231986460835,940.872734811216,1259.66003502454,1367.11240750074,1380.72890036691
"gene-b4586",0,0.466746839314649,1.1184390155014,1.07942196086093,1.52108278402781,0.720800762366822,1.87118662864015,0.950430518371898,0,5.31398302231456,0,4.75343409443224,0,0
"gene-b2336",17.4456041204373,14.0024051794395,12.8620486782661,16.1913294129139,12.4221760695604,11.8932125790526,14.0338997148011,17.1077493306942,24.6652762697232,10.6279660446291,24.6948224359899,19.013736377729,12.8669403058894,20.9201348540441
"gene-b4420",64.4958697785865,80.0470829424622,68.7839994533362,83.4752983065782,89.4903704603027,95.8665013947873,126.30509743321,123.555967388347,105.708326870242,112.922139224184,88.9013607695637,57.0412091331869,86.8518470647532,83.6805394161766
"gene-b0646",2.64327335158142,2.56710761623057,1.6776585232521,5.03730248401765,4.56324835208342,5.04560533656775,0,2.85129155511569,0,7.97097453347184,2.46948224359899,0,0,10.4600674270221
"gene-b2693",2425.46762741111,3699.43544840791,2446.58534640932,3725.98470523177,4946.81472745577,3960.80018920569,2957.41046656575,2556.65809442041,2596.90123011229,2177.40454339339,1750.86291071168,2443.26512453817,2415.76804243073,2144.31382253952
"gene-b1897",37.0058269221398,52.9757662622126,46.9744386510589,54.1510017031897,53.7449250356492,46.1312487914766,48.6508523446438,46.571095400223,38.7597198524222,59.7823090010388,39.5117158975839,42.7809068498901,70.7681716823915,10.4600674270221
"gene-b0549",6.3438560437954,3.26722787520254,5.03297556975631,8.27556836660043,6.84487252812513,7.20800762366822,8.42033982888066,14.2564577755785,14.094443582699,11.9564618002078,4.93896448719798,9.50686818886448,6.43347015294468,10.4600674270221
"gene-b2975",33.8338989002421,27.5380635195643,32.9939509572914,35.9807320286975,36.5059868166674,33.5172354500572,43.0372924587234,33.2650681430164,66.9486070178202,31.8838981338874,51.8591271155788,28.5206045665934,6.43347015294468,31.3802022810662
"gene-b4101",16.6526221149629,17.7363798939566,15.0989267092689,9.71479764774833,18.2529934083337,10.4516110543189,16.8406796577613,6.65301362860329,17.6180544783737,18.598940578101,22.2253401923909,28.5206045665934,9.65020522941702,20.9201348540441
"gene-b2809",178.949605902062,219.371014477885,287.43882698386,531.075604743575,628.967731195498,547.808579398784,357.396646070268,412.486844973404,391.120809419897,348.065887961604,288.929422501082,270.945743382638,273.422481500149,167.361078832353
"gene-b4107",18.767240796228,20.0701140905299,23.4872193255294,19.9693062759271,20.5346175843754,17.6596186779871,29.9389860582424,33.2650681430164,14.094443582699,19.9274363336796,22.2253401923909,19.013736377729,19.300410458834,10.4600674270221
"gene-b1472",0.528654670316283,0.700120258971973,0.559219507750701,1.4392292811479,2.53513797337968,2.16240228710046,1.87118662864015,0.950430518371898,0,1.32849575557864,2.46948224359899,0,3.21673507647234,0
"gene-b3550",198.774156038922,197.433913030096,217.536388515023,248.267050998013,255.288393919334,245.793059967086,161.857643377373,157.771466049735,162.086101201038,223.187286937212,202.497543975117,256.685441099341,157.620018747145,303.34195538364
"gene-b0559",0.264327335158141,0.233373419657324,0,0.359807320286975,0.253513797337968,0,0,0.950430518371898,0,0,0,0,0,0
"gene-b1952",0.264327335158141,0.233373419657324,0,0,0.253513797337968,0,0,0,0,0,0,0,0,0
"gene-b4350",3787.81071281617,3071.6609495297,3552.16231323245,3094.70276178827,3420.15463988652,3155.66573764195,1528.759475599,1707.9236415143,1955.60404709948,2015.3280612128,2079.30404911035,2842.55358847048,2759.95869561327,2416.2755756421
"gene-b3663",308.998654799867,261.844976855518,272.899119782342,267.696646293509,261.879752650121,265.975481313357,192.732222749935,189.135673156008,190.274988366436,243.114723270891,192.619615000721,256.685441099341,263.772276270732,251.04161824853
"gene-b1289",84.5847472506053,81.2139500407489,78.2907310850981,99.1269167390616,93.2930774203722,85.7752907216518,90.7525514890471,95.9934823555617,77.5194397048444,71.7387708012466,64.2065383335738,99.822115983077,122.235932905949,52.3003371351104
"gene-b1142",0,0,0,0,0,0,0,0.950430518371898,0,0,0,0,0,0
"gene-b4076",31.719280218977,67.9116651202814,45.8559996355575,93.0101922941831,142.2212403066,94.7853002512371,90.7525514890471,65.579705767661,77.5194397048444,100.965677423977,91.3708430131627,90.3152477942125,128.669403058894,52.3003371351104
"gene-b0364",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-b2606",16012.9499638802,7941.9308443584,9440.18451033958,6189.40552357655,4595.19109054801,6314.57507871454,14871.2557311176,18477.3197076681,19781.551568318,18799.5434371933,19548.4214403296,10928.1449830997,8685.18470647532,12960.0235420803
"gene-b0189",723.728243662991,816.806968800635,640.306336374553,754.515950641787,742.541912402908,544.564975968134,314.359353611545,253.764948405297,373.502754941523,460.988027185788,395.117158975839,480.096843537656,418.175559941404,585.763775913236
"gene-b0154",3322.33027560268,3195.11548852843,3645.55197102682,2596.7294305111,2717.66790746302,2868.42663383877,3391.52576441027,4352.02134362492,3393.23729253478,2995.75792882983,4254.91790572106,2989.91004539788,3303.58692353709,3336.76150922004
"gene-b4699",216.21976015936,211.436318209536,273.458339290093,284.967397667284,143.995836887966,315.710733916668,829.871269801905,518.935063031056,380.549976732873,685.503809878579,671.699170258926,1131.31731447487,1174.1083029124,502.083236497059
"gene-b0830",1347.01209996589,1354.0325808518,1315.28428222965,1062.51101680744,1486.60490758984,923.706176973082,1147.03740335641,753.691401068915,958.422163623531,1212.9166248433,886.544125452038,1535.35921250161,1994.37574741285,1286.58829352371
"gene-b4382",1634.86456795311,1755.20148924274,1523.31393911291,1813.6087979065,1692.20459723094,1248.06652003815,1890.83408824087,1789.66066609428,1930.93877082976,1841.295117232,1992.87217058439,2001.19575375597,2042.62677355994,1485.32957463713
"gene-b2956",88.0210026076611,49.9419118066674,65.428682406832,159.034835566843,182.276420285999,107.038913211473,70.1694985740055,61.7779836941734,59.9013852264707,96.9801901572408,39.5117158975839,166.370193305128,115.802462753004,115.060741697243
"gene-b0356",795.625278826006,694.752670319855,784.584969374233,530.895701083432,553.92764718346,632.142268595703,951.498400663515,1150.97135774837,1219.16936990346,928.61853314947,1321.17300032546,679.74107550381,723.765392206276,889.105731296876
"gene-b0484",4079.89241816591,7465.61569483781,2815.67022152478,5634.22282837374,7294.35249080535,3017.6323916487,10293.3976441495,4111.56242247683,9792.11467908012,10883.0372297002,5946.51324258637,9882.38948232462,10920.8155846236,4121.2665662467
"gene-b3196",773.68611000788,735.593018759886,746.558042847186,848.785468556974,856.623121204993,836.84968510788,514.576322876041,515.133340957569,535.588856142561,615.093534832911,597.614702950956,594.17926180403,611.179664529745,669.444315329412
"gene-b1943",0,0,0,0,0.253513797337968,0.360400381183411,0,0,0,0,0,0,0,0
"gene-b3703",7987.17908647356,9501.09866108899,9105.21202519691,7971.17137363765,8405.756978335,10992.211626094,22235.3107081309,26311.7184706076,21222.708424649,17978.5330602457,18916.2339859683,8594.20884273349,7858.48379182193,7939.19117710975
"gene-b1973",42.5567009604608,50.6420320656394,58.1588288060729,56.6696529451986,59.8292561717604,51.5372545092278,53.3288189162442,38.0172207348759,38.7597198524222,46.4973514452524,39.5117158975839,38.0274727554579,45.0342910706128,52.3003371351104
"gene-b0895",1391.41909227246,2701.9974527925,1668.15179162034,2529.62536527758,3270.58149945712,2331.43006587548,3008.86809885336,2332.35649208464,2600.42484100796,2876.19331082776,2242.28987718788,2467.03229501033,3319.67059891945,2698.69739617169
"gene-b3371",47.0502656581492,48.5416712887235,27.960975387535,49.833313859746,53.9984388329872,38.562840786625,86.0745849174468,76.0344414697519,133.89721403564,78.3812495791398,71.6149850643707,76.0549455109158,45.0342910706128,20.9201348540441
"gene-b3421",79.0338732122843,92.1825007646431,81.0868286238516,76.2791519008387,59.3222285770845,73.8820781425992,92.6237381176873,72.2327193962643,95.1374941832181,92.9947028905048,101.248771987559,52.2877750387546,90.0685821412255,41.8402697080883
"gene-b1018",501.428954794994,185.998615466887,251.648778487815,128.091406022163,96.5887567857658,144.160152473364,240.447481780259,271.823128254363,232.558319114533,252.414193559942,185.211168269924,232.91827062718,167.270223976562,261.501685675552
"gene-b3279",2827.7738315218,3446.92540833868,3646.67041004232,3281.8025683375,3590.00888410296,3640.40425033363,3541.22069470148,4848.14607421505,4179.00252227025,4527.51353501201,6237.91214733105,4273.33725089458,3355.05468476065,3451.82225091728
"gene-b0746",2239.64551079493,3990.21872930093,3096.39841441563,3958.95994511759,5298.9453919582,4404.45305844246,6463.07861532307,5393.69319176052,5711.77326188876,5748.40113438878,4109.21845334872,6673.82146858286,6687.59222398599,5345.09445520828
"gene-b3709",30.3976435431863,30.3385445554522,19.0134632635238,39.7587088917107,41.8297765607647,34.5984365936074,50.522038973284,38.0172207348759,56.3777743307959,39.8548726673592,44.4506803847818,38.0274727554579,25.7338806117787,20.9201348540441
"gene-b1390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-b4055",391.997438039524,528.59079552384,431.15824047579,430.509458723366,444.409686733458,431.399256276543,212.379682350657,270.872697735991,243.129151801557,268.356142626885,291.398904744681,327.986952515824,305.589832264872,303.34195538364
"gene-b2284",8931.35632765844,10605.4216829074,10613.4270376006,9189.47896012934,9385.08077745157,9034.15635512456,17665.8729609916,20344.9156762689,17656.8141982262,14351.7396475161,19007.6048289814,11569.8585858481,12255.7606413596,13075.0842837776
"gene-b2970",71.1040531575401,93.8161147022444,71.020877484339,72.321271377682,82.6454979321775,92.98329834532,136.596623890731,148.267160866016,95.1374941832181,115.579130735342,74.0844673079697,109.328984171941,102.935522447115,20.9201348540441
"gene-b3877",45.4643016472003,48.7750447083808,40.2638045580505,50.912735820607,45.6324835208342,40.0044423113586,66.4271253167252,37.066790216504,70.4722179134949,71.7387708012466,37.0422336539849,99.822115983077,32.1673507647234,73.2204719891545
"gene-b0474",3988.96381487151,4171.54987637467,4758.39879145071,3414.03175854296,3862.53621624128,5091.01578459686,6395.71589669202,6928.63847893114,6131.08295847406,5193.08990855691,6047.76201457393,4159.25483262821,4226.78989048465,4968.53202783548
"gene-b0067",82.4701285693401,87.2816589518393,81.6460481316023,58.4686895466334,59.0687147797465,81.8108865286343,93.5593314320074,95.0430518371898,70.4722179134949,112.922139224184,93.8403252567617,99.822115983077,147.969813517728,94.1406068431986
