Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-b2204	4.9943321674505565	4.738548290345623	120	91	2.9894379639746935	2.789349328482145	2.442444366513429	2.237623703297064	2.108797958470027	1.2969124170285544	1.0858134905985057	1.3739497479057374	host	napH	0.5445559546931126	0	1
gene-b3221	15.607288023282988	14.431033429688942	395	338	8.264916723930035	11.20238681922668	3.9760722245567446	4.669823380793873	2.4558153440410444	2.2794218238683683	3.82206348690674	3.258223687890749	host	nanQ	0.6949453343944413	0	1
gene-b1518	1.6892594095788647	1.72310846921659	48	40	0.762013598660216	0.8098110953657841	0.6816123813525848	1.0701678580985958	0.4270983207027903	0.2751026339151479	0.3040277773675816	0.7458584345774003	host	lsrG	0.6344363232222237	0	1
gene-b3291	102.82448580045263	99.97106100865538	2356	2074	55.451143410197254	60.195958088856614	38.795104705317954	39.27191745931514	20.52741303877786	19.335785126607536	29.273531706535714	30.06987162559414	host	mscL	0.6193844387124031	0	1
gene-b0293	5.912407933526026	6.70781511230744	181	145	4.337615869296614	5.308761625175696	5.055291828365004	5.480556606626142	2.9629945998756075	2.475923705236331	2.5190872981885333	3.1012008595586646	host	ecpA	0.4086739532579363	0	1
gene-b0186	63.200335736635346	63.139617479150765	1874	1565	39.62470713033123	51.153067523938695	26.69648493630957	26.88391376859806	10.410521567130514	10.375299336228435	16.504365057097285	17.154743995280207	host	ldcC	0.6404376268094049	0	1
gene-b1363	15.460395900710914	13.261781254149113	322	255	9.554478198585786	8.14310045895594	7.952144449113489	10.312526632586469	4.1108213367643565	3.615634617170515	4.343253962394023	4.5929177287134655	host	trkG	0.5188736024585342	0	1
gene-b2982	14.0649207362762	17.261854486259054	389	293	10.14064250524749	12.012197914592464	10.4513898474063	9.761228039020526	5.098486203389559	4.873246657925477	3.474603169915218	4.239616364966276	host	insH9	0.5283046112713363	0	1
gene-b3132	2.2401048692241465	3.2615981738742597	95	66	1.5826436279866025	1.7545907066258655	1.9312350804989902	1.491749135531376	0.8541966414055806	1.1397109119341842	1.3029761887182068	1.7665068187359483	host	kbaZ	0.4964263583516957	0	1
gene-b4323	12.559276479912429	13.87717713601218	388	322	9.495861767919614	10.932449787438085	8.008945480892871	7.166881716357263	6.486555745673628	6.523862461416364	7.296666656821958	8.165187073268383	host	uxuB	0.3742750409444333	0	1
gene-b3684	2.350273961153203	3.415447144340027	85	37	1.1137121826572387	1.3496851589429735	1.760831985160844	0.9728798709987235	0.9342775765373538	0.9039086542926288	1.2161111094703263	1.9235296470680325	host	yidP	0.5924204560148459	0	1
gene-b2281	257.0612145011316	181.91102267872287	6091	4520	153.28196619203575	167.8558442672078	130.1879648383437	122.12885313937309	71.11187039701458	68.22545321095667	51.467559454369166	47.65642839878758	host	nuoI	0.5288051858186135	0	1
gene-b0163	56.81052840475008	72.8936422066804	1223	859	22.80179152914031	24.114374839781124	14.257058976624899	17.02539774247766	16.14965525157426	14.108835082219727	26.580714249851418	28.61741046352236	host	yaeH	0.6991869220033391	0	1
