Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b2431	98.50536642407513	95.4507601480134	109.42120413708304	70.7530276445311	60.54057766102381	12.032893019367169	31.586982653482025	5.743471763430227	10.059222130617151	3.4124443498452677	22.578904865465756	2.399024491803133	host	yfeX
gene-b3259	87.91339153976598	108.6965753804178	89.61385083986062	75.72870424086211	72.06135923084551	17.15520768000458	50.89013871949882	8.396888543026648	18.681412528288995	4.173493089738816	31.706547257888083	2.593539991138522	host	prmA
gene-b0969	24.89114097812651	31.49672858697688	33.4609657642398	16.813412674415236	18.52360958285057	3.45528917936488	9.827061269972186	2.082428358670609	3.2846439610178453	1.0556482521104065	3.84321784944098	0.38903099867077834	host	tusE
gene-b4525	1.3239968605386443	1.7189225874112581	1.3461308066073483	1.1208941782943491	1.1294883891982055	0.6668101925090119	0.0	0.8396888543026648	0.20529024756361533	0.29459951221685765	0.4804022311801225	0.5187079982277044	host	ymjC
gene-b1078	12.180771116955526	8.89795221718769	16.92278728306381	7.080770540932595	10.61719085846313	4.697980901768038	3.5096647392757805	4.131269163169111	1.0264512378180766	1.8166969920039553	0.960804462360245	0.551127248116936	host	flgG
gene-b2275	4.236789953723662	6.420681429447935	9.99982884908316	7.299481600111981	6.551032657349592	3.879622938234251	2.4567653174930464	2.283953683703248	0.41058049512723066	1.1538480895160257	0.4804022311801225	0.7456427474523252	host	yfbP
gene-b4207	232.2290493384782	219.11207334824684	235.38058675534205	256.2746835934446	186.8173795733832	99.93060021373692	131.96339419676934	218.0168141311439	35.720503076069065	5.867440284985748	51.4030387362731	3.8578907368185518	host	fklB
gene-b0030	12.710369861170985	20.07094903536087	19.038135693446783	17.305512557568854	19.653097972048776	8.426056068977514	10.178027743899763	4.870195354955456	1.847612228072538	2.4549959351404804	4.323620080621102	0.9077389968984828	host	rihC
gene-b3653	40.51430393248251	71.03194809743582	47.88379583503282	46.47610007561935	21.686177072605545	19.00409048650684	11.581893639610076	11.92358173109784	6.569287922035691	6.923088537096154	11.529653548322939	3.8578907368185518	host	gltS
gene-b0773	49.78228195625302	36.40071361576782	46.72996942936938	24.632333040078255	22.36387010612447	6.395315937245523	12.985759535320389	2.6870043337685274	4.721675693963152	1.4238976423814784	4.804022311801225	0.7456427474523252	host	ybhB
