Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	75_R1	75_R2	75_R3	135_R1	135_R2	135_R3	Entity	Symbol
gene-FTB24_02730	1463	1536	1900	1276	1273	1296	1397	1358	1236	1655	1598	1681	1626	1469	1751	host	gene-FTB24_02730
gene-FTB24_12370	6867	5218	6733	8401	6890	6812	4471	4813	4377	4118	3747	3882	9373	7836	8856	host	recA
gene-FTB24_06995	2184	2929	2035	1668	3066	2701	1433	1952	2404	1713	2435	3073	2480	1913	3665	host	gene-FTB24_06995
gene-FTB24_07690	3467	4261	2813	2008	3119	2683	2727	2951	2529	5443	6243	4851	13975	9570	13882	host	gene-FTB24_07690
gene-FTB24_16075	2941	3205	3029	2356	2950	2897	2435	2548	2293	1722	1633	1790	2874	2053	2484	host	gene-FTB24_16075
gene-FTB24_01900	2303	1698	3049	2196	1539	1747	724	817	806	420	450	489	637	830	907	host	gene-FTB24_01900
gene-FTB24_14585	2551	3219	2585	1218	1705	1443	1345	1473	1392	1551	1637	1838	1920	1458	1859	host	gene-FTB24_14585
gene-FTB24_08425	243	288	328	123	171	173	148	179	188	163	182	191	243	183	246	host	gene-FTB24_08425
gene-FTB24_09975	252	223	295	226	254	301	201	215	194	183	192	187	381	437	460	host	gene-FTB24_09975
gene-FTB24_18260	6485	11370	8335	2918	7019	4852	5630	7201	6024	6228	8095	5831	3539	2047	3015	host	gene-FTB24_18260
gene-FTB24_08065	3114	4225	2354	2191	3907	3420	3406	3752	3652	2410	2664	2998	3763	2568	3940	host	gene-FTB24_08065_gene_cas1b
gene-FTB24_09500	4	4	68	19	8	35	36	12	23	9	23	43	24	68	67	host	gene-FTB24_09500
gene-FTB24_05745	1287	970	1705	959	799	942	834	1002	740	910	786	792	1574	1298	1462	host	rsmB
gene-FTB24_12480	2804	2591	3793	2724	2914	2694	3203	3909	3021	3279	3048	3013	3495	3131	3196	host	gene-FTB24_12480
gene-FTB24_03380	338	352	379	316	292	293	298	268	238	181	180	246	283	268	298	host	gene-FTB24_03380
gene-FTB24_11980	1584	1712	1012	1521	1952	2370	2011	2398	2306	1834	2343	2160	2105	1264	1853	host	gene-FTB24_11980
gene-FTB24_16125	2215	2669	1489	1426	2137	1745	2624	3211	2709	4018	4707	4302	7966	4586	7785	host	gene-FTB24_16125
gene-FTB24_01440	14393	12067	16060	12337	10557	11223	7144	8320	8634	6525	6610	8226	9895	8090	10891	host	gene-FTB24_01440
gene-FTB24_13615	6317	4039	9187	6814	8251	9683	8348	12545	12422	5259	13312	12217	6044	3636	6176	host	ssrS
gene-FTB24_04205	586	599	724	588	617	654	663	672	591	657	586	556	895	696	874	host	gene-FTB24_04205
gene-FTB24_12270	653	680	801	549	635	641	521	474	459	384	354	400	735	759	984	host	gene-FTB24_12270
gene-FTB24_05450	89	69	162	81	146	112	92	94	84	72	84	91	86	125	156	host	gene-FTB24_05450
gene-FTB24_14505	480	538	482	412	659	659	638	756	647	655	666	667	890	666	850	host	gene-FTB24_14505
gene-FTB24_15070	2943	1987	4073	5054	3109	3320	3304	3180	3060	4617	3278	4145	7196	5633	6699	host	gene-FTB24_15070
gene-FTB24_19245	1107	908	1292	729	1022	1090	985	917	819	753	880	974	1242	1643	1749	host	gene-FTB24_19245
gene-FTB24_02055	2013	2886	1648	1384	2482	2117	1513	1882	1774	1084	1275	1079	1390	663	1058	host	gene-FTB24_02055
gene-FTB24_08520	634	550	858	490	414	510	378	331	330	324	315	383	581	632	727	host	gene-FTB24_08520
gene-FTB24_16625	400	520	535	360	422	430	392	422	387	401	394	459	389	368	408	host	gene-FTB24_16625
gene-FTB24_09130	584	773	586	1196	1866	1608	1041	1282	1262	588	613	767	706	471	820	host	gene-FTB24_09130
gene-FTB24_05970	139	130	399	172	141	217	158	137	136	135	137	146	212	319	370	host	gene-FTB24_05970
gene-FTB24_06540	5	8	23	2	5	13	8	6	11	3	8	15	10	32	27	host	gene-FTB24_06540
gene-FTB24_05430	47533	59809	40220	34853	51121	47465	40222	43221	38038	31876	32108	29145	42048	27901	42082	host	gene-FTB24_05430
gene-FTB24_04540	4728	5777	5328	4904	4798	3587	2996	3081	2865	2625	2415	2596	4980	3822	4731	host	gene-FTB24_04540
gene-FTB24_08705	100	88	129	112	117	147	130	101	138	125	124	177	335	253	410	host	gene-FTB24_08705
gene-FTB24_14785	25	21	125	14	25	33	39	21	32	23	22	46	22	119	92	host	spoVAE
gene-FTB24_15505	410	440	614	319	388	410	384	372	359	399	359	437	790	793	878	host	gene-FTB24_15505
gene-FTB24_00465	2664	2319	3511	3987	3133	3444	3688	3593	3223	2657	2087	2329	3484	3034	3160	host	gene-FTB24_00465
gene-FTB24_18740	3777	2818	3685	3435	2791	2752	2283	2465	2059	1826	1685	1882	3325	2775	3204	host	radA
gene-FTB24_15020	8202	5849	9347	8956	5691	5676	4483	4515	4264	6314	4996	5946	11218	9517	12181	host	gene-FTB24_15020
gene-FTB24_07625	8412	10369	6838	7505	11368	10820	9045	9552	9548	6919	7486	8210	8079	5106	7966	host	gene-FTB24_07625
gene-JD032_23	29	25	33	7785	9967	7800	23310	26532	22846	30677	35679	34028	39428	38097	46956	phage	gene-JD032_23
gene-FTB24_13035	1188	1064	1338	1025	1164	1057	929	1004	777	963	799	918	1553	1395	1436	host	gene-FTB24_13035
gene-FTB24_13325	5580	4379	6843	5485	4201	4728	4217	4458	3963	4245	3443	3653	6897	6087	6402	host	mreC
gene-FTB24_08730	55	43	70	63	62	89	59	55	84	73	87	146	216	140	271	host	gene-FTB24_08730
gene-FTB24_18935	12795	23745	17728	5219	12476	11056	8210	11116	10961	7789	10411	9363	6632	4184	7052	host	gene-FTB24_18935
gene-FTB24_02240	1189	1664	1121	1036	2002	1604	1181	1333	1274	695	801	828	894	792	1030	host	gene-FTB24_02240
gene-FTB24_06475	946	827	1437	1018	858	1000	876	921	780	910	751	823	1226	1260	1313	host	gene-FTB24_06475
gene-FTB24_11070	335	352	283	291	474	487	372	416	353	308	268	330	410	434	562	host	gene-FTB24_11070
gene-FTB24_15970	1951	1389	2684	1709	1220	1444	1253	1095	1064	959	790	897	2071	2027	2050	host	gene-FTB24_15970
gene-FTB24_05020	815	543	971	799	710	691	539	550	501	546	482	574	1028	820	984	host	gene-FTB24_05020
gene-FTB24_07215	59	111	103	58	93	88	89	60	99	78	92	108	129	129	150	host	gene-FTB24_07215
gene-FTB24_16575	29	29	53	25	20	50	38	44	48	20	29	44	17	35	45	host	gene-FTB24_16575
gene-FTB24_06495	3735	2968	3911	3821	3152	3372	3157	2955	2554	2756	2052	2275	5063	4146	4356	host	gene-FTB24_06495
gene-FTB24_09710	2999	2915	2301	3386	4669	4254	4223	4776	3959	3514	3204	3135	8573	6535	7626	host	gene-FTB24_09710_gene_hflB
gene-FTB24_17520	79	94	63	50	70	88	69	71	81	56	54	76	93	100	119	host	gene-FTB24_17520
gene-FTB24_11620	4163	5536	3770	2691	4400	4072	4288	4504	4369	3705	3985	4155	4417	3138	4443	host	gene-FTB24_11620
gene-FTB24_07430	1965	2334	1305	1793	2642	2774	2255	2497	2553	1678	1895	1924	1716	1132	1868	host	gene-FTB24_07430
gene-FTB24_01295	1524	1221	1441	1146	1278	1331	1255	1352	1208	1210	1145	1134	1336	1151	1463	host	gene-FTB24_01295
gene-FTB24_12915	3059	2908	3074	1136	1382	1322	1352	1466	1087	1599	1359	1271	2111	1454	1798	host	gene-FTB24_12915
gene-FTB24_02435	616	542	804	603	672	732	795	673	611	640	508	595	901	918	960	host	gene-FTB24_02435
gene-FTB24_09070	28	26	88	11	14	28	29	36	24	29	34	52	45	102	105	host	gene-FTB24_09070
gene-FTB24_08075	305	268	357	198	294	269	197	259	197	204	153	143	506	447	445	host	gene-FTB24_08075
gene-FTB24_03195	2075	2088	2334	1801	2057	2041	2171	1999	1952	2063	2027	2295	2125	1590	2028	host	gene-FTB24_03195
gene-FTB24_07145	20	29	91	10	20	46	27	36	39	35	33	65	72	152	175	host	gene-FTB24_07145
gene-FTB24_04790	33	44	124	29	44	84	72	62	78	57	58	111	95	183	221	host	gene-FTB24_04790
gene-FTB24_02565	189	200	186	180	220	192	183	180	212	190	189	193	204	166	225	host	gene-FTB24_02565
gene-FTB24_13505	665	781	504	788	1361	1255	1179	901	644	711	695	689	1167	897	1192	host	gene-FTB24_13505
gene-FTB24_13770	2654	1680	3556	3955	2459	2658	2279	2159	1983	1999	1752	1821	4527	4187	4283	host	addB
gene-FTB24_08810	231	287	324	263	279	335	262	220	320	305	254	402	554	448	704	host	gene-FTB24_08810
gene-FTB24_15005	1659	963	2189	1927	994	1205	970	909	873	973	791	942	2414	2304	2643	host	gene-FTB24_15005
gene-JD032_28	20	9	73	1898	2071	4308	14795	15172	11560	49272	48023	56638	31068	89995	84104	phage	gene-JD032_28
gene-FTB24_13130	25450	26901	29504	26475	24943	23764	17937	18232	16593	17409	15620	15136	27671	18427	22321	host	fabF
gene-FTB24_11255	6528	7161	7800	6352	7412	7960	4629	6063	6052	6132	5363	6520	5823	4749	6811	host	gene-FTB24_11255
gene-FTB24_05235	3140	2614	3109	2891	3084	3088	2585	2633	2387	2336	1907	2043	2896	2268	2728	host	gene-FTB24_05235
gene-FTB24_02445	749	549	1057	743	519	723	550	454	470	433	366	454	552	765	747	host	gene-FTB24_02445
gene-FTB24_09615	745	736	479	696	1101	1081	750	862	765	619	648	606	514	335	532	host	gene-FTB24_09615
gene-FTB24_04900	3283	4201	3150	3158	4343	3728	3030	3178	2953	2126	2034	1853	2944	2159	2827	host	gene-FTB24_04900
gene-FTB24_07630	520	504	410	666	893	840	910	1071	976	640	667	690	776	591	763	host	gene-FTB24_07630
gene-FTB24_11770	3082	4632	2911	1850	4001	3965	2793	3420	3288	2587	2871	3132	2641	1825	2748	host	gene-FTB24_11770
gene-FTB24_04250	2483	2283	3396	2007	1883	1910	1712	1683	1644	1414	1219	1324	2487	2213	2351	host	gene-FTB24_04250
gene-FTB24_17705	6696	9236	4547	3638	7997	6631	7741	9570	7807	8778	9328	7909	10903	6955	9874	host	gene-FTB24_17705
gene-FTB24_07255	632	721	756	565	739	706	635	663	656	633	617	619	930	831	1046	host	gene-FTB24_07255
gene-FTB24_09275	1828	2258	1659	1458	2235	2122	2045	2188	2131	2643	2788	2854	3516	1736	2470	host	tet(40)
gene-FTB24_00405	6889	6712	6557	5987	6518	6291	4733	4631	4301	3303	3011	3276	3923	3067	4175	host	gene-FTB24_00405
gene-FTB24_18420	10915	7575	19977	8483	4374	5584	4002	4141	3876	4428	3526	3596	8436	8677	7733	host	gene-FTB24_18420
gene-FTB24_02890	537	750	443	332	513	542	418	443	452	490	458	563	398	347	390	host	gene-FTB24_02890
gene-FTB24_12000	311	328	260	301	422	397	336	351	349	207	268	264	261	200	275	host	gene-FTB24_12000
gene-FTB24_16135	3880	3554	2444	5413	6269	5245	5425	4677	4508	3324	3089	2933	5378	3090	3867	host	gene-FTB24_16135
gene-FTB24_02675	880	631	673	473	542	533	460	480	412	476	414	408	387	489	487	host	gene-FTB24_02675
gene-FTB24_07205	251	274	187	284	364	402	423	434	396	322	330	342	544	349	500	host	gene-FTB24_07205
gene-FTB24_07665	15	27	178	29	11	77	65	30	51	26	49	80	37	189	194	host	gene-FTB24_07665
gene-FTB24_18955	16904	28578	23108	6835	16699	14317	11552	15549	14177	10410	13819	11414	8826	4907	8043	host	gene-FTB24_18955
gene-FTB24_06555	18	25	136	17	27	52	36	13	36	11	28	51	27	139	110	host	gene-FTB24_06555
gene-JD032_46	22	19	47	674	516	1516	19670	20839	14372	55589	44819	47975	36087	67484	65329	phage	gene-JD032_46
gene-FTB24_10015	842	928	813	656	769	744	640	836	651	783	960	907	4373	3975	6026	host	gene-FTB24_10015_gene_gap
gene-FTB24_13240	40112	52772	35479	28532	49869	47779	34426	42114	39552	34290	36423	37705	36354	24603	39141	host	gene-FTB24_13240
gene-FTB24_08115	220	245	223	194	407	414	278	353	298	243	233	281	297	318	425	host	gene-FTB24_08115
gene-FTB24_00245	89	69	342	114	115	208	153	89	132	78	110	135	81	268	277	host	gene-FTB24_00245
gene-FTB24_17475	6638	4398	7709	5494	3867	4304	5263	5798	4823	8588	7295	7234	34351	25078	25733	host	gene-FTB24_17475
gene-FTB24_14565	318	438	472	226	375	386	403	407	385	405	449	465	596	476	604	host	gene-FTB24_14565
gene-FTB24_15200	1805	2100	1301	1293	2061	1775	2397	2363	2065	2026	1831	1733	2547	1696	2073	host	gene-FTB24_15200
gene-FTB24_04340	1254	1225	1618	1263	1214	1292	1269	1217	1057	1283	1055	1174	1293	987	1171	host	gene-FTB24_04340
gene-FTB24_04420	6506	4282	7753	8114	5842	4902	5305	5310	4720	4979	4213	4255	7846	6452	6538	host	gene-FTB24_04420
gene-FTB24_00770	17346	19119	12125	15586	22727	20550	16193	17833	18443	12418	12876	14550	10119	6593	9466	host	gene-FTB24_00770
gene-FTB24_04160	1131274	976331	1270543	1106212	869507	870617	576235	557998	513805	514761	487940	517297	798018	570159	700644	host	slpA
gene-FTB24_06905	2685	2277	3906	2816	2194	2543	2092	2347	2012	2299	1913	1964	4605	3851	4198	host	gene-FTB24_06905
gene-FTB24_12040	19	14	177	23	28	89	50	32	66	56	51	68	184	302	329	host	gene-FTB24_12040
gene-FTB24_14655	96	111	254	104	123	145	145	136	153	127	192	199	218	285	339	host	gene-FTB24_14655
gene-FTB24_18730	9544	9060	6058	6096	9377	8575	6280	7371	6291	4615	4782	4549	8099	5339	7450	host	gene-FTB24_18730
gene-FTB24_17945	142	164	305	154	221	228	209	230	199	215	243	234	547	413	512	host	gene-FTB24_17945
gene-FTB24_02915	193	179	207	216	201	217	209	222	164	194	157	184	379	286	382	host	gene-FTB24_02915
gene-FTB24_15885	662	484	643	472	483	491	430	449	383	449	321	343	659	612	677	host	gene-FTB24_15885_gene_lepB
gene-FTB24_17470	477	383	573	501	542	533	427	438	406	322	284	315	497	440	443	host	rfbD
gene-FTB24_17845	809	569	795	753	618	612	555	559	518	511	388	426	698	676	700	host	rimI
gene-FTB24_00025	11199	14277	9002	6979	11339	10458	9014	9823	8862	7670	7327	7773	9641	7329	10124	host	gene-FTB24_00025
gene-FTB24_16275	269	402	358	205	300	242	307	334	286	292	262	268	424	401	499	host	gene-FTB24_16275
gene-FTB24_15785	308	376	330	240	368	320	290	344	262	242	211	239	209	220	267	host	gene-FTB24_15785
gene-FTB24_02100	2510	1834	2036	1817	1347	1191	1058	956	610	848	631	397	685	440	325	host	gene-FTB24_02100
gene-FTB24_16425	330	411	241	261	383	350	382	479	422	368	436	438	421	225	373	host	gene-FTB24_16425
gene-FTB24_17905	129	83	408	1058	116	214	154	124	145	103	122	167	119	348	296	host	gene-FTB24_17905
gene-FTB24_01875	3250	3947	2700	2045	3198	3221	2638	2953	2706	1735	1789	1765	2066	1168	1794	host	gene-FTB24_01875
gene-FTB24_13180	16214	17178	15940	12704	13692	13181	9882	9439	8096	7636	6572	6361	11698	7516	9272	host	gene-FTB24_13180
gene-FTB24_04915	7638	4707	10854	9039	4587	5105	4785	4331	3848	4784	3692	3831	12037	10253	9400	host	mutL
gene-FTB24_00945	5537	5744	3974	3886	5231	4606	3948	4063	3397	2816	2834	2620	4597	3463	5025	host	gene-FTB24_00945
gene-FTB24_08805	317	366	414	378	371	454	336	340	399	449	390	543	715	520	817	host	gene-FTB24_08805
gene-FTB24_15415	198	261	448	118	196	197	185	172	198	209	212	238	176	242	282	host	gene-FTB24_15415
gene-JD032_39	43	27	95	1930	1424	4788	48962	47883	32527	90963	77088	85539	58638	133014	119434	phage	gene-JD032_39
gene-FTB24_15345	80	85	137	80	75	71	53	45	60	71	76	85	203	219	203	host	gene-FTB24_15345
gene-FTB24_04330	2175	2423	2156	1739	2304	2094	1969	2013	1826	2057	1854	2200	1979	1335	1817	host	gene-FTB24_04330
gene-FTB24_06120	217	201	470	344	243	277	255	215	208	224	232	277	230	349	402	host	gene-FTB24_06120
gene-FTB24_14950	61	91	350	86	82	182	141	78	147	69	137	143	65	315	295	host	glpK
gene-FTB24_17315	346	430	552	391	513	486	378	432	447	385	414	481	358	480	600	host	gene-FTB24_17315
gene-FTB24_18160	13269	8959	9046	83336	71485	53985	107598	113976	97798	104440	89806	95795	94961	71299	82334	host	gene-FTB24_18160
gene-FTB24_01330	2975	2145	3292	2653	1994	2051	1904	1928	1795	1726	1414	1550	2139	1910	1923	host	gene-FTB24_01330
gene-FTB24_17985	3492	2708	3231	2577	2790	2745	2482	2478	2274	2166	1678	1739	3297	2643	2657	host	murA
gene-FTB24_15865	6863	7516	4239	3772	6508	5466	4726	5777	5142	4757	5106	5252	3990	2780	4274	host	gene-FTB24_15865
gene-FTB24_07325	1343	1570	972	770	1280	1290	952	1058	1120	718	739	915	1099	753	1138	host	gene-FTB24_07325_gene_ytvI
gene-FTB24_00165	3716	3910	2682	2674	3998	3762	2820	2843	2906	1708	1773	1990	2140	1627	2310	host	gene-FTB24_00165
gene-FTB24_08770	364	410	558	240	372	380	310	411	445	313	523	405	282	207	297	host	gene-FTB24_08770
gene-FTB24_14425	50	86	72	41	76	65	75	72	58	117	101	82	87	141	126	host	gene-FTB24_14425
gene-FTB24_01620	141	78	212	99	62	102	108	71	61	65	56	92	70	160	146	host	gene-FTB24_01620
gene-FTB24_02400	2542	3071	2536	1829	2262	2276	2034	2133	2113	1807	1836	2067	2090	1534	2031	host	gene-FTB24_02400
gene-JD032_47	33	21	55	787	609	1229	24877	25908	18142	79492	61236	66110	54164	79416	79590	phage	gene-JD032_47
gene-FTB24_12775	1358	1108	1696	1277	1113	1282	1383	1382	1146	1110	921	964	1559	1367	1466	host	gene-FTB24_12775
gene-FTB24_14620	37392	39613	19564	25662	30839	25650	23743	26739	25591	14962	15631	19650	18218	12392	19134	host	gene-FTB24_14620
gene-FTB24_10465	332	424	267	274	458	651	495	636	603	509	579	598	464	275	393	host	gene-FTB24_10465
gene-FTB24_17340	3424	4323	3415	2335	3715	3370	3211	3617	3585	2936	3263	3690	2381	1753	2455	host	gene-FTB24_17340
gene-FTB24_11835	12	21	17	23	13	25	11	15	21	15	19	27	29	49	48	host	gene-FTB24_11835
gene-FTB24_08210	1209	1685	1288	1150	1811	1755	1910	2042	2068	2072	2116	2291	1876	1249	1871	host	gene-FTB24_08210
gene-FTB24_09960	10611	12017	6864	8181	15815	12597	9522	11314	10692	6971	8757	10009	7638	3520	6812	host	gene-FTB24_09960
gene-FTB24_15405	796	950	442	514	1140	950	604	901	771	625	696	731	541	397	663	host	gene-FTB24_15405
gene-FTB24_11655	104	114	193	98	138	171	113	111	122	104	91	133	177	187	203	host	gene-FTB24_11655
gene-FTB24_01315	3022	1890	3329	2562	1647	2027	1742	1733	1442	1619	1287	1342	2460	2229	2194	host	gene-FTB24_01315
gene-FTB24_06515	5630	4637	4183	6535	7462	7900	5919	5929	5404	5014	4501	5153	6636	4558	6686	host	gene-FTB24_06515
gene-FTB24_17980	1757	1466	2175	1221	936	1004	1052	1088	971	955	764	861	1566	1458	1368	host	spoIID
gene-FTB24_17085	36118	40912	24604	31892	46890	40959	34026	36570	35931	29092	28899	31161	29759	16916	28096	host	gene-FTB24_17085
gene-FTB24_09575	18	3	47	9	6	11	7	5	4	0	10	20	11	36	48	host	gene-FTB24_09575
gene-FTB24_19185	1244	1268	1161	1479	1733	1488	1365	1490	1254	1031	984	982	1824	1408	1791	host	gene-FTB24_19185
gene-FTB24_03265	7873	10044	4090	12872	21572	14741	13314	11831	7455	4487	5724	5712	5136	3062	3377	host	gene-FTB24_03265_gene_trxA
gene-FTB24_07955	48	53	127	34	26	45	30	57	31	51	48	62	229	231	193	host	gene-FTB24_07955
gene-FTB24_15425	323	488	351	378	430	394	350	366	359	361	338	368	492	350	490	host	gene-FTB24_15425
gene-FTB24_16060	25130	31688	16713	18924	33421	28111	17335	21799	22372	14831	18239	19190	27103	15238	26573	host	gene-FTB24_16060
gene-FTB24_04235	2777	2163	4116	1976	1422	1585	1522	1559	1303	1303	1209	1171	2599	2639	2598	host	gene-FTB24_04235
gene-FTB24_00505	5942	4573	7066	5264	3785	4307	3917	3584	3492	3558	2900	3173	8434	6980	6772	host	carB
gene-FTB24_03845	1078	1226	836	1118	1671	1526	1626	1858	1613	1375	1354	1277	1327	1014	1318	host	gene-FTB24_03845
gene-FTB24_04630	51	41	288	72	39	123	86	45	93	65	85	103	74	270	231	host	gene-FTB24_04630
gene-FTB24_09340	2403	3066	2721	1934	2830	2885	1915	2146	2580	2200	2660	2813	2282	1303	2105	host	gene-FTB24_09340
gene-FTB24_03360	6948	6168	4473	5945	8806	6139	5366	4376	3017	2878	2577	2823	3579	2689	3154	host	gene-FTB24_03360
gene-FTB24_19310	85	106	173	88	107	166	109	107	111	98	117	170	150	374	368	host	gene-FTB24_19310
gene-FTB24_12965	1424	1249	1945	1173	1032	1068	1005	1103	833	954	843	757	1606	1431	1651	host	gene-FTB24_12965
gene-FTB24_16920	2846	3735	2484	3209	4526	4185	2388	2770	2835	1532	1524	2012	1806	1039	1516	host	gene-FTB24_16920
gene-FTB24_18545	29780	30520	39038	25576	23507	25244	17961	18841	18020	19623	16632	16887	30053	23121	25705	host	rplK
gene-FTB24_09950	1277	1315	1342	935	1572	1299	1303	1866	1577	1421	1482	1627	2057	1433	2351	host	larE
gene-FTB24_00345	766	876	643	513	783	720	675	722	662	520	558	565	725	567	671	host	gene-FTB24_00345
gene-FTB24_16785	828	950	813	983	1207	1151	1005	1019	1071	845	886	993	610	421	568	host	gene-FTB24_16785
gene-FTB24_01190	706	627	606	497	636	633	523	581	545	479	481	540	545	441	554	host	gene-FTB24_01190
gene-FTB24_01725	6937	9058	7100	6802	10510	9112	12233	13364	12684	17480	20111	21119	17248	11540	16782	host	gene-FTB24_01725
gene-FTB24_19365	3527	4884	2685	2541	4662	4122	4130	4563	4038	3517	3974	3583	5562	3623	4825	host	gene-FTB24_19365_gene_murJ
gene-FTB24_12475	13972	10543	20135	15557	11216	11079	10945	11634	10226	11188	9485	10294	17850	15651	15632	host	nusA
gene-FTB24_18425	28897	19300	56003	21335	11181	14199	11080	10738	9711	11446	8970	9074	21240	21343	18984	host	rplE
gene-FTB24_00380	1944	2302	1609	982	1362	1087	939	1169	1143	773	808	1011	881	710	950	host	gene-FTB24_00380
gene-FTB24_19230	11280	13182	11275	10940	14295	14100	16147	15662	14564	15452	15462	17040	12647	9264	12525	host	dnaA
gene-FTB24_05170	2227	3009	2321	1464	2137	1972	2841	2859	2604	2837	2780	2762	3106	2157	3162	host	gene-FTB24_05170
gene-FTB24_09030	179	186	221	271	334	289	398	377	320	313	271	328	357	293	367	host	eutP
gene-FTB24_08585	16	8	82	11	17	29	35	8	29	18	36	49	25	93	90	host	gene-FTB24_08585
gene-FTB24_10325	204	262	248	234	439	401	327	431	397	175	222	222	158	129	182	host	gene-FTB24_10325
gene-FTB24_00570	1062	1424	917	1296	1857	1540	1605	1779	1526	1779	1905	1660	1602	1114	1561	host	gene-FTB24_00570
gene-FTB24_05320	5944	7328	6862	2895	6588	5794	5826	7190	5918	6502	5710	5180	3174	2084	2913	host	gene-FTB24_05320
gene-FTB24_06525	22527	22363	23375	30943	31893	28668	33404	34325	30825	31590	28715	30556	32615	21115	28938	host	gene-FTB24_06525
gene-FTB24_11330	9453	10543	5666	5786	9330	9382	5651	6611	6196	5856	6420	6556	5649	4027	6337	host	gene-FTB24_11330
gene-FTB24_04665	1461	1913	1169	945	1197	1103	939	1025	988	764	925	977	991	758	1127	host	gene-FTB24_04665_gene_brnQ
gene-FTB24_12735	2004	1935	2528	1594	1792	1574	1816	1981	1756	1861	1524	1555	2668	2406	2718	host	trmD
gene-FTB24_08035	260	183	235	348	346	455	192	279	261	149	179	207	268	273	391	host	gene-FTB24_08035_gene_cas6
gene-FTB24_07640	3781	4542	3235	3912	5270	5356	4854	4718	5137	4762	5203	5632	4297	2844	4342	host	gene-FTB24_07640
gene-FTB24_05795	79	88	236	80	122	166	132	130	151	167	212	238	781	681	865	host	gene-FTB24_05795
gene-FTB24_05415	607	462	4215	537	413	531	511	491	420	497	381	415	847	859	914	host	gene-FTB24_05415
gene-FTB24_17415	332	190	378	369	204	204	221	159	179	159	153	187	264	305	285	host	gene-FTB24_17415
gene-FTB24_16570	0	0	25	4	2	8	10	3	6	3	1	11	12	22	14	host	gene-FTB24_16570
gene-FTB24_02750	791	980	783	608	880	830	821	970	850	791	907	1001	861	631	950	host	gene-FTB24_02750
