Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b0629	207	24	137	26	74	10	49	1	49	2	107	3	host	ybeF
gene-b2919	62	13	72	12	40	6	34	3	41	4	92	0	host	scpB
gene-b4301	79	18	105	27	29	11	40	3	43	1	124	2	host	sgcE
gene-b3294	28317	13958	60525	21303	15991	13039	9417	3917	10539	2748	6566	2970	host	rplQ
gene-b1834	1445	362	1606	593	277	158	170	44	211	34	321	29	host	letB
gene-b2189	6338	142	1547	71	947	64	413	17	1165	25	1125	30	host	proL
gene-b0801	1228	477	1345	596	390	413	134	93	129	32	213	38	host	hcxB
gene-b2489	134	7	73	19	73	4	80	7	90	1	155	2	host	hyfI
gene-b0606	2872	1440	4437	1277	617	473	10261	124	229	73	276	97	host	ahpF
gene-b2214	439	34	371	124	109	57	56	28	74	7	170	11	host	ftp
gene-b0817	386	313	203	224	76	84	50	27	39	16	74	11	host	mntR
gene-b4769	113	13	92	32	26	21	7	3	9	0	17	0	host	ybiE
gene-b0039	199	45	194	58	92	27	70	6	95	3	180	3	host	caiA
gene-b4392	1287	306	1011	313	187	69	156	36	177	18	379	21	host	slt
gene-b3607	2019	583	2126	1163	561	537	301	140	239	65	283	76	host	cysE
gene-b4814	171	26	130	49	32	37	25	6	11	0	27	0	host	zbiJ
gene-b0939	39	3	46	5	24	2	17	1	25	1	68	0	host	elfD
gene-b0322	91	14	63	5	20	6	22	3	18	0	43	0	host	yahH
gene-b4554	282	246	132	75	41	28	30	10	25	7	49	15	host	yibT
gene-b1184	104	25	80	31	50	21	40	5	51	7	136	3	host	umuC
gene-b1850	494	509	629	475	267	271	172	81	164	40	185	60	host	eda
gene-b0588	572	96	781	326	112	68	61	16	74	10	129	11	host	fepC
gene-T4p273	5	0	8214	1191	15023	2028	10136	1221	4924	242	6616	186	phage	ndd.4
gene-b1711	521	80	273	159	78	60	60	24	79	9	139	15	host	btuC
gene-b1234	942	227	851	484	128	136	69	37	74	17	112	15	host	rssA
gene-b1827	416	383	171	221	60	90	50	32	47	24	81	31	host	kdgR
gene-b3227	197	24	153	29	97	20	94	6	92	7	291	7	host	dcuD
gene-b4391	7544	1801	7420	2050	1367	1125	483	314	676	190	485	194	host	ettA
gene-b4753	7	4	7	2	17	2	9	2	6	0	10	0	host	yqfH
gene-b1567	22	2	10	1	13	2	14	2	5	0	21	0	host	ydfW
gene-b4536	658	96	246	48	47	16	21	3	17	4	28	4	host	yobH
gene-b0549	20	0	21	0	18	1	22	0	33	2	66	1	host	ybcO
gene-b4808	24	0	13	4	15	1	9	6	6	1	8	1	host	chiZ
gene-b4411	2404	358	1219	481	819	327	379	96	168	37	128	55	host	ecnB
gene-b3907	145	33	128	25	120	7	110	2	122	2	335	0	host	rhaT
gene-b1504	19	3	37	3	28	3	17	1	30	0	108	1	host	ydeS
gene-b1563	371	146	528	138	90	59	26	10	54	12	47	15	host	relE
gene-b2789	71	8	82	18	90	9	55	3	93	0	259	2	host	gudP
gene-b3290	776	352	1166	678	203	234	111	70	145	46	251	34	host	trkA
gene-b3017	1573	497	1883	1032	258	280	186	90	216	63	304	64	host	ftsP
gene-b4679	231	17	87	22	46	7	23	4	15	2	22	4	host	yohP
gene-b2021	621	1174	1081	2014	321	1320	95	237	119	121	145	132	host	hisC
gene-b3934	57737	193	393	261	108	99	98	29	105	14	261	23	host	cytR
gene-b2881	4937	33	341	51	160	34	156	15	182	6	444	7	host	xdhD
gene-b4765	168	18	32	29	16	3	14	2	7	1	10	2	host	yadX
gene-b2873	112	11	89	13	39	9	60	2	75	2	200	3	host	hyuA
gene-b4553	87	22	54	13	17	4	23	4	33	0	75	0	host	ysaB
gene-b1974	95	10	70	6	42	3	25	0	22	1	72	0	host	yodB
gene-b3367	225	41	124	29	75	20	70	8	82	1	192	2	host	nirC
gene-b4242	1308	2019	1346	4289	526	2004	362	525	368	268	618	234	host	mgtA
gene-b2624	358	3	27	5	165	5	281	4	42	5	90	4	host	alpA
gene-b4349	831	428	1120	625	277	359	168	102	178	58	356	51	host	hsdM
gene-b2379	1011	888	555	1021	165	289	94	44	105	27	269	36	host	alaC
gene-b0656	2334	252	1671	299	273	101	194	25	201	27	265	27	host	insH3
gene-b4665	1798	136	877	68	333	39	247	13	237	14	150	9	host	ibsC
gene-b3503	108	34	124	30	44	9	37	8	64	1	129	4	host	arsC
gene-b2074	275	72	157	61	68	18	65	9	77	5	170	2	host	mdtA
gene-b2514	4337	1977	5787	3526	709	1119	263	253	316	162	227	146	host	hisS
gene-b4691	10922	223	2785	273	4820	303	4345	316	2954	61	2236	70	host	sroH
gene-T4p269	12	0	33794	3435	43021	12708	22625	7508	13949	1571	14904	1157	phage	ndd.1
gene-b4763	6751	353	2924	338	1739	138	1090	66	604	41	472	34	host	sroC
gene-b2434	330	83	183	126	54	51	43	8	54	6	107	11	host	ypeA
gene-b2875	166	32	193	37	100	13	87	7	139	1	364	5	host	yqeB
gene-b2755	127	44	150	53	67	24	61	6	68	1	172	8	host	cas1
gene-b2960	1188	586	947	499	194	179	94	55	87	37	107	49	host	trmB
gene-b3175	19572	6102	11816	4338	1672	1234	409	348	590	256	372	256	host	secG
gene-b0060	483	78	331	231	154	45	137	4	173	8	355	9	host	polB
gene-b2486	132	11	103	24	74	13	94	7	101	1	237	0	host	hyfF
gene-T4p064	19	0	1220	11	60274	1770	22615	1545	16509	1258	11290	972	phage	a-gt.5
gene-b2649	26	5	42	3	30	3	26	1	39	1	63	3	host	ypjB
gene-b3779	3558	710	5393	1953	826	806	420	277	492	133	498	154	host	gpp
gene-b3884	389	156	271	134	106	43	91	14	94	4	248	8	host	csqR
gene-T4t003	32	1	11631	484	73717	4731	117601	9658	338520	15563	307712	16455	phage	gene-T4t003
gene-b2676	121	38	167	123	64	23	42	9	62	5	147	3	host	nrdF
gene-b2533	14465	889	7822	1783	1505	730	429	299	419	131	341	93	host	suhB
gene-b0122	728	39	205	53	56	26	31	6	27	4	70	2	host	yacC
gene-b0321	96	22	109	18	57	9	71	5	66	1	200	2	host	yahG
gene-b2280	965	1095	895	1615	317	560	160	138	176	77	170	75	host	nuoJ
gene-b4435	300	14	130	14	79	5	41	1	24	2	27	0	host	isrC
gene-b2376	33	10	28	7	23	2	13	2	22	1	38	0	host	ypdI
gene-b3309	23134	10613	63642	15322	8604	9877	1114	2439	2609	1431	796	1224	host	rplX
gene-b3632	830	291	1272	264	247	119	128	49	136	38	242	33	host	waaQ
gene-b4225	169	60	79	73	60	26	52	13	68	9	132	5	host	chpB
gene-b4514	22	1	30	0	14	0	12	0	15	1	34	0	host	ybfQ
gene-b2335	50	9	46	3	29	3	22	0	45	1	91	1	host	yfcR
gene-b0930	14133	3329	16038	4091	2008	1380	699	337	809	185	491	237	host	asnS
gene-b2886	67	10	76	8	45	6	27	1	35	0	96	2	host	ygfS
gene-b1722	1102	227	1111	317	204	165	85	48	109	42	86	38	host	ydiY
gene-b4781	961	43	338	48	71	15	20	5	31	0	23	8	host	evgL
gene-b3495	5179	1453	2313	874	615	354	383	119	254	42	279	46	host	uspA
gene-b3448	285	78	145	56	64	19	42	5	78	10	135	5	host	yhhA
gene-b0576	1186	217	1091	368	220	467	125	42	152	25	197	46	host	pheP
gene-b1701	102	12	90	9	66	7	54	3	48	0	166	1	host	fadK
gene-b2144	481	26	183	45	61	17	56	7	48	1	79	3	host	sanA
gene-b3319	45864	19045	106772	28823	11217	15211	1508	3686	2903	2052	905	2006	host	rplD
gene-b4474	120	28	95	20	72	12	84	2	80	0	236	2	host	frlC
gene-b1513	63	5	61	6	34	1	52	0	61	1	183	3	host	lsrA
gene-b0118	34646	16858	29768	21801	10522	14078	3178	3326	4222	1654	2176	1740	host	acnB
gene-b0186	360	211	299	434	163	160	161	64	191	42	411	32	host	ldcC
gene-b1652	852	108	566	178	89	65	45	21	53	10	74	13	host	rnt
gene-b2156	1084	517	1177	799	218	201	128	59	127	37	253	49	host	lysP
gene-b2161	73	12	51	17	61	5	63	3	58	2	196	0	host	nupX
gene-b2846	23	6	34	2	18	2	18	1	40	2	48	3	host	yqeH
gene-b1923	807	352	787	337	308	330	128	140	153	60	149	75	host	fliC
gene-b3587	24	0	56	8	31	2	36	0	32	1	108	1	host	yiaW
gene-b2180	1132	120	1025	382	222	130	183	37	156	32	200	33	host	yejF
gene-b1190	1114	649	1899	809	280	283	103	79	144	60	178	92	host	dadX
gene-b2814	52811	3628	13834	5626	13057	3829	8693	2318	5391	811	4145	818	host	metZ
gene-b3647	260	30	282	43	139	14	578	5	186	3	579	3	host	ligB
gene-b4828	14	1	15	4	3	1	3	0	7	1	8	2	host	motR
gene-b3641	1523	440	1845	585	217	199	115	56	172	26	197	41	host	slmA
gene-b3563	34	5	46	4	27	3	26	0	27	2	85	0	host	yiaB
gene-b0593	1271	290	1495	665	239	182	152	51	164	27	283	16	host	entC
gene-b1620	126	54	116	69	41	22	44	6	44	9	111	6	host	malI
gene-b2455	50	7	54	4	43	4	60	3	55	3	112	1	host	eutE
gene-b4482	126	32	157	62	64	33	83	30	68	13	186	24	host	yigE
gene-b2899	299	66	217	116	86	35	70	7	81	6	177	7	host	trhA
gene-b3733	22873	11833	41016	15912	7215	10232	1533	2023	2400	1108	991	1215	host	atpG
gene-b0711	253	515	659	609	87	177	69	32	46	21	90	21	host	pxpB
gene-b3313	45512	15420	82710	21280	19953	17523	3570	4102	4847	2165	1489	2105	host	rplP
gene-T4p085	11	0	2197	43	65763	3504	68966	7172	110331	10541	106752	9772	phage	nrdC.1
gene-b2992	144	80	216	123	91	57	51	17	50	15	78	9	host	hybE
gene-b1413	1909	738	2282	1051	503	440	212	124	255	65	365	93	host	hrpA
gene-b2502	2227	548	2818	890	349	223	154	56	145	19	284	39	host	ppx
gene-b1837	202	30	62	22	26	9	22	3	16	1	28	1	host	yebW
gene-b0722	3857	1067	3269	2175	294	644	86	148	135	90	119	84	host	sdhD
gene-b1086	756	530	511	489	124	175	56	82	73	37	114	44	host	rluC
gene-b2429	231	51	140	69	90	24	87	8	98	5	193	4	host	murP
gene-b3067	4932	2298	9414	3035	1626	1798	499	613	738	433	457	412	host	rpoD
gene-b1116	1476	324	800	412	139	97	76	37	86	22	127	19	host	lolC
gene-b0685	915	51	404	97	82	29	43	11	45	8	73	9	host	ybfE
gene-b1869	848	105	395	140	136	49	124	18	75	2	87	17	host	yecN
gene-b3418	1495	746	2275	1423	316	379	226	98	244	118	481	117	host	malT
gene-b3881	91	9	87	10	68	7	93	2	93	1	195	1	host	yihT
gene-b0624	450	106	178	88	54	32	40	16	36	3	69	0	host	crcB
gene-b2933	80	4	106	8	67	7	86	5	110	2	283	5	host	cmtA
gene-b0058	673	212	1093	425	327	255	183	108	177	64	210	72	host	rluA
gene-b1349	67	9	48	10	35	5	33	0	34	2	78	1	host	recT
gene-b1888	93	46	142	71	82	32	83	17	103	6	207	6	host	cheA
gene-b3923	675	187	448	136	139	44	105	17	103	6	132	9	host	uspD
gene-b3342	29174	8319	48686	11612	10706	7852	1396	1888	2017	909	610	951	host	rpsL
gene-b1448	512	143	305	138	44	52	43	12	35	5	70	8	host	mnaT
gene-b0439	2882	3404	5175	4378	1082	2399	350	502	528	268	527	317	host	lon
gene-b2413	1224	143	674	105	174	44	101	23	124	6	137	12	host	cysZ
gene-b4662	351	38	133	32	115	25	93	12	48	10	54	16	host	sgrT
gene-b0940	189	27	144	15	143	14	87	11	138	3	289	3	host	elfC
gene-b3184	1290	945	2792	2431	638	3203	150	299	173	190	192	147	host	yhbE
gene-b0390	204	40	294	115	74	33	48	7	44	1	111	5	host	aroM
gene-b0209	736	737	402	652	112	505	106	467	84	517	138	436	host	yafD
gene-b1412	472	154	407	128	81	45	42	15	44	5	94	8	host	azoR
gene-b0250	315	53	210	68	57	39	45	15	52	13	117	15	host	ykfB
gene-T4p150	1	0	872	4	2549	56	5081	220	35768	3704	29303	3517	phage	5.4
gene-b1551	3	0	35	5	2	1	6	0	13	1	13	0	host	ynfN
gene-b3143	86	3	75	4	58	1	59	3	70	3	156	1	host	yraI
gene-b2162	37	2	62	7	45	4	50	2	58	4	150	1	host	rihB
gene-b2693	5739	1085	4241	1372	538	407	180	89	220	52	93	66	host	argY
gene-b3269	329	44	412	118	114	49	110	37	81	25	221	24	host	yhdX
gene-b3351	292	171	92	148	73	44	57	14	49	15	176	8	host	kefG
gene-b1681	262	189	472	372	117	167	47	28	52	15	140	8	host	sufD
gene-b2935	6991	5465	5722	6536	2701	3362	1130	741	1112	443	667	537	host	tktA
gene-b3661	1331	435	1017	206	262	104	124	30	113	13	213	17	host	nlpA
gene-b0453	2481	605	2724	744	637	357	171	81	204	49	197	39	host	ybaY
gene-b0282	151	11	72	14	38	9	40	2	45	2	138	1	host	yagP
gene-b1480	2017	93	1006	74	329	30	86	6	38	0	56	2	host	sra
gene-T4p257	13	0	3089	51	81201	3194	15747	1497	39199	1999	34319	2371	phage	arn
gene-b0048	2240	286	968	227	188	81	95	37	87	23	99	22	host	folA
gene-b1149	69	7	97	19	45	9	61	1	79	2	165	0	host	ymfN
gene-b3764	7629	1351	2713	467	858	275	437	121	546	80	338	106	host	maoP
gene-T4p274	21	0	30501	1486	56548	2593	43522	1667	21894	829	27070	938	phage	ndd.5
gene-b1210	1508	229	1184	470	134	123	56	32	89	26	94	23	host	hemA
gene-b3832	345	133	341	221	113	82	124	73	111	43	325	44	host	rmuC
gene-b0811	25607	3255	19308	1963	2496	598	623	154	803	67	501	50	host	glnH
gene-b2561	245	35	195	37	71	12	44	6	58	2	110	6	host	yfhH
gene-b3910	270	182	311	215	1936	86	429	28	96	7	227	14	host	yiiM
gene-T4p249	13	1	14259	48	45305	793	45093	4312	368071	25111	275721	42417	phage	34
gene-T4p254	14	1	12620	995	41207	3265	21041	3161	81215	7233	71389	8610	phage	t
gene-b1560	62	5	64	12	40	7	35	0	44	1	124	0	host	ydfU
gene-b3445	132	12	116	29	34	18	32	3	24	6	59	3	host	insB6
gene-b0979	190	46	187	55	122	21	85	7	87	6	197	6	host	appB
gene-b2553	2398	404	1111	296	273	112	86	36	88	23	96	16	host	glnB
gene-b0243	967	1057	1566	998	202	272	135	95	194	73	227	6630	host	proA
gene-b1818	2036	891	2016	1064	235	287	74	72	112	33	94	56	host	manY
gene-b0056	826	180	754	187	239	140	80	40	65	28	114	21	host	yabP
gene-b1706	1692	357	1586	595	195	182	108	53	145	27	168	37	host	selO
gene-b2756	175	25	90	23	60	12	82	6	72	0	155	2	host	casE
gene-b0245	84	24	117	37	40	26	29	11	22	2	65	9	host	ykfI
gene-b2482	139	13	126	18	109	7	121	5	121	3	301	1	host	hyfB
gene-b4045	1076	176	803	148	559	131	382	75	322	52	175	49	host	yjbJ
gene-b2837	1772	167	240	156	95	45	64	15	78	5	198	10	host	galR
gene-b4025	7036	3171	8816	3133	1200	1158	460	279	568	184	492	151	host	pgi
gene-T4p163	3	5	7341	9	13881	31	17117	159	250427	24135	196221	42812	phage	17
gene-b1475	50	18	79	14	41	13	40	5	41	2	95	3	host	fdnH
gene-b1148	177	15	48	7	25	3	25	3	18	0	40	0	host	ymfM
gene-b3952	8492	25	71	14	68	8	83	2	67	4	208	4	host	pflC
gene-b0121	3637	930	4369	1068	732	536	162	124	221	67	174	80	host	speE
gene-b2900	348	104	158	47	38	13	26	4	30	5	42	3	host	yqfB
gene-b4534	5	0	3	0	6	0	8	0	11	0	14	0	host	ynfP
gene-b2492	156	32	113	53	62	26	39	6	68	1	128	3	host	focB
gene-b1931	59	7	50	9	25	1	19	1	28	2	73	0	host	yedK
gene-b2430	133	36	149	75	72	22	67	5	83	6	144	6	host	yfeW
gene-b1295	630	22	222	86	39	14	21	2	32	1	74	6	host	ymjA
gene-b1838	197	23	106	43	34	11	40	4	27	2	113	1	host	pphA
gene-b3349	20577	4313	19546	5523	4923	3167	1502	690	1150	271	633	306	host	slyD
gene-b0458	1207	132	468	149	153	45	72	24	88	10	114	13	host	ylaC
gene-b0065	169	79	134	113	62	50	73	15	67	11	191	7	host	yabI
gene-b1020	6199	355	1680	221	307	52	147	20	167	16	172	5	host	phoH
gene-b3028	684	152	627	170	145	78	44	13	64	4	109	5	host	mdaB
gene-b3204	564	398	826	597	103	160	42	42	35	22	58	30	host	ptsN
gene-b3650	6493	1572	8628	3307	1304	1045	509	296	637	171	644	181	host	spoT
gene-b3870	118231	30183	154140	23864	12594	5207	3874	1533	7000	842	3191	758	host	glnA
gene-b3421	240	72	207	81	94	32	132	8	125	1	328	7	host	rtcB
gene-T4p098	4	0	15316	1105	24914	2015	6211	473	6779	670	7016	793	phage	mobD.2
gene-b2194	209	38	160	52	59	15	60	10	71	5	90	5	host	ccmH
gene-b3782	7771	454	2550	585	859	260	239	68	238	36	196	40	host	rhoL
gene-b0110	359	161	241	179	73	45	48	10	60	11	86	10	host	ampD
gene-b3116	166	28	163	22	71	16	79	9	92	6	203	13	host	tdcC
gene-b1877	113	9	85	23	22	7	14	1	12	0	11	0	host	yecT
gene-b2202	167	44	151	40	57	21	57	8	31	3	73	3	host	napC
gene-b4716	154	28	11	11	12	3	26	2	19	1	31	1	host	cpxQ
gene-b0354	258	248	169	175	69	75	40	23	54	16	76	12	host	yaiL
gene-b2617	4739	662	1701	324	321	133	106	39	155	29	120	46	host	bamE
gene-b3241	306	45	189	62	72	23	61	21	69	9	157	8	host	aaeA
gene-b0037	318	38	289	67	114	24	71	4	113	3	217	7	host	caiC
gene-b1130	1124	416	722	552	175	198	78	39	78	26	111	30	host	phoP
gene-b4841	2649	955	1670	703	239	196	83	44	126	32	88	45	host	ascrp
gene-b4421	75	25	118	37	21	14	21	4	15	5	13	2	host	ldrB
gene-b3672	2257	251	460	114	243	54	143	13	100	8	90	21	host	ivbL
gene-b3634	880	219	564	177	115	61	66	28	87	23	121	12	host	coaD
gene-b0657	2169	356	2055	727	386	225	308	88	319	56	354	50	host	lnt
gene-b3357	4586	1737	4309	1302	524	315	245	102	355	63	270	88	host	crp
gene-b0003	1543	1827	2629	2452	916	1586	271	265	305	141	240	140	host	thrB
gene-b0888	5931	1793	5497	1247	1014	557	249	148	336	92	235	104	host	trxB
gene-b1108	835	440	693	396	113	206	55	51	84	30	84	25	host	ycfP
gene-b0389	349	107	279	166	69	61	34	21	28	14	36	12	host	yaiA
gene-b0206	19557	1684	8035	1731	5721	654	10449	1752	19188	670	12490	673	host	aspU
gene-b1151	29	3	22	4	15	2	23	0	24	1	71	0	host	beeE
gene-T4p077	5	0	588	8	23774	421	48347	3761	50867	5001	32117	3006	phage	I-TevII
gene-b2716	157	76	174	63	82	24	100	4	73	7	200	6	host	ascB
gene-b0795	472	211	601	223	110	68	75	27	82	10	202	15	host	ybhG
gene-b0654	518	396	925	688	131	204	62	60	87	28	116	25	host	gltJ
gene-b2604	1209	93	614	214	163	128	98	66	94	42	176	31	host	dgcN
gene-b4408	15213	25428	7693	20245	8517	12295	5951	5339	3395	3097	2902	2992	host	csrB
gene-b3877	139	21	136	14	109	7	113	4	162	1	413	2	host	yihP
gene-b3654	5407	1071	1001	440	245	102	181	55	216	43	425	37	host	xanP
gene-b4357	57	4	81	9	41	5	38	4	48	0	122	1	host	lgoR
gene-b2637	71	15	79	18	41	12	28	4	32	1	97	1	host	yfjT
gene-b0809	6629	1627	12209	1661	1244	506	351	106	637	58	326	66	host	glnQ
gene-b2517	5162	882	5581	1614	975	760	273	199	255	159	234	132	host	rlmN
gene-b0762	3958	234	729	183	364	85	228	15	69	9	80	15	host	acrZ
gene-b0164	177	29	166	67	80	26	54	7	70	1	154	5	host	yaeI
gene-b3496	240	81	307	116	160	36	121	10	159	7	376	7	host	dtpB
gene-b0582	587	129	546	293	167	143	101	38	96	28	194	21	host	insL2
gene-b1946	33	16	31	16	20	4	23	2	22	1	55	2	host	fliN
gene-b0583	76	22	93	117	50	74	40	8	30	3	90	4	host	entD
gene-b3138	23	0	42	3	20	0	19	1	24	0	76	1	host	agaB
gene-b4030	362	23	63	8	38	3	32	3	24	0	88	0	host	psiE
gene-b0869	658	184	654	312	196	151	128	34	140	20	208	25	host	ybjT
gene-b2320	2837	973	2755	901	486	344	181	96	239	58	235	82	host	pdxB
gene-b3568	163	11	154	23	79	6	104	6	99	2	288	4	host	xylH
gene-b1587	245	26	173	41	100	18	80	6	93	3	235	5	host	ynfE
gene-b1824	22681	5166	18853	7246	5350	4766	597	850	712	309	300	299	host	yobF
gene-b1659	418	73	287	71	77	27	60	10	51	6	120	10	host	punR
gene-b2902	237	388	181	894	94	423	70	81	55	24	150	23	host	ygfF
gene-b3289	1577	529	2634	1108	316	369	132	109	181	87	229	59	host	rsmB
gene-b4085	48	15	57	10	44	3	51	0	63	1	123	0	host	alsE
gene-b4742	300	76	360	165	53	54	25	9	30	3	51	2	host	ymjE
gene-b3454	180	752	251	1098	83	555	77	100	75	66	181	51	host	livF
gene-b0662	848	382	843	402	204	131	127	37	123	33	163	30	host	ubiF
gene-b2017	288	44	194	71	53	36	22	13	31	4	49	4	host	yefM
gene-b3477	101	13	92	19	83	7	80	4	100	3	217	1	host	nikB
gene-b3195	1078	648	1161	1101	227	435	117	139	156	56	193	83	host	mlaF
gene-b2945	112	22	94	27	54	6	30	4	55	1	122	0	host	endA
gene-b2598	587	44	318	39	142	20	41	9	22	2	18	6	host	pheL
gene-b3212	24985	23344	48650	34015	9039	17073	2788	2981	3649	1325	1989	1292	host	gltB
gene-b3113	52	17	35	4	27	6	19	0	18	1	71	2	host	tdcF
gene-b1622	391	100	344	91	75	35	62	12	58	5	123	7	host	malY
gene-b1993	125	198	68	108	38	35	30	10	26	11	96	7	host	cobU
gene-b2821	1555	545	1590	829	523	281	474	101	432	64	527	90	host	ptrA
gene-b3939	408	336	467	281	165	84	165	36	179	21	350	28	host	metB
gene-b1450	225	33	307	45	64	15	40	1	32	1	63	2	host	mcbR
gene-b4430	97	2	50	3	14	1	10	1	12	1	29	2	host	rydB
gene-b1515	38	3	25	5	23	1	19	1	33	1	72	1	host	lsrD
gene-b3702	3040	1343	5101	3018	561	911	220	187	317	113	384	106	host	dnaA
gene-b3105	365	521	191	383	112	107	90	35	98	26	254	34	host	yhaJ
gene-b2395	926	108	740	303	218	126	120	43	117	16	282	16	host	pdeA
gene-b1900	184	30	108	28	71	11	51	2	70	0	185	3	host	araG
gene-b1928	1413	356	971	267	199	123	79	32	82	13	94	13	host	yedD
gene-b1333	1916	512	1630	530	266	183	127	41	126	21	140	26	host	uspE
gene-b0760	430	145	378	206	94	47	79	27	83	13	199	22	host	modF
gene-b2253	201	35	581	142	84	29	76	4	63	1	138	5	host	arnB
gene-b4266	81	12	64	6	49	8	49	4	69	0	98	1	host	idnO
gene-b3564	115	131	147	116	98	40	104	10	124	2	361	8	host	xylB
gene-b0493	1052	319	1163	438	172	146	93	31	104	23	132	23	host	ybbO
gene-b2230	107	17	158	57	92	34	67	11	84	9	201	4	host	yfaA
gene-b3086	53	6	59	9	45	7	35	2	40	1	125	1	host	ygjQ
gene-b1014	3289	3359	5427	4326	1654	2766	654	610	713	342	659	416	host	putA
gene-b3242	217	40	94	25	44	9	23	2	26	3	63	3	host	aaeX
gene-b3833	3283	878	2888	1124	426	334	223	141	284	104	316	103	host	ubiE
gene-b1123	3375	1300	3586	1380	851	689	358	170	344	133	249	151	host	potD
gene-b4606	1408	140	371	84	240	54	88	15	51	7	37	12	host	ypfM
gene-b2490	20	10	25	11	19	2	23	1	32	1	64	0	host	hyfJ
gene-b2509	3564	265	2544	663	346	199	182	89	196	48	1243	31	host	xseA
gene-b0182	2777	442	3956	1059	1026	405	514	149	581	77	445	89	host	lpxB
gene-b3729	8793	3278	11796	4210	1439	1274	848	371	848	237	781	296	host	glmS
gene-b4306	102	11	107	22	64	14	48	1	49	2	237	6	host	yjhP
gene-b4169	718	277	583	482	189	155	148	55	131	22	189	32	host	amiB
gene-b2352	1418	95	1235	86	211	39	89	7	96	9	89	11	host	yfdI
gene-b0126	12157	2727	8850	2119	1092	669	342	196	592	128	321	128	host	can
gene-b1114	2273	974	2316	1216	511	377	212	109	300	55	365	80	host	mfd
gene-b2022	572	1076	804	1785	263	1174	80	194	105	89	164	95	host	hisB
gene-b2878	260	34	225	32	162	9	134	7	151	4	418	3	host	ygfK
gene-b1027	102	10	50	15	16	4	21	1	17	2	46	1	host	insE4
gene-b4605	8	0	10	0	1	0	5	0	4	0	22	0	host	ypaB
gene-b4756	139	42	126	36	30	18	22	3	24	0	52	2	host	yqiD
gene-b2939	913	185	1262	210	165	98	23	22	85	20	30	18	host	yqgB
gene-b0288	134	25	143	39	53	21	38	6	28	4	67	5	host	ykgJ
gene-b3567	384	52	227	65	148	14	165	7	139	3	347	9	host	xylG
gene-b2213	230	36	254	82	68	27	53	13	61	8	135	9	host	ada
gene-b4244	76315	7828	49227	3848	5125	1000	1856	443	2916	260	1171	238	host	pyrI
gene-b4129	428	203	644	213	180	106	122	13	132	9	280	6	host	lysU
gene-b2179	280	40	273	94	72	30	72	12	75	5	152	8	host	yejE
gene-b0891	450	547	390	746	100	248	70	47	67	25	107	21	host	lolA
gene-b1885	84	24	89	29	60	17	61	8	59	5	155	3	host	tap
gene-b1422	3329	353	1851	421	290	117	133	39	151	24	140	20	host	ydcI
gene-b1774	41	5	61	5	41	2	36	0	47	0	118	0	host	ydjJ
gene-b3206	449	66	401	151	74	47	40	13	34	2	74	5	host	npr
gene-b3889	16	2	36	1	17	1	35	0	33	1	58	0	host	yiiE
gene-b3945	262	63	277	48	95	16	104	10	102	12	250	8	host	gldA
gene-b1897	415	154	382	195	79	54	48	14	50	8	95	2	host	otsB
gene-T4t001	14	1	2320	4	43912	2037	84940	7516	263701	16421	263454	25510	phage	gene-T4t001
gene-b4432	3455	466	1264	342	521	190	131	32	93	18	84	21	host	ryeA
gene-b1435	1017	236	782	315	143	95	76	51	95	25	167	37	host	rlhA
gene-b1654	5570	1176	3514	940	837	460	267	103	190	48	130	43	host	grxD
gene-b2733	1441	413	1921	535	306	209	186	54	242	41	315	62	host	mutS
gene-b3006	6590	1181	5385	1543	532	316	230	104	213	35	197	44	host	exbB
gene-b2887	153	19	162	23	95	8	114	1	123	1	319	2	host	ygfT
gene-b4477	60	14	89	12	59	5	64	3	52	0	186	1	host	dgoA
gene-b3813	4275	123316	3916	1598	596	492	447	183	424	157	623	155	host	uvrD
gene-b4078	505	102	302	81	85	38	69	15	72	7	162	6	host	yjcO
gene-b1025	281	29	219	34	120	18	155	18	102	10	112	13	host	dgcT
gene-b3360	70	27	57	81	46	35	43	7	44	2	126	4	host	pabA
gene-b1193	1073	311	703	208	147	100	84	29	82	19	104	22	host	emtA
gene-b3943	297	50	180	63	117	21	109	14	101	14	222	3	host	yijE
gene-b4090	35	20	30	18	47	9	33	3	34	1	113	1	host	rpiB
gene-b4544	45	6	41	22	21	3	14	5	21	1	68	0	host	arnE
gene-b3292	321	120	171	75	66	58	44	30	44	16	72	6	host	zntR
gene-b3697	3224	643	2292	650	375	211	240	69	204	26	306	31	host	yidA
gene-b4572	74	14	67	13	56	7	70	3	82	0	237	3	host	ylbE
gene-b0221	400	117	711	167	247	102	198	39	222	25	424	40	host	fadE
gene-b3440	1201	630	1483	658	200	235	113	62	123	26	235	35	host	yhhX
gene-b3947	182	33	172	29	170	28	208	17	207	17	543	9	host	ptsA
gene-b2521	608	287	553	238	122	82	93	23	98	17	127	26	host	sseA
gene-b3444	62	6	47	15	18	13	14	3	15	1	40	2	host	insA6
gene-b1693	417	178	361	142	84	50	48	10	53	7	128	12	host	aroD
gene-T4p186	2	2	805	3	9575	391	17592	3880	113451	13060	98532	16453	phage	uvsY.-1
