Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b2620	3119	197	1796	316	422	135	150	55	159	29	182	32	host	smpB
gene-b3384	1256	1808	1016	1812	382	599	190	164	234	106	286	116	host	trpS
gene-b1990	516	94	448	209	155	82	56	24	58	13	134	14	host	ldtA
gene-b1185	1781	165	1036	189	186	77	85	16	99	20	89	13	host	dsbB
gene-b4501	914	36	106	11	50	5	44	2	26	2	58	1	host	torI
gene-T4p055	4	1	3045	67	13229	399	27376	1536	60526	3253	52798	3154	phage	46.1
gene-b4734	25	9	28	1	12	5	9	0	10	2	22	0	host	yldA
gene-b3540	506	2196	1135	4718	405	3021	171	512	213	266	315	248	host	dppF
gene-T4p134	36	2	99290	3852	137067	9018	60761	4831	190367	18289	122223	15006	phage	trna.3
gene-b4214	354	337	240	224	79	91	72	21	87	11	150	23	host	cysQ
gene-T4p176	5	1	26338	718	27008	1351	10228	634	52213	4156	44089	4732	phage	segD
gene-b3013	130	36	115	17	42	10	69	4	53	2	121	2	host	yqhG
gene-T4p241	19	0	59388	2799	91141	8835	16325	2342	14824	1824	12840	2059	phage	frd.2
gene-b1570	1223	42	215	41	66	9	36	5	27	2	47	8	host	dicA
gene-b1359	43	5	41	7	15	2	28	2	29	1	66	2	host	ydaU
gene-b0892	1132	380	1090	885	268	264	154	61	111	23	201	25	host	rarA
gene-b1175	2896	1370	4129	1120	418	346	175	108	260	74	199	73	host	minD
gene-b2185	20699	3346	14711	3743	4835	3158	442	663	527	263	234	313	host	rplY
gene-b3973	492	320	452	451	166	195	103	69	91	39	164	39	host	birA
gene-b0313	1365	277	1154	619	180	216	89	68	97	21	126	19	host	betI
gene-b2295	1146	180	630	134	147	49	85	20	88	14	55	12	host	yfbV
gene-b4383	3078	751	4816	1198	782	607	277	142	432	98	305	85	host	deoB
gene-b4772	43	9	28	8	12	3	9	0	15	0	21	1	host	ymiD
gene-b4809	584	54	180	96	81	33	26	13	25	10	29	5	host	ispZ
gene-b4485	5004	22	139	40	113	10	109	6	91	8	280	5	host	ytfR
gene-b1547	60	5	45	7	25	1	31	1	24	1	46	2	host	stfQ
gene-b3026	185	88	211	63	71	20	69	6	99	2	173	9	host	qseC
gene-b4222	1051	491	879	391	192	136	71	33	64	20	104	27	host	ytfP
gene-b1545	103	3	157	22	42	10	19	3	22	4	37	1	host	pinQ
gene-b0525	9004	1528	5505	1188	943	488	287	185	373	100	239	112	host	ppiB
gene-b0216	20985	1253	9705	1513	7779	932	12469	1980	20616	682	13209	720	host	aspV
gene-b4711	1433	153	1063	211	213	77	111	18	134	21	202	30	host	insH21
gene-b2840	217	205	219	175	81	71	46	11	55	10	142	4	host	ygeA
gene-T4p207	24	1	23812	860	88500	6864	19197	3620	8082	1131	7971	1301	phage	30.4
gene-b1232	1927	1265	2101	1126	302	486	89	130	144	70	89	55	host	purU
gene-b0964	158	14	102	21	45	4	35	1	41	2	96	2	host	csgI
gene-b1639	105	30	92	38	11	9	15	2	14	1	31	1	host	mliC
gene-b2626	28	9	36	5	21	1	26	0	23	2	53	2	host	yfjJ
gene-b3598	89	20	49	5	37	1	40	1	47	1	149	0	host	yibI
gene-b1912	1032	106	604	136	82	35	47	18	57	2	85	3	host	pgsA
gene-b2356	28	0	17	0	25	0	14	0	32	0	73	1	host	yfdM
gene-b1731	136	17	94	15	35	9	22	1	23	3	44	3	host	cedA
gene-b3220	206	27	127	48	78	21	64	7	66	5	176	2	host	yhcG
gene-b1841	1197	187	628	227	124	117	52	24	53	14	71	7	host	yobA
gene-T4p167	18	3	29079	14	53154	193	50178	461	416498	39080	313731	53805	phage	18
gene-b2579	1241	136	1626	122	5553	564	10797	2047	10702	1138	8307	1484	host	grcA
gene-b1755	179	30	178	53	75	21	71	8	59	1	181	2	host	ynjC
gene-b3340	147342	60141	288983	81867	74642	79356	13950	16506	21803	8103	6340	7895	host	fusA
gene-b4194	24	6	37	5	24	2	36	1	24	0	63	2	host	ulaB
gene-b0361	239	47	211	63	82	17	57	9	80	7	159	13	host	insD1
gene-b3371	106	18	84	19	72	5	87	1	98	1	250	2	host	frlB
gene-b4559	15	3	18	4	16	2	10	1	18	0	26	0	host	ghoT
gene-b3770	450	863	478	1119	210	636	173	134	153	81	279	79	host	ilvE
gene-b0734	1382	1007	2898	1138	407	493	179	106	276	89	213	99	host	cydB
gene-b1745	555	553	1397	1221	392	724	178	100	155	27	205	39	host	astB
gene-b4096	177	32	87	21	59	3	65	1	53	0	125	1	host	phnL
gene-b0814	53539	7409	38866	7939	15419	5774	4203	1911	3616	860	1623	772	host	ompX
gene-b0491	241	93	249	94	49	35	38	11	47	6	128	7	host	fetB
gene-b1614	2719	1219	5011	1123	992	879	192	232	318	122	169	99	host	ydgA
gene-T4p006	76	0	25213	507	355382	14636	186315	24139	154657	17014	91320	13164	phage	39
gene-b1252	1149	251	646	309	101	57	56	18	73	4	104	10	host	tonB
gene-T4p042	20	1	873	17	95111	3147	78500	4280	107730	7760	108353	6416	phage	segA
gene-b4122	187	44	202	92	133	37	127	16	127	11	369	9	host	fumB
gene-b0564	76	12	79	1	32	2	20	0	32	5	45	0	host	appY
gene-b1641	6768	1880	5464	1439	1004	620	385	187	303	84	242	98	host	slyB
gene-b2264	501	251	761	568	176	180	105	41	132	35	214	34	host	menD
gene-b2013	1664	1649	1430	784	237	191	106	47	94	15	175	15	host	tsuA
gene-b3483	20	1	24	5	14	4	23	0	25	0	73	0	host	yhhH
gene-b0969	538	105	391	153	75	66	21	17	38	10	47	5	host	tusE
gene-T4p228	6	1	2129	9	29774	502	64439	3611	133482	8687	85025	8092	phage	gene-T4p228_gene_rnlA
gene-b4817	1169	110	400	98	122	39	23	7	31	3	44	3	host	ynhH
gene-b2508	8976	3131	3152	2009	818	591	431	189	539	97	505	157	host	guaB
gene-b2259	127	39	71	44	48	28	20	6	24	0	56	3	host	pmrD
gene-b0375	48	5	64	11	38	4	26	4	23	4	65	2	host	iprA
gene-b2107	877	136	398	82	120	42	72	9	33	3	85	8	host	rcnB
gene-T4p166	2	5	5674	8	10802	22	12946	124	179108	17924	152452	34768	phage	gene-T4p166_gene_17
gene-b1740	687	854	835	889	209	508	75	111	105	43	129	62	host	nadE
gene-b1783	1052	1214	1607	1602	352	481	144	94	210	51	226	53	host	yeaG
gene-b2759	37	12	31	8	14	6	25	2	28	1	76	2	host	casB
gene-b3374	151	24	122	29	60	9	67	4	67	2	201	1	host	frlD
gene-b2707	376	107	281	85	75	36	50	10	52	3	106	9	host	srlR
gene-b0194	8493	2703	13991	3199	2207	1446	601	337	892	245	473	299	host	proS
gene-b1112	470	77	437	49	112	29	39	8	37	2	44	1	host	bhsA
gene-b4831	532	272	298	150	118	65	68	16	49	11	72	13	host	allZ
gene-b2283	8543	5377	12645	7748	2469	3445	708	791	1075	485	569	489	host	nuoG
gene-b1708	561	214	378	129	73	47	49	10	62	11	51	9	host	nlpC
gene-b3698	166	70	121	40	58	17	43	7	28	3	109	4	host	yidB
gene-b1938	124	25	88	22	81	16	68	3	82	5	188	1	host	fliF
gene-T4p137	7	3	4250	28	29999	741	76671	13225	239574	38247	130981	27637	phage	57B
gene-b1081	72	16	87	32	36	16	51	4	48	2	176	2	host	flgJ
gene-b1391	14	3	27	2	32	3	25	0	35	0	90	0	host	paaD
gene-b4327	448	44	334	97	95	41	57	22	56	7	135	7	host	hypT
gene-b4621	8	0	18	0	5	0	13	0	16	2	22	1	host	yjbS
gene-b2593	1319	1583	1513	1541	482	1398	260	1526	230	1156	233	955	host	yfiH
gene-b2906	1479	365	1858	644	240	169	132	54	191	42	262	43	host	ubiI
gene-T4p028	7	0	13160	673	32495	2081	13138	1450	10442	977	9761	1094	phage	mrh.2
gene-b3120	36	5	58	6	41	4	28	2	36	0	76	0	host	yhaB
gene-b3734	57061	22559	93784	31078	17774	18521	5355	4491	9352	2722	3600	3200	host	atpA
gene-b4241	342	44	226	48	78	18	62	6	78	3	144	3	host	treR
gene-b0645	36	1	33	9	20	0	29	2	28	0	61	2	host	ybeR
gene-b4460	131	22	89	12	61	7	55	3	74	3	158	2	host	araH
gene-b0294	36	8	50	5	44	5	408	1	25	0	115	1	host	matA
gene-b3297	29308	35235	71019	31456	9007	16164	1490	3691	2503	2400	825	2212	host	rpsK
gene-b1806	510	231	439	317	135	101	81	32	105	25	116	25	host	yeaY
gene-b2928	571	86	394	108	94	43	69	7	64	11	158	8	host	yggC
gene-b4243	47131	3506	32304	2456	4062	801	1104	268	1336	110	526	110	host	ridA
gene-b3336	789	326	510	181	323	115	305	33	184	8	175	11	host	bfr
gene-b4548	21	3	20	5	6	1	8	0	26	1	38	0	host	ypjJ
gene-b3247	2246	468	2237	891	365	257	216	91	182	53	246	49	host	rng
gene-b4231	151	15	125	40	64	14	76	6	85	1	223	2	host	yjfF
gene-b0556	955	62	466	58	127	28	45	10	66	2	77	7	host	rzpD
gene-b0080	1038	436	1184	721	219	197	113	45	115	28	143	47	host	cra
gene-b3190	357	249	242	446	47	187	35	46	31	26	63	24	host	ibaG
gene-b1057	104	28	129	39	33	2	24	4	39	1	106	1	host	yceJ
gene-b0834	214	49	208	44	128	23	58	7	68	4	76	2	host	dgcI
gene-b4001	886	391	1096	200026	251	239	113	113	125	39	160	59	host	yjaH
gene-b3523	1029	449	683	512	157	96	134	48	151	35	385	25	host	yhjE
gene-b1463	107	57	74	59	28	17	33	1	36	3	97	2	host	nhoA
gene-b2744	765	395	1078	691	186	206	84	64	103	34	131	46	host	umpG
gene-b4158	77	9	83	27	31	13	21	9	41	0	50	3	host	yjeO
gene-b3727	295	107	380	87	157	32	118	22	108	7	325	18	host	pstC
gene-b2813	1446	499	1040	540	323	193	201	72	175	54	245	51	host	mltA
gene-b3327	142	22	112	15	77	22	85	1	75	7	187	4	host	gspF
gene-b0420	3685	986	4589	1612	503	449	279	136	326	67	334	72	host	dxs
gene-b2467	611	98	372	150	74	36	53	14	80	8	120	12	host	nudK
gene-b2548	52	12	87	13	54	7	60	5	52	3	116	0	host	yphF
gene-b1638	1433	313	892	364	166	99	69	33	90	15	108	13	host	pdxH
gene-b4801	97	10	55	6	22	5	18	1	18	1	29	0	host	ykiE
gene-b2852	70	3	238	1	39	0	34	0	35	1	85	1	host	ygeH
gene-b1472	4	1	8	1	8	0	3	0	4	0	35	0	host	yddL
gene-b3064	2027	476	1228	552	211	153	150	44	150	25	245	32	host	tsaD
gene-b0715	305	54	208	91	91	30	77	11	81	3	176	6	host	abrB
gene-b4201	20981	5598	52913	7786	6632	5207	990	1377	2579	834	705	910	host	priB
gene-b0908	974	2636	2049	3424	280	1051	127	282	154	125	160	141	host	aroA
gene-T4p197	39	0	48060	3577	125570	10267	43939	9389	56348	4031	39649	3658	phage	alt.-3
gene-b1804	1455	303	1172	475	180	170	110	66	116	23	106	27	host	rnd
gene-b0249	102	30	90	55	23	22	28	8	48	5	106	5	host	ykfF
gene-b0840	1130	180	515	210	132	71	87	24	71	15	134	12	host	deoR
gene-b0709	250	95	232	181	90	40	85	11	97	10	268	6	host	dtpD
gene-b1080	69	19	85	56	31	22	32	5	48	4	134	1	host	flgI
gene-b1111	199	55	110	40	45	11	35	2	34	3	67	2	host	comR
gene-b1337	99	18	96	31	40	20	53	3	61	2	156	0	host	abgB
gene-b1325	486	154	533	235	129	81	89	20	92	16	114	18	host	ycjG
gene-b3687	502	204	385	113885	226	57	95	107274	103	9	146	11635	host	ibpA
gene-b4535	65	4	28	5	8	6	3	5	7	1	17	0	host	yniD
gene-T4p237	125	1	29963	933	433968	22380	284762	36215	380408	47977	234122	37550	phage	td
gene-b2543	197	59	195	59	89	26	46	1	51	4	101	4	host	yphA
gene-b4215	87	6	88	6	38	6	57	1	41	1	106	1	host	ytfI
gene-T4p259	17	1	16824	542	101386	8031	17316	2412	30377	2868	27655	3099	phage	arn.2
gene-b1445	899	18	221	37	80	22	46	5	26	3	37	0	host	ortT
gene-T4p022	5	0	292	1	17039	437	9195	932	10404	953	10068	1009	phage	modA.2
gene-b3213	5980	7740	15047	13220	4937	9066	1263	1533	1314	643	762	627	host	gltD
gene-b1012	412	128	1444	294	265	91	161	18	156	16	196	12	host	rutA
gene-b1004	154	388	141	236	43	69	34	19	46	9	95	6	host	wrbA
gene-b3139	448	7	1442	7	37	1	48	1	49	0	884	2	host	agaC
gene-T4p050	17	0	958	13	71090	1682	138038	14224	62087	4896	44332	2981	phage	44
gene-b0533	49	6	61	2	32	0	42	3	38	0	127	1	host	sfmH
gene-T4p181	21	1	16497	10	28568	36	39495	548	310608	26019	245669	46224	phage	hoc
gene-b3177	1368	426	1302	605	281	248	105	61	120	23	176	26	host	folP
gene-b3222	158	65	164	80	48	25	60	11	56	7	143	5	host	nanK
gene-b1514	49	3	48	3	39	2	32	1	50	0	146	1	host	lsrC
gene-b1255	2064	163	1156	225	132	68	58	14	70	16	96	11	host	yciC
gene-b2392	425	1334	310	397	122	102	119	52	121	27	240	27	host	mntH
gene-b1266	1162	263	734	309	138	117	72	40	75	19	133	28	host	rnm
gene-b1574	33	1	22	2	32	0	27	1	27	1	20	1	host	dicF
gene-b4597	310	73	165	84	31	25	21	8	19	7	23	8	host	rydC
gene-b4542	1148	23	201	44	94	34	58	4	27	4	27	2	host	yohO
gene-b3527	725	345	677	511	189	146	109	50	150	42	349	31	host	yhjJ
gene-b4824	53	13	24	6	5	2	3	2	3	1	9	0	host	ytjE
gene-b2340	776	247	687	206	147	114	48	23	61	16	73	17	host	sixA
gene-b3992	150	114	216	199	107	95	97	32	82	28	190	30	host	thiF
gene-b1426	86	25	87	22	21	11	16	6	7	3	23	2	host	ydcH
gene-b0955	2886	595	3022	1067	436	430	142	144	229	73	265	76	host	ycbZ
gene-b1637	2441	1707	2534	1972	608	783	220	204	282	109	242	114	host	tyrS
gene-b0601	133	15	92	12	35	6	45	1	42	3	107	2	host	ybdM
gene-b0965	340	160	313	228	76	100	38	32	51	14	97	10	host	yccU
gene-b2448	202	13	32	5	27	4	35	0	23	1	82	0	host	yffQ
gene-b4352	875	776	1002	868	177	224	97	65	121	41	191	55	host	yjiA
gene-b0756	975	642	1533	733	252	317	118	89	120	48	199	30	host	galM
gene-b4483	1062	101	713	239	199	74	124	33	150	30	211	32	host	tatD
gene-b1499	29	4	36	0	17	0	18	0	19	0	53	4	host	ydeO
gene-b0885	751	75	415	111	118	46	68	12	51	11	140	6	host	aat
gene-b4393	237	30	142	59	34	14	22	7	23	4	34	2	host	trpR
gene-b0015	641	785	976	1507	301	883	161	195	193	89	310	105	host	dnaJ
gene-b1884	24	5	41	10	22	6	17	2	31	2	52	1	host	cheR
gene-T4p054	28	2	9771	229	100816	3077	245351	14792	330222	20319	218662	21365	phage	46
gene-b2801	82	8	92	6	71	4	66	3	64	1	178	3	host	fucP
gene-b2555	6841	97	492	192	69	62	3714	43	90	32	131	22	host	qseG
gene-b1640	285	161	210	124	76	58	58	7	63	15	125	7	host	anmK
gene-b0708	520	166	549	315	129	89	97	22	80	7	177	13	host	phr
gene-b4789	94	142	146	361	31	200	8	37	12	10	20	9	host	yhgP
gene-b1735	101	24	110	26	40	16	38	4	36	2	71	3	host	chbR
gene-b4159	1394	308	1582	545	359	188	5337	50	308	55	525	40	host	mscM
gene-b2535	294	36	251	64	224	67	165	57	134	13	222	8	host	csiE
gene-b4672	48	10	36	7	11	5	5	0	2	1	10	1	host	ymiB
gene-b0672	64160	5754	32131	6762	19261	3324	14962	912	15515	442	5208	576	host	leuW
gene-b2623	144	32	124	32	48	12	52	21	42	16	104	16	host	yfjH
gene-b1807	477	227	409	376	120	158	91	60	92	31	97	34	host	tsaB
gene-b0355	614	328	652	390	193	169	100	49	97	27	131	45	host	frmB
gene-b4510	530	20	270	25	66	9	25	8	36	2	41	5	host	rzoD
gene-b1602	767	1797	916	2149	394	789	194	141	210	71	278	99	host	pntB
gene-b2206	211	90	200	160	153	74	104	11	126	7	229	14	host	napA
gene-b3637	57477	14137	48970	13173	6616	5549	1180	1370	1538	773	683	867	host	rpmB
gene-b1512	57	43	38	29	31	10	36	4	52	6	72	6	host	lsrR
gene-b1791	172	17	112	30	63	11	58	4	60	3	172	5	host	nimT
gene-b0568	394	81	374	69	121	28	111	15	121	4	307	10	host	nfrA
gene-b1276	2318	1439	2676	2025	653	1016	266	194	278	88	393	84	host	acnA
gene-b4363	62	10	65	3	29	5	27	0	32	0	97	0	host	yjjB
gene-b3669	605	190	458	302	153	119	87	38	86	20	181	25	host	uhpA
gene-b1828	221	13	145	26	81	6	66	3	55	3	135	0	host	yebQ
gene-b0706	43	3	63	1	30	0	43	1	53	1	113	0	host	ybfD
gene-b4603	7	0	8	0	3	0	3	0	5	0	4	0	host	rseX
gene-b1366	35	2	51	6	19	3	23	2	23	1	57	1	host	ydaY
gene-T4p234	39	3	3125	36	136554	1155	260776	38798	206769	21874	146064	21258	phage	nrdA
gene-b4133	244	32	425	34	166	18	93	4	128	2	253	6	host	cadC
gene-b2594	1949	602	2237	1043	502	518	143	132	130	61	139	73	host	rluD
gene-b1049	7042	1266	8705	2000	888	744	337	204	611	163	407	152	host	opgH
gene-b2041	2817	1530	4422	981	628	457	174	163	291	118	176	114	host	rfbB
gene-b2797	475	251	723	388	183	192	77	53	135	75	186	102	host	sdaB
gene-b2184	610	37	397	95	120	23	91	11	86	8	214	9	host	radD
gene-b3084	1428	222	1055	444	242	143	116	55	154	32	263	41	host	rlmG
gene-b3797	27521	5161	12576	3420	2380	1323	1007	368	1773	200	1417	221	host	hisR
gene-b2895	1069	261	914	311	160	103	95	41	102	20	97	23	host	fldB
gene-b3541	560	2716	1635	5318	385	3106	169	524	203	285	324	286	host	dppD
gene-b4523	476	254	137	44	39	12	16	4	22	4	34	4	host	yciX
gene-b0873	60	14	78	15	84	10	76	1	99	4	224	1	host	hcp
gene-b0776	923	1201	1685	1684	413	716	161	123	160	94	196	77	host	bioF
gene-b3602	1095	238	909	160	241	100	77	23	81	17	102	16	host	yibL
gene-b3842	985	101	457	149	127	78	75	45	65	31	105	18	host	rfaH
gene-b0409	1240	1308	2147	2028	571	960	224	226	207	121	189	177	host	secF
gene-b0806	37	8	26	2	21	2	11	4	15	0	22	1	host	mcbA
gene-b3413	729	187	658	173	182	89	83	24	108	14	198	13	host	yhgH
gene-b2186	2222	653	2076	678	335	275	142	90	182	48	216	63	host	yejK
gene-b4123	2874	21	167	23	11802	17	105	8	128	3	283	3	host	dcuB
gene-T4p145	0	0	434	4	766	6	2320	35	10896	962	6411	658	phage	repEB
gene-b0088	1048	656	1301	1312	177	359	131	121	178	75	203	77	host	murD
gene-b2484	70	10	84	7	71	6	73	2	84	1	234	0	host	hyfD
gene-b4399	270	93	272	132	91	30	101	11	100	5	255	6	host	creC
gene-b0391	2300	193	1584	293	433	130	137	24	93	8	96	10	host	ppnP
gene-b4472	10009	507	1880	726	451	237	377	119	349	83	757	85	host	yhdP
gene-b0286	41	18	53	17	41	7	42	1	52	2	169	0	host	paoA
gene-b2289	1942	337	1375	384	523	151	326	56	201	35	192	41	host	lrhA
gene-b3098	3710	690	2761	928	490	366	156	101	148	38	146	31	host	yqjD
gene-b2718	126	28	71	18	40	10	43	2	52	3	76	1	host	hycH
gene-b2843	93	18	97	22	46	11	42	4	90	3	164	1	host	kduI
gene-b0007	294	34	173	32	126	15	116	9	117	3	341	5	host	yaaJ
gene-b4245	131346	13233	65048	6198	7124	1548	2981	532	2764	205	1054	152	host	pyrB
gene-b2826	34	4	65	17	21	6	27	1	13	0	27	0	host	ppdA
gene-b3679	146	13	171	6	152	5	156	9	156	4	374	5	host	yidK
gene-b3847	4124	1714	2966	2113	640	975	364	295	444	209	510	196	host	pepQ
gene-b3584	67	16	74	21	58	11	76	9	76	10	195	16	host	yiaT
gene-b0478	1449	375	1364	709	309	205	229	49	220	35	397	39	host	ybaL
gene-b4272	154	38	119	39	49	11	35	12	52	4	81	2	host	insC6
gene-b2076	346	78	388	104	143	37	145	10	154	8	283	10	host	mdtC
gene-b1319	48	1	56	3	33	2	42	2	43	0	81	0	host	ompG
gene-b3326	121	13	114	22	95	9	95	6	109	5	277	3	host	gspE
gene-b1849	4297	1830	2485	1234	481	342	362	70	230	32	260	35	host	purT
gene-b0445	237	16	148	31	94	19	96	5	107	4	258	7	host	ybaE
gene-T4p052	11	0	719	10	49969	1162	96300	7222	93481	8457	70897	7486	phage	rpbA
gene-b4517	525	120	182	51	58	22	29	7	12	0	43	3	host	gnsA
gene-b0680	8691	2439	11825	2915	2179	1507	483	330	680	191	402	216	host	glnS
gene-b1217	108	39	83	23	33	19	8	4	8	0	19	4	host	chaB
gene-b3580	138	11	170	13	124	6	149	2	180	2	607	1	host	lyxK
gene-b0494	841	238	596	269	107	94	71	24	71	17	103	26	host	tesA
gene-b4778	21	0	26	4	6	0	10	2	4	0	15	2	host	yecV
gene-b0506	859	625	576	482	191	175	123	59	89	35	164	37	host	allR
gene-b2237	527	276	433	279	76	104	37	44	46	19	77	14	host	inaA
gene-b2836	986	412	821	481	172	128	127	32	134	20	318	32	host	aas
gene-b4132	73	5	118	3	72	4	6125	3	108	5	327	3	host	cadB
gene-b1623	419	59	489	148	106	49	58	10	94	7	161	9	host	add
gene-b3364	6659	734	1117	219	291	65	227	27	262	17	373	24	host	tsgA
gene-b4127	108	62	58	45	47	27	24	3	32	2	50	4	host	yjdJ
gene-b1162	2501	161	1157	325	493	141	339	47	227	28	212	29	host	bluR
gene-b4511	116	56	182	108	25	25	9	1	27	1	40	1	host	ybdZ
gene-T4p224	12	0	15157	579	55926	3766	17846	2039	30501	2962	23085	4628	phage	pseT.1
gene-b1765	608	401	577	604	146	291	84	76	78	32	113	45	host	ydjA
gene-b4395	1121	301	954	327	240	138	106	42	162	34	184	24	host	ytjC
gene-b0292	49	9	53	9	31	5	50	4	43	1	117	0	host	ecpB
gene-b1730	508	91	426	56	32	12	15	7	53	3	47	2	host	ydjO
gene-b2174	810	150	564	219	125	56	73	16	74	14	115	9	host	lpxT
gene-b2273	30	3	39	5	22	1	28	0	39	1	60	1	host	yfbN
gene-b3431	920	809	1210	1754	325	758	199	120	267	60	384	66	host	glgX
gene-b3631	742	348	1154	271	208	123	141	50	122	43	269	26	host	waaG
gene-b0050	1025	225	1098	480	224	188	87	43	100	17	95	36	host	apaG
gene-b0594	790	263	1484	850	271	298	159	67	185	23	276	21	host	entE
gene-b0534	3716	2	48	8	25	0	1647	1	30	1	58	1	host	sfmF
gene-b0815	739	56	461	171	154	96	89	32	89	13	188	6	host	opgE
gene-b3221	144	35	116	48	36	15	36	8	39	4	78	2	host	nanQ
gene-b3312	30395	9776	47439	22524	14327	11682	3136	2989	3801	1638	1317	1627	host	rpmC
gene-b4686	2885	807	1847	471	384	193	127	53	155	37	169	31	host	yshB
gene-b1208	8281	776	5432	1196	2802	646	1270	300	1908	145	1686	176	host	ispE
gene-b0139	131	18	155	7	120	10	118	12	127	6	308	7	host	htrE
gene-b0484	1154	549	1183	822	485	420	410	136	422	86	573	103	host	copA
gene-b2246	63	13	67	22	70	11	29	5	68	5	184	6	host	yfaV
gene-b4509	10	0	11	0	11	0	9	0	8	1	35	0	host	ylcG
gene-b2329	3914	1156	4574	1299	532	450	195	94	244	62	209	74	host	aroC
gene-b2431	830	473	1242	563	211	231	114	59	145	47	137	51	host	yfeX
gene-b2560	829	105	424	140	75	34	47	12	57	11	94	11	host	pgpC
gene-b4371	2794	348	1882	544	327	185	126	70	179	39	178	46	host	rsmC
gene-b2286	6598	3561	9412	5773	1235	2242	510	497	659	301	513	331	host	nuoC
gene-b0296	35	5	28	7	5	2	16	1	15	0	41	1	host	ykgM
gene-b3422	318	68	250	151	124	49	131	27	109	8	281	7	host	rtcR
gene-b4800	523	93	139	101	45	31	11	8	17	3	11	5	host	ytgA
gene-b1183	70	7	34	6	30	6	27	2	24	4	59	1	host	umuD
gene-b1668	287	77	370	77	75	22	67	3	60	3	147	1	host	ydhS
gene-b1737	111	27	120	54	86	23	78	8	93	6	144	2	host	chbC
gene-b0072	1450	1414	3240	2389	561	1208	233	193	197	64	280	93	host	leuC
gene-b3658	1985	241	2825	403	1519	473	866	737	4491	166	1451	262	host	selC
gene-b1269	1997	763	2830	1528	671	865	253	264	204	108	190	172	host	rluB
gene-b0385	159	16	127	34	88	13	64	3	112	2	221	2	host	dgcC
gene-b3719	138	17	133	20	102	16	121	10	122	6	349	3	host	yieL
gene-b2351	1524	238	1222	221	125	63	71	24	68	25	113	25	host	yfdH
gene-b2410	680	97	459	134	156	66	120	34	92	17	186	13	host	yfeH
gene-b0104	5807	1481	5691	1244	700	387	282	112	343	65	308	73	host	guaC
gene-b0175	1105	440	1284	1018	244	372	136	101	183	52	190	61	host	cdsA
gene-b0523	7055	1071	2467	851	261	152	152	54	127	25	126	24	host	purE
gene-b2576	1972	398	1848	665	287	285	141	82	195	54	218	56	host	srmB
gene-b4207	2635	885	2637	1225	726	789	258	200	230	82	210	64	host	fklB
gene-b0440	7645	2991	6512	3294	4757	2719	1945	1374	1929	669	954	577	host	hupB
gene-b3699	5465	3419	8063	4419	1396	1615	676	546	953	320	741	345	host	gyrB
gene-b3024	882	180	717	163	155	100	57	10	61	7	70	5	host	ygiW
gene-b3593	859	103	791	158	491	75	487	34	582	21	1493	22	host	rhsA
gene-b0014	4128	3952	7642	53970	1487	131665	365	541	750	232	639	290	host	dnaK
gene-b0178	9677	3701	15513	4808	2727	2816	583	531	736	242	330	241	host	skp
gene-b4794	479	19	220	30	65	15	25	0	15	1	27	3	host	baxL
gene-b4024	543	554	814	550	127	140	127	46	128	33	267	23	host	lysC
gene-b4418	3691	708	2479	931	868	423	245	113	132	54	96	60	host	sraB
gene-b1159	118	18	111	18	37	7	30	4	42	4	83	4	host	mcrA
gene-b3174	2263	1413	2949	992	798	308	1624	69	855	53	332	48	host	leuU
gene-b0714	342	78	310	157	72	58	42	13	55	4	117	5	host	nei
gene-b4428	429	86	561	113	164	60	99	27	108	18	81	13	host	hokB
gene-b0852	990	262	805	351	229	149	140	46	118	26	194	28	host	rimK
gene-T4p261	10	0	42833	1358	62041	5743	14457	1500	20421	1186	21676	1584	phage	arn.4
gene-b2422	6921	2585	8562	1926	918	451	525	134	598	105	316	99	host	cysA
gene-b4141	1609	101	222	102	109	29	112	10	123	6	375	7	host	yjeH
gene-b2645	19	7	34	3	15	0	13	2	27	0	48	2	host	yfjZ
gene-b1989	464	184	317	243	143	196	150	190	356	83	233	104	host	asnV
gene-b2106	146	30	112	17	31	9	35	1	53	1	101	2	host	rcnA
gene-b3329	42	3	39	7	21	3	35	1	41	0	99	3	host	gspH
gene-b0135	175	16	221	16	75	7	85	3	67	4	140	4	host	yadC
gene-b2250	193	143	107	119	77	60	56	22	62	13	107	22	host	yfaZ
gene-b1223	104	16	80	13	47	8	69	4	74	1	239	6	host	narK
gene-b1436	41	18	27	8	16	1	16	2	9	3	27	1	host	yncJ
gene-b4068	28	14	49	29	27	26	21	2	32	5	69	3	host	yjcH
gene-b2977	123	219	124	236	45	122	45	29	45	9	77	7	host	glcG
gene-b4100	42	3	38	2	44	4	46	1	33	1	98	1	host	phnH
gene-T4p278	82	1	6767	116	265684	7012	369604	44180	223534	37265	93203	14495	phage	rIIB
gene-b2586	3918	589	3891	1375	1686	650	1129	290	1033	156	556	216	host	yfiM
gene-b4744	72	0	112	9	22	6	12	0	16	2	8	0	host	ynaM
gene-b1594	226	131	112	123	78	42	62	15	64	14	165	13	host	mlc
gene-b3942	1417	2878	1987	1171	563	627	332	108	360	41	634	53	host	katG
gene-b3301	13201	18049	26187	27660	6427	20316	2349	4903	2651	3195	1057	3094	host	rplO
