Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b4420	16	149	23	250	10	47	2	35	5	22	1	16	host	rdlA
gene-b4151	50	294	69	562	60	224	12	120	9	81	7	32	host	frdD
gene-b0219	113	479	135	490	40	223	36	126	20	115	9	62	host	yafV
gene-b2298	8	192	20	285	14	291	9	1006	6	127	1	58	host	yfcC
gene-b3383	53	92	75	188	36	225	16	146	22	100	13	38	host	yhfZ
gene-b4006	3811	33827	2725	23492	814	3360	426	1201	243	849	150	432	host	purH
gene-b0697	8	116	13	322	4	316	6	238	3	128	1	45	host	kdpB
gene-b2830	558	3932	664	2445	200	440	89	185	43	122	40	64	host	rppH
gene-b2409	30	216	17	258	13	187	9	120	3	70	5	24	host	yfeR
gene-b3712	207	1055	238	1061	87	313	42	193	18	143	15	72	host	yieE
gene-b0429	2822	10358	3651	10777	2466	2439	698	521	446	385	388	207	host	cyoD
gene-b4053	352	2123	545	1521	226	476	99	287	60	203	34	88	host	alr
gene-b4340	133	539	206	557	50	376	24	254	19	157	13	70	host	yjiR
gene-b3119	0	7	2	18	1	35	1	11	0	17	0	6	host	tdcR
gene-b3276	991	3341	1300	3741	25945	1540	218	1170	2949	1411	198	1108	host	alaU
gene-b3375	86	533	40	367	19	255	7	165	5	107	6	46	host	frlR
gene-b1699	5	87	19	180	6	211	2	145	1	117	2	47	host	ydiS
gene-b2762	1815	4290	2797	8591	1294	923	246	234	130	179	124	106	host	cysH
gene-b2694	1706	10906	2101	11531	1359	4001	644	1680	299	1060	288	778	host	argV
gene-b0268	13	68	19	158	9	238	6	147	6	123	5	43	host	yagE
gene-b2998	5	41	4	60	1	104	1	59	2	54	0	14	host	yghW
gene-b0447	35	310	52	251	17	180	8	105	7	84	6	34	host	decR
gene-b2668	38	273	82	1548	47	355	15	116	5	104	3	43	host	ygaP
gene-b0550	3	33	1	79	0	104	0	18163	0	65	0	18	host	rusA
gene-b4061	52	283	41	449	30	417	6	1166	8	212	4	93	host	pdeC
gene-b2217	889	6058	1050	6143	491	706	153	224	125	197	44	62	host	rcsB
gene-b1014	2782	7601	3493	12774	2705	2949	860	876	425	677	442	330	host	putA
gene-b0612	9	97	7	288	4	310	6	220	4	136	0	42	host	citT
gene-b3850	222	775	300	3731	93	265	39	149	4920	90	28	35	host	hemG
gene-b1467	25	92	31	244	17	197	7	119	0	98	3	32	host	narY
gene-b3575	7	89	5	251	2	311	0	257	0	168	0	79	host	yiaK
gene-b0021	25	518	133	624	73	224	40	121	12	100	6	49	host	insB1
gene-b1142	13	168	14	249	10	815	21	452	8	458	9	295	host	ymfH
gene-b3530	214	1003	307	1395	101	1078	47	720	20	625	17	238	host	bcsC
gene-b0479	71	419	94	590	40	343	14	239	8	158	9	52	host	fsr
gene-b2949	151	1090	296	1167	105	227	50	91	21	69	29	24	host	yqgF
gene-b2991	14	124	34	182	17	91	7	43	3	39	2	10	host	hybF
gene-b2425	2133	9292	541	1590	115	541	96	241	36	165	177	65	host	cysP
gene-b0313	364	2053	782	2352	340	400	106	141	37	99	31	62	host	betI
gene-b2849	0	6	1	24	0	26	0	18	0	10	0	13	host	yqeK
gene-b2740	14	117	36	311	13	339	11	241	5	170	1	63	host	ygbN
gene-b1786	38	350	100	635	40	259	13	128	17	107	8	31	host	dgcJ
gene-b1404	69	291	66	347	24	170	7	126	3	88	5	53	host	insI2
gene-b2041	1560	6769	1340	8297	392	760	80	208	178	183	68	80	host	rfbB
gene-b3871	9560	92453	15018	123173	10031	11762	3785	2847	2061	2486	1285	821	host	bipA
gene-b1519	34	372	65	339	16	141	5	81	4	62	4	32	host	tam
gene-b3253	217	281	212	372	116	400	74	242	40	172	29	52	host	yhdH
gene-b1108	431	1192	400	1563	204	265	60	108	30	113	23	55	host	ycfP
gene-b4224	84	51	55	133	27	100	14	74	9	58	9	24	host	chpS
gene-b3905	16	95	17	230	13	263	8	193	5	147	1	46	host	rhaS
gene-b3919	2672	13631	3060	14569	1094	1652	459	615	265	504	199	207	host	tpiA
gene-b1037	45	149	66	397	41	182	7	85	11	58	3	25	host	csgG
gene-b0200	325	688	432	660	199	185	63	103	41	84	30	41	host	gmhB
gene-b0296	6	30	7	51	2	49	4	32	3	35	0	12	host	ykgM
gene-b0840	165	1204	221	859	102	350	35	180	31	109	10	47	host	deoR
gene-b4824	12	44	12	27	0	22	0	15	1	8	0	5	host	ytjE
gene-T4p107	0	0	4	390	866	24034	165	21967	707	10581	36	5895	phage	tk.1
gene-b3101	27	79	48	173	16	111	4	78	2	60	1	29	host	yqjF
gene-b0794	150	884	260	1812	92	445	28	245	14	198	17	87	host	ybhF
gene-T4p039	2	1	22	2352	209	50357	15462	226701	13965	102256	1554	35943	phage	41
gene-b1949	5	35	3	51	1	48	0	42	1	31	0	11	host	fliQ
gene-b0516	35	222	65	348	17	289	17	202	7	153	6	57	host	allC
gene-b4449	456	5623	1075	6441	1108	3461	421	564	172	266	81	97	host	sraG
gene-b4314	1756	15012	2280	22095	2549	10189	1223	2714	666	1994	345	699	host	fimA
gene-T4p004	4	0	80	6077	1525	102610	2376	151403	5694	57244	210	14366	phage	60.1
gene-b3656	55	371	59	706	29	719	13	628	14	376	5	176	host	yicI
gene-b0802	28	211	52	315	33	104	4	49	4	28	0	16	host	ybiJ
gene-b1200	684	1647	912	2117	324	411	197	182	155	141	115	48	host	dhaK
gene-b4710	37	462	135	592	61	224	38	110	11	92	7	54	host	insB9
gene-b3698	64	158	44	221	27	126	11	100	7	58	4	21	host	yidB
gene-b2271	2	57	4	148	1	203	0	164	2	93	0	48	host	yfbL
gene-b0727	7314	20850	9774	28292	6946	5314	2182	1016	1041	869	840	396	host	sucB
gene-b4423	77	447	79	592	47	209	21	102	16	68	12	40	host	ldrC
gene-b1433	17	239	18	422	18	422	9	317	6	317	1	232	host	ydcO
gene-b0029	670	3034	1142	4636	609	587	192	216	105	153	84	51	host	ispH
gene-b2143	96	247	104	302	53	147	17	107	9	71	8	19	host	cdd
gene-b1846	96	270	94	257	35	100	19	59	15	53	12	25	host	yebE
gene-b0376	104	589	124	506	44	268	25	141	18	139	15	59	host	ampH
gene-T4p135	1	0	2641	27608	2406	55941	135	34021	2354	38345	450	33093	phage	trna.4
gene-b1750	24	83	7	107	3	119	0	80	0	60	2	28	host	ydjX
gene-b0171	1640	13571	2088	11955	1139	1407	403	340	232	276	178	110	host	pyrH
gene-b1449	129	180	120	264	62	205	26	148	10	92	5	36	host	curA
gene-b0993	46	296	49	463	20	449	15	281	10	240	6	115	host	torS
gene-T4p241	2	1	2241	102183	7964	92030	1226	17143	2313	18570	727	16801	phage	frd.2
gene-b4184	5	15	5	99	4	114	0	65	1	48	2	8	host	yjfL
gene-b1527	5	59	2	107	0	127	0	83	1	60	0	32	host	yneK
gene-b1985	31	132	102	355	37	274	6	208	9	148	2	90	host	yeeO
gene-b0643	175	486	142	581	62	194	22	103	17	81	4	49	host	ybeL
gene-b3922	81	247	36	365	17	147	6	72	14	55	4	30	host	yiiS
gene-b2952	188	2086	235	2178	102	374	49	170	26	112	20	48	host	yggT
gene-T4p229	1	0	2	905	84	14885	621	45512	3420	69952	426	30473	phage	denA
gene-b3769	173	118	231	234	87	144	35	90	28	51	13	23	host	ilvM
gene-b1420	55	453	88	597	56	293	30	129	14	82	14	31	host	mokB
gene-b2027	1957	10245	1578	8555	423	1000	150	270	175	277	114	138	host	wzzB
gene-b2140	82	341	116	529	64	218	20	139	9	87	12	40	host	dusC
gene-b3257	21	277	101	392	53	120	37	65	21	49	21	21	host	yhdT
gene-b2842	37	88	31	209	15	201	17	150	6	83	5	69	host	kduD
gene-T4p188	0	1	6	1620	8	3463	4	6276	2957	64558	331	44961	phage	25
gene-b1302	173	250	354	553	289	225	69	133	22	88	15	29	host	puuE
gene-b3973	298	950	495	1178	175	393	100	4297	85	121	47	51	host	birA
gene-b3826	278	2286	413	2172	161	505	65	328	36	204	36	57	host	yigL
gene-b2629	8	35	2	61	3	91	3	66	2	45	0	16	host	yfjM
gene-b0800	410	1678	402	2022	160	387	68	166	39	119	49	59	host	ybiB
gene-b1256	47	59	51	112	38	150	15	92	8	49	4	18	host	ompW
gene-b1753	16	159	28	185	9	85	2	58	3	35	1	14	host	ynjA
gene-b3447	414	1887	487	3057	182	712	88	428	42	291	35	123	host	ggt
gene-b2559	98	1435	178	1095	87	287	37	116	15	87	9	26	host	tadA
gene-b0180	1336	8038	2205	12212	1486	2152	449	546	274	375	168	181	host	fabZ
gene-b0601	9	133	12	172	6	143	6	103	5	85	1	26	host	ybdM
gene-b1468	66	304	94	599	32	451	13	335	4	204	8	109	host	narZ
gene-b2645	4	24	2	80	4	86	1	63	2	36	0	24	host	yfjZ
gene-b4780	193	302	233	407	217	1524	166	712	158	301	31	202	host	yodE
gene-b2692	406	3982	728	4490	355	489	90	151	62	116	45	82	host	argZ
gene-b1393	7	21	8	93	4	131	4	95	0	66	2	34	host	paaF
gene-b3193	562	1407	877	1898	323	271	144	121	110	109	56	58	host	mlaD
gene-b4248	40	236	21	228	8	114	8	88	0	59	1	19	host	yjgH
gene-b3207	1106	4839	1366	5083	543	600	213	178	120	153	84	86	host	yrbL
gene-b1892	14	113	32	137	12	52	3	28	10	25	0	9	host	flhD
gene-b0103	165	1046	184	790	40	177	22	86	13	76	14	22	host	coaE
gene-b4265	44	277	38	346	12	368	5	275	2	154	3	68	host	idnT
gene-b3931	1238	3553	1885	6360	878	933	378	3573	168	288	158	152	host	hslU
gene-b2521	235	1103	223	1174	111	308	49	131	30	114	19	31	host	sseA
gene-T4p166	2	1	25	8569	14	16614	34	16291	9776	135843	6696	195999	phage	gene-T4p166_gene_17
gene-b0286	13	71	14	136	5	156	2	108	2	66	1	34	host	paoA
gene-b0853	116	1045	158	865	66	182	15	65	17	45	10	21	host	ybjN
gene-b0089	358	1704	767	2446	312	539	110	264	64	169	53	92	host	ftsW
gene-b0910	1364	7954	1956	7034	1033	1299	321	269	201	230	128	75	host	cmk
gene-b3821	321	2323	351	2210	140	549	72	288	43	191	41	72	host	pldA
gene-b4180	270	1412	503	1995	323	302	118	139	53	98	39	50	host	rlmB
gene-T4p136	1	0	4902	52940	4708	73506	2443	57555	17215	125376	7461	169171	phage	ipI
gene-b2445	3	31	2	69	1	78	0	44	2	31	0	13	host	yffN
gene-b2450	205	269	180	361	82	211	15	115	23	65	28	41	host	yffS
gene-b3559	4586	16812	6418	27750	4118	3717	1471	1001	765	823	679	340	host	glyS
gene-b1550	117	391	30	450	31	775	2	118	1	37	0	29	host	gnsB
gene-b2421	1865	2586	3459	4186	1577	598	384	264	144	190	147	67	host	cysM
gene-b0305	11	71	16	180	3	153	4	5432	3	67	1	27	host	rclR
gene-b3083	33	60	20	72	4	72	2	27	2	29	1	14	host	higB
gene-b3288	794	5261	1305	6316	628	838	249	306	143	216	120	111	host	fmt
gene-b2054	0	23	1	56	4	56	1	53	2	33	1	13	host	wcaF
gene-b3993	80	270	165	606	123	284	39	153	25	126	22	40	host	thiE
gene-b2246	16	85	16	182	8	226	4	156	2	106	1	35	host	yfaV
gene-b3204	381	1885	558	1825	180	164	62	80	41	55	28	30	host	ptsN
gene-b2086	83	401	81	544	34	206	23	128	6	96	4	56	host	yegS
gene-b4471	21	178	20	320	10	341	7	210	8	160	3	75	host	tdcG
gene-b4589	2	16	4	55	0	65	1	37	0	31	0	16	host	ylcI
gene-b0819	802	6395	932	6971	528	1394	259	400	117	277	104	122	host	ldtB
gene-b0907	3714	15511	4078	16718	1445	1514	462	478	272	444	200	191	host	serC
gene-b3330	4	30	4	81	5	102	1	60	1	61	1	15	host	gspI
gene-b0735	101	694	162	1151	85	244	31	67	21	49	22	26	host	ybgE
gene-b2392	932	523	332	545	85	361	59	229	40	186	24	87	host	mntH
gene-b3159	21	121	33	230	14	261	6	187	2	155	2	59	host	ubiV
gene-b0139	20	115	12	372	8	427	4	280	25	200	3	82	host	htrE
gene-b4057	126	477	135	495	51	142	27	94	14	63	9	25	host	yjbR
gene-T4p015	0	0	3	427	393	24966	398	35652	2257	25063	93	8550	phage	dexA.1
gene-b0187	72	343	99	271	49	116	29	79	21	76	9	20	host	yaeR
gene-b0581	50	328	48	370	13	233	5	143	2	118	2	56	host	ybdK
gene-b1232	1206	3898	1402	3817	489	454	133	135	126	125	35	38	host	purU
gene-b2007	731	3601	426	3241	110	748	47	230	46	154	34	82	host	tmaR
gene-b4188	26	101	27	121	11	114	5	78	22	59	7	16	host	yjfN
gene-T4p047	3	0	38	4510	558	80208	12706	662744	29483	247732	2340	68212	phage	43
gene-b3537	74	386	123	480	22	104	8	57	5	51	3	18	host	bcsF
gene-b4719	43	104	57	178	33	355	8	119	15	52	3	30	host	sdsN
gene-b4553	21	62	15	82	9	119	2	70	1	71	0	20	host	ysaB
gene-b0879	204	396	274	918	116	426	47	283	21	206	22	77	host	macB
gene-b3564	127	161	110	341	47	417	17	282	18	214	9	103	host	xylB
gene-b0957	49449	341589	61991	525087	56188	115467	20696	23527	9671	16790	7714	6586	host	ompA
gene-b0444	281	610	273	573	149	201	68	133	30	91	25	26	host	queC
gene-b2291	61	475	87	493	25	122	14	81	8	44	5	20	host	yfbR
gene-b3051	21	162	31	347	14	348	5	229	5	131	9	60	host	yqiK
gene-b3657	14	126	18	424	9	497	6	389	5	253	1	117	host	yicJ
gene-b1056	135	372	149	489	41	126	23	68	18	51	8	27	host	yceI
gene-b3870	27304	211093	23927	312482	6262	16154	2282	5257	1389	4694	781	2213	host	glnA
gene-b4233	1102	6121	1399	5632	671	1143	299	422	173	315	151	139	host	mpl
gene-b0863	583	3521	669	3039	200	382	81	157	75	131	54	40	host	artI
gene-b1386	29	142	21	308	6	262	2	195	3	153	1	72	host	tynA
gene-T4p185	3	3	5	7537	181	53594	153	128902	15448	358398	854	409111	phage	uvsY.-2
gene-b1085	345	2259	455	1387	126	180	52	77	28	60	16	32	host	yceQ
gene-b4116	4	39	4	124	4	180	4	120	0	80	0	61	host	adiY
gene-b2339	2	18	2	61	3	62	2	45	1	27	0	11	host	yfcV
gene-b4749	0	5	7	29	2	9	0	5	0	1	0	4	host	ynfR
gene-b2249	462	1571	564	2318	237	470	112	211	59	156	44	68	host	yfaY
gene-b2636	5	44	6	86	4	106	1	83	2	59	2	25	host	yfjS
gene-b3754	134	857	172	1074	86	577	84	359	90	300	55	104	host	hsrA
gene-b2155	670	3456	2093	8070	944	1431	240	465	83	311	53	130	host	cirA
gene-b4670	5	88	22	91	10	59	0	30	1	18	0	11	host	yjeV
gene-b1382	29	89	13	93	3	30	6	18	3	9	1	11	host	ynbE
gene-b2678	544	1383	1099	4089	499	772	173	299	66	244	54	143	host	proW
gene-T4p108	0	0	2	705	1146	33325	302	20684	643	10976	33	5764	phage	tk.2
gene-b2069	217	975	438	1482	200	350	124	151	67	102	50	30	host	yegD
gene-b1298	457	917	642	656	158	189	47	115	26	103	11	28	host	puuD
gene-b4378	179	144	256	231	123	195	48	110	17	76	11	24	host	yjjV
gene-b0543	16	138	35	181	25	67	0	30	5	28	2	18	host	emrE
gene-b4397	183	366	189	427	76	110	29	1406	16	41	14	10	host	creA
gene-b4138	373	2679	472	3261	226	611	74	310	56	268	38	175	host	dcuA
gene-b3982	1364	12897	2626	19983	1761	2262	639	536	321	388	204	153	host	nusG
gene-b1071	6	121	16	79	7	50	2	37	0	16	2	3	host	flgM
gene-b3964	189	1673	309	1319	103	348	44	173	30	132	18	57	host	yijD
gene-b1358	10	34	8	57	0	53	0	30	0	27	1	14	host	ydaT
gene-b0617	2	18	2	51	2	72	0	27	1	32	0	13	host	citD
gene-b2197	16	129	24	202	6	113	1	86	3	64	4	19	host	ccmE
gene-b2495	291	1619	385	1970	157	373	80	109	50	89	39	29	host	yfgD
gene-b3105	434	532	401	467	165	316	59	176	36	159	50	63	host	yhaJ
gene-b3965	419	3367	691	3020	288	3714	162	48823	91	11004	75	103	host	trmA
gene-b2754	18	51	21	104	8	105	1	80	1	63	0	53	host	cas2
gene-b1531	82	465	77	408	17	94	5	47	4	40	2	24	host	marA
gene-b3161	76	314	126	664	62	415	45	248	18	257	13	125	host	mtr
gene-b0085	909	2920	1128	3662	444	841	212	408	113	303	108	110	host	murE
gene-b2892	612	3621	1160	5971	722	1296	290	555	145	384	115	178	host	recJ
gene-b3843	948	6479	1610	5596	547	1140	313	611	186	378	161	133	host	ubiD
gene-b4140	57	184	93	331	46	193	11	116	703	89	5	51	host	fxsA
gene-b1570	32	566	38	261	15	132	4	38	7	43	2	23	host	dicA
gene-b2926	3737	9940	4543	7778	1910	1104	695	363	445	320	409	158	host	pgk
gene-b1363	22	275	48	346	20	232	0	119	5	89	2	48	host	trkG
gene-b3987	18618	78510	34112	105281	25884	13986	10160	3728	5830	5797	3684	964	host	rpoB
gene-b2344	635	5280	801	5515	428	819	177	298	196	231	168	88	host	fadL
gene-b0206	1109	5290	1249	29017	766	9964	607	10972	679	9414	412	7831	host	aspU
gene-b3480	25	108	30	206	8	209	8	134	4	91	4	43	host	nikE
gene-b1499	0	13	4	69	3	52	1	35	0	31	0	13	host	ydeO
gene-b1414	86	541	77	466	28	122	12	85	9	54	5	18	host	ydcF
gene-b0178	3496	19392	4413	27850	2876	2987	895	667	442	522	398	203	host	skp
gene-b2278	2141	4411	3696	6694	1834	2098	705	2335	401	590	352	291	host	nuoL
gene-b3510	891	6110	658	6033	153	668	27	188	33	126	11	72	host	hdeA
gene-b2881	43	327	48	714	29	553	22	395	7	323	6	97	host	xdhD
gene-b3092	58	281	55	472	27	299	14	211	8	174	5	68	host	uxaC
gene-b2199	22	159	24	253	22	170	7	111	10	73	7	28	host	ccmC
gene-b3460	2731	683	3271	718	1712	477	541	269	225	193	123	69	host	livJ
gene-b4019	2023	3615	2690	6443	1052	1547	374	921	204	543	214	241	host	metH
gene-T4p075	4	0	9	1758	531	39924	2969	148743	9208	174193	1777	68726	phage	mobC
gene-b1673	9	83	15	208	4	236	2	180	0	106	1	50	host	ydhV
gene-b4135	298	1214	321	1373	84	313	45	196	23	138	23	63	host	dicD
gene-b1734	12	94	52	278	18	232	8	155	11	87	4	24	host	chbF
gene-b3136	6	75	16	219	7	298	4	243	7	163	1	65	host	agaS
gene-b4348	198	703	229	887	102	14036	23	190	37	141	11	66	host	hsdS
gene-b3060	14	146	13	178	15	180	4	1880	2	52	2	13	host	ttdR
gene-b4206	323	1344	283	1049	87	338	72	188	35	144	26	65	host	ytfB
gene-b4451	33	31	19	90	11	64	5	33	10	33	5	23	host	ryhB
gene-b3155	60	280	79	318	29	132	15	97	9	67	3	30	host	yhbQ
gene-b0120	1010	9819	1284	9978	629	1294	157	367	196	310	84	96	host	speD
gene-b4513	0	10	0	25	0	35	0	21	0	13	0	11	host	kdpF
gene-b4178	254	246	378	188	155	132	59	1380	34	47	18	26	host	nsrR
gene-b1688	157	1037	241	1492	93	433	37	195	17	172	25	80	host	ydiK
gene-b1326	111	734	142	732	49	200	18	107	8	63	10	23	host	mpaA
gene-b1715	3	237	18	173	6	21	0	5	1	7	1	3	host	pheM
gene-b2827	586	3529	854	3947	313	413	135	151	82	82	65	33	host	thyA
gene-b3121	5	62	3	97	4	155	0	116	0	50	0	33	host	yhaC
gene-b2583	77	499	78	431	37	171	26	124	21	92	9	26	host	tapT
gene-b2213	34	339	71	421	28	181	25	130	8	86	11	33	host	ada
gene-b0397	274	1819	332	1953	95	691	40	781	33	380	31	174	host	sbcC
gene-b0076	5	80	27	342	16	196	0	103	1	64	1	31	host	leuO
gene-b1641	1914	8576	1688	9952	915	1708	385	393	181	301	138	205	host	slyB
gene-b0884	1303	12002	1969	8520	910	1772	293	396	161	336	116	147	host	infA
gene-b2020	1193	1505	2229	3216	1426	808	461	287	219	200	212	81	host	hisD
gene-b2441	206	1694	360	1308	208	590	106	255	58	198	33	80	host	eutB
gene-b0234	7	63	16	148	7	91	9	71	11	45	2	6	host	yafP
gene-b4761	183	938	334	1003	108	134	30	34	13	24	13	15	host	sroE
gene-b3078	5	52	17	256	5	270	6	828	7	158	3	47	host	ygjI
gene-b3110	16	168	55	246	16	282	3	1058	6	137	3	61	host	cyuP
gene-b0587	6	71	42	317	15	177	1	101	3	57	1	12	host	fepE
gene-b0772	665	2252	742	2708	362	684	177	292	99	195	73	103	host	ybhC
gene-b2281	1209	1519	1549	2054	757	489	274	175	153	128	179	47	host	nuoI
gene-b1599	11	124	42	175	18	60	6	40	5	30	3	18	host	mdtI
gene-b2448	9	28	5	68	5	113	1	71	1	34	1	19	host	yffQ
gene-b0935	9	74	11	191	8	218	4	132	1	71	1	18	host	ssuD
gene-b3284	525	1975	580	1616	196	263	67	123	63	107	27	61	host	smg
gene-b3734	19867	124485	28217	191818	21226	24482	7030	6229	4288	5301	3540	2157	host	atpA
gene-b1710	212	1486	284	1369	120	249	38	107	18	105	18	40	host	btuE
gene-b1767	330	1899	426	1996	137	384	57	166	35	117	32	57	host	ansA
gene-b3611	676	5514	976	5668	454	454	150	167	101	145	79	42	host	yibN
gene-b4152	77	296	117	602	71	119	15	54	11	37	13	14	host	frdC
gene-b0460	164	985	616	1891	212	277	10	69	35	55	2	35	host	hha
gene-b4535	1	43	8	55	0	44	1	27	0	11	0	5	host	yniD
gene-b3660	98	724	128	783	34	380	19	261	12	145	10	62	host	yicL
gene-b1144	28	242	19	234	6	161	3	110	12	60	7	45	host	ymfJ
gene-b2001	32	411	33	650	12	381	7	225	4	154	5	72	host	yeeR
gene-b4361	88	790	184	904	62	259	27	162	16	119	6	37	host	dnaC
gene-b3228	849	7627	1489	9195	791	1254	320	358	152	282	127	91	host	sspB
gene-b3412	113	626	114	585	48	318	27	172	22	142	8	51	host	bioH
gene-b3166	601	4073	1415	4641	1219	891	590	332	349	234	162	62	host	truB
gene-T4p006	4	1	426	54130	12598	344410	13319	282865	17480	151388	2379	56244	phage	39
gene-T4p146	0	0	2	512	4	1045	19	2436	1080	15997	510	19465	phage	repEA
gene-b4445	3	25	5	26	2	40	0	39	3	23	1	19	host	omrB
gene-b1408	0	19	1	57	2	71	1	37	0	31	1	11	host	ynbA
gene-b4711	221	1915	245	1860	77	444	33	232	20	157	18	62	host	insH21
gene-b4312	146	277	108	790	47	312	17	625	9	99	6	72	host	fimB
gene-b1321	95	308	117	449	44	240	27	165	17	132	9	41	host	ycjX
gene-b0443	16	75	54	160	20	102	7	60	8	45	1	21	host	fadM
gene-b1257	8	26	6	148	2	79	0	39	2	30	0	12	host	yciE
gene-b0942	4	50	15	99	4	104	7	82	4	52	2	23	host	ycbU
gene-b2381	88	506	108	469	17	144	3	90	6	73	4	32	host	pyrR
gene-b3086	6	62	12	124	7	136	3	90	4	63	1	21	host	ygjQ
gene-b0406	28328	7616	2505	9586	1237	1273	449	462	313	295	223	129	host	tgt
gene-T4p113	1	3	3261	102697	6125	88486	1277	43230	3644	45068	619	27433	phage	regB
gene-b3563	3	30	4	89	1	95	0	81	2	52	0	36	host	yiaB
gene-b4805	275	796	182	664	93	639	29	188	30	110	10	65	host	raiZ
gene-b2141	6	44	4	91	1	91	0	60	1	52	0	28	host	yohJ
gene-b3883	20	86	20	222	5	274	3	697	1	119	3	49	host	yihV
gene-b0514	49	93	46	184	37	220	20	144	8	99	5	60	host	glxK
gene-b4097	5	89	10	195	5	245	9	186	3	136	0	51	host	phnK
gene-b0745	1445	13677	2400	17643	1605	4053	622	1328	322	956	192	570	host	lysW
gene-T4p242	1	0	3314	78686	6126	83252	860	19292	2568	21154	381	21507	phage	frd.3
gene-b1446	228	1607	195	1142	109	436	50	144	24	75	20	45	host	ydcY
gene-b0306	10	54	7	128	4	123	3	620	1	57	2	41	host	ykgE
gene-b2373	11	99	19	245	11	217	3	177	3	80	1	28	host	oxc
gene-b1049	1194	12500	1785	16845	759	1620	320	578	192	441	136	148	host	opgH
gene-b1915	94	1064	92	1220	54	501	19	111	16	52	7	38	host	yecF
gene-b0614	3	76	9	113	2	2947	0	81	0	36	0	8	host	citX
gene-T4p018	1	1	302	14976	4829	72697	1940	77893	5719	42004	349	14192	phage	dda.1
gene-b4330	8	68	10	134	11	144	1	124	0	79	0	25	host	yjiH
gene-b0950	147	1282	287	1642	108	409	53	186	30	127	18	57	host	pqiA
gene-b0466	48	262	63	245	29	83	14	38	8	34	9	17	host	ybaM
gene-b0490	77	326	90	338	28	145	13	85	5	56	8	24	host	fetA
gene-b3778	352	2279	564	2739	293	952	184	600	117	389	79	151	host	rep
gene-b4259	427	2036	666	2904	258	325	68	97	42	90	29	45	host	holC
gene-T4p114	0	0	6	2179	1797	69539	5238	84102	9639	96793	1630	41900	phage	vs.3
gene-b0472	611	5708	1116	7256	716	1139	311	377	143	240	116	96	host	recR
gene-T4p219	2	3	1292	55950	4588	127778	3460	75293	3855	26643	328	11023	phage	cd.2
gene-T4p218	4	2	1224	58198	5376	116207	3565	79533	5462	33612	387	13618	phage	cd.1
gene-b2178	24	407	62	497	24	197	16	120	3	81	5	28	host	yejB
gene-b1337	15	90	33	183	11	187	2	154	1	117	3	58	host	abgB
gene-b0586	371	1634	1043	4065	629	1024	141	1250	44	662	38	162	host	entF
gene-b1029	4	46	15	185	12	184	4	127	7	83	2	44	host	ycdU
gene-b0585	165	426	285	739	54	300	24	189	10	142	7	68	host	fes
gene-b3895	153	940	152	936	91	5155	21	1915	10	166	11	71	host	fdhD
gene-b2161	4	67	18	148	11	204	0	125	1	122	0	52	host	nupX
gene-b4043	567	3041	673	2929	321	638	151	302	92	230	67	112	host	lexA
gene-b2111	6	44	4	67	0	91	0	60	6	34	0	16	host	yehD
gene-b0646	14	103	10	227	11	224	1	168	2	122	2	53	host	djlB
gene-b3666	8	145	9	346	8	422	5	294	4	210	0	102	host	uhpT
gene-b2461	4	14	13	57	7	82	3	66	1	51	0	26	host	eutP
gene-b4796	40	352	25	401	13	159	0	64	5	47	0	33	host	yibY
gene-b1308	68	339	60	377	38	120	12	56	11	40	16	22	host	pspE
gene-b1045	64	286	95	277	53	140	18	79	10	45	10	26	host	ymdB
gene-b3662	171	856	308	1882	180	884	96	427	27	238	18	117	host	nepI
gene-T4p212	15	4	23	14320	2473	141276	12971	177624	45858	297231	5523	176492	phage	30.9
gene-b2688	1244	7666	1759	10826	789	1260	270	469	171	309	114	126	host	gshA
gene-b4522	158	449	40	209	16	97	4	36	7	23	3	12	host	ymiA
gene-b1986	151	496	186	633	184	365	69	109	234	156	56	95	host	asnU
gene-b3538	400	1584	592	2872	165	778	85	522	46	385	29	133	host	bcsG
gene-b4480	277	812	219	755	107	411	78	276	68	163	37	78	host	hdfR
gene-T4p016	0	0	4	348	364	24102	404	31897	1707	23514	84	5552	phage	dexA.2
gene-b4699	11	727	14	580	12	2307	2	962	7	445	0	334	host	fnrS
gene-b0852	202	1388	289	1613	150	448	73	228	39	150	28	97	host	rimK
gene-b2108	3	33	6	141	4	204	3	147	3	92	2	61	host	yehA
gene-b1252	265	1292	312	1018	75	204	34	112	23	76	12	43	host	tonB
gene-b3404	297	2116	425	2552	201	580	123	344	77	256	38	103	host	envZ
gene-b2965	297	2613	374	2885	159	5020	77	426	38	296	41	106	host	speC
gene-b3853	987	3312	1306	3852	566	1501	254	32553	11194	1468	197	1155	host	alaT
gene-b3718	30	108	26	1617	19	241	7	183	5	120	4	57	host	yieK
gene-b2903	7202	12218	12028	16173	4792	2690	1225	787	555	620	450	363	host	gcvP
gene-b2632	15	98	10	174	8	213	6	133	0	92	5	50	host	yfjP
gene-b1782	1535	10568	1343	8220	604	906	266	222	194	257	122	99	host	mipA
gene-b0518	6	71	5	182	4	244	1	199	1	133	0	57	host	fdrA
gene-b3407	1272	4122	1400	6170	650	1430	260	544	109	494	141	217	host	yhgF
