Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b2934	1	22	5	59	2	88	1	73	1	28	0	18	host	cmtB
gene-b4255	1157	4831	1297	6214	688	1818	227	433	143	259	110	182	host	rraB
gene-b1258	4	34	1	138	1	71	0	47	1	43	2	8	host	yciF
gene-b2569	1724	15658	2596	15718	1236	1808	518	609	307	1313	279	190	host	lepA
gene-T4p222	2	0	34	5934	1916	49664	3460	36663	2736	19166	966	13415	phage	cd.5
gene-b3075	71	762	99	580	35	261	13	171	10	137	10	50	host	ebgR
gene-b0072	1467	2299	2119	6104	1304	1058	394	377	168	258	151	109	host	leuC
gene-b4069	276	506	434	1000	302	736	86	577	31	318	26	108	host	acs
gene-b4727	22	112	24	66	7	48	1	10	0	7	0	6	host	yacM
gene-b3610	1263	5093	1430	6021	618	719	179	225	117	189	67	64	host	grxC
gene-b0882	3977	8603	4751	8352	1838	1260	608	470	372	377	238	167	host	clpA
gene-b2055	2	38	2	95	3	102	0	88	2	45	1	13	host	wcaE
gene-b0954	1021	6861	1730	8382	1386	2722	600	697	321	452	207	221	host	fabA
gene-b1463	47	110	41	145	21	139	5	104	4	57	3	28	host	nhoA
gene-b3630	254	624	158	918	73	240	21	140	21	86	9	70	host	waaP
gene-b2390	39	210	86	309	31	166	10	82	10	81	6	22	host	ypeC
gene-b0467	111	575	104	524	49	175	28	100	9	69	15	28	host	priC
gene-b2202	58	193	38	261	26	113	12	71	2	48	4	29	host	napC
gene-b0493	286	1591	458	2108	166	375	68	150	25	120	26	46	host	ybbO
gene-b1439	74	615	96	430	26	196	10	133	16	91	11	27	host	ydcR
gene-b0588	79	681	274	1213	74	249	22	134	8	107	11	35	host	fepC
gene-b3280	247	436	411	614	261	338	61	112	59	86	31	40	host	yrdB
gene-b3624	95	415	28	476	20	133	2	87	4	60	0	41	host	waaZ
gene-b3188	54	388	116	452	36	126	15	81	5	53	8	20	host	sfsB
gene-b0540	21	167	23	192	8	111	9	69	4	54	1	24	host	insE3
gene-b1162	188	1969	423	1806	113	1055	57	426	54	269	33	148	host	bluR
gene-b1236	875	5301	934	6149	513	897	140	235	102	156	52	71	host	galU
gene-b0520	6	67	8	146	8	165	4	140	1	101	1	34	host	ylbF
gene-b0233	8	98	18	135	7	98	4	49	4	30	2	6	host	yafO
gene-T4p182	2	0	6	4850	14	7488	28	16346	7327	102204	1876	109601	phage	inh
gene-b3353	165	1239	273	1555	146	338	50	191	29	134	21	59	host	yheT
gene-b3255	2607	13847	3453	10926	1393	781	508	228	413	212	347	76	host	accB
gene-b3796	1907	14292	1942	12758	1144	5132	375	990	169	680	180	414	host	argX
gene-b4099	2	83	9	217	1	317	6	213	2	160	1	46	host	phnI
gene-b1723	196	1342	186	1750	72	372	23	164	15	120	20	47	host	pfkB
gene-b3961	684	3635	888	4387	271	684	171	19544	110	274	69	113	host	oxyR
gene-b4428	71	517	99	643	67	284	27	136	14	79	14	37	host	hokB
gene-b2723	9	135	14	296	8	363	7	264	5	243	1	97	host	hycC
gene-b0403	159	638	215	944	113	440	32	247	16	165	13	68	host	malZ
gene-b3348	144	1091	140	1141	91	1067	50	364	22	216	16	103	host	slyX
gene-b0835	494	3472	647	3445	334	738	176	275	119	169	85	74	host	rimO
gene-b3360	39	114	82	140	38	169	15	100	4	86	2	27	host	pabA
gene-b1909	1430	6481	1666	5894	772	2241	302	1177	182	1386	128	834	host	leuZ
gene-b2872	8	73	10	158	7	212	1	152	2	111	0	45	host	ygeY
gene-b4655	1	13	7	35	3	45	0	22	2	17	0	22	host	ythA
gene-b0810	1131	12238	1185	17160	370	1267	105	388	54	279	34	132	host	glnP
gene-b3916	1428	9873	1687	46789	677	1304	288	521	150	341	137	177	host	pfkA
gene-b0262	21	84	30	232	18	226	9	146	8	115	5	41	host	afuC
gene-b0693	10	135	10	289	5	384	5	240	2	181	0	91	host	speF
gene-b2963	179	1180	269	1161	99	391	39	209	19	162	18	55	host	mltC
gene-b4210	51	647	106	501	45	327	22	177	11	186	7	80	host	ytfF
gene-b0054	2359	15493	3321	14994	883	1805	393	680	272	572	206	259	host	lptD
gene-T4p115	2	0	10	4018	2450	65427	3806	76432	11271	86981	1762	46554	phage	vs.4
gene-b4725	160	649	154	347	46	106	17	44	7	30	9	19	host	rseD
gene-b4612	0	13	0	20	0	23	0	22	0	18	0	5	host	yrhD
gene-b0365	16	71	12	167	11	175	4	142	2	84	2	47	host	tauA
gene-b0394	269	240	208	356	115	284	52	155	32	212	14	32	host	mak
gene-T4p081	3	0	167	4797	2159	53478	18514	76144	9148	25093	1403	14485	phage	49.1
gene-b2008	63	348	68	441	24	236	15	133	9	102	8	40	host	yeeA
gene-b2627	97	805	135	963	33	385	14	269	13	181	11	78	host	abpB
gene-b1368	15	83	16	138	4	153	2	77	5	38	3	25	host	ynaA
gene-b1379	117	549	141	463	52	136	14	52	13	47	5	18	host	hslJ
gene-b3927	41	157	76	340	31	371	18	252	12	184	7	85	host	glpF
gene-b3202	1310	5341	2077	5698	515	720	207	318	122	259	118	113	host	rpoN
gene-b0322	4	82	14	120	4	70	0	34	2	35	0	12	host	yahH
gene-b3410	31	175	48	319	23	142	11	83	6	45	2	21	host	feoC
gene-b2955	280	2400	552	3207	235	542	82	272	59	211	44	75	host	hemW
gene-b4447	817	1801	858	2524	572	4130	108	850	75	490	34	345	host	sibD
gene-b1945	22	104	31	153	9	142	8	115	5	68	5	25	host	fliM
gene-b4131	16	148	17	374	14	477	6	5256	1	240	4	96	host	cadA
gene-b0600	40	201	48	361	22	264	22	169	14	159	8	65	host	ybdL
gene-b0106	25	172	46	300	16	290	9	183	5	138	1	46	host	hofC
gene-b4621	0	2	0	21	0	26	1	26	0	17	1	4	host	yjbS
gene-b3085	24	288	22	281	10	199	6	134	5	112	0	46	host	ygjP
gene-b3349	3916	27263	4713	33860	45077	6596	1405	1292	588	929	462	479	host	slyD
gene-b0584	455	878	1687	1576	1044	714	280	92848	99	296	69	112	host	fepA
gene-b1156	8	46	5	99	4	69	0	57	1	36	2	23	host	tfaE
gene-b0279	4	39	8	119	1	115	3	65	2	82	0	41	host	yagM
gene-b2102	30	142	33	198	11	174	7	128	6	79	4	35	host	yegX
gene-b4145	108	287	226	1218	71	230	19	153	17	144	8	49	host	yjeJ
gene-b3608	1629	8810	2626	11628	1631	1556	550	446	212	6731	180	184	host	gpsA
gene-b0945	461	20577	287	11308	77	1175	34	362	17	308	11	104	host	pyrD
gene-b1398	22	209	64	328	29	161	10	85	6	95	6	38	host	paaK
gene-b2508	2365	15174	1751	7021	649	1466	256	486	183	466	147	256	host	guaB
gene-b0878	165	458	222	688	86	323	48	163	20	92	18	48	host	macA
gene-b1815	22	184	36	257	18	258	7	174	6	128	1	43	host	pdeD
gene-b0702	3	16	5	48	1	64	0	31	1	18	0	14	host	ybfB
gene-b2700	129	732	123	749	60	199	18	80	9	62	15	25	host	pncC
gene-b1885	22	92	18	208	10	247	6	158	6	115	1	37	host	tap
gene-b3562	6	60	17	201	5	203	2	125	1	139	1	55	host	yiaA
gene-b4838	147	1619	209	2486	227	1818	169	493	62	346	48	152	host	fimR2
gene-b1897	137	455	210	615	71	203	13	91	4	79	3	41	host	otsB
gene-b0450	3765	2538	2084	1342	370	226	164	83	72	62	41	38	host	glnK
gene-b2708	94	798	124	896	56	274	34	153	14	126	13	48	host	gutQ
gene-b2744	330	1856	624	2157	211	369	92	181	42	102	51	51	host	umpG
gene-b2914	713	6365	677	6632	345	1047	148	332	72	252	58	104	host	rpiA
gene-b0400	60	316	70	659	18	316	15	193	4	153	6	74	host	phoR
gene-b2458	9	58	13	127	11	171	3	130	4	75	1	23	host	eutD
gene-T4p029	3	0	8	24240	143	129162	716	179501	28561	518810	3443	711115	phage	soc
gene-b4790	82	328	63	261	48	122	14	54	11	40	7	26	host	yhiY
gene-T4p026	0	0	147	10647	1203	20186	93	7120	461	6609	30	4353	phage	mrh
gene-b4301	12	106	15	161	8	142	6	129	2	71	2	37	host	sgcE
gene-b0899	11	85	18	252	7	309	6	185	2	164	2	42	host	ycaM
gene-T4p101	0	0	1601	76559	4794	49501	221	9745	996	13967	128	6306	phage	mobD.4
gene-T4t007	7	0	1811	36800	8993	156804	7153	144743	19802	125671	2882	59316	phage	gene-T4t007
gene-b1809	482	1377	383	1343	179	369	65	116	42	74	26	36	host	yoaB
gene-T4p104	3	0	4	1907	216	28609	1684	44461	14334	114797	2423	57260	phage	rI
gene-b0503	64	299	73	231	22	238	11	161	9	99	17	45	host	selU
gene-b1889	11	60	22	140	5	147	5	117	5	89	2	38	host	motB
gene-b1991	136	158	287	307	67	216	30	155	11	113	21	58	host	cobT
gene-T4p169	6	5	24	15800	25	31286	29	50008	29782	629323	9882	436877	phage	20
gene-b1654	957	5741	875	5782	502	941	197	236	98	183	72	75	host	grxD
gene-b0388	155	672	306	804	93	163	42	90	961	53	24	35	host	aroL
gene-b2992	72	279	100	468	60	186	32	85	9	63	14	23	host	hybE
gene-b4766	9	40	8	32	6	58	1	29	0	12	0	10	host	argL
gene-b3194	620	1571	1056	2207	335	411	182	213	97	159	70	70	host	mlaE
gene-b2336	3	46	3	101	0	106	2	116	1	53	1	24	host	yfcS
gene-b2398	57	439	47	220	4	85	4	58	5	14	3	14	host	yfeC
gene-b3056	277	2117	472	2529	230	968	85	1952	38	165	40	75	host	cca
gene-T4p065	1	1	248	24781	6762	159807	3016	143931	8239	159469	1223	74249	phage	55
gene-b0828	1023	2908	595	2084	147	412	66	185	28	137	53	59	host	iaaA
gene-b0264	42	518	151	639	71	238	27	141	13	110	11	50	host	insB2
gene-b3432	1182	3016	2741	4826	1211	1117	282	559	102	412	103	168	host	glgB
gene-b2638	17	130	24	99	7	99	3	56	3	40	1	15	host	yfjU
gene-b4732	13	56	23	120	22	26	4	11	0	8	0	6	host	ykiD
gene-b3063	55	384	94	515	48	411	29	246	15	175	10	45	host	ttdT
gene-b3097	763	2367	1089	3343	418	376	105	114	67	98	41	37	host	yqjC
gene-b0521	27	202	59	264	11	225	8	167	1	108	3	68	host	ybcF
gene-b1346	0	9	0	27	0	31	0	22	1	21	0	3	host	xisR
gene-b0744	1381	16315	2395	20175	1868	3140	655	1171	380	1023	297	620	host	valT
gene-b3808	166	699	153	770	97	408	53	197	28	147	24	44	host	yzcX
gene-b0192	209	1205	304	1700	122	385	48	175	28	143	27	60	host	nlpE
gene-b0146	368	269	391	269	194	172	50	90	29	65	26	30	host	sfsA
gene-b0714	70	399	158	544	50	201	22	98	4	62	5	20	host	nei
gene-b4775	227	420	352	896	317	2129	65	485	78	242	31	289	host	mgtT
gene-b1819	810	3553	1084	4450	601	807	174	285	115	201	113	106	host	manZ
gene-b0288	36	136	37	249	25	113	5	69	1	40	0	27	host	ykgJ
gene-b2943	195	927	288	1532	148	508	55	295	37	200	22	75	host	galP
gene-b2327	156	1560	389	1993	173	319	50	160	25	100	18	62	host	yfcA
gene-b4388	388	1803	525	2214	210	1075	94	2889	44	184	62	84	host	serB
gene-b1874	201	990	309	1175	154	358	49	150	23	93	25	45	host	cutC
gene-b4209	31	172	87	396	49	228	12	147	4	100	3	32	host	ytfE
gene-b2871	21	161	14	250	4	239	3	156	6	121	4	65	host	ygeX
gene-b1663	218	1026	453	1571	225	479	91	232	60	173	29	77	host	mdtK
gene-b1502	0	29	4	98	3	94	1	79	0	61	0	26	host	ydeQ
gene-b3307	17459	81770	30198	101644	14525	7138	5350	1427	3929	1235	2535	456	host	rpsN
gene-b0277	37	140	17	258	15	152	2	112	3	75	2	41	host	yagK
gene-b1270	89	462	143	481	60	153	24	71	19	51	6	12	host	btuR
gene-b2089	20	194	40	258	20	182	10	100	9	71	3	40	host	insF5
gene-b2109	15	93	21	286	3	345	4	222	0	153	1	99	host	yehB
gene-b1938	28	123	31	209	11	230	5	176	8	148	3	48	host	fliF
gene-T4p238	5	0	30	5231	4905	136985	2528	108698	11285	146789	1757	86484	phage	I-TevI
gene-b4241	33	400	44	410	14	214	7	136	7	119	4	54	host	treR
gene-b2216	841	5009	1135	4700	375	1020	131	426	96	354	68	131	host	rcsD
gene-b3047	6	44	6	168	4	134	1	80	4	69	0	40	host	yqiH
gene-b0481	112	702	155	704	48	145	20	100	10	76	6	37	host	ybaK
gene-b2679	1096	1161	1987	2871	1051	559	335	231	132	146	108	72	host	proX
gene-b4477	9	90	14	202	1	241	2	175	3	128	0	49	host	dgoA
gene-b0050	238	1896	442	2019	222	390	69	136	32	98	18	46	host	apaG
gene-b1833	78	733	152	634	47	220	15	163	9	113	5	55	host	letA
gene-b0912	1494	4208	1338	3589	510	457	214	147	123	96	118	74	host	ihfB
gene-b4770	46	104	60	63	26	41	5	13	5	6	2	4	host	yljB
gene-b2503	23	244	46	502	31	513	12	347	5	231	0	93	host	pdeF
gene-b1198	785	1622	1078	2097	347	413	175	200	172	159	146	57	host	dhaM
gene-b0113	142	4683	256	1657	88	424	65	180	48	144	71	68	host	pdhR
gene-b0158	106	823	201	1012	73	660	42	274	20	147	25	53	host	btuF
gene-b2775	12	94	12	213	6	284	2	217	1	163	1	79	host	yqcE
gene-b0312	647	3987	1669	6010	792	1011	217	414	93	261	74	112	host	betB
gene-b1217	30	117	32	143	11	78	5	28	1	11	2	8	host	chaB
gene-b4546	64	380	100	675	84	242	41	88	14	59	12	19	host	ypeB
gene-b3043	5	32	10	120	7	103	2	76	2	53	1	21	host	ygiL
gene-b0463	1507	3927	1965	4656	672	679	250	283	159	199	174	109	host	acrA
gene-b2843	16	90	23	150	10	176	12	174	8	84	6	55	host	kduI
gene-b3229	1070	12143	1993	13532	1021	1054	397	312	206	270	155	87	host	sspA
gene-T4s002	7	13	21	63221	2237	851225	14636	912533	34541	1444468	20755	1493514	phage	gene-T4s002
gene-b0431	11982	92130	15736	101400	5729	7124	2622	2248	1892	2184	1763	896	host	cyoB
gene-b0659	265	2307	440	2855	200	305	81	111	45	72	37	34	host	ybeY
gene-b0807	166	1098	309	833	134	294	90	169	48	102	23	40	host	rlmF
gene-b0856	171	420	297	612	87	273	17	156	15	73	15	39	host	potH
gene-b3174	1267	4074	910	3746	370	585	146	368	98	589	73	1151	host	leuU
gene-b3858	155	712	172	684	86	200	36	89	25	61	18	23	host	yihD
gene-b0284	32	217	47	521	24	486	14	2485	3	293	5	104	host	paoC
gene-b4321	17	132	14	323	7	311	3	247	8	177	3	90	host	gntP
gene-b2036	1382	1191	400	1079	211	255	24	139	44	84	22	70	host	glf
gene-b2098	18	101	26	222	11	226	8	167	2	101	1	39	host	yegT
gene-T4p133	0	0	1044	51272	4248	45093	140	29220	9672	70679	449	32493	phage	trna.2
gene-b1342	100	373	111	299	32	216	11	169	13	68	11	42	host	zntB
gene-b2935	5122	15908	6204	16278	3817	4610	1528	1279	760	971	786	386	host	tktA
gene-T4p139	13	2	202	11485	1676	92006	2439	199989	47466	392042	5160	247367	phage	1
gene-b1328	44	243	65	300	13	125	4	97	13	69	4	30	host	pgrR
gene-T4p207	0	0	677	43509	5665	91476	1088	27498	1927	13553	225	10450	phage	30.4
gene-b1908	427	944	662	954	445	322	177	153	88	100	67	50	host	yecA
gene-b2043	39	187	43	254	7	228	7	127	4	81	2	40	host	wcaM
gene-b3244	1182	4950	26466	38213	519	26002	259	42292	158	9130	131	125	host	tldD
gene-b2808	150	815	179	519	48	290	14	173	26	112	9	44	host	gcvA
gene-b2180	103	1422	391	1690	180	537	81	275	37	206	21	122	host	yejF
gene-b4371	375	3630	515	3261	233	572	120	241	71	162	44	56	host	rsmC
gene-b2478	2313	13966	2269	14075	668	1041	307	417	195	314	157	153	host	dapA
gene-b0845	102	497	126	666	49	326	19	219	13	104	16	41	host	ybjJ
gene-b1614	1326	4669	1627	8205	736	1154	195	305	186	231	93	96	host	ydgA
gene-b4667	32	289	48	486	60	499	25	303	44	284	12	161	host	ibsA
gene-b2135	10	47	7	136	7	139	8	98	1	58	2	9	host	yohC
gene-b2198	4	61	15	73	6	47	0	59	3	31	1	10	host	ccmD
gene-b3908	7098	29822	7754	44602	4960	9619	1555	1518	471	966	425	487	host	sodA
gene-b0998	13	98	36	217	16	92	4	58	1	26	2	12	host	torD
gene-b2925	7205	34285	8012	37096	4432	4110	1332	774	788	751	582	261	host	fbaA
gene-b0833	35	360	109	563	21	267	2	165	6	56	1	18	host	pdeI
gene-b2840	194	276	152	475	104	209	31	137	18	76	18	42	host	ygeA
gene-b1245	3553	10570	5884	18757	2616	2310	827	739	453	646	313	284	host	oppC
gene-b0934	4	50	13	138	5	191	5	112	1	65	0	18	host	ssuC
gene-b2981	17	313	36	337	24	321	4	204	3	113	2	49	host	yghO
gene-b3450	183	560	203	996	120	360	33	246	15	152	16	69	host	ugpC
gene-b3920	84	590	61	255	23	214	10	130	12	85	9	38	host	yiiQ
gene-b2733	348	2459	467	3415	214	680	101	361	62	264	59	91	host	mutS
gene-b0545	14	53	15	138	4	103	4	51	1	36	0	21	host	ybcL
gene-b0670	3326	24502	4619	30578	3673	18056	2476	11597	1534	7792	1268	4305	host	glnU
gene-b2484	7	87	9	243	3	341	2	245	1	164	1	63	host	hyfD
gene-b1694	12	51	14	223	6	234	1	186	3	107	1	45	host	ydiF
gene-b3958	110	407	178	473	67	374	33	253	34	187	24	83	host	argC
gene-b4728	300	530	255	302	99	80	40	38	26	22	8	11	host	yadW
gene-b4237	12	54	29	119	7	130	5	77	1	56	1	28	host	nrdG
gene-b2091	278	154	396	511	250	257	44	140	40	109	18	72	host	gatD
gene-b3743	20	347	22	353	11	246	6	144	6	91	4	42	host	asnC
gene-b2616	149	997	177	943	65	373	56	215	44	198	37	76	host	recN
gene-b0340	8	102	22	148	9	102	2	50	3	37	1	6	host	cynS
gene-b1365	8	31	11	83	2	42	0	28	2	19	1	10	host	ynaK
gene-b2123	10	50	19	93	4	77	0	53	2	25	1	15	host	yehR
gene-b3037	597	3005	973	4096	520	644	186	241	69	173	74	60	host	ygiB
gene-b0839	372	1590	424	1790	139	390	67	193	38	135	14	51	host	dacC
gene-b2807	164	398	219	380	97	215	51	90	40	74	18	34	host	ygdD
gene-b0062	13	138	19	373	10	349	4	224	5	167	1	72	host	araA
gene-T4p226	3	1	705	51094	4863	92271	1754	40777	1320	27753	406	13778	phage	pseT.3
gene-b0241	30	324	45	274	22	218	12	131	17	87	7	50	host	phoE
gene-b0448	74	640	150	802	59	437	26	239	21	165	16	76	host	mdlA
gene-b2643	4	28	3	109	4	118	2	82	0	57	0	23	host	lfgA
gene-b0207	84	186	78	303	54	1660	40	3959	39	82	26	23	host	dkgB
gene-b0315	55	210	136	997	52	2473	9	4374	10	122	6	71	host	pdeL
gene-b1573	9	47	12	46	2	63	5	19	1	21	0	7	host	ydfC
gene-b2328	378	2716	587	3069	198	301	83	163	28	105	34	45	host	mepA
gene-T4p253	3	0	11	4102	58	11680	66	11724	4544	62119	8752	89658	phage	38
gene-b2984	3	60	8	136	0	175	1	125	2	85	0	20	host	yghR
gene-b2289	237	1477	358	2099	186	1146	73	347	50	243	38	147	host	lrhA
gene-b4190	58	354	80	377	23	266	21	127	9	108	5	36	host	yjfP
gene-b2895	212	1768	310	1638	137	326	78	160	26	125	21	29	host	fldB
gene-b0797	711	3891	1857	5846	1239	1043	498	318	208	203	141	84	host	rhlE
gene-b3146	183	850	165	798	74	336	25	195	21	152	18	73	host	rsmI
gene-b3717	40	284	54	425	28	412	18	245	22	145	6	67	host	cbrC
gene-b3766	361	4163	209	3136	136	3045	34	456	22	211	4	339	host	ilvL
gene-b3133	0	41	3	102	3	104	0	79	0	50	0	14	host	agaV
gene-b3260	2388	23006	4387	24596	2779	3493	1160	965	757	674	501	236	host	dusB
gene-b4240	29	155	32	357	15	395	13	280	6	261	4	102	host	treB
gene-b4526	0	5	2	17	0	13	0	13	1	12	0	4	host	ydaE
gene-b1341	129	691	186	848	72	220	15	123	18	91	7	32	host	dgcM
gene-b1191	144	1329	214	1115	59	372	27	258	15	172	10	87	host	cvrA
gene-b2776	16	102	12	242	9	330	4	197	5	176	1	83	host	ygcE
gene-b3710	44	563	63	578	25	575	15	320	14	274	13	130	host	mdtL
gene-T4p055	0	0	69	3330	391	9891	178	23958	1089	20602	43	4789	phage	46.1
gene-b0875	27	161	49	305	15	173	8	124	1	82	1	34	host	aqpZ
gene-b3573	46	354	126	505	39	168	13	113	5	80	4	23	host	ysaA
gene-b0124	3010	12546	4852	8890	3438	2859	1110	753	516	585	380	259	host	gcd
gene-b2320	713	4434	878	4843	434	755	122	293	91	220	71	99	host	pdxB
gene-b4380	18	169	38	334	13	333	8	236	11	631	7	57	host	yjjI
gene-b0511	2	66	3	219	2	257	1	191	1	169	1	67	host	allW
gene-b3903	5	109	8	312	5	378	7	249	6	185	1	61	host	rhaA
gene-b0919	44	284	87	280	28	220	14	136	9	104	3	34	host	ycbJ
gene-b1119	307	1853	594	2575	220	322	92	162	51	104	37	42	host	nagK
gene-b3093	32	301	39	526	18	362	6	262	5	245	3	106	host	exuT
gene-b3120	7	25	4	92	3	134	0	87	1	54	0	26	host	yhaB
gene-b1661	516	3474	482	3125	149	487	63	211	30	169	20	92	host	cfa
gene-b4163	3930	15055	2808	13440	1524	9072	809	3409	496	2828	346	2143	host	glyV
gene-b0377	66	293	126	469	59	236	28	291	11	137	1	80	host	sbmA
gene-T4p276	4	0	13	765	649	82234	7845	245311	7595	46342	524	13469	phage	denB
gene-b4157	6	57	34	145	20	125	5	93	5	60	1	19	host	yjeN
gene-b1522	20	264	56	302	31	159	12	111	4	71	6	31	host	dgcF
gene-b4124	56	471	79	452	21	215	11	154	17	101	7	22	host	dcuR
gene-b0888	1527	9397	1228	9108	575	1452	264	376	144	249	116	109	host	trxB
gene-b4605	3	9	1	19	1	23	0	12	0	6	0	4	host	ypaB
gene-b1006	80	199	109	608	70	298	16	212	14	119	5	55	host	rutG
gene-b2971	12	92	19	176	6	80	3	34	3	38	1	14	host	yghG
gene-b3123	69422	455200	88578	761296	108731	796050	220449	556988	122318	665566	135077	448577	host	rnpB
gene-b0487	113	700	160	752	51	243	33	1371	12	107	15	37	host	cueR
gene-b3736	10044	53694	12841	74773	7197	7490	2374	1859	1586	1363	1364	575	host	atpF
gene-b2726	15	118	11	203	3	99	1	63	1	53	2	29	host	hypA
gene-b2590	2178	11560	3076	18539	1730	15914	815	9842	509	6409	349	5493	host	gltW
gene-b1290	55	634	168	855	43	154	18	97	26	83	9	30	host	sapF
gene-b0091	817	4537	1409	6027	571	745	218	314	126	252	107	75	host	murC
gene-b2371	9	113	16	257	4	200	0	181	6	104	1	60	host	yfdE
gene-b1259	8	13	4	76	3	31	0	14	1	15	2	4	host	yciG
gene-b3771	827	879	1421	1549	909	737	327	3867	187	339	170	110	host	ilvD
gene-b1370	28	261	33	257	10	144	3	109	5	66	2	42	host	insH5
gene-b3189	1393	5546	2107	6968	1309	1146	533	425	271	3567	222	109	host	murA
gene-b1241	2652	11605	3296	17583	2185	2979	664	753	397	553	308	238	host	adhE
gene-b0831	204	457	318	969	124	272	41	165	10	78	17	34	host	gsiC
gene-T4p243	2	4	19	6007	1174	101002	8969	342633	38922	675337	8480	377381	phage	32
gene-b4791	7	12	3	48	3	39	0	27	1	17	0	8	host	yriA
gene-T4p214	0	1	652	41861	6206	159922	9056	166882	34124	105211	1057	21824	phage	31
gene-b0760	147	880	178	734	58	309	32	183	20	139	10	47	host	modF
gene-b4723	51	515	438	893	236	284	42	85	26	76	4	49	host	ymcF
gene-b3757	714	10772	1142	17674	793	20342	627	13077	647	10209	399	8128	host	gltU
gene-T4p106	1	0	12	1068	1434	38809	776	35887	2313	25569	179	12224	phage	tk
gene-b4757	5	36	6	46	2	57	2	31	1	18	0	13	host	ysdD
gene-b2717	43	234	33	270	29	191	16	88	6	46	7	23	host	hycI
gene-b2524	313	2785	445	2317	191	261	88	95	40	67	47	41	host	iscX
gene-b4302	16	97	6	146	5	155	0	83	4	64	0	27	host	sgcA
gene-b3427	18	87	42	160	27	144	9	75	2	49	2	27	host	yzgL
gene-b2531	780	8610	485	5929	168	784	122	199	77	156	98	67	host	iscR
gene-b3203	644	2004	781	1650	193	197	45	62	42	46	42	20	host	hpf
gene-b0067	73	625	175	855	62	505	38	309	21	258	21	108	host	thiP
gene-b2028	62	672	139	792	38	246	7	135	14	88	5	48	host	ugd
gene-b1372	23	160	19	314	15	378	7	277	2	136	1	54	host	stfR
gene-b0320	9	94	20	250	13	301	5	222	2	139	3	50	host	yahF
gene-b1333	461	2437	585	2578	213	477	90	165	62	141	30	67	host	uspE
gene-b3294	12274	75226	21131	112536	14840	23886	6041	9152	4573	8280	3476	5295	host	rplQ
gene-b3939	282	575	249	941	100	562	75	314	36	243	58	104	host	metB
gene-b3733	11286	55671	14983	87091	11089	10613	3447	2112	1903	1682	1600	705	host	atpG
gene-b4020	123	590	251	1013	97	530	36	360	25	263	18	89	host	yjbB
gene-b0028	466	1876	958	2937	431	314	120	121	52	109	64	39	host	fkpB
gene-b2148	15	54	27	212	10	167	2	127	5	92	3	29	host	mglC
gene-b4774	63	376	85	437	44	175	14	86	5	49	10	28	host	yncP
gene-b1678	145	688	199	1084	103	229	40	119	20	89	9	30	host	ldtE
gene-b1478	169	915	382	1948	244	465	93	151	32	133	21	41	host	adhP
gene-b1535	27	219	82	447	38	151	5	94	7	62	1	16	host	dgcZ
gene-b3868	2268	15705	3050	25269	883	2299	275	837	165	713	99	397	host	glnG
gene-b1403	38	178	52	232	23	121	9	78	5	58	5	22	host	insC2
gene-b0061	10	56	5	124	6	173	2	95	1	69	2	32	host	araD
gene-b4554	189	213	77	182	25	81	18	46	8	26	9	19	host	yibT
gene-b3848	318	1179	539	1779	296	518	151	242	92	198	65	84	host	yigZ
gene-b3532	74	610	111	1078	41	734	26	891	9	547	10	172	host	bcsB
gene-b1135	47	690	85	294	34	117	12	81	10	52	4	24	host	rluE
gene-b4691	197	1480	358	2384	377	12280	151	6783	323	4399	47	3449	host	sroH
gene-b2481	1	39	4	102	2	138	3	90	1	73	2	26	host	hyfA
gene-b1474	39	290	42	423	38	354	17	250	12	168	4	90	host	fdnG
gene-b2742	3578	2195	3963	1988	1681	1421	570	492	305	288	269	127	host	nlpD
gene-b3684	8	84	8	233	1	289	1	235	2	113	0	36	host	yidP
gene-b2393	289	2662	507	3016	195	375	60	179	85	144	47	52	host	nupC
gene-b2231	5143	24910	6809	27338	4055	5312	1498	1181	804	1043	721	413	host	gyrA
gene-T4p236	2	0	9	551	1123	114524	3346	86050	8702	72855	1246	32461	phage	nrdA.2
gene-b2950	35	143	46	287	21	233	13	175	10	108	0	37	host	yggR
gene-b0102	222	1741	328	1566	104	285	56	129	34	92	19	50	host	zapD
gene-T4p077	2	1	15	1088	331	20183	528	51003	4973	106360	469	40820	phage	I-TevII
gene-b3671	359	428	690	1620	333	722	160	419	92	297	67	114	host	ilvB
gene-b2472	417	1593	622	2759	330	672	106	291	58	170	54	84	host	dapE
gene-b0898	76	929	126	762	71	367	28	203	22	117	3	65	host	ycaD
gene-b0782	216	1412	270	1424	79	173	32	97	18	82	19	32	host	moaB
gene-b2446	6	49	5	75	1	107	0	52	1	42	0	14	host	yffO
gene-b3445	17	173	31	180	20	70	5	45	5	49	1	22	host	insB6
gene-b2755	31	162	59	250	32	263	10	173	10	114	1	53	host	cas1
gene-b4002	28	109	36	226	19	198	17	106	13	80	11	18	host	zraP
gene-b4400	30	149	61	330	24	319	7	215	5	166	1	82	host	creD
gene-b1281	287	6245	397	3666	200	413	91	178	58	181	43	69	host	pyrF
gene-b0821	123	537	154	856	89	297	36	159	12	102	14	41	host	ybiU
gene-b3866	290	1887	236	1829	104	377	61	145	52	123	35	50	host	yihI
