"Geneid","2.5_R1","2.5_R2","5_R1","5_R2","10_R1","10_R2","20_R1","20_R2","30_R1","30_R2"
"gene-T4p208",50375.0952932235,21204.856946865,9351.98023429583,4969.05844292319,2195.36450730816,1807.85611825894,1094.81286294244,834.771286573263,1923.29319098435,1075.24783141386
"gene-T4p204",5975.1481643422,5014.83292576809,15898.6369213065,14024.5516501903,12344.8698773018,9611.94069034727,3780.8508850474,4355.19955005134,2768.56217300932,3090.66009111642
"gene-T4p067",67473.2115788796,28502.3137357508,16918.5086448615,9517.70810349701,605.617795119493,1923.75161449577,640.028432233458,1034.69342611839,416.509353461579,1391.17840573632
"gene-T4p180",1838.50712748991,833.244454701608,2824.26015753684,7055.84267163372,6634.75923760373,4120.65300639676,415.237958473414,550.551774298526,1139.27558446844,1057.98605924631
"gene-T4p089",10203.714557569,9293.57542010734,26102.7646169281,23460.2728176106,10533.4237936855,10479.9070587327,1927.37017316482,2823.51727580025,1139.27558446844,3494.5052725248
"gene-T4p220",2114.28319661339,1248.62747257189,3359.89570465589,3371.21612925171,8738.19961529554,3707.06515708103,3422.85124165178,2130.06514866818,3050.31850035097,2182.81130607164
"gene-T4p117",14799.9823762938,8005.29324415881,11156.3686682777,4093.56798895853,25360.2451706288,6570.59289841482,13687.242180056,8664.05036878945,40107.4006833297,12045.3047621761
"gene-T4p049",643.477494621468,319.220362181937,587.034917802197,2037.39342030308,3898.66455608174,14842.917999907,3935.91468407632,6001.91364359583,857.519257126779,3511.56632641134
"gene-T4p181",1930.4324838644,12945.2779173035,86.5673611505544,4843.45951331667,2152.10609337106,6424.36005169247,18394.3130727258,26237.2360821825,254695.469641755,72180.1003186313
"gene-T4p175",25463.3237157352,161287.079360008,4896.46636507824,39011.2442413439,10911.9349156352,41974.962653232,267725.454248212,329177.089876462,4986988.9917465,740848.565900085
"gene-T4p125",6986.32708446165,1828.57750945522,8483.60139275434,5887.89000847026,2611.72674145281,831.947866123562,278.906698924499,414.371493382466,882.019807330402,1199.89388392609
"gene-T4p130",232755.002340222,91805.5951548392,20808.6294365645,7080.22204689883,1427.52765992452,1210.76706656824,1018.84200838464,1324.44711526635,2254.05061873325,1934.32207417125
"gene-T4p142",643.477494621468,586.393926182036,8.11569010786448,215.802618087411,156.811750522012,1253.48932792613,2645.45085323162,4960.30249638591,16390.8680862233,7606.2192591802
"gene-T4p239",280740.038367709,65359.8734729593,45918.5746302972,16767.0507795497,23846.20068283,4603.66453041906,3227.20027374952,2148.7429956153,9444.96210349638,3343.96656176124
"gene-T4p145",367.701425497981,315.254891844273,8.11569010786448,120.181290658722,124.367940069182,366.207043501262,902.283984953509,1720.33841087574,3564.83005462704,2632.62097383316
"gene-T4p073",1195.02963286844,765.831458961323,1109.14431474148,2606.42609778712,854.353675257856,3971.3523377152,1992.93406134483,3287.89401021575,918.770632635835,2935.30414160842
"gene-T4t008",138531.512056365,11635.68133829,18947.4311718276,12760.3456017209,33709.1190604904,14917.6819572833,17017.4714209455,10434.1963715242,29253.656943125,12332.532622313
"gene-T4p206",22062.0855298789,14602.844518447,13106.8395242011,9289.44491582966,24889.8099190627,2990.33104898114,1715.06805905811,1383.74186747944,6713.1507557925,1595.50961581273
"gene-T4p009",335527.550766908,92984.826896502,42791.3287087334,31150.7015979968,43063.7510743897,12888.4881658192,6256.66818632122,4285.72586537501,11625.5110716188,4363.21399277106
"gene-T4p120",596319.786801351,78894.0237354059,33509.6844553724,20951.9059847787,119220.188810666,31005.4539344165,64179.761651768,40895.9858997151,238990.616961233,83889.001241821
"gene-T4p068",173922.774260545,28765.5218294133,22007.0463424925,6961.21457801213,7683.77577557857,1655.03313547607,1442.40553996028,644.533956556271,3577.08032972885,1557.17242413828
"gene-T4p277",459.626781872477,296.914591532578,1920.71332552793,3484.35448927829,7981.17737139618,12962.6840080178,14856.9852009184,7659.30079253867,1996.79484159521,2837.95577531465
"gene-T4p032",1562.73105836642,397.042717558589,2291.32984045374,3128.14472846037,1854.70449755345,4233.02618853227,1916.96320678704,2183.82572400804,637.014305294179,1649.50283340659
"gene-T4p134",335435.625410534,69884.9708120259,18906.8527212883,13330.3715130121,2352.17625783017,8611.83073164478,7189.13237377029,8863.37956081245,9579.71512961631,10951.3901306275
"gene-T4p019",59016.078792426,17013.8504837466,12457.584315572,7249.794145965,2600.91213796854,5594.79826931496,2024.15496047817,2208.43304617648,1837.54126527167,3087.85003518217
"gene-T4p084",12593.7738233059,4656.94922779394,9273.52856325314,6555.16253887443,33265.720317635,8666.93790387504,7148.54520489694,3392.64807245887,3969.08913298681,1721.56069629208
"gene-T4p041",2114.28319661339,1355.69517168881,4463.62955932546,11261.3751988468,47546.4042186224,19752.1148728563,13439.5563802648,13451.7063116483,17358.6398192664,10262.1235536115
"gene-T4p102",125753.88752031,41745.9932959635,9489.94696612953,5400.66367909801,1497.82258257232,1375.52046808138,1055.26639070687,1637.7210561255,1788.54016486443,1659.94018401953
"gene-T4p259",33185.0536511928,17260.7010122661,19823.925703477,8378.4689267569,4536.72616165406,2108.27542419048,1477.78922564473,2314.86712639897,1996.79484159521,2124.40228629537
"gene-T4p096",35391.2622041807,18822.1049577213,14838.1867472122,9776.67124520191,1833.07529058489,1497.8924773432,647.313308697904,1430.38707255374,686.015405701423,2003.16844456045
"gene-T4p224",62601.1676910313,13521.2624838492,9048.99447026889,4321.19911874864,3260.60295050941,2722.7488003167,1620.36466502031,1872.72592406337,3062.56877545278,1999.55551550213
"gene-T4p116",1654.65641474092,3226.90148727392,4423.05110878614,2866.92423719389,10030.5447316666,3366.42329657319,6456.48194077459,5099.15104115156,18118.1568755787,4635.58870011259
"gene-T4p002",6158.99887709119,2669.75290483216,4114.65488468729,6260.44298011405,5829.07127802512,9829.64242641566,2347.81161482712,2234.52273715024,1004.52255834851,1347.42182047438
"gene-T4p083",5975.1481643422,3213.51802488431,9893.0262414868,9459.82966073801,112650.317193968,14165.3838390637,12515.417765918,5223.472371625,25566.3241374798,4223.91550574451
"gene-T4p056",13329.1766743018,4330.78929252109,2031.62775700207,1203.61878623648,1816.85338535848,4847.4995646585,2455.00336851825,3164.36327643848,784.017606515912,1816.29972493262
"gene-T4p209",167671.85002708,45527.5649467182,16198.9174552975,5565.2696091287,5223.45348290563,1699.2324962958,1986.68988151816,1192.51629159223,2388.80364485317,2493.52320508763
"gene-T4p046",384339.915001765,92757.3080358786,20370.3821707398,7024.23977777155,10295.5025170314,9368.67377128546,3583.11852386959,3281.86571040742,5598.37572152769,3673.94741575496
"gene-T4p111",15627.3105836642,6674.3822620804,7328.46816740162,4717.31881981536,4655.6867999811,3075.54832562586,1310.23706696248,2245.09696796157,5304.36911908422,4272.6900480319
"gene-T4p222",3125.46211673284,2941.38762296213,5183.22074888945,4484.36034505992,18709.2640277986,4165.7613515007,2847.34600096055,1894.07203486009,11833.7657483496,2692.63573985756
"gene-T4p182",551.552138246972,2404.06639220868,37.8732205033676,676.12134068558,151.404448779873,1857.28213871288,7625.18426499926,10100.2680919775,22981.5160909977,21998.9243178627
"gene-T4p115",919.253563744954,1991.65747709165,6627.81358808932,5907.66439062973,20580.1904305785,8684.43585134609,11729.6918043956,8595.8614037444,21584.9847293912,9344.23885451576
"gene-T4p081",15351.5345145407,2377.79515122166,5840.59164762647,4828.74159417514,100110.784453949,8651.71241711451,9520.29284239296,2479.80536213838,17187.135967841,2907.40430054691
"gene-T4p029",735.402850995963,12015.3751231213,386.84789514154,11662.5513629315,3871.62804737105,20395.4485000062,29723.3366715769,51271.1839927873,42177.6971755357,142733.780406173
"gene-T4p026",13513.0273870508,5277.54533563832,3254.39173325366,1822.67433000522,502.879062018865,808.996012947249,479.761150015649,653.131695627168,367.508253054334,873.726677271709
"gene-T4p101",147172.495555567,37949.0554476504,12968.8727923674,4469.64242591839,1195.01368501257,1107.25648120378,1036.53385122687,1380.28300693368,1568.03521303182,1265.72948010002
"gene-T4t007",166476.820394211,18241.1635532535,24328.1337133418,14158.4576261835,38678.4293615155,16446.1390311831,20607.8748212796,12419.3846756184,35305.2928434197,11905.8055568685
"gene-T4p104",367.701425497981,945.26899174061,584.329687766243,2583.22054429404,9105.89613376095,5051.79378253478,14917.3456059096,11344.7661163432,29682.4165716884,11493.1287710953
"gene-T4p169",2206.20855298789,7831.80391688602,67.6307508988707,2824.93753534843,156.811750522012,5682.06076059916,30994.0272663038,62192.585578329,121057.218556098,87689.2004563364
"gene-T4p065",22797.4883808749,12283.5400547059,18292.7655031265,14429.6104555209,16308.4220542892,16353.8771263357,8574.29959865278,15759.4580677817,14982.086449515,14903.1316473115
"gene-T4p238",2757.76069123486,2592.92191703992,13269.1533263584,12368.9211877423,13669.6588041257,12350.5967156377,11744.2615573245,14506.362304345,21523.7333538822,17358.9198155678
"gene-T4s002",1930.4324838644,31337.6250271805,6051.59959043095,76860.4952223669,79141.2682979366,103684.76947792,35946.7025654892,142748.953566226,254254.45973809,299775.562756439
"gene-T4p133",95970.0720549732,25414.6993940873,11491.8171927361,4071.62655121993,757.022243899366,3320.06509807846,10065.6178805886,6984.82298611479,5500.3735207132,6521.93910512052
"gene-T4p139",18568.9219876481,5692.92835350861,4533.96554026029,8307.58815052317,13188.4089490754,22723.357251869,49397.7066087696,38743.388745206,63211.4195253454,49651.0790205998
"gene-T4p207",62233.4662655334,21566.7061151768,15325.1281536841,8259.73233981759,5883.1442954465,3124.40623090217,2005.42242099817,1339.36962790664,2756.3118979075,2097.50603663895
"gene-T4p226",64807.3762440192,25326.4676790743,13155.5336648483,8331.51605587596,9484.40725571063,4633.2065196559,1373.71956186693,2742.6787636164,4973.61169133532,2765.49647586713
